# event_ticker=KXATPCHALLENGERMATCH-26MAY02ARNCAD
# final_score=1-6 6-1 6-0
# match_winner=Matteo Arnaldi
# fav_player=Matteo Arnaldi
# dog_player=Gianluca Cadenasso
# kalshi_date=2026-05-02
timestamp,Matteo Arnaldi,Gianluca Cadenasso
2026-05-01T23:34:00Z,,42.00
2026-05-01T23:35:00Z,59.00,42.00
2026-05-02T00:00:00Z,60.00,42.00
2026-05-02T00:05:00Z,60.00,42.00
2026-05-02T00:37:00Z,60.00,42.00
2026-05-02T00:44:00Z,60.00,42.00
2026-05-02T01:28:00Z,60.00,42.00
2026-05-02T01:32:00Z,61.00,42.00
2026-05-02T01:49:00Z,61.00,42.00
2026-05-02T01:58:00Z,61.00,40.00
2026-05-02T02:18:00Z,61.00,40.00
2026-05-02T02:20:00Z,61.00,40.00
2026-05-02T02:37:00Z,61.00,40.00
2026-05-02T02:45:00Z,61.00,40.00
2026-05-02T02:46:00Z,61.00,40.00
2026-05-02T02:47:00Z,61.00,40.00
2026-05-02T02:50:00Z,61.00,40.00
2026-05-02T02:52:00Z,61.00,40.00
2026-05-02T03:00:00Z,61.00,40.00
2026-05-02T03:01:00Z,61.00,40.00
2026-05-02T03:07:00Z,62.00,40.00
2026-05-02T03:09:00Z,62.00,40.00
2026-05-02T03:25:00Z,62.00,40.00
2026-05-02T03:26:00Z,62.00,40.00
2026-05-02T03:33:00Z,62.00,40.00
2026-05-02T03:34:00Z,62.00,40.00
2026-05-02T03:42:00Z,62.00,38.13
2026-05-02T03:46:00Z,62.00,38.00
2026-05-02T03:47:00Z,62.00,38.00
2026-05-02T04:01:00Z,62.00,38.00
2026-05-02T04:02:00Z,62.00,38.00
2026-05-02T04:03:00Z,62.00,38.00
2026-05-02T04:05:00Z,62.00,38.00
2026-05-02T04:06:00Z,62.00,38.00
2026-05-02T04:07:00Z,62.00,39.00
2026-05-02T04:15:00Z,62.00,39.00
2026-05-02T04:16:00Z,62.00,39.00
2026-05-02T04:17:00Z,62.00,39.00
2026-05-02T04:18:00Z,61.56,39.00
2026-05-02T04:34:00Z,62.00,39.00
2026-05-02T04:35:00Z,62.00,39.00
2026-05-02T04:36:00Z,62.00,39.00
2026-05-02T04:37:00Z,63.00,39.00
2026-05-02T04:38:00Z,63.00,39.00
2026-05-02T04:39:00Z,63.00,39.00
2026-05-02T04:42:00Z,61.00,38.83
2026-05-02T04:44:00Z,62.00,38.83
2026-05-02T04:52:00Z,62.00,39.00
2026-05-02T04:54:00Z,62.00,39.00
2026-05-02T04:56:00Z,62.00,39.00
2026-05-02T04:58:00Z,62.00,39.00
2026-05-02T04:59:00Z,62.00,39.00
2026-05-02T05:07:00Z,62.00,39.00
2026-05-02T05:12:00Z,62.00,39.00
2026-05-02T05:15:00Z,62.00,39.00
2026-05-02T05:19:00Z,63.00,39.00
2026-05-02T05:20:00Z,63.00,39.00
2026-05-02T05:21:00Z,63.00,39.00
2026-05-02T05:22:00Z,63.00,39.00
2026-05-02T05:25:00Z,63.00,39.00
2026-05-02T05:26:00Z,63.55,39.00
2026-05-02T05:27:00Z,63.05,39.00
2026-05-02T05:31:00Z,64.00,39.00
2026-05-02T05:33:00Z,64.00,39.00
2026-05-02T05:34:00Z,64.00,39.00
2026-05-02T05:35:00Z,64.00,38.00
2026-05-02T05:41:00Z,64.00,38.00
2026-05-02T05:42:00Z,64.00,38.00
2026-05-02T05:45:00Z,63.00,38.00
2026-05-02T05:47:00Z,64.00,38.00
2026-05-02T05:48:00Z,64.00,38.00
2026-05-02T05:49:00Z,64.00,38.00
2026-05-02T05:53:00Z,64.00,38.00
2026-05-02T05:54:00Z,64.00,39.00
2026-05-02T05:56:00Z,64.00,39.00
2026-05-02T06:14:00Z,64.00,38.00
2026-05-02T06:17:00Z,64.00,39.00
2026-05-02T06:18:00Z,64.00,39.00
2026-05-02T06:26:00Z,64.00,39.00
2026-05-02T06:30:00Z,64.00,39.00
2026-05-02T06:31:00Z,64.00,39.00
2026-05-02T06:33:00Z,64.00,39.00
2026-05-02T06:39:00Z,64.00,38.00
2026-05-02T06:40:00Z,64.00,38.00
2026-05-02T06:49:00Z,64.00,38.00
2026-05-02T06:52:00Z,64.46,38.00
2026-05-02T06:53:00Z,64.00,38.00
2026-05-02T06:55:00Z,64.00,38.00
2026-05-02T06:58:00Z,64.00,38.00
2026-05-02T06:59:00Z,64.00,38.00
2026-05-02T07:02:00Z,64.00,38.00
2026-05-02T07:04:00Z,64.00,38.00
2026-05-02T07:05:00Z,64.00,38.00
2026-05-02T07:07:00Z,64.14,38.00
2026-05-02T07:13:00Z,64.00,38.00
2026-05-02T07:14:00Z,64.00,38.00
2026-05-02T07:30:00Z,64.00,38.00
2026-05-02T07:31:00Z,64.00,38.00
2026-05-02T07:44:00Z,64.00,38.00
2026-05-02T07:45:00Z,64.00,38.00
2026-05-02T07:46:00Z,64.00,38.00
2026-05-02T07:48:00Z,64.00,38.00
2026-05-02T07:53:00Z,64.00,38.00
2026-05-02T07:54:00Z,64.00,38.00
2026-05-02T08:22:00Z,64.00,38.00
2026-05-02T08:31:00Z,64.00,38.00
2026-05-02T08:36:00Z,64.00,38.00
2026-05-02T08:39:00Z,64.00,38.00
2026-05-02T08:45:00Z,64.00,38.00
2026-05-02T08:55:00Z,64.00,38.00
2026-05-02T08:58:00Z,64.00,38.00
2026-05-02T08:59:00Z,64.00,38.00
2026-05-02T09:01:00Z,64.00,38.00
2026-05-02T09:02:00Z,64.00,38.00
2026-05-02T09:04:00Z,64.00,38.00
2026-05-02T09:10:00Z,64.00,38.00
2026-05-02T09:16:00Z,64.00,38.00
2026-05-02T09:18:00Z,64.00,38.00
2026-05-02T09:25:00Z,64.00,38.00
2026-05-02T09:26:00Z,64.00,38.00
2026-05-02T09:36:00Z,64.00,38.00
2026-05-02T09:46:00Z,64.00,38.00
2026-05-02T09:47:00Z,64.00,38.00
2026-05-02T09:48:00Z,64.00,38.00
2026-05-02T09:50:00Z,64.00,38.00
2026-05-02T10:00:00Z,64.00,38.00
2026-05-02T10:04:00Z,64.00,38.00
2026-05-02T10:06:00Z,64.00,38.00
2026-05-02T10:09:00Z,64.00,38.00
2026-05-02T10:16:00Z,64.00,38.00
2026-05-02T10:18:00Z,64.00,38.00
2026-05-02T10:19:00Z,64.00,38.00
2026-05-02T10:20:00Z,64.00,38.00
2026-05-02T10:23:00Z,64.00,38.00
2026-05-02T10:30:00Z,64.00,38.00
2026-05-02T10:31:00Z,64.00,38.00
2026-05-02T10:33:00Z,64.00,38.00
2026-05-02T10:35:00Z,64.00,38.00
2026-05-02T10:38:00Z,64.00,38.00
2026-05-02T10:46:00Z,64.00,38.00
2026-05-02T10:48:00Z,64.00,38.00
2026-05-02T10:49:00Z,64.00,38.00
2026-05-02T10:50:00Z,64.00,38.00
2026-05-02T10:51:00Z,64.00,38.00
2026-05-02T10:52:00Z,64.00,38.00
2026-05-02T10:53:00Z,64.00,38.00
2026-05-02T10:54:00Z,64.00,38.00
2026-05-02T10:55:00Z,64.00,38.00
