# event_ticker=KXATPCHALLENGERMATCH-26MAY04SANMAR
# final_score=6-0 6-4
# score_resolution=0-6 4-6
# match_winner=Ivan Marrero Curbelo
# fav_player=Elijah Sanogo
# dog_player=Ivan Marrero Curbelo
# kalshi_date=2026-05-04
timestamp,Elijah Sanogo,Ivan Marrero Curbelo
2026-05-04T08:28:00Z,19.00,
2026-05-04T09:51:00Z,19.00,84.00
2026-05-04T11:38:00Z,19.00,84.00
2026-05-04T11:58:00Z,19.00,84.00
2026-05-04T12:39:00Z,19.00,84.00
2026-05-04T13:34:00Z,19.00,84.00
2026-05-04T14:09:00Z,19.00,84.00
2026-05-04T14:10:00Z,19.00,84.00
2026-05-04T14:13:00Z,20.00,84.00
2026-05-04T14:14:00Z,20.00,84.00
2026-05-04T14:36:00Z,20.00,83.00
2026-05-04T15:46:00Z,20.00,83.00
2026-05-04T16:12:00Z,20.00,83.00
2026-05-04T16:32:00Z,20.00,83.00
2026-05-04T17:11:00Z,20.00,83.00
2026-05-04T17:15:00Z,20.00,83.00
2026-05-04T17:17:00Z,20.00,83.00
2026-05-04T17:26:00Z,20.81,83.00
2026-05-04T17:27:00Z,21.00,83.00
2026-05-04T17:58:00Z,21.00,83.00
2026-05-04T17:59:00Z,21.00,83.00
2026-05-04T18:08:00Z,21.00,79.33
2026-05-04T18:10:00Z,21.00,82.00
2026-05-04T18:18:00Z,20.00,82.00
2026-05-04T18:19:00Z,20.00,82.00
2026-05-04T18:20:00Z,20.00,82.00
2026-05-04T18:21:00Z,19.03,82.00
2026-05-04T18:22:00Z,18.00,82.00
2026-05-04T18:27:00Z,20.00,82.00
2026-05-04T18:29:00Z,20.00,82.00
2026-05-04T18:31:00Z,20.00,83.00
2026-05-04T18:32:00Z,20.00,83.00
2026-05-04T18:35:00Z,20.43,83.00
2026-05-04T18:37:00Z,20.00,83.00
2026-05-04T18:42:00Z,21.24,83.00
2026-05-04T18:43:00Z,19.00,83.00
2026-05-04T18:45:00Z,19.00,80.93
2026-05-04T18:51:00Z,20.00,80.93
2026-05-04T18:56:00Z,20.00,80.93
2026-05-04T18:57:00Z,20.00,81.00
2026-05-04T19:00:00Z,20.00,81.00
2026-05-04T19:02:00Z,20.00,81.00
2026-05-04T19:03:00Z,19.91,81.00
2026-05-04T19:04:00Z,20.00,81.00
2026-05-04T19:05:00Z,20.00,81.00
2026-05-04T19:08:00Z,21.00,83.00
2026-05-04T19:10:00Z,21.00,83.00
2026-05-04T19:11:00Z,20.23,83.00
2026-05-04T19:12:00Z,20.00,82.00
2026-05-04T19:13:00Z,20.05,79.00
2026-05-04T19:14:00Z,22.73,78.00
2026-05-04T19:15:00Z,23.00,79.00
2026-05-04T19:16:00Z,22.94,78.70
2026-05-04T19:17:00Z,21.68,78.02
2026-05-04T19:18:00Z,21.91,80.13
2026-05-04T19:19:00Z,20.40,80.66
2026-05-04T19:20:00Z,17.19,85.00
2026-05-04T19:21:00Z,17.64,86.04
2026-05-04T19:22:00Z,15.14,87.62
2026-05-04T19:23:00Z,10.44,90.00
2026-05-04T19:24:00Z,12.63,89.86
2026-05-04T19:25:00Z,9.56,91.03
2026-05-04T19:26:00Z,9.01,91.67
2026-05-04T19:27:00Z,8.31,92.42
2026-05-04T19:28:00Z,8.91,92.96
2026-05-04T19:29:00Z,8.18,93.00
2026-05-04T19:30:00Z,6.00,93.03
2026-05-04T19:31:00Z,6.41,94.00
2026-05-04T19:32:00Z,5.95,94.88
2026-05-04T19:33:00Z,5.67,94.79
2026-05-04T19:34:00Z,5.43,94.98
2026-05-04T19:35:00Z,5.00,95.00
2026-05-04T19:36:00Z,5.52,95.00
2026-05-04T19:37:00Z,5.64,95.94
2026-05-04T19:38:00Z,5.50,95.11
2026-05-04T19:39:00Z,5.88,95.26
2026-05-04T19:40:00Z,5.99,95.81
2026-05-04T19:41:00Z,5.91,95.64
2026-05-04T19:42:00Z,6.00,95.97
2026-05-04T19:43:00Z,6.00,95.03
2026-05-04T19:44:00Z,6.00,95.54
2026-05-04T19:45:00Z,5.90,95.84
2026-05-04T19:46:00Z,5.43,96.00
2026-05-04T19:47:00Z,5.29,96.00
2026-05-04T19:48:00Z,5.97,96.00
2026-05-04T19:49:00Z,6.00,96.00
2026-05-04T19:50:00Z,5.99,95.99
2026-05-04T19:51:00Z,5.02,96.00
2026-05-04T19:52:00Z,5.86,95.00
2026-05-04T19:53:00Z,6.92,93.89
2026-05-04T19:54:00Z,7.00,93.93
2026-05-04T19:55:00Z,7.00,94.10
2026-05-04T19:56:00Z,12.03,92.06
2026-05-04T19:57:00Z,13.51,87.68
2026-05-04T19:58:00Z,14.16,87.97
2026-05-04T19:59:00Z,15.56,87.29
2026-05-04T20:00:00Z,15.94,85.79
2026-05-04T20:01:00Z,17.49,85.58
2026-05-04T20:02:00Z,18.58,82.97
2026-05-04T20:03:00Z,18.90,82.03
2026-05-04T20:04:00Z,17.81,82.99
2026-05-04T20:05:00Z,18.62,82.93
2026-05-04T20:06:00Z,18.10,84.09
2026-05-04T20:07:00Z,10.10,89.15
2026-05-04T20:08:00Z,12.65,88.66
2026-05-04T20:09:00Z,15.33,88.40
2026-05-04T20:10:00Z,15.65,83.72
2026-05-04T20:11:00Z,11.07,89.42
2026-05-04T20:12:00Z,10.57,90.32
2026-05-04T20:13:00Z,9.22,91.22
2026-05-04T20:14:00Z,13.13,88.77
2026-05-04T20:15:00Z,13.75,90.47
2026-05-04T20:16:00Z,8.47,91.09
2026-05-04T20:17:00Z,8.78,92.98
2026-05-04T20:18:00Z,7.66,93.39
2026-05-04T20:19:00Z,5.57,95.29
2026-05-04T20:20:00Z,4.20,97.56
2026-05-04T20:21:00Z,4.29,97.02
2026-05-04T20:22:00Z,3.75,97.69
2026-05-04T20:23:00Z,3.73,97.87
2026-05-04T20:24:00Z,2.95,97.13
2026-05-04T20:25:00Z,2.37,97.98
2026-05-04T20:26:00Z,5.25,97.46
2026-05-04T20:27:00Z,8.07,92.97
2026-05-04T20:28:00Z,7.90,93.69
2026-05-04T20:29:00Z,9.33,92.68
2026-05-04T20:30:00Z,7.31,94.05
2026-05-04T20:31:00Z,7.65,93.05
2026-05-04T20:32:00Z,3.12,97.97
2026-05-04T20:33:00Z,1.94,98.02
2026-05-04T20:34:00Z,2.00,98.81
2026-05-04T20:35:00Z,1.05,99.00
2026-05-04T20:36:00Z,1.00,99.00
2026-05-04T20:37:00Z,1.00,99.00
2026-05-04T20:38:00Z,1.00,99.00
2026-05-04T20:39:00Z,1.00,99.00
2026-05-04T20:40:00Z,1.00,99.00
2026-05-04T20:41:00Z,1.00,99.00
2026-05-04T20:42:00Z,1.00,99.00
