# event_ticker=KXATPCHALLENGERMATCH-26MAR30JASTUL
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Omar Jasika
# fav_player=Li Tu
# dog_player=Omar Jasika
# kalshi_date=2026-03-30
timestamp,Li Tu,Omar Jasika
2026-03-30T14:25:00Z,74.00,26.00
2026-03-30T15:30:00Z,74.00,26.00
2026-03-30T16:21:00Z,76.00,26.00
2026-03-30T18:11:00Z,76.00,26.00
2026-03-30T18:15:00Z,76.00,26.00
2026-03-30T19:39:00Z,76.00,26.00
2026-03-30T20:00:00Z,76.00,25.00
2026-03-30T21:18:00Z,77.00,25.00
2026-03-30T21:21:00Z,77.00,25.70
2026-03-30T22:41:00Z,77.00,25.70
2026-03-30T23:34:00Z,76.00,25.70
2026-03-31T00:41:00Z,76.00,24.00
2026-03-31T01:01:00Z,76.00,24.00
2026-03-31T01:39:00Z,76.00,24.00
2026-03-31T01:41:00Z,76.00,25.00
2026-03-31T01:46:00Z,76.00,25.00
2026-03-31T01:52:00Z,76.00,25.00
2026-03-31T01:56:00Z,76.00,25.00
2026-03-31T01:59:00Z,76.00,25.00
2026-03-31T02:03:00Z,77.00,25.00
2026-03-31T02:06:00Z,75.92,26.48
2026-03-31T02:09:00Z,74.50,26.48
2026-03-31T02:10:00Z,74.50,27.83
2026-03-31T02:11:00Z,75.00,28.45
2026-03-31T02:12:00Z,69.61,31.91
2026-03-31T02:13:00Z,73.39,27.45
2026-03-31T02:14:00Z,73.39,32.27
2026-03-31T02:15:00Z,65.67,37.85
2026-03-31T02:16:00Z,65.81,33.86
2026-03-31T02:17:00Z,63.00,38.01
2026-03-31T02:18:00Z,65.81,34.23
2026-03-31T02:19:00Z,62.00,37.09
2026-03-31T02:20:00Z,62.48,42.00
2026-03-31T02:21:00Z,58.79,43.34
2026-03-31T02:22:00Z,51.86,49.73
2026-03-31T02:23:00Z,53.44,47.89
2026-03-31T02:24:00Z,59.48,43.26
2026-03-31T02:25:00Z,62.00,39.00
2026-03-31T02:26:00Z,62.00,42.21
2026-03-31T02:27:00Z,58.02,45.00
2026-03-31T02:28:00Z,54.95,45.73
2026-03-31T02:29:00Z,51.00,48.38
2026-03-31T02:30:00Z,54.55,46.95
2026-03-31T02:31:00Z,55.01,46.00
2026-03-31T02:32:00Z,54.51,46.00
2026-03-31T02:33:00Z,54.51,45.65
2026-03-31T02:34:00Z,54.46,44.92
2026-03-31T02:35:00Z,53.82,43.16
2026-03-31T02:36:00Z,58.24,39.26
2026-03-31T02:37:00Z,59.28,35.01
2026-03-31T02:38:00Z,57.79,41.54
2026-03-31T02:39:00Z,61.93,36.05
2026-03-31T02:40:00Z,73.40,28.31
2026-03-31T02:41:00Z,76.00,23.57
2026-03-31T02:42:00Z,77.11,27.03
2026-03-31T02:43:00Z,78.00,22.28
2026-03-31T02:44:00Z,78.00,21.17
2026-03-31T02:45:00Z,78.00,21.83
2026-03-31T02:46:00Z,74.92,27.87
2026-03-31T02:47:00Z,74.45,27.34
2026-03-31T02:48:00Z,75.00,26.94
2026-03-31T02:49:00Z,74.50,26.34
2026-03-31T02:50:00Z,79.97,22.78
2026-03-31T02:51:00Z,77.08,23.00
2026-03-31T02:52:00Z,77.08,23.00
2026-03-31T02:53:00Z,77.08,24.89
2026-03-31T02:54:00Z,69.38,28.32
2026-03-31T02:55:00Z,71.07,25.80
2026-03-31T02:56:00Z,77.00,24.31
2026-03-31T02:57:00Z,79.93,23.42
2026-03-31T02:58:00Z,84.27,22.15
2026-03-31T02:59:00Z,75.64,25.97
2026-03-31T03:00:00Z,79.19,20.97
2026-03-31T03:01:00Z,80.00,24.28
2026-03-31T03:02:00Z,71.73,27.93
2026-03-31T03:03:00Z,71.05,32.21
2026-03-31T03:04:00Z,71.05,25.07
2026-03-31T03:05:00Z,65.50,32.38
2026-03-31T03:06:00Z,69.43,30.62
2026-03-31T03:07:00Z,58.00,38.31
2026-03-31T03:08:00Z,56.52,44.05
2026-03-31T03:09:00Z,50.59,49.07
2026-03-31T03:10:00Z,45.06,55.54
2026-03-31T03:11:00Z,44.93,55.24
2026-03-31T03:12:00Z,45.00,56.30
2026-03-31T03:13:00Z,45.68,55.59
2026-03-31T03:14:00Z,42.55,58.88
2026-03-31T03:15:00Z,40.37,61.41
2026-03-31T03:16:00Z,38.49,62.84
2026-03-31T03:17:00Z,38.99,62.61
2026-03-31T03:18:00Z,34.92,69.87
2026-03-31T03:19:00Z,33.80,67.96
2026-03-31T03:20:00Z,40.02,61.83
2026-03-31T03:21:00Z,36.28,62.39
2026-03-31T03:22:00Z,31.27,67.40
2026-03-31T03:23:00Z,30.74,70.44
2026-03-31T03:24:00Z,29.90,69.58
2026-03-31T03:25:00Z,33.66,68.92
2026-03-31T03:26:00Z,29.52,71.20
2026-03-31T03:27:00Z,34.96,65.96
2026-03-31T03:28:00Z,40.26,58.89
2026-03-31T03:29:00Z,40.44,58.82
2026-03-31T03:30:00Z,40.22,60.43
2026-03-31T03:31:00Z,36.14,65.34
2026-03-31T03:32:00Z,34.39,66.77
2026-03-31T03:33:00Z,37.98,65.24
2026-03-31T03:34:00Z,39.38,62.58
2026-03-31T03:35:00Z,36.65,64.51
2026-03-31T03:36:00Z,36.97,64.09
2026-03-31T03:37:00Z,43.78,57.38
2026-03-31T03:38:00Z,47.16,51.61
2026-03-31T03:39:00Z,43.08,56.58
2026-03-31T03:40:00Z,42.41,54.84
2026-03-31T03:41:00Z,45.53,53.16
2026-03-31T03:42:00Z,50.66,55.36
2026-03-31T03:43:00Z,43.55,61.15
2026-03-31T03:44:00Z,49.02,47.58
2026-03-31T03:45:00Z,58.99,41.28
2026-03-31T03:46:00Z,59.33,41.09
2026-03-31T03:47:00Z,55.79,43.49
2026-03-31T03:48:00Z,51.66,50.25
2026-03-31T03:49:00Z,45.19,59.93
2026-03-31T03:50:00Z,33.68,68.68
2026-03-31T03:51:00Z,31.94,68.81
2026-03-31T03:52:00Z,31.31,69.73
2026-03-31T03:53:00Z,26.53,73.36
2026-03-31T03:54:00Z,30.65,73.14
2026-03-31T03:55:00Z,33.11,66.57
2026-03-31T03:56:00Z,36.59,66.61
2026-03-31T03:57:00Z,35.34,68.01
2026-03-31T03:58:00Z,32.06,63.20
2026-03-31T03:59:00Z,39.21,64.04
2026-03-31T04:00:00Z,32.44,66.95
2026-03-31T04:01:00Z,28.95,72.05
2026-03-31T04:02:00Z,27.14,76.17
2026-03-31T04:03:00Z,26.33,75.87
2026-03-31T04:04:00Z,13.06,89.04
2026-03-31T04:05:00Z,5.39,96.81
2026-03-31T04:06:00Z,1.00,99.00
2026-03-31T04:07:00Z,1.00,99.00
