# event_ticker=KXATPMATCH-25OCT20DARNAK
# final_score=6-2 7-5
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Luciano Darderi
# kalshi_date=2025-10-20
timestamp,Brandon Nakashima,Luciano Darderi
2025-10-20T01:52:00Z,73.00,
2025-10-20T01:57:00Z,73.00,
2025-10-20T02:07:00Z,72.00,
2025-10-20T02:14:00Z,72.00,
2025-10-20T02:15:00Z,72.00,
2025-10-20T02:17:00Z,71.00,
2025-10-20T02:18:00Z,71.00,30.00
2025-10-20T02:23:00Z,71.00,30.00
2025-10-20T02:36:00Z,71.00,30.00
2025-10-20T02:38:00Z,71.00,30.00
2025-10-20T02:40:00Z,71.00,31.00
2025-10-20T02:43:00Z,71.00,31.00
2025-10-20T02:48:00Z,71.00,31.00
2025-10-20T02:49:00Z,71.00,31.00
2025-10-20T02:54:00Z,71.00,30.65
2025-10-20T03:04:00Z,71.00,30.65
2025-10-20T03:06:00Z,71.00,30.65
2025-10-20T03:09:00Z,71.00,30.65
2025-10-20T03:20:00Z,71.00,30.00
2025-10-20T03:22:00Z,71.00,30.00
2025-10-20T03:23:00Z,71.00,30.00
2025-10-20T03:24:00Z,71.00,30.00
2025-10-20T03:25:00Z,71.00,30.00
2025-10-20T03:28:00Z,71.00,30.00
2025-10-20T03:29:00Z,71.00,30.00
2025-10-20T03:33:00Z,71.00,30.00
2025-10-20T03:34:00Z,71.00,30.00
2025-10-20T03:36:00Z,71.00,30.00
2025-10-20T03:37:00Z,71.00,30.00
2025-10-20T03:38:00Z,71.00,30.00
2025-10-20T03:41:00Z,71.00,30.00
2025-10-20T03:44:00Z,71.00,30.00
2025-10-20T03:45:00Z,71.00,30.00
2025-10-20T03:47:00Z,71.00,30.00
2025-10-20T03:48:00Z,71.00,30.00
2025-10-20T03:53:00Z,71.00,30.00
2025-10-20T04:00:00Z,71.00,30.00
2025-10-20T04:02:00Z,71.00,30.00
2025-10-20T04:06:00Z,71.00,30.00
2025-10-20T04:08:00Z,71.00,30.00
2025-10-20T04:11:00Z,70.86,30.00
2025-10-20T04:13:00Z,71.00,30.00
2025-10-20T04:15:00Z,71.00,30.40
2025-10-20T04:16:00Z,71.00,31.00
2025-10-20T04:17:00Z,71.00,31.00
2025-10-20T04:18:00Z,71.00,31.00
2025-10-20T04:20:00Z,71.00,31.00
2025-10-20T04:26:00Z,71.00,31.00
2025-10-20T04:29:00Z,71.00,31.00
2025-10-20T04:30:00Z,71.00,31.00
2025-10-20T04:35:00Z,71.00,31.00
2025-10-20T04:36:00Z,71.00,30.00
2025-10-20T04:39:00Z,71.00,30.00
2025-10-20T04:40:00Z,71.00,30.00
2025-10-20T04:42:00Z,70.00,30.00
2025-10-20T04:43:00Z,70.00,29.00
2025-10-20T04:51:00Z,71.00,29.00
2025-10-20T04:52:00Z,71.00,30.00
2025-10-20T04:53:00Z,71.42,30.00
2025-10-20T04:54:00Z,71.42,30.00
2025-10-20T04:55:00Z,71.42,30.00
2025-10-20T04:56:00Z,72.00,30.00
2025-10-20T04:59:00Z,72.00,30.00
2025-10-20T05:00:00Z,72.00,30.00
2025-10-20T05:02:00Z,72.00,30.00
2025-10-20T05:06:00Z,72.00,30.00
2025-10-20T05:08:00Z,72.00,30.00
2025-10-20T05:13:00Z,72.00,29.00
2025-10-20T05:15:00Z,72.00,29.00
2025-10-20T05:19:00Z,72.00,29.00
2025-10-20T05:20:00Z,72.00,29.00
2025-10-20T05:24:00Z,72.00,29.00
2025-10-20T05:25:00Z,72.00,29.00
2025-10-20T05:30:00Z,72.00,29.00
2025-10-20T05:32:00Z,72.00,29.00
2025-10-20T05:34:00Z,72.00,29.00
2025-10-20T05:36:00Z,72.00,29.00
2025-10-20T05:38:00Z,72.00,29.00
2025-10-20T05:43:00Z,72.00,29.00
2025-10-20T05:45:00Z,72.00,29.00
2025-10-20T05:46:00Z,72.00,29.00
2025-10-20T05:52:00Z,72.00,29.00
2025-10-20T05:53:00Z,72.00,28.00
2025-10-20T05:59:00Z,72.00,29.02
2025-10-20T06:01:00Z,72.00,30.00
2025-10-20T06:02:00Z,72.00,30.00
2025-10-20T06:08:00Z,72.00,29.00
2025-10-20T06:10:00Z,72.00,30.00
2025-10-20T06:19:00Z,72.00,30.00
2025-10-20T06:24:00Z,72.00,30.00
2025-10-20T06:27:00Z,72.00,29.00
2025-10-20T06:30:00Z,72.00,30.00
2025-10-20T06:32:00Z,72.00,30.00
2025-10-20T06:35:00Z,72.00,29.00
2025-10-20T06:36:00Z,72.00,29.00
2025-10-20T06:43:00Z,72.00,29.00
2025-10-20T06:44:00Z,72.00,29.00
2025-10-20T06:46:00Z,72.00,28.00
2025-10-20T06:48:00Z,72.00,29.11
2025-10-20T06:50:00Z,72.00,29.11
2025-10-20T06:51:00Z,72.00,29.11
2025-10-20T06:52:00Z,72.00,30.00
2025-10-20T06:53:00Z,72.00,30.00
2025-10-20T06:59:00Z,72.00,30.00
2025-10-20T07:00:00Z,72.00,30.00
2025-10-20T07:03:00Z,72.00,30.00
2025-10-20T07:04:00Z,72.00,30.00
2025-10-20T07:07:00Z,72.00,30.00
2025-10-20T07:09:00Z,72.00,30.00
2025-10-20T07:11:00Z,72.00,29.00
2025-10-20T07:12:00Z,72.00,29.00
2025-10-20T07:14:00Z,72.00,30.00
2025-10-20T07:16:00Z,72.00,30.00
2025-10-20T07:19:00Z,72.00,30.00
2025-10-20T07:30:00Z,71.00,30.00
2025-10-20T07:31:00Z,73.00,30.00
2025-10-20T07:33:00Z,72.00,30.00
2025-10-20T07:36:00Z,72.00,30.00
2025-10-20T07:41:00Z,72.11,30.00
2025-10-20T07:42:00Z,73.00,30.00
2025-10-20T07:45:00Z,73.00,29.00
2025-10-20T07:50:00Z,73.00,28.00
2025-10-20T07:51:00Z,73.00,27.86
2025-10-20T07:52:00Z,73.00,30.00
2025-10-20T07:54:00Z,72.58,30.00
2025-10-20T07:56:00Z,72.58,29.00
2025-10-20T07:59:00Z,70.00,29.00
2025-10-20T08:00:00Z,70.00,31.00
2025-10-20T08:02:00Z,70.00,31.00
2025-10-20T08:03:00Z,70.00,31.00
2025-10-20T08:10:00Z,70.00,31.00
2025-10-20T08:13:00Z,70.00,31.00
2025-10-20T08:19:00Z,70.00,31.00
2025-10-20T08:21:00Z,70.00,31.00
2025-10-20T08:22:00Z,70.00,31.00
2025-10-20T08:23:00Z,70.00,31.00
2025-10-20T08:24:00Z,70.00,31.00
2025-10-20T08:26:00Z,70.00,31.00
2025-10-20T08:30:00Z,71.00,29.00
2025-10-20T08:32:00Z,71.00,28.00
2025-10-20T08:38:00Z,72.00,28.00
2025-10-20T08:49:00Z,72.00,29.00
2025-10-20T08:50:00Z,72.00,29.00
2025-10-20T08:53:00Z,72.00,29.00
2025-10-20T08:56:00Z,72.00,29.00
2025-10-20T08:58:00Z,72.00,29.00
2025-10-20T09:01:00Z,72.00,29.00
2025-10-20T09:04:00Z,72.00,29.00
2025-10-20T09:12:00Z,72.00,29.00
2025-10-20T09:13:00Z,72.00,29.00
2025-10-20T09:14:00Z,72.00,29.00
2025-10-20T09:16:00Z,72.00,29.00
2025-10-20T09:27:00Z,73.00,29.00
2025-10-20T09:35:00Z,73.00,28.39
2025-10-20T09:36:00Z,73.00,28.39
2025-10-20T09:39:00Z,73.00,29.00
2025-10-20T09:43:00Z,73.00,29.00
2025-10-20T09:53:00Z,73.00,29.00
2025-10-20T09:55:00Z,73.00,29.00
2025-10-20T09:56:00Z,73.00,29.00
2025-10-20T09:57:00Z,73.00,29.00
2025-10-20T09:58:00Z,73.00,29.00
