# event_ticker=KXATPMATCH-26FEB15UGOBUR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Roman Andres Burruchaga
# fav_player=Camilo Ugo Carabelli
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-02-15
timestamp,Camilo Ugo Carabelli,Roman Andres Burruchaga
2026-02-17T07:57:00Z,57.00,
2026-02-17T08:14:00Z,57.00,
2026-02-17T08:19:00Z,56.00,
2026-02-17T08:21:00Z,56.00,44.00
2026-02-17T08:23:00Z,56.00,44.00
2026-02-17T08:24:00Z,55.00,45.00
2026-02-17T08:29:00Z,55.00,46.00
2026-02-17T08:37:00Z,55.00,46.00
2026-02-17T08:38:00Z,55.00,46.00
2026-02-17T08:53:00Z,53.00,46.00
2026-02-17T08:54:00Z,53.00,46.00
2026-02-17T09:17:00Z,53.00,46.00
2026-02-17T09:18:00Z,53.00,46.00
2026-02-17T09:22:00Z,53.00,46.00
2026-02-17T09:35:00Z,54.00,46.00
2026-02-17T09:49:00Z,54.00,46.00
2026-02-17T10:11:00Z,55.00,46.00
2026-02-17T10:19:00Z,55.00,46.00
2026-02-17T10:34:00Z,54.00,46.00
2026-02-17T10:37:00Z,54.00,46.00
2026-02-17T10:46:00Z,54.00,46.00
2026-02-17T10:53:00Z,54.00,46.00
2026-02-17T10:58:00Z,54.00,47.00
2026-02-17T11:16:00Z,54.00,47.00
2026-02-17T11:59:00Z,55.00,47.00
2026-02-17T12:03:00Z,55.00,47.00
2026-02-17T12:08:00Z,55.00,47.00
2026-02-17T12:26:00Z,55.00,47.00
2026-02-17T12:39:00Z,55.00,47.00
2026-02-17T12:58:00Z,55.00,46.00
2026-02-17T13:10:00Z,55.00,46.00
2026-02-17T13:16:00Z,55.00,46.00
2026-02-17T13:17:00Z,55.00,46.00
2026-02-17T13:22:00Z,55.00,46.00
2026-02-17T13:33:00Z,56.00,46.00
2026-02-17T13:35:00Z,56.00,46.00
2026-02-17T13:41:00Z,56.00,46.00
2026-02-17T13:51:00Z,56.00,46.00
2026-02-17T14:07:00Z,56.00,46.00
2026-02-17T14:08:00Z,56.00,46.00
2026-02-17T14:22:00Z,56.00,46.00
2026-02-17T14:23:00Z,56.00,46.00
2026-02-17T14:25:00Z,56.00,46.00
2026-02-17T14:37:00Z,56.00,46.00
2026-02-17T14:40:00Z,56.00,46.00
2026-02-17T14:48:00Z,56.00,46.00
2026-02-17T14:51:00Z,56.00,46.00
2026-02-17T14:55:00Z,56.00,46.00
2026-02-17T15:02:00Z,56.00,46.00
2026-02-17T15:03:00Z,56.00,46.00
2026-02-17T15:08:00Z,56.00,46.00
2026-02-17T15:13:00Z,56.00,46.00
2026-02-17T15:15:00Z,56.00,46.00
2026-02-17T15:17:00Z,56.00,46.00
2026-02-17T15:20:00Z,56.00,46.00
2026-02-17T15:22:00Z,56.00,46.00
2026-02-17T15:27:00Z,56.00,46.00
2026-02-17T15:37:00Z,56.00,46.00
2026-02-17T15:40:00Z,56.00,46.00
2026-02-17T15:45:00Z,56.00,46.00
2026-02-17T15:52:00Z,56.00,46.00
2026-02-17T15:54:00Z,56.00,46.00
2026-02-17T15:56:00Z,56.00,46.00
2026-02-17T16:02:00Z,56.00,46.00
2026-02-17T16:15:00Z,56.00,46.00
2026-02-17T16:18:00Z,56.00,46.00
2026-02-17T16:20:00Z,56.00,45.00
2026-02-17T16:23:00Z,56.00,45.00
2026-02-17T16:28:00Z,57.00,45.00
2026-02-17T16:34:00Z,57.00,45.00
2026-02-17T16:36:00Z,57.00,45.00
2026-02-17T16:39:00Z,57.00,44.00
2026-02-17T16:42:00Z,57.00,45.00
2026-02-17T16:45:00Z,57.00,45.00
2026-02-17T16:46:00Z,57.00,45.00
2026-02-17T16:49:00Z,57.00,45.00
2026-02-17T16:54:00Z,57.00,45.00
2026-02-17T16:57:00Z,57.00,45.00
2026-02-17T16:59:00Z,57.00,45.00
2026-02-17T17:01:00Z,57.00,45.00
2026-02-17T17:07:00Z,57.00,45.00
2026-02-17T17:08:00Z,57.00,44.00
2026-02-17T17:10:00Z,57.00,44.00
2026-02-17T17:11:00Z,57.77,44.00
2026-02-17T17:12:00Z,58.00,44.00
2026-02-17T17:15:00Z,57.00,44.00
2026-02-17T17:18:00Z,57.00,44.00
2026-02-17T17:19:00Z,57.19,44.00
2026-02-17T17:20:00Z,58.00,44.00
2026-02-17T17:22:00Z,58.00,44.00
2026-02-17T17:23:00Z,58.00,44.00
2026-02-17T17:27:00Z,58.00,44.00
2026-02-17T17:28:00Z,57.00,44.00
2026-02-17T17:30:00Z,57.00,44.00
2026-02-17T17:31:00Z,57.00,44.00
2026-02-17T17:32:00Z,57.00,44.00
2026-02-17T17:37:00Z,57.00,44.00
2026-02-17T17:40:00Z,57.00,44.00
2026-02-17T17:41:00Z,57.00,44.00
2026-02-17T17:43:00Z,57.00,44.00
2026-02-17T17:44:00Z,57.00,44.00
2026-02-17T17:45:00Z,57.00,44.00
2026-02-17T17:47:00Z,57.00,44.00
2026-02-17T17:49:00Z,57.00,44.00
2026-02-17T17:52:00Z,57.00,44.00
2026-02-17T17:53:00Z,57.00,44.00
2026-02-17T17:55:00Z,57.00,44.00
2026-02-17T17:56:00Z,57.00,44.00
