# event_ticker=KXATPMATCH-26FEB15UGOBUR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Roman Andres Burruchaga
# fav_player=Camilo Ugo Carabelli
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-02-15
timestamp,Camilo Ugo Carabelli,Roman Andres Burruchaga
2026-02-17T17:58:00Z,57.00,44.00
2026-02-17T18:01:00Z,57.00,44.00
2026-02-17T18:07:00Z,57.00,44.00
2026-02-17T18:10:00Z,56.00,44.00
2026-02-17T18:12:00Z,57.00,44.00
2026-02-17T18:15:00Z,57.00,44.00
2026-02-17T18:17:00Z,57.00,44.00
2026-02-17T18:18:00Z,57.00,44.00
2026-02-17T18:20:00Z,57.00,44.00
2026-02-17T18:21:00Z,57.00,44.00
2026-02-17T18:25:00Z,57.00,44.00
2026-02-17T18:26:00Z,57.00,44.00
2026-02-17T18:28:00Z,57.00,44.00
2026-02-17T18:29:00Z,57.00,44.00
2026-02-17T18:32:00Z,57.00,44.00
2026-02-17T18:35:00Z,57.00,44.00
2026-02-17T18:37:00Z,57.00,44.00
2026-02-17T18:38:00Z,57.00,44.00
2026-02-17T18:39:00Z,57.00,44.00
2026-02-17T18:41:00Z,57.00,44.00
2026-02-17T18:44:00Z,57.00,44.00
2026-02-17T18:46:00Z,57.00,44.00
2026-02-17T18:47:00Z,57.00,44.00
2026-02-17T18:48:00Z,57.00,44.00
2026-02-17T18:49:00Z,57.00,44.00
2026-02-17T18:52:00Z,57.00,44.00
2026-02-17T18:53:00Z,57.00,44.00
2026-02-17T18:54:00Z,57.00,44.00
2026-02-17T18:55:00Z,57.00,44.00
2026-02-17T18:56:00Z,57.00,44.00
2026-02-17T18:57:00Z,57.00,44.00
2026-02-17T18:58:00Z,57.00,44.00
2026-02-17T18:59:00Z,57.00,44.00
2026-02-17T19:00:00Z,57.00,44.00
2026-02-17T19:01:00Z,57.00,44.00
2026-02-17T19:04:00Z,57.00,42.00
2026-02-17T19:05:00Z,57.00,42.00
2026-02-17T19:06:00Z,57.00,42.00
2026-02-17T19:07:00Z,57.00,42.00
2026-02-17T19:09:00Z,57.00,42.00
2026-02-17T19:10:00Z,57.00,42.00
2026-02-17T19:11:00Z,57.00,42.00
2026-02-17T19:16:00Z,57.00,42.00
2026-02-17T19:20:00Z,57.00,44.00
2026-02-17T19:22:00Z,57.00,44.00
2026-02-17T19:23:00Z,57.00,44.00
2026-02-17T19:24:00Z,57.00,44.00
2026-02-17T19:25:00Z,57.00,44.00
2026-02-17T19:26:00Z,57.00,44.00
2026-02-17T19:27:00Z,57.00,44.00
2026-02-17T19:28:00Z,57.00,44.00
2026-02-17T19:29:00Z,57.00,44.00
2026-02-17T19:30:00Z,57.00,44.00
2026-02-17T19:31:00Z,57.00,44.00
2026-02-17T19:32:00Z,57.00,44.00
2026-02-17T19:33:00Z,57.00,45.13
2026-02-17T19:34:00Z,57.00,46.00
2026-02-17T19:35:00Z,57.00,45.82
2026-02-17T19:36:00Z,57.00,47.44
2026-02-17T19:37:00Z,55.78,47.64
2026-02-17T19:38:00Z,56.10,46.83
2026-02-17T19:39:00Z,54.15,47.41
2026-02-17T19:40:00Z,57.50,48.69
2026-02-17T19:41:00Z,52.00,51.00
2026-02-17T19:42:00Z,49.05,56.25
2026-02-17T19:43:00Z,49.98,48.98
2026-02-17T19:44:00Z,50.72,48.95
2026-02-17T19:45:00Z,51.17,48.57
2026-02-17T19:46:00Z,49.40,51.51
2026-02-17T19:47:00Z,50.69,54.94
2026-02-17T19:48:00Z,53.14,51.72
2026-02-17T19:49:00Z,50.32,52.00
2026-02-17T19:50:00Z,53.05,49.89
2026-02-17T19:51:00Z,52.08,48.12
2026-02-17T19:52:00Z,54.60,46.63
2026-02-17T19:53:00Z,49.61,50.61
2026-02-17T19:54:00Z,49.74,52.00
2026-02-17T19:55:00Z,49.00,52.81
2026-02-17T19:56:00Z,49.00,52.22
2026-02-17T19:57:00Z,48.84,50.25
2026-02-17T19:58:00Z,46.49,52.40
2026-02-17T19:59:00Z,45.92,57.50
2026-02-17T20:00:00Z,51.97,46.31
2026-02-17T20:01:00Z,53.97,46.84
2026-02-17T20:02:00Z,50.53,49.01
2026-02-17T20:03:00Z,47.88,51.69
2026-02-17T20:04:00Z,46.88,54.46
2026-02-17T20:05:00Z,48.02,52.14
2026-02-17T20:06:00Z,42.02,58.09
2026-02-17T20:07:00Z,45.52,53.24
2026-02-17T20:08:00Z,48.02,54.86
2026-02-17T20:09:00Z,39.32,61.61
2026-02-17T20:10:00Z,33.67,66.59
2026-02-17T20:11:00Z,38.89,63.91
2026-02-17T20:12:00Z,36.45,64.91
2026-02-17T20:13:00Z,37.23,65.02
2026-02-17T20:14:00Z,34.49,65.69
2026-02-17T20:15:00Z,28.31,75.07
2026-02-17T20:16:00Z,28.17,73.85
2026-02-17T20:17:00Z,28.26,72.90
2026-02-17T20:18:00Z,27.37,75.86
2026-02-17T20:19:00Z,25.79,75.82
2026-02-17T20:20:00Z,24.93,76.72
2026-02-17T20:21:00Z,30.32,70.77
2026-02-17T20:22:00Z,28.38,72.89
2026-02-17T20:23:00Z,29.80,72.01
2026-02-17T20:24:00Z,34.33,68.42
2026-02-17T20:25:00Z,28.00,69.99
2026-02-17T20:26:00Z,28.65,74.92
2026-02-17T20:27:00Z,28.38,71.32
2026-02-17T20:28:00Z,33.73,69.09
2026-02-17T20:29:00Z,33.95,69.06
2026-02-17T20:30:00Z,30.33,71.57
2026-02-17T20:31:00Z,29.44,69.75
2026-02-17T20:32:00Z,28.67,71.08
2026-02-17T20:33:00Z,27.83,71.19
2026-02-17T20:34:00Z,28.47,72.05
2026-02-17T20:35:00Z,31.82,69.53
2026-02-17T20:36:00Z,31.69,68.61
2026-02-17T20:37:00Z,32.77,69.99
2026-02-17T20:38:00Z,29.01,73.31
2026-02-17T20:39:00Z,25.20,75.12
2026-02-17T20:40:00Z,24.46,75.25
2026-02-17T20:41:00Z,25.25,73.24
2026-02-17T20:42:00Z,30.46,70.14
2026-02-17T20:43:00Z,30.43,71.00
2026-02-17T20:44:00Z,33.61,69.04
2026-02-17T20:45:00Z,37.76,63.56
2026-02-17T20:46:00Z,35.13,67.32
2026-02-17T20:47:00Z,29.60,70.03
2026-02-17T20:48:00Z,34.41,67.67
2026-02-17T20:49:00Z,38.00,63.69
2026-02-17T20:50:00Z,33.38,68.70
2026-02-17T20:51:00Z,27.79,73.19
2026-02-17T20:52:00Z,16.44,81.40
2026-02-17T20:53:00Z,17.58,80.26
2026-02-17T20:54:00Z,29.01,74.25
2026-02-17T20:55:00Z,31.96,69.95
2026-02-17T20:56:00Z,29.82,69.77
2026-02-17T20:57:00Z,31.60,69.94
2026-02-17T20:58:00Z,31.19,70.00
2026-02-17T20:59:00Z,33.10,69.69
2026-02-17T21:00:00Z,34.40,67.94
2026-02-17T21:01:00Z,34.00,69.40
2026-02-17T21:02:00Z,35.03,69.79
2026-02-17T21:03:00Z,35.21,68.08
2026-02-17T21:04:00Z,36.87,63.57
2026-02-17T21:05:00Z,34.82,69.22
2026-02-17T21:06:00Z,27.70,73.49
2026-02-17T21:07:00Z,14.96,84.06
2026-02-17T21:08:00Z,12.91,89.12
2026-02-17T21:09:00Z,8.03,93.91
2026-02-17T21:10:00Z,9.42,90.38
2026-02-17T21:11:00Z,8.94,87.29
2026-02-17T21:12:00Z,5.48,93.45
2026-02-17T21:13:00Z,8.28,93.75
2026-02-17T21:14:00Z,2.69,98.14
2026-02-17T21:15:00Z,1.00,99.00
2026-02-17T21:16:00Z,1.00,99.00
2026-02-17T21:17:00Z,1.00,99.00
