# event_ticker=KXATPMATCH-26APR26KHAMEN
# final_score=6-4 7-6(11)
# score_resolution=6-4 7-6
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Karen Khachanov
# kalshi_date=2026-04-26
timestamp,Karen Khachanov,Jakub Mensik
2026-04-27T07:21:00Z,,60.00
2026-04-27T07:22:00Z,,60.00
2026-04-27T07:24:00Z,42.00,60.00
2026-04-27T07:27:00Z,42.00,60.00
2026-04-27T07:28:00Z,42.00,60.00
2026-04-27T07:32:00Z,42.00,60.00
2026-04-27T07:37:00Z,42.00,60.00
2026-04-27T07:40:00Z,42.00,60.00
2026-04-27T07:44:00Z,42.00,60.00
2026-04-27T07:46:00Z,42.00,60.00
2026-04-27T07:47:00Z,42.00,60.00
2026-04-27T07:49:00Z,42.00,60.00
2026-04-27T07:50:00Z,42.00,60.00
2026-04-27T07:53:00Z,42.00,58.86
2026-04-27T07:55:00Z,42.00,60.00
2026-04-27T07:56:00Z,42.00,60.00
2026-04-27T07:57:00Z,42.00,60.00
2026-04-27T08:01:00Z,42.00,60.00
2026-04-27T08:03:00Z,42.00,60.00
2026-04-27T08:05:00Z,42.00,58.00
2026-04-27T08:07:00Z,42.00,58.00
2026-04-27T08:23:00Z,40.00,58.00
2026-04-27T08:26:00Z,40.00,60.00
2026-04-27T08:29:00Z,40.00,60.00
2026-04-27T08:45:00Z,40.00,60.00
2026-04-27T08:50:00Z,40.00,60.00
2026-04-27T08:52:00Z,42.00,60.00
2026-04-27T09:03:00Z,41.00,60.00
2026-04-27T09:04:00Z,41.00,60.00
2026-04-27T09:05:00Z,41.00,60.00
2026-04-27T09:08:00Z,41.00,60.00
2026-04-27T09:09:00Z,41.00,60.00
2026-04-27T09:11:00Z,41.00,60.00
2026-04-27T09:14:00Z,41.00,60.00
2026-04-27T09:17:00Z,41.00,60.00
2026-04-27T09:20:00Z,41.00,60.00
2026-04-27T09:22:00Z,41.00,59.03
2026-04-27T09:26:00Z,41.00,59.03
2026-04-27T09:31:00Z,41.00,60.00
2026-04-27T09:51:00Z,41.00,60.00
2026-04-27T09:58:00Z,41.00,60.00
2026-04-27T10:02:00Z,41.00,60.00
2026-04-27T10:05:00Z,41.00,60.00
2026-04-27T10:14:00Z,41.00,60.00
2026-04-27T10:15:00Z,41.00,60.00
2026-04-27T10:19:00Z,41.00,60.00
2026-04-27T10:31:00Z,41.00,59.50
2026-04-27T10:36:00Z,41.00,59.50
2026-04-27T10:37:00Z,41.00,60.00
2026-04-27T10:38:00Z,41.00,60.00
2026-04-27T10:52:00Z,41.00,60.00
2026-04-27T11:03:00Z,41.00,60.00
2026-04-27T11:05:00Z,40.00,60.00
2026-04-27T11:10:00Z,40.00,60.00
2026-04-27T11:13:00Z,40.00,60.00
2026-04-27T11:16:00Z,40.00,60.00
2026-04-27T11:17:00Z,40.00,60.00
2026-04-27T11:18:00Z,40.00,60.00
2026-04-27T11:22:00Z,40.00,60.00
2026-04-27T11:30:00Z,40.00,60.00
2026-04-27T11:38:00Z,40.00,60.00
2026-04-27T11:45:00Z,40.00,60.00
2026-04-27T11:46:00Z,40.00,60.00
2026-04-27T11:47:00Z,40.00,62.00
2026-04-27T11:48:00Z,40.00,62.00
2026-04-27T11:56:00Z,40.00,62.00
2026-04-27T11:58:00Z,40.00,62.00
2026-04-27T12:00:00Z,40.00,61.00
2026-04-27T12:04:00Z,40.00,62.00
2026-04-27T12:05:00Z,40.00,60.00
2026-04-27T12:09:00Z,40.00,62.00
2026-04-27T12:10:00Z,40.00,62.00
2026-04-27T12:11:00Z,40.00,62.00
2026-04-27T12:12:00Z,40.00,60.00
2026-04-27T12:13:00Z,40.00,62.00
2026-04-27T12:16:00Z,40.00,62.00
2026-04-27T12:17:00Z,40.00,62.00
2026-04-27T12:19:00Z,40.00,62.00
2026-04-27T12:24:00Z,40.00,62.00
2026-04-27T12:25:00Z,40.00,62.00
2026-04-27T12:26:00Z,40.00,62.00
2026-04-27T12:28:00Z,40.00,62.00
2026-04-27T12:29:00Z,39.81,62.00
2026-04-27T12:33:00Z,40.00,62.00
2026-04-27T12:41:00Z,40.00,62.00
2026-04-27T12:43:00Z,40.00,62.00
2026-04-27T12:45:00Z,40.00,62.00
2026-04-27T12:46:00Z,40.00,62.00
2026-04-27T12:49:00Z,40.00,61.99
2026-04-27T12:50:00Z,40.00,63.00
2026-04-27T12:52:00Z,40.00,62.00
2026-04-27T12:54:00Z,40.00,62.74
