# event_ticker=KXATPCHALLENGERMATCH-26JUN03SHESAI
# final_score=7-6(8) 6-1
# score_resolution=7-6 6-1
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Nikolas Sanchez Izquierdo
# dog_player=Alexander Shevchenko
# kalshi_date=2026-06-03
timestamp,Alexander Shevchenko,Nikolas Sanchez Izquierdo
2026-06-02T22:08:00Z,61.00,
2026-06-02T22:32:00Z,62.00,
2026-06-02T22:33:00Z,62.00,
2026-06-02T22:42:00Z,62.00,41.00
2026-06-02T23:09:00Z,62.00,40.00
2026-06-02T23:30:00Z,62.00,40.00
2026-06-02T23:42:00Z,60.00,40.00
2026-06-02T23:59:00Z,62.00,40.00
2026-06-03T00:01:00Z,62.00,40.00
2026-06-03T00:20:00Z,62.00,39.95
2026-06-03T00:26:00Z,62.00,40.00
2026-06-03T00:29:00Z,61.00,40.00
2026-06-03T00:30:00Z,61.00,40.00
2026-06-03T00:32:00Z,61.00,40.00
2026-06-03T00:41:00Z,60.00,40.00
2026-06-03T00:43:00Z,60.00,39.00
2026-06-03T00:49:00Z,60.00,40.00
2026-06-03T01:08:00Z,60.00,40.00
2026-06-03T01:20:00Z,60.00,40.00
2026-06-03T01:23:00Z,58.00,40.00
2026-06-03T01:32:00Z,58.00,42.00
2026-06-03T01:36:00Z,59.00,42.00
2026-06-03T01:48:00Z,59.37,42.00
2026-06-03T01:53:00Z,59.37,40.00
2026-06-03T02:00:00Z,59.37,42.00
2026-06-03T02:02:00Z,58.00,42.00
2026-06-03T02:08:00Z,59.00,42.00
2026-06-03T02:30:00Z,59.00,40.00
2026-06-03T02:34:00Z,59.00,42.00
2026-06-03T02:41:00Z,59.00,42.00
2026-06-03T02:46:00Z,59.74,42.00
2026-06-03T02:49:00Z,59.00,42.00
2026-06-03T02:53:00Z,59.00,42.00
2026-06-03T03:10:00Z,59.00,42.00
2026-06-03T03:14:00Z,59.00,42.00
2026-06-03T03:23:00Z,59.00,42.00
2026-06-03T03:26:00Z,59.00,42.00
2026-06-03T03:32:00Z,59.67,42.00
2026-06-03T03:34:00Z,59.67,40.00
2026-06-03T03:40:00Z,59.67,42.00
2026-06-03T03:42:00Z,60.00,42.00
2026-06-03T03:48:00Z,58.00,42.00
2026-06-03T04:07:00Z,58.00,40.00
2026-06-03T04:12:00Z,58.00,42.00
2026-06-03T04:15:00Z,58.00,42.00
2026-06-03T04:17:00Z,59.00,42.00
2026-06-03T04:43:00Z,60.00,42.00
2026-06-03T04:47:00Z,60.00,42.00
2026-06-03T04:48:00Z,60.00,42.00
2026-06-03T04:54:00Z,60.00,42.00
2026-06-03T04:59:00Z,58.00,42.00
2026-06-03T05:00:00Z,59.00,42.00
2026-06-03T05:02:00Z,60.00,42.00
2026-06-03T05:04:00Z,60.00,42.00
2026-06-03T05:08:00Z,60.00,42.00
2026-06-03T05:13:00Z,60.00,40.00
2026-06-03T05:17:00Z,60.00,40.00
2026-06-03T05:19:00Z,60.00,42.00
2026-06-03T05:28:00Z,60.00,42.00
2026-06-03T05:57:00Z,60.66,42.00
2026-06-03T06:05:00Z,61.00,42.00
2026-06-03T06:15:00Z,61.00,42.00
2026-06-03T06:17:00Z,61.00,42.00
2026-06-03T06:28:00Z,60.00,42.00
2026-06-03T06:35:00Z,60.00,41.00
2026-06-03T06:36:00Z,61.00,41.00
2026-06-03T06:38:00Z,61.00,39.08
2026-06-03T06:41:00Z,60.00,39.08
2026-06-03T06:42:00Z,61.00,39.08
2026-06-03T06:50:00Z,61.00,40.00
2026-06-03T06:52:00Z,61.00,40.00
2026-06-03T07:03:00Z,61.00,40.00
2026-06-03T07:06:00Z,61.00,40.00
2026-06-03T07:19:00Z,61.00,40.00
2026-06-03T07:31:00Z,61.00,40.00
2026-06-03T07:43:00Z,61.00,40.00
2026-06-03T08:08:00Z,61.00,40.00
2026-06-03T08:09:00Z,61.00,39.00
2026-06-03T08:13:00Z,61.00,39.00
2026-06-03T08:15:00Z,60.88,39.00
2026-06-03T08:24:00Z,61.00,39.00
2026-06-03T08:27:00Z,61.00,40.00
2026-06-03T08:31:00Z,61.00,40.00
2026-06-03T08:32:00Z,61.00,40.00
2026-06-03T08:43:00Z,61.00,40.00
2026-06-03T08:46:00Z,61.00,40.00
2026-06-03T08:51:00Z,61.00,40.00
2026-06-03T08:55:00Z,61.00,40.00
2026-06-03T09:00:00Z,61.00,40.00
2026-06-03T09:01:00Z,61.00,40.00
2026-06-03T09:07:00Z,63.00,40.00
2026-06-03T09:08:00Z,63.00,40.00
2026-06-03T09:09:00Z,60.17,42.71
2026-06-03T09:10:00Z,61.00,41.00
2026-06-03T09:11:00Z,60.68,40.00
2026-06-03T09:12:00Z,64.56,36.10
2026-06-03T09:13:00Z,63.93,36.91
2026-06-03T09:14:00Z,60.62,41.00
2026-06-03T09:15:00Z,59.02,40.00
2026-06-03T09:16:00Z,59.01,40.78
2026-06-03T09:17:00Z,57.00,42.68
2026-06-03T09:18:00Z,55.53,45.59
2026-06-03T09:19:00Z,54.00,45.16
2026-06-03T09:20:00Z,53.00,50.00
2026-06-03T09:21:00Z,55.00,44.99
2026-06-03T09:22:00Z,55.79,45.00
2026-06-03T09:23:00Z,59.95,41.00
2026-06-03T09:24:00Z,56.00,41.50
2026-06-03T09:25:00Z,56.00,44.59
2026-06-03T09:26:00Z,56.12,43.00
2026-06-03T09:27:00Z,58.30,40.22
2026-06-03T09:28:00Z,56.00,43.50
2026-06-03T09:29:00Z,56.00,43.50
2026-06-03T09:30:00Z,56.97,45.47
2026-06-03T09:31:00Z,55.00,43.00
2026-06-03T09:32:00Z,55.60,41.00
2026-06-03T09:33:00Z,62.16,44.00
2026-06-03T09:34:00Z,53.03,45.00
2026-06-03T09:35:00Z,53.00,47.00
2026-06-03T09:36:00Z,51.93,49.85
2026-06-03T09:37:00Z,49.05,51.17
2026-06-03T09:38:00Z,46.88,52.02
2026-06-03T09:39:00Z,45.75,59.41
2026-06-03T09:40:00Z,40.40,59.02
2026-06-03T09:41:00Z,48.14,54.80
2026-06-03T09:42:00Z,49.28,53.73
2026-06-03T09:43:00Z,46.79,52.34
2026-06-03T09:44:00Z,52.00,52.34
2026-06-03T09:45:00Z,54.06,44.33
2026-06-03T09:46:00Z,54.00,47.00
2026-06-03T09:47:00Z,55.98,46.00
2026-06-03T09:48:00Z,56.00,43.00
2026-06-03T09:49:00Z,61.20,39.89
2026-06-03T09:50:00Z,63.40,34.53
2026-06-03T09:51:00Z,68.76,32.00
2026-06-03T09:52:00Z,73.37,32.00
2026-06-03T09:53:00Z,71.62,27.94
2026-06-03T09:54:00Z,65.92,32.63
2026-06-03T09:55:00Z,62.00,38.18
2026-06-03T09:56:00Z,63.18,37.08
2026-06-03T09:57:00Z,57.59,39.60
2026-06-03T09:58:00Z,54.55,46.20
2026-06-03T09:59:00Z,57.77,42.41
2026-06-03T10:00:00Z,61.93,40.03
2026-06-03T10:01:00Z,54.34,46.35
2026-06-03T10:02:00Z,51.30,49.94
2026-06-03T10:03:00Z,48.00,53.00
2026-06-03T10:04:00Z,49.45,51.00
2026-06-03T10:05:00Z,52.93,47.00
2026-06-03T10:06:00Z,56.74,47.00
2026-06-03T10:07:00Z,57.77,46.22
2026-06-03T10:08:00Z,53.14,44.84
2026-06-03T10:09:00Z,50.86,47.62
2026-06-03T10:10:00Z,42.99,55.83
2026-06-03T10:11:00Z,50.35,53.62
2026-06-03T10:12:00Z,37.31,59.36
2026-06-03T10:13:00Z,38.67,63.04
2026-06-03T10:14:00Z,35.40,62.93
2026-06-03T10:15:00Z,41.52,60.75
2026-06-03T10:16:00Z,52.19,48.20
2026-06-03T10:17:00Z,50.56,50.18
2026-06-03T10:18:00Z,53.14,48.83
2026-06-03T10:19:00Z,62.77,39.39
2026-06-03T10:20:00Z,53.75,46.23
2026-06-03T10:21:00Z,37.48,62.60
2026-06-03T10:22:00Z,31.93,68.47
2026-06-03T10:23:00Z,31.34,68.30
2026-06-03T10:24:00Z,32.00,69.00
2026-06-03T10:25:00Z,30.41,70.88
2026-06-03T10:26:00Z,25.83,73.66
2026-06-03T10:27:00Z,19.93,80.00
2026-06-03T10:28:00Z,18.77,81.34
2026-06-03T10:29:00Z,19.76,81.34
2026-06-03T10:30:00Z,17.76,83.45
2026-06-03T10:31:00Z,17.27,83.00
2026-06-03T10:32:00Z,21.52,83.54
2026-06-03T10:33:00Z,15.37,85.01
2026-06-03T10:34:00Z,15.24,87.83
2026-06-03T10:35:00Z,13.29,87.83
2026-06-03T10:36:00Z,15.93,88.00
2026-06-03T10:37:00Z,16.96,84.00
2026-06-03T10:38:00Z,16.01,86.00
2026-06-03T10:39:00Z,14.79,86.81
2026-06-03T10:40:00Z,13.00,88.06
2026-06-03T10:41:00Z,10.90,89.70
2026-06-03T10:42:00Z,8.51,91.96
2026-06-03T10:43:00Z,4.49,95.04
2026-06-03T10:44:00Z,4.51,97.63
2026-06-03T10:45:00Z,2.94,97.98
2026-06-03T10:46:00Z,2.13,98.00
2026-06-03T10:47:00Z,1.92,98.00
2026-06-03T10:48:00Z,1.00,99.00
2026-06-03T10:49:00Z,1.00,99.00
2026-06-03T10:50:00Z,1.00,99.00
2026-06-03T10:51:00Z,1.00,99.00
