# event_ticker=KXATPCHALLENGERMATCH-26APR27GASUJV
# final_score=6-0 6-1
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Matthias Ujvary
# kalshi_date=2026-04-27
timestamp,Hugo Gaston,Matthias Ujvary
2026-04-27T01:07:00Z,,4.00
2026-04-27T01:26:00Z,,4.00
2026-04-27T01:51:00Z,,4.00
2026-04-27T01:52:00Z,,4.00
2026-04-27T03:13:00Z,,4.00
2026-04-27T03:51:00Z,,4.00
2026-04-27T03:56:00Z,,4.00
2026-04-27T04:11:00Z,,5.00
2026-04-27T04:18:00Z,,5.00
2026-04-27T04:20:00Z,,5.00
2026-04-27T04:44:00Z,,5.00
2026-04-27T06:00:00Z,,4.75
2026-04-27T06:30:00Z,,5.00
2026-04-27T06:33:00Z,,5.00
2026-04-27T06:45:00Z,,3.00
2026-04-27T07:08:00Z,,5.00
2026-04-27T07:09:00Z,,5.00
2026-04-27T07:38:00Z,,4.00
2026-04-27T08:11:00Z,,4.00
2026-04-27T08:17:00Z,,4.00
2026-04-27T08:44:00Z,,4.00
2026-04-27T08:54:00Z,,4.00
2026-04-27T08:55:00Z,,4.00
2026-04-27T09:38:00Z,,4.00
2026-04-27T09:47:00Z,,4.00
2026-04-27T09:53:00Z,,4.00
2026-04-27T10:26:00Z,,4.00
2026-04-27T10:40:00Z,95.00,4.00
2026-04-27T10:50:00Z,95.00,4.00
2026-04-27T10:55:00Z,95.00,5.00
2026-04-27T11:09:00Z,95.00,5.00
2026-04-27T11:10:00Z,97.00,5.00
2026-04-27T11:12:00Z,97.00,5.00
2026-04-27T11:17:00Z,97.00,5.00
2026-04-27T11:31:00Z,97.00,5.00
2026-04-27T11:34:00Z,97.00,5.00
2026-04-27T11:38:00Z,97.00,5.00
2026-04-27T11:42:00Z,97.00,5.00
2026-04-27T11:54:00Z,97.00,4.91
2026-04-27T12:00:00Z,97.00,5.00
2026-04-27T12:01:00Z,97.00,3.00
2026-04-27T12:10:00Z,97.00,3.00
2026-04-27T12:11:00Z,95.00,3.00
2026-04-27T12:13:00Z,97.90,3.00
2026-04-27T12:16:00Z,97.00,4.00
2026-04-27T12:29:00Z,97.00,4.00
2026-04-27T12:36:00Z,97.00,4.00
2026-04-27T12:43:00Z,97.00,5.00
2026-04-27T12:58:00Z,97.00,5.00
2026-04-27T12:59:00Z,97.00,5.00
2026-04-27T13:00:00Z,95.00,4.62
2026-04-27T13:01:00Z,95.00,5.00
2026-04-27T13:02:00Z,95.00,5.47
2026-04-27T13:03:00Z,95.00,5.03
2026-04-27T13:05:00Z,97.00,4.22
2026-04-27T13:06:00Z,97.00,5.00
2026-04-27T13:07:00Z,95.00,4.84
2026-04-27T13:08:00Z,95.00,4.71
2026-04-27T13:09:00Z,97.00,4.71
2026-04-27T13:10:00Z,98.00,2.00
2026-04-27T13:11:00Z,98.39,2.85
2026-04-27T13:12:00Z,98.39,2.69
2026-04-27T13:13:00Z,98.00,3.00
2026-04-27T13:14:00Z,98.00,2.88
2026-04-27T13:15:00Z,98.00,2.00
2026-04-27T13:16:00Z,99.00,3.00
2026-04-27T13:17:00Z,99.00,3.00
2026-04-27T13:18:00Z,99.00,3.00
2026-04-27T13:20:00Z,99.00,1.00
2026-04-27T13:22:00Z,99.00,1.97
2026-04-27T13:23:00Z,99.00,1.97
2026-04-27T13:24:00Z,99.00,2.18
2026-04-27T13:26:00Z,99.00,2.00
2026-04-27T13:28:00Z,99.00,1.00
2026-04-27T13:29:00Z,99.00,1.20
2026-04-27T13:30:00Z,94.58,6.44
2026-04-27T13:31:00Z,97.02,3.03
2026-04-27T13:32:00Z,97.99,1.99
2026-04-27T13:33:00Z,98.00,2.18
2026-04-27T13:34:00Z,98.00,2.08
2026-04-27T13:35:00Z,98.00,3.04
2026-04-27T13:36:00Z,99.00,3.04
2026-04-27T13:37:00Z,98.00,1.73
2026-04-27T13:38:00Z,98.00,2.17
2026-04-27T13:39:00Z,98.59,1.53
2026-04-27T13:40:00Z,98.32,2.23
2026-04-27T13:41:00Z,96.66,2.55
2026-04-27T13:42:00Z,98.09,2.01
2026-04-27T13:43:00Z,98.09,1.00
2026-04-27T13:44:00Z,98.05,2.00
2026-04-27T13:45:00Z,99.00,1.32
2026-04-27T13:46:00Z,99.00,1.15
2026-04-27T13:49:00Z,99.00,1.15
