# event_ticker=KXATPCHALLENGERMATCH-26MAR23BROTRO
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Liam Broady
# fav_player=James Kent Trotter
# dog_player=Liam Broady
# kalshi_date=2026-03-23
timestamp,James Kent Trotter,Liam Broady
2026-03-23T19:23:00Z,45.00,
2026-03-23T22:20:00Z,45.00,56.00
2026-03-23T23:10:00Z,45.00,56.00
2026-03-23T23:18:00Z,45.00,56.00
2026-03-24T02:00:00Z,45.00,56.00
2026-03-24T02:10:00Z,45.00,56.00
2026-03-24T02:26:00Z,45.00,56.00
2026-03-24T02:30:00Z,45.00,56.00
2026-03-24T02:41:00Z,46.00,56.00
2026-03-24T02:51:00Z,45.00,56.00
2026-03-24T02:53:00Z,45.00,56.00
2026-03-24T03:18:00Z,45.00,56.00
2026-03-24T03:28:00Z,45.00,57.00
2026-03-24T03:30:00Z,45.00,57.00
2026-03-24T03:31:00Z,45.00,57.00
2026-03-24T03:37:00Z,45.00,57.96
2026-03-24T03:40:00Z,45.00,58.00
2026-03-24T03:42:00Z,45.00,56.69
2026-03-24T03:43:00Z,43.00,56.69
2026-03-24T03:47:00Z,43.00,58.00
2026-03-24T03:48:00Z,43.00,58.00
2026-03-24T03:49:00Z,42.00,58.00
2026-03-24T03:50:00Z,41.00,59.00
2026-03-24T03:52:00Z,43.00,59.00
2026-03-24T03:53:00Z,41.00,57.00
2026-03-24T03:54:00Z,43.00,57.70
2026-03-24T03:55:00Z,43.00,58.87
2026-03-24T03:56:00Z,40.00,58.80
2026-03-24T03:57:00Z,40.00,56.97
2026-03-24T03:58:00Z,40.00,57.20
2026-03-24T03:59:00Z,40.00,57.00
2026-03-24T04:01:00Z,43.00,57.00
2026-03-24T04:04:00Z,43.00,57.00
2026-03-24T04:05:00Z,43.00,57.00
2026-03-24T04:06:00Z,43.00,57.00
2026-03-24T04:07:00Z,43.00,57.00
2026-03-24T04:08:00Z,43.00,56.25
2026-03-24T04:09:00Z,43.00,58.00
2026-03-24T04:10:00Z,43.00,58.00
2026-03-24T04:11:00Z,44.00,58.00
2026-03-24T04:12:00Z,44.00,56.00
2026-03-24T04:13:00Z,44.00,56.00
2026-03-24T04:14:00Z,44.00,56.00
2026-03-24T04:16:00Z,44.00,56.05
2026-03-24T04:17:00Z,44.00,57.00
2026-03-24T04:18:00Z,44.00,56.57
2026-03-24T04:19:00Z,43.00,58.00
2026-03-24T04:20:00Z,43.00,58.00
2026-03-24T04:25:00Z,44.00,58.00
2026-03-24T04:26:00Z,44.00,58.00
2026-03-24T04:27:00Z,44.00,58.74
2026-03-24T04:28:00Z,44.00,59.00
2026-03-24T04:29:00Z,44.00,56.00
2026-03-24T04:30:00Z,44.00,55.52
2026-03-24T04:31:00Z,44.00,58.00
2026-03-24T04:32:00Z,44.00,58.00
2026-03-24T04:33:00Z,44.00,58.00
2026-03-24T04:34:00Z,44.41,58.00
2026-03-24T04:35:00Z,44.00,58.00
2026-03-24T04:36:00Z,44.00,58.42
2026-03-24T04:37:00Z,44.00,58.00
2026-03-24T04:38:00Z,44.00,58.03
2026-03-24T04:39:00Z,44.00,58.37
2026-03-24T04:40:00Z,44.00,58.00
2026-03-24T04:41:00Z,44.00,58.44
2026-03-24T04:42:00Z,43.92,58.87
2026-03-24T04:43:00Z,44.00,58.36
2026-03-24T04:44:00Z,44.00,56.03
2026-03-24T04:45:00Z,44.00,56.92
2026-03-24T04:46:00Z,44.00,57.33
2026-03-24T04:47:00Z,44.00,58.44
2026-03-24T04:48:00Z,44.29,58.19
2026-03-24T04:49:00Z,43.15,57.78
2026-03-24T04:50:00Z,40.83,58.90
2026-03-24T04:51:00Z,40.03,62.31
2026-03-24T04:52:00Z,37.91,64.24
2026-03-24T04:53:00Z,41.29,62.88
2026-03-24T04:54:00Z,42.10,60.96
2026-03-24T04:55:00Z,39.27,63.82
2026-03-24T04:56:00Z,33.88,70.11
2026-03-24T04:57:00Z,36.59,64.81
2026-03-24T04:58:00Z,33.33,65.73
2026-03-24T04:59:00Z,39.55,61.49
2026-03-24T05:00:00Z,40.40,60.32
2026-03-24T05:01:00Z,39.51,60.69
2026-03-24T05:02:00Z,38.33,63.75
2026-03-24T05:03:00Z,37.33,64.38
2026-03-24T05:04:00Z,33.66,67.90
2026-03-24T05:05:00Z,34.01,70.76
2026-03-24T05:06:00Z,32.64,67.59
2026-03-24T05:07:00Z,27.91,73.94
2026-03-24T05:08:00Z,26.21,77.15
2026-03-24T05:09:00Z,20.75,80.49
2026-03-24T05:10:00Z,22.85,75.14
2026-03-24T05:11:00Z,22.33,79.84
2026-03-24T05:12:00Z,19.50,80.96
2026-03-24T05:13:00Z,17.70,83.67
2026-03-24T05:14:00Z,16.60,85.80
2026-03-24T05:15:00Z,12.57,87.46
2026-03-24T05:16:00Z,13.22,88.04
2026-03-24T05:17:00Z,14.33,86.78
2026-03-24T05:18:00Z,15.79,86.07
2026-03-24T05:19:00Z,14.00,87.65
2026-03-24T05:20:00Z,14.13,86.38
2026-03-24T05:21:00Z,12.23,85.63
2026-03-24T05:22:00Z,10.36,91.04
2026-03-24T05:23:00Z,9.84,91.73
2026-03-24T05:24:00Z,6.52,92.78
2026-03-24T05:25:00Z,7.04,95.34
2026-03-24T05:26:00Z,4.76,95.55
2026-03-24T05:27:00Z,4.26,95.40
2026-03-24T05:28:00Z,3.18,95.95
2026-03-24T05:29:00Z,2.57,96.25
2026-03-24T05:30:00Z,2.25,98.41
2026-03-24T05:31:00Z,1.20,98.84
2026-03-24T05:32:00Z,1.23,98.99
2026-03-24T05:33:00Z,1.25,98.73
2026-03-24T05:34:00Z,1.10,98.00
2026-03-24T05:35:00Z,2.00,98.63
2026-03-24T05:36:00Z,2.00,98.38
2026-03-24T05:37:00Z,1.43,98.00
2026-03-24T05:38:00Z,2.02,98.00
2026-03-24T05:39:00Z,1.96,98.21
2026-03-24T05:40:00Z,1.97,98.90
2026-03-24T05:41:00Z,1.97,99.00
2026-03-24T05:42:00Z,1.13,99.00
2026-03-24T05:43:00Z,1.00,99.00
2026-03-24T05:44:00Z,1.00,99.00
2026-03-24T05:45:00Z,1.00,99.00
2026-03-24T05:46:00Z,1.00,99.00
2026-03-24T05:47:00Z,1.00,99.00
2026-03-24T05:48:00Z,1.00,99.00
2026-03-24T05:49:00Z,1.00,99.00
2026-03-24T05:50:00Z,1.00,99.00
2026-03-24T05:51:00Z,1.00,99.00
2026-03-24T05:52:00Z,1.00,99.00
2026-03-24T05:53:00Z,1.00,99.00
