# event_ticker=KXATPCHALLENGERMATCH-26APR01DEVNIK
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Murkel Dellien
# fav_player=Johan Nikles
# dog_player=Murkel Dellien
# kalshi_date=2026-04-01
timestamp,Johan Nikles,Murkel Dellien
2026-04-01T06:48:00Z,40.00,
2026-04-01T06:50:00Z,40.00,
2026-04-01T07:37:00Z,41.00,
2026-04-01T08:11:00Z,41.00,64.00
2026-04-01T08:20:00Z,41.00,64.00
2026-04-01T09:19:00Z,38.35,61.84
2026-04-01T09:34:00Z,38.35,65.00
2026-04-01T10:37:00Z,38.35,65.00
2026-04-01T11:23:00Z,38.35,67.00
2026-04-01T11:49:00Z,38.35,67.00
2026-04-01T11:55:00Z,35.00,67.00
2026-04-01T12:14:00Z,35.00,67.00
2026-04-01T12:23:00Z,35.00,67.00
2026-04-01T12:40:00Z,35.00,67.00
2026-04-01T12:51:00Z,35.00,67.00
2026-04-01T13:09:00Z,35.00,65.00
2026-04-01T13:22:00Z,34.00,65.00
2026-04-01T13:57:00Z,34.00,67.00
2026-04-01T14:18:00Z,34.00,67.00
2026-04-01T14:26:00Z,34.00,67.00
2026-04-01T14:27:00Z,34.00,67.00
2026-04-01T14:29:00Z,34.00,68.00
2026-04-01T14:57:00Z,34.00,68.00
2026-04-01T15:10:00Z,34.00,68.00
2026-04-01T15:12:00Z,34.00,68.00
2026-04-01T15:28:00Z,35.02,68.00
2026-04-01T15:37:00Z,35.02,68.00
2026-04-01T15:39:00Z,35.02,64.59
2026-04-01T15:40:00Z,35.02,67.00
2026-04-01T15:41:00Z,35.02,67.00
2026-04-01T15:44:00Z,35.02,67.00
2026-04-01T15:49:00Z,35.02,67.69
2026-04-01T15:51:00Z,35.92,67.00
2026-04-01T15:52:00Z,35.92,67.51
2026-04-01T15:54:00Z,37.67,64.00
2026-04-01T15:55:00Z,37.67,67.87
2026-04-01T15:59:00Z,37.67,67.00
2026-04-01T16:02:00Z,37.67,64.00
2026-04-01T16:03:00Z,37.67,67.00
2026-04-01T16:06:00Z,35.94,67.00
2026-04-01T16:15:00Z,35.94,66.00
2026-04-01T16:19:00Z,35.99,66.00
2026-04-01T16:23:00Z,36.00,65.00
2026-04-01T16:24:00Z,36.00,64.00
2026-04-01T16:27:00Z,36.00,65.00
2026-04-01T16:28:00Z,36.00,65.00
2026-04-01T16:31:00Z,36.00,65.00
2026-04-01T16:33:00Z,36.00,65.00
2026-04-01T16:35:00Z,36.00,65.00
2026-04-01T16:37:00Z,36.44,65.00
2026-04-01T16:38:00Z,36.44,65.41
2026-04-01T16:48:00Z,36.11,65.41
2026-04-01T16:49:00Z,36.11,64.00
2026-04-01T16:53:00Z,36.11,65.00
2026-04-01T16:56:00Z,36.11,66.57
2026-04-01T16:57:00Z,36.11,66.39
2026-04-01T17:06:00Z,36.11,66.00
2026-04-01T17:12:00Z,36.11,67.00
2026-04-01T17:13:00Z,36.11,67.00
2026-04-01T17:14:00Z,36.11,67.93
2026-04-01T17:20:00Z,36.11,68.00
2026-04-01T17:21:00Z,36.11,68.00
2026-04-01T17:22:00Z,36.11,68.00
2026-04-01T17:26:00Z,32.45,68.00
2026-04-01T17:27:00Z,32.45,65.00
2026-04-01T17:28:00Z,32.45,67.75
2026-04-01T17:29:00Z,32.00,67.75
2026-04-01T17:34:00Z,34.00,67.75
2026-04-01T17:36:00Z,34.00,67.00
2026-04-01T17:38:00Z,34.00,65.00
2026-04-01T17:43:00Z,34.00,67.00
2026-04-01T17:56:00Z,34.00,67.00
2026-04-01T17:59:00Z,35.00,67.00
2026-04-01T18:00:00Z,35.00,67.00
2026-04-01T18:10:00Z,35.00,67.00
2026-04-01T18:11:00Z,35.00,67.72
2026-04-01T18:12:00Z,35.00,68.00
2026-04-01T18:14:00Z,34.00,68.00
2026-04-01T18:15:00Z,34.00,65.00
2026-04-01T18:16:00Z,34.81,65.00
2026-04-01T18:17:00Z,34.81,68.00
2026-04-01T18:19:00Z,34.00,68.00
