# event_ticker=KXATPMATCH-25JUL31MULRUN
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Holger Rune
# fav_player=Alexandre Muller
# dog_player=Holger Rune
# kalshi_date=2025-07-31
timestamp,Alexandre Muller,Holger Rune
2025-07-31T12:26:00Z,28.00,
2025-07-31T12:32:00Z,28.00,78.00
2025-07-31T12:33:00Z,28.00,78.00
2025-07-31T12:56:00Z,28.00,77.00
2025-07-31T12:58:00Z,26.00,77.00
2025-07-31T13:07:00Z,26.00,77.00
2025-07-31T13:15:00Z,26.00,73.00
2025-07-31T13:31:00Z,26.00,77.00
2025-07-31T13:38:00Z,22.00,77.00
2025-07-31T14:10:00Z,22.00,77.00
2025-07-31T14:27:00Z,22.00,77.00
2025-07-31T14:34:00Z,22.00,77.00
2025-07-31T14:40:00Z,22.00,77.00
2025-07-31T14:53:00Z,22.00,77.00
2025-07-31T15:14:00Z,22.00,77.00
2025-07-31T15:31:00Z,22.00,77.00
2025-07-31T15:37:00Z,19.00,77.00
2025-07-31T15:40:00Z,22.00,77.00
2025-07-31T15:41:00Z,22.00,77.00
2025-07-31T15:42:00Z,19.00,77.00
2025-07-31T15:43:00Z,19.00,77.00
2025-07-31T15:45:00Z,19.00,77.49
2025-07-31T15:49:00Z,19.00,79.00
2025-07-31T15:50:00Z,19.00,79.00
2025-07-31T15:54:00Z,19.00,79.00
2025-07-31T15:56:00Z,23.00,79.00
2025-07-31T15:59:00Z,23.00,79.00
2025-07-31T16:02:00Z,23.00,79.00
2025-07-31T16:03:00Z,23.00,79.00
2025-07-31T16:06:00Z,23.00,79.00
2025-07-31T16:12:00Z,23.00,78.00
2025-07-31T16:26:00Z,23.00,76.00
2025-07-31T16:36:00Z,23.00,76.00
2025-07-31T16:46:00Z,23.00,77.00
2025-07-31T17:18:00Z,23.00,77.00
2025-07-31T18:08:00Z,23.00,77.00
2025-07-31T18:09:00Z,23.00,77.00
2025-07-31T18:10:00Z,23.00,77.00
2025-07-31T18:34:00Z,23.00,77.00
2025-07-31T18:38:00Z,23.00,77.00
2025-07-31T19:09:00Z,23.00,77.00
2025-07-31T19:38:00Z,23.00,77.00
2025-07-31T19:52:00Z,23.00,77.00
2025-07-31T19:59:00Z,23.00,77.00
2025-07-31T20:06:00Z,23.00,77.00
2025-07-31T20:10:00Z,23.00,77.00
2025-07-31T20:12:00Z,23.00,77.00
2025-07-31T20:16:00Z,23.00,77.00
2025-07-31T20:26:00Z,23.00,77.00
2025-07-31T20:31:00Z,23.00,77.00
2025-07-31T20:33:00Z,23.00,77.00
2025-07-31T20:38:00Z,23.00,77.00
2025-07-31T20:41:00Z,23.00,76.00
2025-07-31T20:43:00Z,23.00,77.00
2025-07-31T20:44:00Z,23.73,77.00
2025-07-31T20:57:00Z,24.00,77.00
2025-07-31T20:59:00Z,24.00,77.00
2025-07-31T21:00:00Z,24.00,77.00
2025-07-31T21:04:00Z,23.00,77.56
2025-07-31T21:09:00Z,23.00,77.56
2025-07-31T21:11:00Z,23.00,78.00
2025-07-31T21:13:00Z,23.00,78.00
2025-07-31T21:14:00Z,23.00,78.00
2025-07-31T21:16:00Z,23.00,78.00
2025-07-31T21:17:00Z,23.00,78.00
2025-07-31T21:20:00Z,23.00,78.00
2025-07-31T21:22:00Z,23.00,78.44
2025-07-31T21:23:00Z,23.00,78.44
2025-07-31T21:32:00Z,23.00,79.00
2025-07-31T21:38:00Z,23.00,78.50
2025-07-31T21:40:00Z,23.00,78.50
2025-07-31T21:42:00Z,23.00,78.50
2025-07-31T21:47:00Z,23.00,78.81
2025-07-31T21:54:00Z,23.00,78.81
2025-07-31T21:55:00Z,23.00,78.81
2025-07-31T21:59:00Z,22.00,79.39
2025-07-31T22:00:00Z,22.00,79.00
2025-07-31T22:04:00Z,22.00,79.00
2025-07-31T22:05:00Z,22.00,79.00
2025-07-31T22:06:00Z,22.00,79.00
2025-07-31T22:09:00Z,23.00,78.00
2025-07-31T22:11:00Z,23.00,78.00
2025-07-31T22:15:00Z,23.84,78.64
2025-07-31T22:16:00Z,23.84,78.81
2025-07-31T22:18:00Z,23.84,79.00
2025-07-31T22:19:00Z,23.00,78.00
2025-07-31T22:20:00Z,23.00,78.00
2025-07-31T22:21:00Z,23.00,78.00
2025-07-31T22:23:00Z,23.00,78.00
2025-07-31T22:26:00Z,23.69,78.00
2025-07-31T22:29:00Z,24.00,78.00
2025-07-31T22:32:00Z,24.00,78.00
