# event_ticker=KXATPMATCH-25JUL31MULRUN
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Holger Rune
# fav_player=Alexandre Muller
# dog_player=Holger Rune
# kalshi_date=2025-07-31
timestamp,Alexandre Muller,Holger Rune
2025-07-31T22:35:00Z,24.00,78.00
2025-07-31T22:36:00Z,23.95,78.00
2025-07-31T22:37:00Z,23.00,78.00
2025-07-31T22:38:00Z,23.00,78.00
2025-07-31T22:39:00Z,21.02,78.00
2025-07-31T22:43:00Z,21.02,78.00
2025-07-31T22:45:00Z,21.02,78.00
2025-07-31T22:46:00Z,23.00,78.00
2025-07-31T22:49:00Z,23.00,78.00
2025-07-31T22:51:00Z,23.00,78.00
2025-07-31T22:52:00Z,24.00,78.00
2025-07-31T22:53:00Z,24.00,78.00
2025-07-31T22:55:00Z,23.00,78.95
2025-07-31T22:57:00Z,23.00,79.00
2025-07-31T22:58:00Z,23.00,79.00
2025-07-31T23:00:00Z,23.00,79.00
2025-07-31T23:01:00Z,23.00,79.00
2025-07-31T23:02:00Z,23.00,79.00
2025-07-31T23:03:00Z,23.44,78.00
2025-07-31T23:04:00Z,23.44,78.00
2025-07-31T23:05:00Z,24.00,78.00
2025-07-31T23:06:00Z,24.00,78.00
2025-07-31T23:07:00Z,24.00,78.00
2025-07-31T23:09:00Z,24.00,78.00
2025-07-31T23:10:00Z,24.00,78.00
2025-07-31T23:11:00Z,24.00,78.00
2025-07-31T23:12:00Z,24.00,78.00
2025-07-31T23:14:00Z,24.00,78.00
2025-07-31T23:15:00Z,24.00,78.00
2025-07-31T23:16:00Z,23.45,78.00
2025-07-31T23:17:00Z,25.85,77.00
2025-07-31T23:18:00Z,28.81,77.00
2025-07-31T23:19:00Z,25.09,76.95
2025-07-31T23:20:00Z,24.92,78.28
2025-07-31T23:21:00Z,24.44,78.28
2025-07-31T23:22:00Z,21.49,79.00
2025-07-31T23:24:00Z,18.52,81.33
2025-07-31T23:25:00Z,17.00,81.33
2025-07-31T23:26:00Z,16.40,81.33
2025-07-31T23:27:00Z,16.00,81.33
2025-07-31T23:28:00Z,11.09,86.15
2025-07-31T23:30:00Z,15.78,87.75
2025-07-31T23:31:00Z,16.00,87.00
2025-07-31T23:32:00Z,16.00,87.00
2025-07-31T23:33:00Z,14.00,88.00
2025-07-31T23:34:00Z,13.00,88.00
2025-07-31T23:35:00Z,15.00,89.00
2025-07-31T23:36:00Z,9.30,91.00
2025-07-31T23:37:00Z,9.40,91.00
2025-07-31T23:38:00Z,9.00,93.00
2025-07-31T23:39:00Z,8.00,92.50
2025-07-31T23:40:00Z,6.00,92.50
2025-07-31T23:41:00Z,7.00,92.50
2025-07-31T23:42:00Z,6.40,92.50
2025-07-31T23:43:00Z,6.40,94.00
2025-07-31T23:44:00Z,6.40,93.00
2025-07-31T23:45:00Z,6.19,93.00
2025-07-31T23:47:00Z,6.19,92.88
2025-07-31T23:48:00Z,10.09,91.00
2025-07-31T23:49:00Z,10.09,91.00
2025-07-31T23:50:00Z,8.00,91.00
2025-07-31T23:51:00Z,11.00,92.00
2025-07-31T23:52:00Z,9.00,92.00
2025-07-31T23:53:00Z,8.63,92.00
2025-07-31T23:54:00Z,5.14,94.67
2025-07-31T23:55:00Z,5.14,99.00
2025-07-31T23:56:00Z,3.00,99.00
2025-07-31T23:57:00Z,3.81,98.00
2025-07-31T23:58:00Z,3.97,97.00
2025-07-31T23:59:00Z,4.07,95.00
2025-08-01T00:00:00Z,3.99,97.00
2025-08-01T00:01:00Z,3.00,97.00
2025-08-01T00:02:00Z,3.00,97.00
2025-08-01T00:03:00Z,3.04,97.00
2025-08-01T00:04:00Z,3.04,98.00
2025-08-01T00:05:00Z,4.00,98.00
2025-08-01T00:06:00Z,2.04,98.00
2025-08-01T00:07:00Z,2.00,98.00
2025-08-01T00:08:00Z,2.00,99.00
2025-08-01T00:09:00Z,2.00,99.00
2025-08-01T00:10:00Z,2.00,99.00
2025-08-01T00:11:00Z,2.17,97.33
2025-08-01T00:12:00Z,1.00,97.33
2025-08-01T00:14:00Z,1.00,98.00
2025-08-01T00:15:00Z,1.00,99.00
2025-08-01T00:16:00Z,2.00,99.00
2025-08-01T00:17:00Z,2.00,99.00
2025-08-01T00:18:00Z,2.00,99.00
2025-08-01T00:19:00Z,2.00,99.00
2025-08-01T00:20:00Z,5.00,99.00
2025-08-01T00:21:00Z,5.00,99.00
2025-08-01T00:24:00Z,5.00,99.00
