# event_ticker=KXATPCHALLENGERMATCH-26MAY05JUNILA
# final_score=6-4 6-4
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Jason Jung
# kalshi_date=2026-05-05
timestamp,Jason Jung,Andre Ilagan
2026-05-04T17:09:00Z,,56.50
2026-05-04T18:49:00Z,37.00,66.00
2026-05-04T19:02:00Z,37.00,62.00
2026-05-04T19:08:00Z,36.00,62.00
2026-05-04T19:23:00Z,36.00,63.00
2026-05-04T19:28:00Z,36.00,63.00
2026-05-04T20:07:00Z,36.00,63.00
2026-05-04T20:21:00Z,36.00,83.00
2026-05-04T20:24:00Z,36.00,71.00
2026-05-04T20:25:00Z,36.00,70.08
2026-05-04T20:35:00Z,36.00,65.00
2026-05-04T20:37:00Z,35.00,65.00
2026-05-04T20:42:00Z,33.00,65.00
2026-05-04T20:44:00Z,33.00,65.00
2026-05-04T21:03:00Z,33.00,64.00
2026-05-04T21:35:00Z,33.00,68.00
2026-05-04T21:42:00Z,33.00,68.29
2026-05-04T21:52:00Z,33.00,68.00
2026-05-04T22:19:00Z,34.00,68.00
2026-05-04T22:41:00Z,34.00,68.00
2026-05-04T22:47:00Z,34.00,68.00
2026-05-04T22:59:00Z,34.00,68.00
2026-05-04T23:22:00Z,34.00,68.00
2026-05-04T23:31:00Z,34.00,68.00
2026-05-04T23:32:00Z,34.00,68.00
2026-05-04T23:45:00Z,33.00,68.00
2026-05-05T00:01:00Z,33.00,69.00
2026-05-05T00:15:00Z,33.00,69.00
2026-05-05T00:45:00Z,34.00,69.00
2026-05-05T01:05:00Z,34.00,67.00
2026-05-05T01:07:00Z,34.00,69.00
2026-05-05T01:15:00Z,34.00,69.00
2026-05-05T01:28:00Z,34.00,69.00
2026-05-05T01:29:00Z,34.00,69.08
2026-05-05T01:35:00Z,34.00,69.00
2026-05-05T01:48:00Z,34.00,69.00
2026-05-05T01:49:00Z,34.00,69.00
2026-05-05T01:52:00Z,34.00,69.00
2026-05-05T01:53:00Z,34.00,69.00
2026-05-05T01:59:00Z,34.00,69.00
2026-05-05T02:10:00Z,34.00,69.00
2026-05-05T02:27:00Z,34.00,68.00
2026-05-05T02:31:00Z,34.00,68.00
2026-05-05T02:37:00Z,34.00,68.00
2026-05-05T02:41:00Z,34.00,68.00
2026-05-05T02:43:00Z,34.00,69.60
2026-05-05T02:46:00Z,34.00,68.00
2026-05-05T02:48:00Z,34.00,68.00
2026-05-05T02:53:00Z,34.00,68.00
2026-05-05T02:54:00Z,34.00,68.00
2026-05-05T02:56:00Z,34.00,68.00
2026-05-05T02:57:00Z,34.00,68.00
2026-05-05T02:58:00Z,34.00,68.00
2026-05-05T02:59:00Z,34.00,68.00
2026-05-05T03:02:00Z,34.00,68.00
2026-05-05T03:03:00Z,33.00,68.00
2026-05-05T03:09:00Z,33.00,68.00
2026-05-05T03:12:00Z,33.00,68.00
2026-05-05T03:16:00Z,33.00,68.00
2026-05-05T03:17:00Z,33.00,68.00
2026-05-05T03:24:00Z,33.00,68.00
2026-05-05T03:27:00Z,33.00,68.00
2026-05-05T03:33:00Z,33.00,68.00
2026-05-05T03:35:00Z,33.00,68.00
2026-05-05T03:36:00Z,33.00,68.00
2026-05-05T03:37:00Z,33.00,68.00
2026-05-05T03:40:00Z,33.00,68.00
2026-05-05T03:41:00Z,33.00,68.00
2026-05-05T03:42:00Z,33.00,68.00
2026-05-05T03:43:00Z,33.00,68.00
2026-05-05T03:44:00Z,33.00,68.00
2026-05-05T03:50:00Z,33.00,70.00
2026-05-05T03:51:00Z,33.00,68.00
2026-05-05T03:52:00Z,33.00,68.45
2026-05-05T03:56:00Z,33.00,68.45
2026-05-05T04:01:00Z,33.00,70.95
2026-05-05T04:06:00Z,33.00,71.00
2026-05-05T04:07:00Z,33.00,72.00
2026-05-05T04:08:00Z,33.00,72.00
2026-05-05T04:10:00Z,29.24,73.93
2026-05-05T04:12:00Z,29.24,74.00
2026-05-05T04:14:00Z,31.00,75.00
2026-05-05T04:16:00Z,31.61,74.00
2026-05-05T04:17:00Z,31.00,72.00
2026-05-05T04:18:00Z,31.00,74.52
2026-05-05T04:19:00Z,27.28,74.00
2026-05-05T04:22:00Z,27.28,75.00
2026-05-05T04:23:00Z,27.28,75.00
2026-05-05T04:24:00Z,28.40,75.00
2026-05-05T04:25:00Z,29.00,74.90
2026-05-05T04:27:00Z,29.00,75.00
2026-05-05T04:28:00Z,29.00,75.00
2026-05-05T04:29:00Z,29.00,74.33
2026-05-05T04:30:00Z,29.69,75.60
2026-05-05T04:32:00Z,29.01,72.97
2026-05-05T04:33:00Z,31.92,69.21
2026-05-05T04:34:00Z,23.89,76.04
2026-05-05T04:35:00Z,18.97,83.09
2026-05-05T04:36:00Z,17.79,84.53
2026-05-05T04:37:00Z,18.13,83.84
2026-05-05T04:38:00Z,17.95,82.90
2026-05-05T04:39:00Z,19.15,81.95
2026-05-05T04:40:00Z,19.57,83.20
2026-05-05T04:41:00Z,17.98,83.95
2026-05-05T04:42:00Z,16.35,85.00
2026-05-05T04:43:00Z,16.00,85.02
2026-05-05T04:44:00Z,15.93,84.64
2026-05-05T04:45:00Z,15.67,85.87
2026-05-05T04:46:00Z,19.03,85.57
2026-05-05T04:47:00Z,19.42,82.71
2026-05-05T04:48:00Z,19.13,82.06
2026-05-05T04:49:00Z,18.32,84.27
2026-05-05T04:50:00Z,23.42,78.73
2026-05-05T04:51:00Z,23.47,79.36
2026-05-05T04:52:00Z,26.53,75.24
2026-05-05T04:53:00Z,25.86,75.81
2026-05-05T04:54:00Z,27.06,76.41
2026-05-05T04:55:00Z,21.34,80.08
2026-05-05T04:56:00Z,19.19,80.94
2026-05-05T04:57:00Z,16.66,82.05
2026-05-05T04:58:00Z,17.92,83.61
2026-05-05T04:59:00Z,18.33,83.41
2026-05-05T05:00:00Z,20.38,82.09
2026-05-05T05:01:00Z,23.89,80.25
2026-05-05T05:02:00Z,18.36,81.67
2026-05-05T05:03:00Z,18.08,82.71
2026-05-05T05:04:00Z,18.86,83.56
2026-05-05T05:05:00Z,13.65,90.77
2026-05-05T05:06:00Z,11.49,91.53
2026-05-05T05:07:00Z,14.01,86.81
2026-05-05T05:08:00Z,18.10,82.42
2026-05-05T05:09:00Z,18.11,83.29
2026-05-05T05:10:00Z,18.71,82.47
2026-05-05T05:11:00Z,20.52,82.28
2026-05-05T05:12:00Z,29.66,79.15
2026-05-05T05:13:00Z,23.21,79.56
2026-05-05T05:14:00Z,21.02,81.15
2026-05-05T05:15:00Z,19.57,82.39
2026-05-05T05:16:00Z,15.15,87.11
2026-05-05T05:17:00Z,15.21,87.36
2026-05-05T05:18:00Z,15.49,87.07
2026-05-05T05:19:00Z,8.82,92.75
2026-05-05T05:20:00Z,6.17,92.99
2026-05-05T05:21:00Z,5.81,95.96
2026-05-05T05:22:00Z,5.82,94.73
2026-05-05T05:23:00Z,4.81,95.71
2026-05-05T05:24:00Z,4.90,94.07
2026-05-05T05:25:00Z,4.90,96.48
2026-05-05T05:26:00Z,5.00,95.64
2026-05-05T05:27:00Z,4.98,96.29
2026-05-05T05:28:00Z,4.40,97.78
2026-05-05T05:29:00Z,2.21,98.52
2026-05-05T05:30:00Z,2.58,98.75
2026-05-05T05:31:00Z,2.48,98.94
2026-05-05T05:32:00Z,3.00,97.84
2026-05-05T05:33:00Z,2.43,98.05
2026-05-05T05:34:00Z,1.01,99.00
2026-05-05T05:35:00Z,1.00,99.00
2026-05-05T05:36:00Z,1.00,99.00
2026-05-05T05:37:00Z,1.00,99.00
2026-05-05T05:38:00Z,1.00,99.00
2026-05-05T05:39:00Z,1.00,99.00
2026-05-05T05:41:00Z,1.00,99.00
2026-05-05T05:42:00Z,1.00,99.00
2026-05-05T05:43:00Z,1.00,99.00
