# event_ticker=KXATPMATCH-26APR13NAKCER
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Brandon Nakashima
# fav_player=Juan Manuel Cerundolo
# dog_player=Brandon Nakashima
# kalshi_date=2026-04-13
timestamp,Juan Manuel Cerundolo,Brandon Nakashima
2026-04-14T03:52:00Z,53.00,
2026-04-14T03:56:00Z,53.00,49.00
2026-04-14T04:15:00Z,53.00,49.00
2026-04-14T04:16:00Z,53.00,49.00
2026-04-14T04:17:00Z,53.00,49.00
2026-04-14T04:20:00Z,53.00,49.00
2026-04-14T04:22:00Z,53.00,49.00
2026-04-14T04:23:00Z,53.00,49.00
2026-04-14T04:24:00Z,53.00,49.00
2026-04-14T04:31:00Z,53.00,49.00
2026-04-14T04:33:00Z,53.00,49.00
2026-04-14T04:36:00Z,52.00,49.00
2026-04-14T04:39:00Z,52.00,49.00
2026-04-14T04:40:00Z,52.00,49.00
2026-04-14T04:42:00Z,52.00,49.00
2026-04-14T04:43:00Z,52.00,49.00
2026-04-14T04:44:00Z,52.00,49.00
2026-04-14T04:45:00Z,52.00,49.00
2026-04-14T04:47:00Z,52.00,49.00
2026-04-14T04:49:00Z,52.00,49.00
2026-04-14T04:50:00Z,52.00,49.00
2026-04-14T04:52:00Z,52.00,49.00
2026-04-14T04:56:00Z,52.00,49.00
2026-04-14T04:59:00Z,52.00,49.00
2026-04-14T05:00:00Z,52.67,49.00
2026-04-14T05:02:00Z,53.00,49.00
2026-04-14T05:05:00Z,53.00,49.00
2026-04-14T05:09:00Z,53.00,49.00
2026-04-14T05:10:00Z,53.00,49.00
2026-04-14T05:11:00Z,53.00,49.00
2026-04-14T05:14:00Z,53.00,49.00
2026-04-14T05:19:00Z,52.00,49.00
2026-04-14T05:21:00Z,53.00,49.00
2026-04-14T05:25:00Z,53.00,48.00
2026-04-14T05:26:00Z,53.00,48.00
2026-04-14T05:27:00Z,53.00,48.00
2026-04-14T05:29:00Z,53.00,48.00
2026-04-14T05:31:00Z,53.96,48.00
2026-04-14T05:32:00Z,54.00,48.00
2026-04-14T05:33:00Z,54.00,48.00
2026-04-14T05:36:00Z,54.00,48.00
2026-04-14T05:37:00Z,54.00,48.00
2026-04-14T05:38:00Z,54.00,48.00
2026-04-14T05:39:00Z,54.00,48.00
2026-04-14T05:43:00Z,54.00,48.00
2026-04-14T05:47:00Z,54.00,48.00
2026-04-14T05:49:00Z,54.00,48.00
2026-04-14T05:51:00Z,54.00,48.00
2026-04-14T05:55:00Z,54.00,48.00
2026-04-14T06:01:00Z,54.00,48.00
2026-04-14T06:09:00Z,54.00,48.00
2026-04-14T06:11:00Z,52.26,48.00
2026-04-14T06:14:00Z,54.00,48.00
2026-04-14T06:27:00Z,54.00,48.00
2026-04-14T06:29:00Z,54.00,48.00
2026-04-14T06:36:00Z,54.00,48.00
2026-04-14T06:39:00Z,54.00,48.00
2026-04-14T06:44:00Z,54.00,48.00
2026-04-14T06:49:00Z,54.00,48.00
2026-04-14T06:54:00Z,54.00,48.00
2026-04-14T06:55:00Z,54.00,48.00
2026-04-14T07:00:00Z,54.00,48.00
2026-04-14T07:09:00Z,54.00,48.00
2026-04-14T07:14:00Z,54.00,48.00
2026-04-14T07:15:00Z,55.00,48.00
2026-04-14T07:16:00Z,55.00,48.00
2026-04-14T07:22:00Z,54.83,48.00
2026-04-14T07:35:00Z,55.00,48.00
2026-04-14T07:37:00Z,55.00,48.00
2026-04-14T07:41:00Z,55.00,48.00
2026-04-14T07:51:00Z,55.00,48.00
2026-04-14T07:56:00Z,55.00,48.00
2026-04-14T07:57:00Z,55.00,48.00
2026-04-14T07:58:00Z,55.00,48.00
2026-04-14T08:00:00Z,55.00,48.00
2026-04-14T08:03:00Z,55.22,48.00
2026-04-14T08:05:00Z,55.00,48.00
2026-04-14T08:14:00Z,55.00,48.00
2026-04-14T08:24:00Z,55.00,47.00
2026-04-14T08:31:00Z,55.00,47.00
2026-04-14T08:34:00Z,55.00,47.00
2026-04-14T08:46:00Z,53.00,47.00
2026-04-14T08:53:00Z,53.00,47.00
2026-04-14T08:57:00Z,52.84,47.00
2026-04-14T09:05:00Z,52.00,47.00
2026-04-14T09:09:00Z,54.00,47.00
2026-04-14T09:10:00Z,54.00,47.00
2026-04-14T09:14:00Z,54.00,47.00
2026-04-14T09:15:00Z,54.00,47.00
2026-04-14T09:21:00Z,54.00,48.00
2026-04-14T09:23:00Z,54.00,48.00
2026-04-14T09:30:00Z,54.00,48.00
2026-04-14T09:45:00Z,53.00,48.00
2026-04-14T09:48:00Z,53.00,48.00
2026-04-14T09:50:00Z,53.00,48.00
2026-04-14T09:51:00Z,53.00,48.00
2026-04-14T09:54:00Z,53.00,48.00
2026-04-14T09:56:00Z,53.00,47.00
2026-04-14T09:59:00Z,53.00,48.00
2026-04-14T10:03:00Z,52.00,48.00
2026-04-14T10:08:00Z,54.00,48.00
2026-04-14T10:14:00Z,54.00,48.00
2026-04-14T10:18:00Z,54.00,48.00
2026-04-14T10:27:00Z,53.00,48.00
2026-04-14T10:30:00Z,53.00,48.00
2026-04-14T10:35:00Z,53.00,48.00
2026-04-14T10:46:00Z,53.00,48.00
2026-04-14T11:01:00Z,53.00,48.00
2026-04-14T11:02:00Z,53.00,48.00
2026-04-14T11:06:00Z,53.00,48.00
2026-04-14T11:07:00Z,53.00,48.00
2026-04-14T11:08:00Z,53.00,48.00
2026-04-14T11:12:00Z,53.00,48.00
2026-04-14T11:20:00Z,53.00,48.00
2026-04-14T11:21:00Z,53.00,48.00
2026-04-14T11:24:00Z,53.00,48.00
2026-04-14T11:27:00Z,53.00,48.00
2026-04-14T11:29:00Z,53.00,48.00
2026-04-14T11:30:00Z,53.00,48.00
2026-04-14T11:34:00Z,53.00,48.00
2026-04-14T11:35:00Z,53.00,48.00
2026-04-14T11:43:00Z,53.00,48.00
2026-04-14T11:45:00Z,53.00,48.00
2026-04-14T11:48:00Z,54.00,47.15
2026-04-14T11:49:00Z,54.00,47.15
2026-04-14T11:50:00Z,54.00,48.00
2026-04-14T11:51:00Z,54.00,48.00
2026-04-14T11:56:00Z,54.00,48.00
2026-04-14T11:58:00Z,54.00,48.00
2026-04-14T11:59:00Z,54.00,48.00
2026-04-14T12:02:00Z,54.00,48.00
2026-04-14T12:05:00Z,54.00,48.00
2026-04-14T12:07:00Z,54.00,48.00
2026-04-14T12:08:00Z,54.00,48.00
2026-04-14T12:09:00Z,54.00,48.00
2026-04-14T12:10:00Z,54.00,48.00
2026-04-14T12:11:00Z,54.00,48.00
2026-04-14T12:14:00Z,54.00,48.00
2026-04-14T12:15:00Z,54.00,48.00
