# event_ticker=KXATPCHALLENGERMATCH-26APR07NISKIC
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Kei Nishikori
# fav_player=Nicolas Kicker
# dog_player=Kei Nishikori
# kalshi_date=2026-04-07
timestamp,Nicolas Kicker,Kei Nishikori
2026-04-07T12:02:00Z,,68.00
2026-04-07T13:30:00Z,,67.00
2026-04-07T13:37:00Z,34.00,67.00
2026-04-07T15:34:00Z,34.00,67.00
2026-04-07T16:34:00Z,34.00,67.00
2026-04-07T16:57:00Z,34.00,67.00
2026-04-07T17:00:00Z,34.00,67.00
2026-04-07T17:21:00Z,34.00,67.00
2026-04-07T17:37:00Z,34.00,67.89
2026-04-07T18:01:00Z,34.00,68.00
2026-04-07T18:30:00Z,34.00,68.00
2026-04-07T18:38:00Z,34.00,68.00
2026-04-07T18:45:00Z,34.00,68.00
2026-04-07T18:55:00Z,34.00,68.00
2026-04-07T19:04:00Z,34.00,68.00
2026-04-07T19:21:00Z,34.00,68.00
2026-04-07T19:24:00Z,33.00,68.00
2026-04-07T19:46:00Z,33.00,68.00
2026-04-07T20:31:00Z,33.00,68.00
2026-04-07T20:36:00Z,35.00,68.00
2026-04-07T20:39:00Z,33.00,68.00
2026-04-07T20:49:00Z,33.00,68.00
2026-04-07T21:05:00Z,33.00,68.00
2026-04-07T21:12:00Z,33.00,65.06
2026-04-07T21:22:00Z,33.00,68.00
2026-04-07T21:26:00Z,33.00,68.00
2026-04-07T21:35:00Z,33.00,68.00
2026-04-07T22:03:00Z,33.00,69.00
2026-04-07T22:05:00Z,33.00,68.86
2026-04-07T22:15:00Z,33.00,68.00
2026-04-07T22:29:00Z,33.00,68.00
2026-04-07T22:33:00Z,34.00,68.00
2026-04-07T22:35:00Z,34.00,68.00
2026-04-07T22:41:00Z,34.00,68.00
2026-04-07T23:01:00Z,34.00,68.00
2026-04-07T23:20:00Z,34.00,68.00
2026-04-07T23:28:00Z,34.00,68.73
2026-04-07T23:29:00Z,34.00,68.00
2026-04-07T23:30:00Z,34.00,68.00
2026-04-07T23:32:00Z,34.00,68.00
2026-04-07T23:33:00Z,34.00,68.00
2026-04-07T23:38:00Z,34.00,68.90
2026-04-07T23:41:00Z,34.85,68.90
2026-04-07T23:43:00Z,34.00,68.90
2026-04-07T23:47:00Z,33.00,66.06
2026-04-07T23:48:00Z,30.40,68.06
2026-04-07T23:49:00Z,32.30,69.63
2026-04-07T23:51:00Z,28.03,72.00
2026-04-07T23:52:00Z,25.14,74.25
2026-04-07T23:53:00Z,24.01,77.00
2026-04-07T23:54:00Z,25.58,77.03
2026-04-07T23:55:00Z,26.33,73.50
2026-04-07T23:56:00Z,28.19,72.95
2026-04-07T23:57:00Z,31.49,69.00
2026-04-07T23:58:00Z,35.73,67.62
2026-04-07T23:59:00Z,32.00,68.22
2026-04-08T00:00:00Z,29.00,72.19
2026-04-08T00:01:00Z,29.00,71.34
2026-04-08T00:02:00Z,29.72,72.01
2026-04-08T00:03:00Z,34.18,67.00
2026-04-08T00:04:00Z,33.36,67.95
2026-04-08T00:05:00Z,30.69,71.38
2026-04-08T00:06:00Z,27.38,72.08
2026-04-08T00:07:00Z,22.15,77.95
2026-04-08T00:08:00Z,23.54,78.13
2026-04-08T00:09:00Z,17.42,82.36
2026-04-08T00:10:00Z,17.95,83.83
2026-04-08T00:11:00Z,17.70,82.98
2026-04-08T00:12:00Z,16.00,85.62
2026-04-08T00:13:00Z,14.00,87.00
2026-04-08T00:14:00Z,13.73,87.00
2026-04-08T00:15:00Z,14.03,85.84
2026-04-08T00:16:00Z,13.20,86.51
2026-04-08T00:17:00Z,15.62,85.98
2026-04-08T00:18:00Z,14.28,85.23
2026-04-08T00:19:00Z,13.00,86.24
2026-04-08T00:20:00Z,16.00,85.98
2026-04-08T00:21:00Z,16.00,84.68
2026-04-08T00:22:00Z,13.14,84.68
2026-04-08T00:23:00Z,14.00,87.86
2026-04-08T00:24:00Z,15.00,86.00
2026-04-08T00:25:00Z,12.56,88.00
2026-04-08T00:26:00Z,12.48,88.04
2026-04-08T00:27:00Z,13.98,86.02
2026-04-08T00:28:00Z,16.14,84.27
2026-04-08T00:29:00Z,14.69,85.76
2026-04-08T00:30:00Z,13.53,88.33
2026-04-08T00:31:00Z,12.00,88.00
2026-04-08T00:32:00Z,11.16,88.00
2026-04-08T00:33:00Z,12.00,89.00
2026-04-08T00:34:00Z,12.00,89.00
2026-04-08T00:35:00Z,12.26,88.00
2026-04-08T00:36:00Z,12.38,87.62
2026-04-08T00:37:00Z,10.57,92.34
2026-04-08T00:38:00Z,7.08,92.27
2026-04-08T00:39:00Z,6.08,94.78
2026-04-08T00:40:00Z,9.30,92.03
2026-04-08T00:41:00Z,9.30,90.71
2026-04-08T00:42:00Z,5.95,94.00
2026-04-08T00:43:00Z,5.00,94.84
2026-04-08T00:44:00Z,4.95,95.01
2026-04-08T00:45:00Z,5.10,94.97
2026-04-08T00:46:00Z,5.83,95.00
2026-04-08T00:47:00Z,4.86,95.60
2026-04-08T00:48:00Z,4.21,94.12
2026-04-08T00:49:00Z,3.03,96.28
2026-04-08T00:50:00Z,2.99,98.27
2026-04-08T00:51:00Z,1.89,99.00
2026-04-08T00:52:00Z,2.00,98.02
2026-04-08T00:53:00Z,1.82,97.00
2026-04-08T00:54:00Z,1.00,99.00
2026-04-08T00:55:00Z,1.00,99.00
2026-04-08T00:56:00Z,1.87,98.19
2026-04-08T00:57:00Z,1.87,98.99
2026-04-08T00:58:00Z,1.00,99.00
2026-04-08T00:59:00Z,2.00,97.76
2026-04-08T01:00:00Z,2.38,98.41
2026-04-08T01:01:00Z,1.23,96.78
2026-04-08T01:02:00Z,3.00,97.94
2026-04-08T01:03:00Z,1.00,99.00
2026-04-08T01:04:00Z,1.22,99.00
2026-04-08T01:05:00Z,1.22,99.00
2026-04-08T01:09:00Z,1.94,99.00
