# event_ticker=KXATPMATCH-25SEP26RUUBER
# final_score=7-6(4) 6-2
# score_resolution=7-6 6-2
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Matteo Berrettini
# kalshi_date=2025-09-26
timestamp,Casper Ruud,Matteo Berrettini
2025-09-26T08:25:00Z,60.00,42.92
2025-09-26T08:26:00Z,60.00,42.92
2025-09-26T08:31:00Z,60.00,42.92
2025-09-26T08:32:00Z,57.00,42.92
2025-09-26T08:33:00Z,60.00,42.92
2025-09-26T08:36:00Z,60.00,42.92
2025-09-26T08:38:00Z,60.00,42.92
2025-09-26T08:41:00Z,60.00,42.92
2025-09-26T08:43:00Z,60.00,43.00
2025-09-26T08:44:00Z,60.00,43.00
2025-09-26T08:50:00Z,60.00,43.00
2025-09-26T08:58:00Z,60.00,43.00
2025-09-26T09:01:00Z,60.00,43.00
2025-09-26T09:07:00Z,60.00,43.00
2025-09-26T09:09:00Z,60.00,43.00
2025-09-26T09:13:00Z,60.00,43.00
2025-09-26T09:14:00Z,60.00,43.00
2025-09-26T09:15:00Z,60.00,43.00
2025-09-26T09:16:00Z,60.00,43.00
2025-09-26T09:17:00Z,59.00,43.00
2025-09-26T09:18:00Z,60.00,43.00
2025-09-26T09:19:00Z,60.00,43.00
2025-09-26T09:20:00Z,60.00,43.00
2025-09-26T09:21:00Z,59.27,43.00
2025-09-26T09:22:00Z,60.63,43.00
2025-09-26T09:23:00Z,61.98,65.83
2025-09-26T09:24:00Z,62.17,42.14
2025-09-26T09:25:00Z,73.67,42.14
2025-09-26T09:26:00Z,67.58,42.14
2025-09-26T09:27:00Z,69.32,47.45
2025-09-26T09:28:00Z,62.76,45.29
2025-09-26T09:29:00Z,61.86,41.00
2025-09-26T09:30:00Z,59.00,42.77
2025-09-26T09:31:00Z,56.28,44.00
2025-09-26T09:32:00Z,63.45,44.00
2025-09-26T09:33:00Z,59.12,41.00
2025-09-26T09:34:00Z,59.00,41.00
2025-09-26T09:35:00Z,60.36,41.00
2025-09-26T09:36:00Z,64.72,42.05
2025-09-26T09:37:00Z,60.00,39.39
2025-09-26T09:38:00Z,62.00,39.39
2025-09-26T09:39:00Z,59.23,40.00
2025-09-26T09:40:00Z,63.98,40.00
2025-09-26T09:41:00Z,65.93,40.00
2025-09-26T09:43:00Z,66.58,38.00
2025-09-26T09:44:00Z,60.00,38.00
2025-09-26T09:45:00Z,60.00,42.00
2025-09-26T09:46:00Z,60.00,40.00
2025-09-26T09:47:00Z,62.08,38.00
2025-09-26T09:48:00Z,62.01,38.00
2025-09-26T09:49:00Z,64.00,38.00
2025-09-26T09:50:00Z,61.01,38.00
2025-09-26T09:51:00Z,59.08,38.00
2025-09-26T09:52:00Z,60.00,43.00
2025-09-26T09:54:00Z,60.00,43.00
2025-09-26T09:55:00Z,59.00,43.00
2025-09-26T09:56:00Z,59.00,40.00
2025-09-26T09:57:00Z,59.00,41.00
2025-09-26T09:58:00Z,58.00,41.42
2025-09-26T09:59:00Z,60.63,41.42
2025-09-26T10:00:00Z,60.63,41.00
2025-09-26T10:01:00Z,58.00,44.89
2025-09-26T10:02:00Z,61.00,43.00
2025-09-26T10:03:00Z,62.00,46.75
2025-09-26T10:04:00Z,53.70,47.04
2025-09-26T10:05:00Z,61.97,47.04
2025-09-26T10:06:00Z,61.00,47.04
2025-09-26T10:07:00Z,61.00,41.00
2025-09-26T10:08:00Z,61.00,40.00
2025-09-26T10:09:00Z,66.09,37.60
2025-09-26T10:10:00Z,69.00,32.53
2025-09-26T10:11:00Z,69.97,37.00
2025-09-26T10:12:00Z,61.94,37.54
2025-09-26T10:13:00Z,67.85,42.76
2025-09-26T10:14:00Z,59.31,41.00
2025-09-26T10:15:00Z,62.16,40.40
2025-09-26T10:16:00Z,62.54,35.99
2025-09-26T10:17:00Z,71.09,27.08
2025-09-26T10:18:00Z,74.00,22.50
2025-09-26T10:19:00Z,75.39,22.50
2025-09-26T10:20:00Z,75.39,22.96
2025-09-26T10:21:00Z,81.48,21.00
2025-09-26T10:22:00Z,79.33,21.10
2025-09-26T10:23:00Z,79.33,20.43
2025-09-26T10:24:00Z,81.00,18.60
2025-09-26T10:25:00Z,80.00,19.66
2025-09-26T10:26:00Z,78.37,19.38
2025-09-26T10:27:00Z,78.37,20.00
2025-09-26T10:28:00Z,81.00,21.04
2025-09-26T10:29:00Z,81.00,21.00
2025-09-26T10:30:00Z,79.67,22.00
2025-09-26T10:31:00Z,78.00,24.00
2025-09-26T10:32:00Z,78.00,24.00
2025-09-26T10:33:00Z,78.99,24.17
2025-09-26T10:34:00Z,71.01,24.17
2025-09-26T10:35:00Z,71.01,26.00
2025-09-26T10:36:00Z,76.61,24.97
2025-09-26T10:37:00Z,81.93,19.35
2025-09-26T10:38:00Z,81.36,19.41
2025-09-26T10:39:00Z,82.00,20.00
2025-09-26T10:40:00Z,89.90,8.14
2025-09-26T10:41:00Z,91.82,7.00
2025-09-26T10:42:00Z,94.05,6.01
2025-09-26T10:44:00Z,94.82,5.21
2025-09-26T10:45:00Z,95.98,2.91
2025-09-26T10:46:00Z,96.00,4.04
2025-09-26T10:47:00Z,96.00,3.07
2025-09-26T10:48:00Z,98.00,3.88
2025-09-26T10:49:00Z,98.72,2.00
2025-09-26T10:50:00Z,99.00,1.00
2025-09-26T10:51:00Z,99.00,1.00
2025-09-26T10:53:00Z,99.00,1.00
2025-09-26T10:54:00Z,99.00,1.00
2025-09-26T10:56:00Z,99.00,1.00
2025-09-26T10:57:00Z,99.00,2.00
2025-09-26T10:58:00Z,99.00,2.00
2025-09-26T11:00:00Z,99.00,2.00
2025-09-26T11:01:00Z,99.00,2.00
2025-09-26T11:05:00Z,99.00,2.00
2025-09-26T11:09:00Z,99.00,2.00
