# event_ticker=KXATPMATCH-25OCT27COBMAC
# final_score=6-1 6-4
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Tomas Machac
# kalshi_date=2025-10-27
timestamp,Flavio Cobolli,Tomas Machac
2025-10-27T00:18:00Z,54.00,
2025-10-27T00:39:00Z,54.00,
2025-10-27T00:50:00Z,54.00,
2025-10-27T00:59:00Z,54.00,48.00
2025-10-27T01:16:00Z,54.00,48.00
2025-10-27T01:17:00Z,54.00,48.00
2025-10-27T01:38:00Z,54.00,48.00
2025-10-27T02:03:00Z,54.00,48.00
2025-10-27T02:34:00Z,54.00,48.00
2025-10-27T02:46:00Z,54.00,48.00
2025-10-27T02:54:00Z,54.00,48.00
2025-10-27T02:58:00Z,54.00,48.00
2025-10-27T03:17:00Z,54.00,48.00
2025-10-27T03:30:00Z,54.00,48.00
2025-10-27T03:33:00Z,54.00,48.00
2025-10-27T03:41:00Z,54.00,48.00
2025-10-27T03:54:00Z,54.00,48.00
2025-10-27T03:56:00Z,54.00,48.00
2025-10-27T03:59:00Z,54.00,48.00
2025-10-27T04:01:00Z,54.00,48.00
2025-10-27T04:08:00Z,54.00,48.00
2025-10-27T04:10:00Z,53.00,48.00
2025-10-27T04:17:00Z,54.00,48.00
2025-10-27T04:26:00Z,54.00,48.00
2025-10-27T04:27:00Z,54.00,48.00
2025-10-27T04:30:00Z,54.00,48.00
2025-10-27T04:36:00Z,54.00,48.00
2025-10-27T04:37:00Z,54.00,47.00
2025-10-27T04:40:00Z,54.00,47.00
2025-10-27T04:44:00Z,53.00,47.00
2025-10-27T04:48:00Z,53.00,47.00
2025-10-27T04:50:00Z,54.00,47.00
2025-10-27T04:51:00Z,54.00,47.00
2025-10-27T04:55:00Z,54.00,47.00
2025-10-27T05:09:00Z,54.00,47.00
2025-10-27T05:10:00Z,54.00,47.00
2025-10-27T05:15:00Z,54.00,47.00
2025-10-27T05:23:00Z,54.00,47.00
2025-10-27T05:36:00Z,54.00,47.00
2025-10-27T05:44:00Z,54.00,47.00
2025-10-27T05:45:00Z,54.00,47.00
2025-10-27T05:46:00Z,54.00,46.00
2025-10-27T05:48:00Z,54.00,46.00
2025-10-27T05:50:00Z,55.00,46.00
2025-10-27T05:58:00Z,55.00,46.00
2025-10-27T06:13:00Z,55.00,46.00
2025-10-27T06:18:00Z,55.00,46.00
2025-10-27T06:19:00Z,55.00,46.00
2025-10-27T06:21:00Z,55.00,46.00
2025-10-27T06:34:00Z,55.00,46.00
2025-10-27T06:55:00Z,55.00,46.00
2025-10-27T07:04:00Z,55.00,46.00
2025-10-27T07:05:00Z,55.00,46.00
2025-10-27T07:07:00Z,55.00,46.00
2025-10-27T07:10:00Z,55.00,46.00
2025-10-27T07:20:00Z,55.00,46.00
2025-10-27T07:21:00Z,55.00,46.00
2025-10-27T07:24:00Z,55.00,47.00
2025-10-27T07:27:00Z,55.00,47.00
2025-10-27T07:36:00Z,55.00,47.00
2025-10-27T07:37:00Z,55.00,47.00
2025-10-27T07:40:00Z,55.00,47.00
2025-10-27T07:47:00Z,55.00,47.00
2025-10-27T07:57:00Z,55.00,47.00
2025-10-27T07:58:00Z,55.00,47.00
2025-10-27T08:06:00Z,55.00,47.00
2025-10-27T08:18:00Z,55.00,47.00
2025-10-27T08:26:00Z,55.00,47.00
2025-10-27T08:29:00Z,55.00,47.00
2025-10-27T08:46:00Z,55.00,47.00
2025-10-27T08:48:00Z,55.00,47.00
2025-10-27T08:51:00Z,55.00,47.00
2025-10-27T08:58:00Z,55.00,47.00
2025-10-27T08:59:00Z,55.00,47.00
2025-10-27T09:04:00Z,55.00,46.00
2025-10-27T09:16:00Z,55.00,46.00
2025-10-27T09:18:00Z,55.00,46.00
2025-10-27T09:20:00Z,55.00,46.00
2025-10-27T09:22:00Z,55.00,46.00
2025-10-27T09:23:00Z,55.00,46.60
2025-10-27T09:26:00Z,55.00,46.60
2025-10-27T09:27:00Z,55.00,47.00
2025-10-27T09:28:00Z,55.00,47.00
2025-10-27T09:36:00Z,55.00,47.00
2025-10-27T09:40:00Z,55.00,47.00
2025-10-27T09:44:00Z,55.00,47.00
