# event_ticker=KXATPMATCH-26FEB08CORBER
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Matteo Berrettini
# fav_player=Federico Coria
# dog_player=Matteo Berrettini
# kalshi_date=2026-02-08
timestamp,Federico Coria,Matteo Berrettini
2026-02-10T10:59:00Z,15.00,
2026-02-10T13:33:00Z,15.00,86.00
2026-02-10T13:40:00Z,15.00,86.00
2026-02-10T14:08:00Z,15.00,86.00
2026-02-10T15:13:00Z,15.00,86.00
2026-02-10T15:21:00Z,15.00,86.00
2026-02-10T15:28:00Z,15.00,85.00
2026-02-10T15:40:00Z,15.00,85.00
2026-02-10T15:48:00Z,15.00,86.00
2026-02-10T16:04:00Z,15.00,86.00
2026-02-10T16:22:00Z,15.00,86.00
2026-02-10T16:28:00Z,15.00,86.00
2026-02-10T17:17:00Z,15.00,86.00
2026-02-10T17:29:00Z,14.00,86.00
2026-02-10T17:34:00Z,14.00,86.00
2026-02-10T17:37:00Z,14.00,86.00
2026-02-10T17:58:00Z,14.00,86.00
2026-02-10T18:15:00Z,14.00,86.00
2026-02-10T18:21:00Z,15.00,86.00
2026-02-10T18:22:00Z,15.00,86.00
2026-02-10T18:37:00Z,15.00,86.00
2026-02-10T18:41:00Z,15.00,86.00
2026-02-10T18:50:00Z,14.00,86.00
2026-02-10T18:56:00Z,14.00,86.00
2026-02-10T19:00:00Z,14.00,86.00
2026-02-10T19:19:00Z,14.00,86.00
2026-02-10T19:32:00Z,14.00,86.00
2026-02-10T19:51:00Z,14.00,86.00
2026-02-10T19:55:00Z,15.00,86.00
2026-02-10T20:18:00Z,15.00,86.00
2026-02-10T20:21:00Z,15.00,86.00
2026-02-10T20:26:00Z,15.00,87.00
2026-02-10T20:27:00Z,15.00,87.00
2026-02-10T20:34:00Z,14.00,87.00
2026-02-10T20:36:00Z,14.00,87.00
2026-02-10T21:09:00Z,14.00,87.00
2026-02-10T21:18:00Z,14.00,87.00
2026-02-10T21:19:00Z,14.00,87.00
2026-02-10T21:20:00Z,14.00,87.00
2026-02-10T21:23:00Z,14.00,86.66
2026-02-10T21:25:00Z,14.00,87.00
2026-02-10T21:29:00Z,14.00,86.00
2026-02-10T21:32:00Z,14.00,87.89
2026-02-10T21:33:00Z,14.00,88.00
2026-02-10T21:34:00Z,14.00,88.00
2026-02-10T21:35:00Z,14.00,88.00
2026-02-10T21:36:00Z,14.28,88.00
2026-02-10T21:37:00Z,15.00,87.79
2026-02-10T21:38:00Z,15.00,88.00
2026-02-10T21:39:00Z,14.00,88.00
2026-02-10T21:40:00Z,12.63,88.00
2026-02-10T21:41:00Z,12.00,89.99
2026-02-10T21:42:00Z,12.45,90.13
2026-02-10T21:43:00Z,15.11,84.76
2026-02-10T21:44:00Z,15.32,87.29
2026-02-10T21:45:00Z,14.06,87.00
2026-02-10T21:46:00Z,12.02,89.00
2026-02-10T21:47:00Z,11.12,90.65
2026-02-10T21:48:00Z,11.00,90.00
2026-02-10T21:49:00Z,10.44,90.00
2026-02-10T21:50:00Z,10.18,91.02
2026-02-10T21:51:00Z,13.04,87.77
2026-02-10T21:52:00Z,12.09,89.17
2026-02-10T21:53:00Z,12.00,90.00
2026-02-10T21:54:00Z,10.08,91.46
2026-02-10T21:55:00Z,12.20,89.00
2026-02-10T21:56:00Z,13.80,87.00
2026-02-10T21:57:00Z,15.45,88.00
2026-02-10T21:58:00Z,16.00,86.63
2026-02-10T21:59:00Z,16.19,86.03
2026-02-10T22:00:00Z,14.00,88.00
2026-02-10T22:01:00Z,13.00,87.78
2026-02-10T22:02:00Z,11.08,87.26
2026-02-10T22:03:00Z,11.60,87.26
2026-02-10T22:04:00Z,12.75,87.87
2026-02-10T22:05:00Z,14.19,87.04
2026-02-10T22:06:00Z,13.79,87.95
2026-02-10T22:07:00Z,16.93,86.19
2026-02-10T22:08:00Z,14.65,87.00
2026-02-10T22:09:00Z,14.38,88.71
2026-02-10T22:10:00Z,14.00,88.00
2026-02-10T22:11:00Z,14.00,88.00
2026-02-10T22:12:00Z,14.72,86.96
2026-02-10T22:13:00Z,9.77,91.66
2026-02-10T22:14:00Z,10.52,90.53
2026-02-10T22:15:00Z,10.53,89.53
2026-02-10T22:16:00Z,12.11,89.51
2026-02-10T22:17:00Z,13.31,90.00
2026-02-10T22:18:00Z,14.64,85.02
2026-02-10T22:19:00Z,13.21,86.85
2026-02-10T22:20:00Z,15.11,85.18
2026-02-10T22:21:00Z,16.88,85.00
2026-02-10T22:22:00Z,15.98,85.24
2026-02-10T22:23:00Z,17.25,84.89
2026-02-10T22:24:00Z,15.24,86.74
2026-02-10T22:25:00Z,14.99,87.00
2026-02-10T22:26:00Z,14.93,87.84
2026-02-10T22:27:00Z,13.13,88.02
2026-02-10T22:28:00Z,14.80,85.83
2026-02-10T22:29:00Z,11.90,88.76
2026-02-10T22:30:00Z,11.84,88.45
2026-02-10T22:31:00Z,11.95,88.24
2026-02-10T22:32:00Z,16.18,83.87
2026-02-10T22:33:00Z,17.62,83.02
2026-02-10T22:34:00Z,15.18,86.00
2026-02-10T22:35:00Z,14.66,86.03
2026-02-10T22:36:00Z,15.38,86.00
2026-02-10T22:37:00Z,15.57,86.00
2026-02-10T22:38:00Z,16.44,85.97
2026-02-10T22:39:00Z,12.46,88.73
2026-02-10T22:40:00Z,14.98,84.80
2026-02-10T22:41:00Z,15.18,86.54
2026-02-10T22:42:00Z,18.24,84.62
2026-02-10T22:43:00Z,19.80,83.03
2026-02-10T22:44:00Z,16.30,85.75
2026-02-10T22:45:00Z,13.77,87.00
2026-02-10T22:46:00Z,14.80,87.00
2026-02-10T22:47:00Z,14.06,89.01
2026-02-10T22:48:00Z,7.82,94.82
2026-02-10T22:49:00Z,6.92,94.47
2026-02-10T22:50:00Z,5.97,94.36
2026-02-10T22:51:00Z,5.95,95.48
2026-02-10T22:52:00Z,5.94,95.62
2026-02-10T22:53:00Z,5.01,95.91
2026-02-10T22:54:00Z,4.73,96.00
2026-02-10T22:55:00Z,4.70,97.25
2026-02-10T22:56:00Z,2.20,97.13
2026-02-10T22:57:00Z,2.52,97.64
2026-02-10T22:58:00Z,3.57,98.99
2026-02-10T22:59:00Z,2.37,98.07
2026-02-10T23:00:00Z,2.77,97.11
2026-02-10T23:01:00Z,1.64,98.00
2026-02-10T23:02:00Z,2.61,98.01
2026-02-10T23:03:00Z,2.01,98.00
2026-02-10T23:04:00Z,2.55,98.98
2026-02-10T23:05:00Z,3.45,96.00
2026-02-10T23:06:00Z,2.97,97.99
2026-02-10T23:07:00Z,3.54,97.99
2026-02-10T23:08:00Z,3.78,98.38
2026-02-10T23:09:00Z,3.65,97.71
2026-02-10T23:10:00Z,3.32,99.00
2026-02-10T23:11:00Z,1.62,99.00
2026-02-10T23:12:00Z,1.87,99.00
2026-02-10T23:13:00Z,1.99,99.00
2026-02-10T23:14:00Z,1.80,99.00
2026-02-10T23:15:00Z,1.12,99.00
2026-02-10T23:16:00Z,1.31,99.00
2026-02-10T23:17:00Z,1.02,99.00
2026-02-10T23:18:00Z,1.90,99.00
2026-02-10T23:19:00Z,1.53,99.00
2026-02-10T23:20:00Z,1.86,99.00
2026-02-10T23:21:00Z,2.00,97.90
