# event_ticker=KXATPCHALLENGERMATCH-26APR18FOMSUN
# final_score=6-4 6-4
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Sergey Fomin
# kalshi_date=2026-04-18
timestamp,Sergey Fomin,Fajing Sun
2026-04-17T18:05:00Z,36.00,
2026-04-17T18:36:00Z,36.00,67.00
2026-04-17T18:52:00Z,36.00,67.00
2026-04-17T19:10:00Z,36.00,67.00
2026-04-17T20:11:00Z,36.00,66.00
2026-04-17T21:02:00Z,36.00,66.00
2026-04-17T21:20:00Z,36.00,66.00
2026-04-17T21:35:00Z,35.00,66.00
2026-04-17T21:43:00Z,35.00,66.00
2026-04-17T21:50:00Z,35.00,65.27
2026-04-17T21:54:00Z,35.00,66.00
2026-04-17T21:55:00Z,35.00,66.00
2026-04-17T22:09:00Z,35.00,66.00
2026-04-17T22:25:00Z,35.00,66.00
2026-04-17T22:48:00Z,35.00,66.00
2026-04-17T22:58:00Z,35.00,66.00
2026-04-17T23:08:00Z,35.00,66.00
2026-04-17T23:15:00Z,35.00,66.00
2026-04-17T23:36:00Z,35.00,66.00
2026-04-17T23:46:00Z,35.00,66.00
2026-04-18T00:08:00Z,35.00,66.00
2026-04-18T00:09:00Z,35.00,66.00
2026-04-18T00:13:00Z,35.00,66.00
2026-04-18T00:22:00Z,35.00,66.00
2026-04-18T00:26:00Z,35.00,66.00
2026-04-18T00:27:00Z,35.00,66.00
2026-04-18T00:45:00Z,35.00,67.00
2026-04-18T00:52:00Z,35.00,66.00
2026-04-18T01:00:00Z,34.94,66.00
2026-04-18T01:01:00Z,34.94,66.00
2026-04-18T01:02:00Z,35.00,66.00
2026-04-18T01:04:00Z,35.00,66.00
2026-04-18T01:06:00Z,35.00,66.00
2026-04-18T01:12:00Z,35.00,66.00
2026-04-18T01:13:00Z,35.00,66.00
2026-04-18T01:15:00Z,35.00,66.00
2026-04-18T01:16:00Z,35.00,66.00
2026-04-18T01:20:00Z,35.00,66.00
2026-04-18T01:28:00Z,34.00,66.00
2026-04-18T01:33:00Z,34.00,66.00
2026-04-18T01:38:00Z,34.00,66.00
2026-04-18T01:55:00Z,34.00,67.00
2026-04-18T01:56:00Z,34.00,67.00
2026-04-18T01:57:00Z,34.00,67.00
2026-04-18T01:58:00Z,34.00,67.00
2026-04-18T02:01:00Z,34.00,67.00
2026-04-18T02:02:00Z,34.00,67.00
2026-04-18T02:03:00Z,34.00,67.00
2026-04-18T02:04:00Z,34.00,67.00
2026-04-18T02:06:00Z,34.00,67.00
2026-04-18T02:07:00Z,34.00,67.00
2026-04-18T02:08:00Z,34.00,67.00
2026-04-18T02:10:00Z,35.00,67.00
2026-04-18T02:11:00Z,35.00,67.00
2026-04-18T02:13:00Z,35.00,67.00
2026-04-18T02:20:00Z,35.00,67.00
2026-04-18T02:21:00Z,35.00,67.00
2026-04-18T02:26:00Z,35.00,67.00
2026-04-18T02:30:00Z,35.00,67.00
2026-04-18T02:35:00Z,35.00,67.00
2026-04-18T02:48:00Z,35.00,67.00
2026-04-18T02:50:00Z,35.00,67.00
2026-04-18T02:51:00Z,35.00,67.00
2026-04-18T02:55:00Z,35.00,67.00
2026-04-18T02:59:00Z,35.00,67.00
2026-04-18T03:00:00Z,35.00,67.00
2026-04-18T03:02:00Z,35.00,67.00
2026-04-18T03:04:00Z,35.00,67.00
2026-04-18T03:05:00Z,35.00,67.00
2026-04-18T03:08:00Z,35.00,67.00
2026-04-18T03:11:00Z,35.00,67.00
2026-04-18T03:14:00Z,35.00,67.00
2026-04-18T03:15:00Z,35.00,67.00
2026-04-18T03:16:00Z,35.00,67.00
2026-04-18T03:17:00Z,35.00,67.00
2026-04-18T03:21:00Z,35.00,67.00
2026-04-18T03:22:00Z,35.00,67.00
2026-04-18T03:24:00Z,35.00,65.00
2026-04-18T03:25:00Z,35.00,66.00
2026-04-18T03:27:00Z,35.00,66.00
2026-04-18T03:28:00Z,35.00,67.00
2026-04-18T03:30:00Z,34.00,67.00
2026-04-18T03:31:00Z,34.00,67.00
2026-04-18T03:32:00Z,34.00,67.00
2026-04-18T03:34:00Z,34.00,67.00
2026-04-18T03:35:00Z,34.00,67.00
2026-04-18T03:36:00Z,34.00,67.00
2026-04-18T03:37:00Z,34.00,67.00
2026-04-18T03:38:00Z,34.00,67.00
2026-04-18T03:41:00Z,34.00,67.00
2026-04-18T03:42:00Z,35.00,67.00
2026-04-18T03:43:00Z,35.00,67.00
2026-04-18T03:44:00Z,34.00,67.00
2026-04-18T03:45:00Z,34.00,67.00
2026-04-18T03:46:00Z,35.00,67.00
2026-04-18T03:49:00Z,35.00,67.00
2026-04-18T03:50:00Z,35.00,67.00
2026-04-18T03:53:00Z,35.00,67.00
2026-04-18T03:55:00Z,35.00,67.00
2026-04-18T04:00:00Z,35.00,67.00
2026-04-18T04:01:00Z,35.00,67.00
2026-04-18T04:02:00Z,35.00,67.00
2026-04-18T04:04:00Z,35.00,67.00
2026-04-18T04:06:00Z,35.00,67.00
2026-04-18T04:08:00Z,35.00,67.00
2026-04-18T04:09:00Z,35.00,67.00
2026-04-18T04:10:00Z,35.00,67.00
2026-04-18T04:12:00Z,35.00,67.00
2026-04-18T04:13:00Z,35.00,67.00
2026-04-18T04:15:00Z,34.00,67.00
