# event_ticker=KXATPMATCH-26FEB28CERHAN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Yannick Hanfmann
# fav_player=Francisco Cerundolo
# dog_player=Yannick Hanfmann
# kalshi_date=2026-02-28
timestamp,Francisco Cerundolo,Yannick Hanfmann
2026-02-28T09:28:00Z,,22.00
2026-02-28T09:48:00Z,,22.00
2026-02-28T09:51:00Z,77.16,22.00
2026-02-28T09:57:00Z,77.16,22.00
2026-02-28T10:01:00Z,77.16,22.00
2026-02-28T10:08:00Z,77.16,21.00
2026-02-28T10:14:00Z,79.00,21.00
2026-02-28T10:29:00Z,79.00,22.00
2026-02-28T10:38:00Z,78.00,22.00
2026-02-28T10:41:00Z,78.00,22.00
2026-02-28T10:42:00Z,78.00,22.00
2026-02-28T10:43:00Z,78.00,22.00
2026-02-28T10:55:00Z,78.00,22.00
2026-02-28T11:22:00Z,78.00,22.00
2026-02-28T11:23:00Z,78.00,22.00
2026-02-28T11:34:00Z,78.00,22.00
2026-02-28T11:49:00Z,78.00,22.00
2026-02-28T12:07:00Z,78.00,22.00
2026-02-28T12:17:00Z,78.00,22.00
2026-02-28T12:19:00Z,78.00,22.00
2026-02-28T12:21:00Z,78.00,22.00
2026-02-28T12:27:00Z,78.00,22.00
2026-02-28T12:30:00Z,78.00,22.00
2026-02-28T12:33:00Z,78.00,22.00
2026-02-28T12:34:00Z,78.00,22.00
2026-02-28T12:36:00Z,78.00,22.00
2026-02-28T12:40:00Z,78.00,22.00
2026-02-28T12:45:00Z,78.00,22.00
2026-02-28T12:56:00Z,78.00,22.00
2026-02-28T13:00:00Z,78.00,22.00
2026-02-28T13:05:00Z,78.00,22.00
2026-02-28T13:08:00Z,78.00,22.00
2026-02-28T13:15:00Z,78.00,22.00
2026-02-28T13:18:00Z,79.00,22.00
2026-02-28T13:19:00Z,79.00,23.00
2026-02-28T13:21:00Z,79.00,23.00
2026-02-28T13:30:00Z,79.00,23.00
2026-02-28T13:36:00Z,78.00,23.00
2026-02-28T13:37:00Z,78.00,23.00
2026-02-28T13:41:00Z,78.00,23.00
2026-02-28T13:42:00Z,78.00,23.00
2026-02-28T13:43:00Z,78.00,22.00
2026-02-28T13:45:00Z,78.00,22.00
2026-02-28T13:52:00Z,78.00,23.00
2026-02-28T14:01:00Z,78.00,23.00
2026-02-28T14:02:00Z,78.00,23.00
2026-02-28T14:07:00Z,78.00,22.00
2026-02-28T14:11:00Z,78.00,22.00
2026-02-28T14:15:00Z,78.00,22.00
2026-02-28T14:17:00Z,78.00,22.00
2026-02-28T14:22:00Z,78.00,23.00
2026-02-28T14:23:00Z,78.00,23.00
2026-02-28T14:24:00Z,78.00,23.00
2026-02-28T14:26:00Z,78.00,23.00
2026-02-28T14:46:00Z,78.00,23.00
2026-02-28T14:48:00Z,78.00,23.00
2026-02-28T14:54:00Z,78.00,23.00
2026-02-28T14:59:00Z,78.00,23.00
2026-02-28T15:00:00Z,78.00,23.00
2026-02-28T15:01:00Z,78.00,23.00
2026-02-28T15:04:00Z,79.00,22.00
2026-02-28T15:07:00Z,79.00,22.00
2026-02-28T15:13:00Z,79.00,23.00
2026-02-28T15:19:00Z,79.00,23.00
2026-02-28T15:20:00Z,79.00,23.00
2026-02-28T15:22:00Z,79.00,23.00
2026-02-28T15:27:00Z,79.00,23.00
2026-02-28T15:34:00Z,79.00,23.00
2026-02-28T15:36:00Z,79.00,23.00
2026-02-28T15:44:00Z,79.00,23.00
2026-02-28T15:46:00Z,79.00,23.00
2026-02-28T15:47:00Z,79.00,23.00
2026-02-28T15:48:00Z,79.00,23.00
2026-02-28T15:50:00Z,80.00,23.00
2026-02-28T15:51:00Z,78.00,23.00
2026-02-28T15:52:00Z,78.00,23.00
2026-02-28T15:53:00Z,80.00,22.00
2026-02-28T15:54:00Z,80.00,23.00
2026-02-28T15:56:00Z,80.00,23.00
2026-02-28T15:57:00Z,80.00,22.00
2026-02-28T15:58:00Z,80.00,21.00
2026-02-28T16:02:00Z,80.00,21.00
2026-02-28T16:08:00Z,79.96,21.00
2026-02-28T16:09:00Z,80.00,21.00
2026-02-28T16:11:00Z,80.00,21.00
2026-02-28T16:12:00Z,79.86,21.00
2026-02-28T16:14:00Z,80.00,21.00
2026-02-28T16:15:00Z,80.00,21.89
2026-02-28T16:17:00Z,80.00,22.00
2026-02-28T16:18:00Z,80.00,22.00
2026-02-28T16:19:00Z,80.00,22.00
2026-02-28T16:21:00Z,78.20,22.00
2026-02-28T16:24:00Z,80.00,22.00
2026-02-28T16:26:00Z,80.00,22.00
2026-02-28T16:27:00Z,80.00,21.00
2026-02-28T16:30:00Z,80.00,21.00
2026-02-28T16:33:00Z,80.00,20.00
2026-02-28T16:34:00Z,80.00,20.00
2026-02-28T16:35:00Z,80.00,21.00
2026-02-28T16:38:00Z,80.00,21.00
2026-02-28T16:40:00Z,80.00,21.00
2026-02-28T16:42:00Z,80.00,21.00
2026-02-28T16:51:00Z,80.00,21.00
2026-02-28T16:53:00Z,80.00,21.00
2026-02-28T16:55:00Z,80.00,20.00
2026-02-28T16:56:00Z,80.00,21.00
2026-02-28T16:59:00Z,80.00,20.00
2026-02-28T17:00:00Z,80.00,20.00
2026-02-28T17:01:00Z,80.00,21.00
2026-02-28T17:03:00Z,80.00,21.00
2026-02-28T17:04:00Z,80.00,21.00
2026-02-28T17:05:00Z,80.00,21.00
2026-02-28T17:06:00Z,80.00,21.00
2026-02-28T17:07:00Z,80.00,21.00
2026-02-28T17:08:00Z,80.00,21.00
2026-02-28T17:10:00Z,80.00,21.00
2026-02-28T17:15:00Z,80.00,21.00
2026-02-28T17:18:00Z,80.00,21.00
2026-02-28T17:23:00Z,79.00,21.00
2026-02-28T17:25:00Z,80.00,21.00
2026-02-28T17:28:00Z,80.00,20.00
2026-02-28T17:30:00Z,80.00,20.00
2026-02-28T17:33:00Z,78.17,20.00
2026-02-28T17:35:00Z,80.00,20.00
2026-02-28T17:42:00Z,80.00,21.00
2026-02-28T17:44:00Z,80.00,21.00
2026-02-28T17:48:00Z,80.00,21.00
2026-02-28T17:49:00Z,80.00,21.00
2026-02-28T17:50:00Z,80.00,21.00
2026-02-28T17:52:00Z,79.00,22.00
2026-02-28T17:53:00Z,79.00,22.00
2026-02-28T17:54:00Z,79.00,22.00
2026-02-28T17:56:00Z,79.00,22.00
2026-02-28T18:00:00Z,79.00,22.00
2026-02-28T18:02:00Z,79.00,22.00
2026-02-28T18:07:00Z,79.00,22.00
2026-02-28T18:09:00Z,79.00,22.00
2026-02-28T18:12:00Z,79.00,22.00
2026-02-28T18:19:00Z,79.00,22.00
2026-02-28T18:23:00Z,79.00,22.00
2026-02-28T18:25:00Z,79.35,22.00
2026-02-28T18:29:00Z,79.00,22.00
2026-02-28T18:30:00Z,79.00,22.00
2026-02-28T18:36:00Z,79.00,22.00
2026-02-28T18:37:00Z,79.00,21.00
2026-02-28T18:39:00Z,79.00,22.00
2026-02-28T18:43:00Z,79.00,22.00
2026-02-28T18:44:00Z,79.00,22.00
2026-02-28T18:47:00Z,79.00,22.00
2026-02-28T18:48:00Z,79.00,22.00
2026-02-28T18:49:00Z,79.00,22.00
2026-02-28T18:50:00Z,79.00,22.00
2026-02-28T18:51:00Z,79.00,22.00
2026-02-28T18:52:00Z,79.00,22.00
2026-02-28T18:55:00Z,79.00,22.00
2026-02-28T18:56:00Z,79.00,22.00
2026-02-28T18:58:00Z,79.00,22.00
2026-02-28T19:01:00Z,79.00,22.00
2026-02-28T19:02:00Z,79.00,22.00
2026-02-28T19:03:00Z,79.00,22.00
2026-02-28T19:04:00Z,79.00,22.00
2026-02-28T19:05:00Z,79.00,22.00
2026-02-28T19:07:00Z,79.00,22.00
2026-02-28T19:08:00Z,79.00,22.00
2026-02-28T19:12:00Z,79.00,22.00
2026-02-28T19:14:00Z,79.00,22.00
2026-02-28T19:16:00Z,79.00,22.00
2026-02-28T19:18:00Z,79.00,22.00
2026-02-28T19:20:00Z,79.00,22.00
2026-02-28T19:21:00Z,79.00,22.00
2026-02-28T19:23:00Z,79.00,22.00
2026-02-28T19:24:00Z,79.00,22.00
2026-02-28T19:25:00Z,79.00,22.00
2026-02-28T19:34:00Z,79.00,22.00
2026-02-28T19:35:00Z,79.00,22.00
2026-02-28T19:38:00Z,79.00,21.00
2026-02-28T19:40:00Z,80.00,21.00
2026-02-28T19:41:00Z,80.00,21.00
2026-02-28T19:42:00Z,79.26,21.00
2026-02-28T19:43:00Z,79.26,21.00
2026-02-28T19:44:00Z,79.26,21.00
2026-02-28T19:47:00Z,79.26,21.00
2026-02-28T19:51:00Z,80.00,20.71
2026-02-28T19:53:00Z,80.00,20.71
2026-02-28T19:54:00Z,80.00,20.71
2026-02-28T19:55:00Z,80.00,21.00
2026-02-28T19:57:00Z,80.00,21.00
2026-02-28T19:58:00Z,80.00,21.00
2026-02-28T19:59:00Z,80.00,21.00
2026-02-28T20:00:00Z,80.00,21.00
2026-02-28T20:04:00Z,80.00,21.00
2026-02-28T20:05:00Z,80.00,21.00
2026-02-28T20:06:00Z,80.00,21.00
2026-02-28T20:14:00Z,80.00,21.00
2026-02-28T20:16:00Z,80.00,21.00
2026-02-28T20:17:00Z,80.00,21.00
2026-02-28T20:18:00Z,80.00,21.00
2026-02-28T20:19:00Z,80.00,21.00
2026-02-28T20:23:00Z,80.00,21.00
2026-02-28T20:24:00Z,80.00,21.00
2026-02-28T20:25:00Z,80.00,21.00
2026-02-28T20:26:00Z,80.00,21.00
2026-02-28T20:27:00Z,80.00,21.00
2026-02-28T20:28:00Z,80.00,21.00
2026-02-28T20:30:00Z,80.00,21.00
2026-02-28T20:33:00Z,80.00,21.00
2026-02-28T20:34:00Z,80.00,21.00
2026-02-28T20:35:00Z,80.00,21.00
2026-02-28T20:36:00Z,80.00,21.00
2026-02-28T20:38:00Z,80.00,21.00
2026-02-28T20:39:00Z,80.00,21.00
2026-02-28T20:40:00Z,80.00,21.00
2026-02-28T20:41:00Z,80.00,21.00
2026-02-28T20:42:00Z,80.00,21.00
2026-02-28T20:44:00Z,80.00,21.00
2026-02-28T20:45:00Z,80.00,21.00
2026-02-28T20:47:00Z,80.00,21.00
2026-02-28T20:49:00Z,80.00,21.00
2026-02-28T20:53:00Z,80.00,21.00
2026-02-28T20:54:00Z,79.00,21.00
2026-02-28T20:55:00Z,80.00,21.00
2026-02-28T20:56:00Z,80.00,21.00
2026-02-28T20:57:00Z,80.00,21.00
2026-02-28T20:58:00Z,80.00,21.00
2026-02-28T20:59:00Z,80.00,21.00
2026-02-28T21:00:00Z,80.00,21.00
2026-02-28T21:01:00Z,80.00,21.00
2026-02-28T21:02:00Z,80.00,21.00
2026-02-28T21:03:00Z,80.00,21.00
2026-02-28T21:04:00Z,79.84,21.00
2026-02-28T21:05:00Z,80.00,21.00
