# event_ticker=KXATPCHALLENGERMATCH-26FEB27BRUHUE
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Mika Brunold
# fav_player=Marc-Andrea Huesler
# dog_player=Mika Brunold
# kalshi_date=2026-02-27
timestamp,Marc-Andrea Huesler,Mika Brunold
2026-02-27T03:12:00Z,61.00,
2026-02-27T03:29:00Z,61.00,
2026-02-27T03:31:00Z,61.00,
2026-02-27T03:53:00Z,61.00,
2026-02-27T03:57:00Z,61.00,
2026-02-27T03:58:00Z,61.00,
2026-02-27T04:00:00Z,61.00,
2026-02-27T04:01:00Z,61.00,
2026-02-27T04:02:00Z,61.00,
2026-02-27T04:05:00Z,61.02,
2026-02-27T04:06:00Z,61.76,
2026-02-27T04:07:00Z,61.00,
2026-02-27T04:09:00Z,61.00,
2026-02-27T04:16:00Z,62.00,
2026-02-27T04:19:00Z,62.00,
2026-02-27T04:22:00Z,62.00,40.00
2026-02-27T04:23:00Z,62.25,40.00
2026-02-27T04:26:00Z,62.00,40.00
2026-02-27T04:27:00Z,62.00,40.00
2026-02-27T04:28:00Z,62.00,40.00
2026-02-27T04:29:00Z,62.00,39.00
2026-02-27T04:34:00Z,62.00,39.00
2026-02-27T04:35:00Z,62.00,39.00
2026-02-27T04:36:00Z,62.00,39.00
2026-02-27T04:40:00Z,62.00,39.00
2026-02-27T04:44:00Z,62.26,39.00
2026-02-27T04:49:00Z,62.05,39.00
2026-02-27T04:52:00Z,63.00,39.00
2026-02-27T04:55:00Z,63.00,39.00
2026-02-27T05:02:00Z,63.00,39.00
2026-02-27T05:07:00Z,63.00,39.00
2026-02-27T05:16:00Z,63.00,39.00
2026-02-27T05:17:00Z,63.00,39.00
2026-02-27T05:18:00Z,63.33,39.00
2026-02-27T05:31:00Z,63.00,37.00
2026-02-27T05:38:00Z,64.00,37.00
2026-02-27T05:45:00Z,64.00,37.00
2026-02-27T05:47:00Z,64.00,37.00
2026-02-27T05:51:00Z,64.00,37.00
2026-02-27T05:53:00Z,64.30,37.00
2026-02-27T05:57:00Z,64.00,37.00
2026-02-27T06:02:00Z,64.00,38.00
2026-02-27T06:06:00Z,64.00,38.00
2026-02-27T06:21:00Z,64.00,38.00
2026-02-27T06:22:00Z,64.00,38.00
2026-02-27T06:30:00Z,64.00,38.00
2026-02-27T06:32:00Z,64.00,38.00
2026-02-27T06:34:00Z,64.00,38.00
2026-02-27T06:38:00Z,64.00,38.00
2026-02-27T06:42:00Z,64.73,38.00
2026-02-27T06:54:00Z,64.87,38.00
2026-02-27T06:55:00Z,65.00,38.00
2026-02-27T06:59:00Z,65.00,36.00
2026-02-27T07:01:00Z,64.00,36.00
2026-02-27T07:10:00Z,64.00,36.00
2026-02-27T07:11:00Z,64.00,36.00
2026-02-27T07:12:00Z,64.00,36.00
2026-02-27T07:16:00Z,64.00,36.00
2026-02-27T07:17:00Z,64.00,36.00
2026-02-27T07:18:00Z,64.00,36.00
2026-02-27T07:31:00Z,64.00,36.00
2026-02-27T07:32:00Z,64.00,36.00
2026-02-27T07:44:00Z,64.00,36.00
2026-02-27T07:45:00Z,64.04,36.00
2026-02-27T08:01:00Z,62.15,36.00
2026-02-27T08:04:00Z,62.00,36.00
2026-02-27T08:05:00Z,62.00,36.00
2026-02-27T08:08:00Z,62.00,38.00
2026-02-27T08:18:00Z,63.00,38.00
2026-02-27T08:20:00Z,63.16,38.00
2026-02-27T08:21:00Z,63.16,38.00
2026-02-27T08:25:00Z,64.00,38.00
2026-02-27T08:27:00Z,64.01,38.00
2026-02-27T08:38:00Z,64.00,38.00
2026-02-27T08:40:00Z,64.00,38.00
2026-02-27T08:42:00Z,63.00,38.00
2026-02-27T09:00:00Z,63.50,38.00
2026-02-27T09:13:00Z,63.00,38.00
2026-02-27T09:14:00Z,63.71,38.00
2026-02-27T09:25:00Z,64.43,38.00
2026-02-27T09:56:00Z,65.00,38.00
2026-02-27T10:22:00Z,65.00,37.00
2026-02-27T10:38:00Z,64.00,37.00
2026-02-27T10:42:00Z,64.00,37.00
2026-02-27T10:43:00Z,64.00,37.00
2026-02-27T10:45:00Z,64.00,37.00
2026-02-27T10:56:00Z,64.00,37.00
2026-02-27T11:22:00Z,64.00,37.00
2026-02-27T11:25:00Z,64.00,37.00
2026-02-27T11:37:00Z,64.00,37.00
2026-02-27T11:41:00Z,64.00,38.00
2026-02-27T11:50:00Z,64.00,38.00
2026-02-27T11:55:00Z,64.00,38.00
2026-02-27T11:59:00Z,64.00,38.00
2026-02-27T12:04:00Z,64.00,38.00
2026-02-27T12:06:00Z,64.00,38.00
2026-02-27T12:07:00Z,64.00,38.00
2026-02-27T12:09:00Z,64.00,37.79
2026-02-27T12:10:00Z,64.00,37.79
2026-02-27T12:11:00Z,64.00,37.79
2026-02-27T12:17:00Z,64.00,37.79
2026-02-27T12:19:00Z,64.00,37.79
2026-02-27T12:22:00Z,64.00,37.79
2026-02-27T12:23:00Z,64.00,38.00
2026-02-27T12:24:00Z,64.00,38.00
2026-02-27T12:25:00Z,64.00,38.00
2026-02-27T12:26:00Z,64.00,38.00
2026-02-27T12:29:00Z,64.00,38.00
2026-02-27T12:30:00Z,64.00,38.00
2026-02-27T12:32:00Z,64.00,38.00
2026-02-27T12:33:00Z,64.00,38.00
2026-02-27T12:34:00Z,64.00,38.00
2026-02-27T12:35:00Z,64.00,38.00
2026-02-27T12:36:00Z,64.00,38.00
2026-02-27T12:37:00Z,64.06,38.00
2026-02-27T12:38:00Z,65.00,38.00
2026-02-27T12:39:00Z,65.00,38.00
2026-02-27T12:40:00Z,65.00,38.00
2026-02-27T12:42:00Z,65.00,38.00
2026-02-27T12:43:00Z,65.00,38.00
2026-02-27T12:44:00Z,65.00,38.00
2026-02-27T12:46:00Z,65.00,38.00
2026-02-27T12:47:00Z,65.00,38.00
2026-02-27T12:48:00Z,65.00,38.00
2026-02-27T12:50:00Z,65.00,38.00
2026-02-27T12:54:00Z,65.00,38.00
2026-02-27T12:55:00Z,65.00,38.00
2026-02-27T12:56:00Z,65.00,38.00
2026-02-27T12:57:00Z,65.00,38.00
2026-02-27T12:58:00Z,65.00,38.00
2026-02-27T12:59:00Z,65.00,38.00
2026-02-27T13:00:00Z,65.00,38.00
2026-02-27T13:01:00Z,65.00,38.00
2026-02-27T13:02:00Z,65.00,38.00
2026-02-27T13:03:00Z,65.00,38.00
2026-02-27T13:04:00Z,65.00,38.00
2026-02-27T13:05:00Z,65.00,38.00
2026-02-27T13:06:00Z,65.00,36.17
2026-02-27T13:09:00Z,65.00,36.17
2026-02-27T13:10:00Z,65.00,36.17
2026-02-27T13:11:00Z,65.00,36.17
2026-02-27T13:12:00Z,65.00,36.17
2026-02-27T13:13:00Z,65.94,37.00
2026-02-27T13:15:00Z,66.00,37.00
2026-02-27T13:16:00Z,66.00,37.00
2026-02-27T13:17:00Z,66.00,37.00
2026-02-27T13:19:00Z,66.00,37.00
2026-02-27T13:20:00Z,66.00,37.00
2026-02-27T13:22:00Z,63.01,37.00
2026-02-27T13:24:00Z,65.00,37.17
2026-02-27T13:25:00Z,65.00,37.43
2026-02-27T13:26:00Z,65.69,38.00
2026-02-27T13:27:00Z,65.69,37.00
2026-02-27T13:28:00Z,65.89,37.00
2026-02-27T13:29:00Z,65.89,37.00
2026-02-27T13:30:00Z,64.51,36.00
2026-02-27T13:31:00Z,66.52,35.96
2026-02-27T13:32:00Z,68.00,33.59
2026-02-27T13:33:00Z,73.14,30.47
2026-02-27T13:34:00Z,74.91,30.57
2026-02-27T13:35:00Z,64.00,37.42
2026-02-27T13:36:00Z,66.95,36.00
2026-02-27T13:37:00Z,76.67,36.00
2026-02-27T13:38:00Z,66.00,31.00
2026-02-27T13:39:00Z,67.78,34.18
2026-02-27T13:40:00Z,69.12,35.00
2026-02-27T13:41:00Z,65.88,35.04
2026-02-27T13:42:00Z,63.56,38.14
2026-02-27T13:43:00Z,56.82,43.44
2026-02-27T13:44:00Z,52.69,48.63
2026-02-27T13:45:00Z,45.97,55.00
2026-02-27T13:46:00Z,47.06,55.02
2026-02-27T13:47:00Z,45.03,55.02
2026-02-27T13:48:00Z,45.13,56.67
2026-02-27T13:49:00Z,44.44,56.89
2026-02-27T13:50:00Z,47.89,58.29
2026-02-27T13:51:00Z,50.76,49.07
2026-02-27T13:52:00Z,50.32,52.94
2026-02-27T13:53:00Z,46.39,56.39
2026-02-27T13:54:00Z,44.42,54.34
2026-02-27T13:55:00Z,46.81,54.30
2026-02-27T13:56:00Z,47.00,54.96
2026-02-27T13:57:00Z,49.83,50.00
2026-02-27T13:58:00Z,45.13,54.34
2026-02-27T13:59:00Z,41.61,58.04
2026-02-27T14:00:00Z,48.79,55.16
2026-02-27T14:01:00Z,43.71,57.36
2026-02-27T14:02:00Z,43.26,58.47
2026-02-27T14:03:00Z,45.05,55.03
2026-02-27T14:04:00Z,46.72,54.44
2026-02-27T14:05:00Z,49.15,54.11
2026-02-27T14:06:00Z,43.77,57.25
2026-02-27T14:07:00Z,44.08,57.60
2026-02-27T14:08:00Z,40.19,60.59
2026-02-27T14:09:00Z,43.00,59.00
2026-02-27T14:10:00Z,42.06,59.02
2026-02-27T14:11:00Z,39.93,61.39
2026-02-27T14:12:00Z,36.47,63.46
2026-02-27T14:13:00Z,39.67,60.78
2026-02-27T14:14:00Z,39.04,61.10
2026-02-27T14:15:00Z,45.64,56.31
2026-02-27T14:16:00Z,40.87,61.97
2026-02-27T14:17:00Z,36.69,62.69
2026-02-27T14:18:00Z,35.97,64.43
2026-02-27T14:19:00Z,35.98,64.75
2026-02-27T14:20:00Z,38.42,61.75
2026-02-27T14:21:00Z,39.66,62.86
2026-02-27T14:22:00Z,41.07,61.02
2026-02-27T14:23:00Z,41.83,57.26
2026-02-27T14:24:00Z,44.43,56.79
2026-02-27T14:25:00Z,45.66,53.43
2026-02-27T14:26:00Z,46.11,53.05
2026-02-27T14:27:00Z,42.60,58.94
2026-02-27T14:28:00Z,44.22,55.89
2026-02-27T14:29:00Z,44.65,57.05
2026-02-27T14:30:00Z,39.16,62.64
2026-02-27T14:31:00Z,32.76,64.70
2026-02-27T14:32:00Z,32.69,66.77
2026-02-27T14:33:00Z,33.87,68.67
2026-02-27T14:34:00Z,38.69,63.80
2026-02-27T14:35:00Z,41.17,60.03
2026-02-27T14:36:00Z,40.80,60.81
2026-02-27T14:37:00Z,36.19,65.09
2026-02-27T14:38:00Z,35.23,66.57
2026-02-27T14:39:00Z,39.48,60.78
2026-02-27T14:40:00Z,38.26,63.99
2026-02-27T14:41:00Z,37.08,63.35
2026-02-27T14:42:00Z,35.33,64.80
2026-02-27T14:43:00Z,32.06,69.38
2026-02-27T14:44:00Z,28.95,72.56
2026-02-27T14:45:00Z,26.60,74.71
2026-02-27T14:46:00Z,25.45,78.21
2026-02-27T14:47:00Z,15.81,84.43
2026-02-27T14:48:00Z,6.96,93.45
2026-02-27T14:49:00Z,6.78,93.90
2026-02-27T14:50:00Z,6.58,93.68
2026-02-27T14:51:00Z,8.67,93.72
2026-02-27T14:52:00Z,7.83,93.67
2026-02-27T14:53:00Z,6.60,93.19
2026-02-27T14:54:00Z,4.64,96.05
2026-02-27T14:55:00Z,6.07,93.99
2026-02-27T14:56:00Z,6.00,95.74
2026-02-27T14:57:00Z,5.44,95.97
2026-02-27T14:58:00Z,2.78,98.60
2026-02-27T14:59:00Z,1.36,98.80
2026-02-27T15:00:00Z,1.36,99.00
2026-02-27T15:01:00Z,1.36,99.00
2026-02-27T15:02:00Z,1.00,99.00
