# event_ticker=KXATPMATCH-26APR09BLODE
# final_score=7-5 7-6(4)
# score_resolution=7-5 7-6
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Alexander Blockx
# kalshi_date=2026-04-09
timestamp,Alex de Minaur,Alexander Blockx
2026-04-09T02:38:00Z,74.00,
2026-04-09T02:45:00Z,74.00,
2026-04-09T02:47:00Z,74.00,28.00
2026-04-09T02:50:00Z,74.00,28.00
2026-04-09T02:53:00Z,74.00,27.00
2026-04-09T02:54:00Z,74.00,27.00
2026-04-09T02:57:00Z,74.00,27.00
2026-04-09T03:01:00Z,74.00,28.00
2026-04-09T03:03:00Z,74.00,28.00
2026-04-09T03:07:00Z,74.00,28.00
2026-04-09T03:11:00Z,72.00,28.00
2026-04-09T03:12:00Z,74.00,28.00
2026-04-09T03:16:00Z,74.00,28.00
2026-04-09T03:18:00Z,74.00,28.00
2026-04-09T03:22:00Z,74.00,28.00
2026-04-09T03:25:00Z,74.00,28.00
2026-04-09T03:26:00Z,74.45,28.00
2026-04-09T03:27:00Z,75.00,28.00
2026-04-09T03:30:00Z,75.00,28.00
2026-04-09T03:33:00Z,75.00,28.00
2026-04-09T03:39:00Z,75.00,28.00
2026-04-09T03:45:00Z,75.00,28.00
2026-04-09T03:49:00Z,75.00,28.00
2026-04-09T03:52:00Z,75.00,28.00
2026-04-09T03:53:00Z,75.00,28.00
2026-04-09T03:54:00Z,75.00,28.00
2026-04-09T03:56:00Z,75.00,27.00
2026-04-09T03:57:00Z,75.00,27.00
2026-04-09T04:08:00Z,75.00,27.00
2026-04-09T04:10:00Z,75.00,27.00
2026-04-09T04:12:00Z,74.00,27.00
2026-04-09T04:13:00Z,74.00,28.00
2026-04-09T04:23:00Z,75.00,28.00
2026-04-09T04:26:00Z,75.00,28.00
2026-04-09T04:27:00Z,75.00,28.00
2026-04-09T04:29:00Z,74.96,28.00
2026-04-09T04:30:00Z,75.00,28.00
2026-04-09T04:31:00Z,75.00,28.00
2026-04-09T04:32:00Z,75.00,28.00
2026-04-09T04:33:00Z,75.00,28.00
2026-04-09T04:34:00Z,75.00,28.00
2026-04-09T04:35:00Z,75.00,28.00
2026-04-09T04:38:00Z,75.00,28.00
2026-04-09T04:39:00Z,75.00,28.00
