# event_ticker=KXATPCHALLENGERMATCH-26MAR23PELJIA
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Andrea Pellegrino
# fav_player=Filip Cristian Jianu
# dog_player=Andrea Pellegrino
# kalshi_date=2026-03-23
timestamp,Filip Cristian Jianu,Andrea Pellegrino
2026-03-23T03:36:00Z,,63.59
2026-03-23T03:52:00Z,,65.89
2026-03-23T03:53:00Z,,66.00
2026-03-23T04:16:00Z,,65.80
2026-03-23T04:30:00Z,,66.00
2026-03-23T04:36:00Z,,66.00
2026-03-23T04:42:00Z,,66.00
2026-03-23T04:49:00Z,,66.00
2026-03-23T04:59:00Z,,66.00
2026-03-23T05:00:00Z,,66.00
2026-03-23T05:26:00Z,,66.00
2026-03-23T05:28:00Z,,65.00
2026-03-23T06:07:00Z,,65.00
2026-03-23T06:25:00Z,,66.00
2026-03-23T06:30:00Z,,66.00
2026-03-23T06:51:00Z,,66.00
2026-03-23T07:00:00Z,,65.00
2026-03-23T07:05:00Z,,66.00
2026-03-23T08:00:00Z,,66.00
2026-03-23T08:48:00Z,,66.00
2026-03-23T10:05:00Z,,66.00
2026-03-23T10:44:00Z,,66.00
2026-03-23T10:46:00Z,,66.00
2026-03-23T10:56:00Z,35.00,66.00
2026-03-23T11:12:00Z,35.00,66.00
2026-03-23T11:26:00Z,35.00,66.00
2026-03-23T11:31:00Z,35.00,66.00
2026-03-23T11:42:00Z,35.00,66.00
2026-03-23T11:59:00Z,34.00,66.00
2026-03-23T12:16:00Z,34.00,66.00
2026-03-23T12:18:00Z,34.00,66.00
2026-03-23T12:19:00Z,34.00,66.00
2026-03-23T12:22:00Z,34.00,66.00
2026-03-23T12:26:00Z,34.00,67.00
2026-03-23T12:37:00Z,34.00,67.00
2026-03-23T12:38:00Z,34.00,67.00
2026-03-23T12:42:00Z,34.00,67.00
2026-03-23T12:55:00Z,33.00,67.00
2026-03-23T12:56:00Z,33.00,67.00
2026-03-23T12:57:00Z,33.00,67.00
2026-03-23T13:13:00Z,33.00,67.00
2026-03-23T13:15:00Z,33.00,67.00
2026-03-23T13:26:00Z,33.00,67.00
2026-03-23T13:29:00Z,34.00,67.00
2026-03-23T13:30:00Z,34.00,67.00
2026-03-23T13:34:00Z,34.00,67.00
2026-03-23T13:35:00Z,34.00,67.00
2026-03-23T13:36:00Z,34.00,67.00
2026-03-23T13:37:00Z,34.00,67.00
2026-03-23T13:43:00Z,34.00,67.00
2026-03-23T13:45:00Z,34.00,67.00
2026-03-23T13:49:00Z,34.00,67.00
2026-03-23T13:51:00Z,34.00,67.00
2026-03-23T13:53:00Z,34.00,67.00
2026-03-23T13:54:00Z,34.00,67.00
2026-03-23T13:56:00Z,34.00,67.00
2026-03-23T13:57:00Z,34.00,67.00
2026-03-23T13:58:00Z,34.00,67.00
2026-03-23T14:00:00Z,33.00,67.00
2026-03-23T14:02:00Z,33.00,70.00
2026-03-23T14:03:00Z,33.00,70.00
2026-03-23T14:04:00Z,32.00,70.00
2026-03-23T14:05:00Z,32.00,71.00
2026-03-23T14:06:00Z,32.00,71.00
2026-03-23T14:07:00Z,32.00,71.00
2026-03-23T14:10:00Z,32.00,71.00
2026-03-23T14:12:00Z,32.00,71.00
2026-03-23T14:13:00Z,32.00,71.00
2026-03-23T14:14:00Z,31.00,71.00
2026-03-23T14:19:00Z,31.00,70.00
2026-03-23T14:22:00Z,31.61,70.00
2026-03-23T14:23:00Z,31.00,69.00
2026-03-23T14:24:00Z,32.49,69.15
2026-03-23T14:25:00Z,32.00,71.83
2026-03-23T14:26:00Z,29.98,73.88
2026-03-23T14:27:00Z,30.56,72.10
2026-03-23T14:28:00Z,30.00,71.36
2026-03-23T14:29:00Z,30.00,73.07
2026-03-23T14:30:00Z,29.09,71.63
2026-03-23T14:31:00Z,24.88,75.00
2026-03-23T14:32:00Z,21.63,78.35
2026-03-23T14:33:00Z,23.78,75.66
2026-03-23T14:34:00Z,27.15,77.00
2026-03-23T14:35:00Z,28.83,76.00
2026-03-23T14:36:00Z,27.00,72.00
2026-03-23T14:37:00Z,27.10,78.27
2026-03-23T14:39:00Z,27.10,74.11
2026-03-23T14:40:00Z,27.00,73.98
2026-03-23T14:41:00Z,24.59,76.04
2026-03-23T14:42:00Z,18.00,81.01
2026-03-23T14:43:00Z,18.00,80.99
2026-03-23T14:44:00Z,19.91,82.37
2026-03-23T14:45:00Z,19.38,81.31
2026-03-23T14:46:00Z,16.00,84.66
2026-03-23T14:47:00Z,16.00,86.00
2026-03-23T14:48:00Z,14.00,86.00
2026-03-23T14:49:00Z,13.99,87.00
2026-03-23T14:50:00Z,11.01,87.00
2026-03-23T14:51:00Z,12.07,90.06
2026-03-23T14:52:00Z,9.39,91.00
2026-03-23T14:53:00Z,8.00,92.00
2026-03-23T14:54:00Z,8.00,90.24
2026-03-23T14:55:00Z,8.79,92.00
2026-03-23T14:56:00Z,9.00,91.44
2026-03-23T14:57:00Z,11.00,91.00
2026-03-23T14:58:00Z,9.13,92.00
2026-03-23T14:59:00Z,8.44,91.58
2026-03-23T15:00:00Z,9.00,93.00
2026-03-23T15:01:00Z,8.32,91.62
2026-03-23T15:02:00Z,7.89,93.00
2026-03-23T15:03:00Z,8.00,93.00
2026-03-23T15:04:00Z,8.00,93.00
2026-03-23T15:05:00Z,8.47,93.05
2026-03-23T15:06:00Z,8.00,93.03
2026-03-23T15:07:00Z,9.39,91.34
2026-03-23T15:08:00Z,9.99,91.23
2026-03-23T15:09:00Z,12.99,89.71
2026-03-23T15:10:00Z,9.22,89.23
2026-03-23T15:11:00Z,7.99,90.81
2026-03-23T15:12:00Z,8.84,91.79
2026-03-23T15:13:00Z,6.47,94.52
2026-03-23T15:14:00Z,9.00,92.44
2026-03-23T15:15:00Z,5.42,95.69
2026-03-23T15:16:00Z,4.65,97.58
2026-03-23T15:17:00Z,4.65,96.04
2026-03-23T15:18:00Z,4.87,96.89
2026-03-23T15:19:00Z,4.87,95.57
2026-03-23T15:20:00Z,3.43,97.31
2026-03-23T15:21:00Z,6.03,94.00
2026-03-23T15:22:00Z,5.47,94.66
2026-03-23T15:23:00Z,6.20,94.01
2026-03-23T15:24:00Z,6.36,94.00
2026-03-23T15:25:00Z,7.45,92.70
2026-03-23T15:26:00Z,4.78,95.44
2026-03-23T15:27:00Z,5.63,95.00
2026-03-23T15:28:00Z,6.00,93.00
2026-03-23T15:29:00Z,3.00,96.00
2026-03-23T15:30:00Z,6.26,95.96
2026-03-23T15:31:00Z,6.26,95.00
2026-03-23T15:32:00Z,4.24,95.45
2026-03-23T15:33:00Z,5.30,95.90
2026-03-23T15:34:00Z,6.73,94.79
2026-03-23T15:35:00Z,5.60,95.00
2026-03-23T15:36:00Z,7.45,93.14
2026-03-23T15:37:00Z,8.19,93.05
2026-03-23T15:38:00Z,3.00,94.60
2026-03-23T15:39:00Z,3.00,96.61
2026-03-23T15:40:00Z,6.14,94.22
2026-03-23T15:41:00Z,5.93,95.00
2026-03-23T15:42:00Z,6.65,95.38
2026-03-23T15:43:00Z,4.06,97.00
2026-03-23T15:44:00Z,5.92,97.00
2026-03-23T15:45:00Z,5.92,97.69
2026-03-23T15:46:00Z,5.25,95.65
2026-03-23T15:47:00Z,5.93,96.84
2026-03-23T15:48:00Z,5.80,96.25
2026-03-23T15:49:00Z,5.58,97.00
2026-03-23T15:50:00Z,2.43,98.27
2026-03-23T15:51:00Z,1.06,99.00
2026-03-23T15:52:00Z,1.00,99.00
2026-03-23T15:53:00Z,1.00,99.00
2026-03-23T15:54:00Z,1.60,99.00
2026-03-23T15:55:00Z,1.26,99.00
2026-03-23T15:56:00Z,2.00,99.00
2026-03-23T15:57:00Z,1.98,99.00
2026-03-23T15:58:00Z,1.92,98.93
2026-03-23T15:59:00Z,3.00,99.00
2026-03-23T16:00:00Z,4.52,97.09
2026-03-23T16:01:00Z,6.23,95.21
2026-03-23T16:02:00Z,4.37,97.44
2026-03-23T16:03:00Z,6.80,92.66
2026-03-23T16:04:00Z,7.14,96.78
2026-03-23T16:05:00Z,2.70,98.13
2026-03-23T16:06:00Z,4.18,97.67
2026-03-23T16:07:00Z,4.96,93.92
2026-03-23T16:08:00Z,1.68,99.00
2026-03-23T16:09:00Z,1.00,99.00
2026-03-23T16:11:00Z,1.00,99.00
2026-03-23T16:12:00Z,1.00,99.00
2026-03-23T16:13:00Z,1.00,99.00
