# event_ticker=KXATPMATCH-26JUN12ZHAMAN
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Zhizhen Zhang
# kalshi_date=2026-06-12
timestamp,Zhizhen Zhang,Adrian Mannarino
2026-06-11T21:53:00Z,,59.00
2026-06-11T21:55:00Z,42.00,59.00
2026-06-11T22:02:00Z,42.00,59.00
2026-06-11T22:03:00Z,43.00,59.00
2026-06-11T22:06:00Z,43.00,59.00
2026-06-11T22:18:00Z,42.00,59.00
2026-06-11T22:33:00Z,42.00,59.00
2026-06-11T22:41:00Z,42.00,59.00
2026-06-11T22:45:00Z,42.00,59.00
2026-06-11T22:47:00Z,42.00,59.00
2026-06-11T23:04:00Z,42.00,59.00
2026-06-11T23:13:00Z,42.00,59.00
2026-06-11T23:17:00Z,42.00,59.00
2026-06-11T23:48:00Z,42.00,59.00
2026-06-11T23:56:00Z,42.00,59.00
2026-06-11T23:58:00Z,42.57,59.00
2026-06-12T00:09:00Z,42.57,59.00
2026-06-12T00:11:00Z,43.00,59.00
2026-06-12T00:39:00Z,43.00,59.00
2026-06-12T00:42:00Z,43.00,59.00
2026-06-12T00:56:00Z,43.00,59.00
2026-06-12T00:59:00Z,43.00,59.00
2026-06-12T01:05:00Z,43.00,59.00
2026-06-12T01:06:00Z,43.00,59.00
2026-06-12T01:07:00Z,43.00,59.00
2026-06-12T01:12:00Z,43.00,59.00
2026-06-12T01:13:00Z,43.00,59.00
2026-06-12T01:14:00Z,43.00,59.00
2026-06-12T01:25:00Z,43.00,59.00
2026-06-12T01:31:00Z,43.00,57.00
2026-06-12T01:36:00Z,43.00,57.00
2026-06-12T01:38:00Z,43.00,59.00
2026-06-12T01:49:00Z,43.00,59.00
2026-06-12T01:50:00Z,43.00,59.00
2026-06-12T01:51:00Z,43.00,59.00
2026-06-12T01:52:00Z,43.00,59.00
2026-06-12T01:56:00Z,43.00,59.00
2026-06-12T01:57:00Z,43.00,59.00
2026-06-12T01:58:00Z,43.00,59.00
2026-06-12T02:04:00Z,43.00,59.00
2026-06-12T02:09:00Z,43.00,59.00
2026-06-12T02:10:00Z,43.00,59.00
2026-06-12T02:12:00Z,43.00,59.00
2026-06-12T02:18:00Z,43.00,58.00
2026-06-12T02:19:00Z,43.00,59.00
2026-06-12T02:20:00Z,43.00,59.00
2026-06-12T02:23:00Z,43.00,59.00
2026-06-12T02:24:00Z,43.00,59.98
2026-06-12T02:28:00Z,43.00,60.00
2026-06-12T02:29:00Z,43.00,60.00
2026-06-12T02:30:00Z,43.00,60.00
2026-06-12T02:33:00Z,43.00,59.00
2026-06-12T02:34:00Z,43.00,59.00
2026-06-12T02:36:00Z,43.00,59.77
2026-06-12T02:38:00Z,43.00,59.00
2026-06-12T02:41:00Z,43.00,59.00
2026-06-12T02:50:00Z,43.00,59.00
2026-06-12T02:51:00Z,43.00,59.00
2026-06-12T02:52:00Z,43.00,59.00
2026-06-12T02:53:00Z,43.00,59.00
2026-06-12T02:55:00Z,43.00,59.02
2026-06-12T02:56:00Z,43.00,60.00
2026-06-12T02:57:00Z,43.00,60.00
2026-06-12T02:59:00Z,43.00,60.00
2026-06-12T03:02:00Z,43.00,60.00
2026-06-12T03:03:00Z,43.00,60.00
2026-06-12T03:04:00Z,43.00,60.00
