# event_ticker=KXATPMATCH-26MAR18BASNAV
# final_score=7-6(7) 6-3
# score_resolution=6-7 3-6
# match_winner=Mariano Navone
# fav_player=Nikoloz Basilashvili
# dog_player=Mariano Navone
# kalshi_date=2026-03-18
timestamp,Nikoloz Basilashvili,Mariano Navone
2026-03-19T09:18:00Z,49.00,53.00
2026-03-19T09:19:00Z,49.00,53.00
2026-03-19T09:20:00Z,49.00,53.00
2026-03-19T09:22:00Z,49.00,53.00
2026-03-19T09:27:00Z,49.00,53.00
2026-03-19T09:41:00Z,49.00,53.00
2026-03-19T09:46:00Z,49.00,53.00
2026-03-19T09:50:00Z,49.00,53.00
2026-03-19T10:23:00Z,49.00,53.00
2026-03-19T10:27:00Z,49.00,53.00
2026-03-19T10:28:00Z,49.00,53.00
2026-03-19T11:01:00Z,49.00,53.00
2026-03-19T11:03:00Z,49.00,53.00
2026-03-19T11:09:00Z,49.00,53.00
2026-03-19T11:15:00Z,49.00,53.00
2026-03-19T11:24:00Z,49.00,53.00
2026-03-19T11:25:00Z,49.00,53.00
2026-03-19T11:34:00Z,49.00,53.00
2026-03-19T11:36:00Z,49.00,53.00
2026-03-19T11:40:00Z,49.00,53.00
2026-03-19T11:42:00Z,49.00,53.00
2026-03-19T11:50:00Z,49.00,53.00
2026-03-19T11:58:00Z,48.00,53.00
2026-03-19T12:03:00Z,48.00,53.00
2026-03-19T12:04:00Z,48.00,53.00
2026-03-19T12:07:00Z,48.00,53.00
2026-03-19T12:13:00Z,48.00,53.00
2026-03-19T12:15:00Z,49.00,53.00
2026-03-19T12:17:00Z,49.00,53.00
2026-03-19T12:19:00Z,49.00,53.00
2026-03-19T12:25:00Z,48.00,53.00
2026-03-19T12:26:00Z,49.00,53.00
2026-03-19T12:27:00Z,49.00,53.00
2026-03-19T12:29:00Z,49.00,53.00
2026-03-19T12:31:00Z,49.00,53.00
2026-03-19T12:34:00Z,49.00,52.65
2026-03-19T12:43:00Z,49.00,53.00
2026-03-19T12:44:00Z,49.00,53.00
2026-03-19T12:45:00Z,49.00,53.00
2026-03-19T12:48:00Z,49.00,53.00
2026-03-19T12:49:00Z,49.00,53.00
2026-03-19T12:50:00Z,49.00,53.00
2026-03-19T12:58:00Z,49.00,53.00
2026-03-19T13:01:00Z,49.00,53.00
2026-03-19T13:05:00Z,49.00,53.00
2026-03-19T13:07:00Z,48.00,53.00
2026-03-19T13:08:00Z,48.00,53.00
2026-03-19T13:10:00Z,48.00,53.00
2026-03-19T13:11:00Z,48.00,53.00
2026-03-19T13:12:00Z,48.00,53.00
2026-03-19T13:14:00Z,48.00,53.00
2026-03-19T13:15:00Z,48.00,53.00
2026-03-19T13:19:00Z,48.00,53.00
2026-03-19T13:20:00Z,48.00,53.00
2026-03-19T13:21:00Z,48.00,53.00
2026-03-19T13:23:00Z,50.00,53.00
2026-03-19T13:28:00Z,50.00,53.00
2026-03-19T13:30:00Z,50.00,53.00
2026-03-19T13:34:00Z,50.00,53.00
2026-03-19T13:36:00Z,50.06,53.00
2026-03-19T13:40:00Z,50.00,53.00
2026-03-19T13:41:00Z,50.00,53.00
2026-03-19T13:42:00Z,50.00,51.31
2026-03-19T13:43:00Z,50.00,51.31
2026-03-19T13:45:00Z,51.00,52.00
2026-03-19T13:46:00Z,49.00,52.00
2026-03-19T13:48:00Z,49.00,52.00
2026-03-19T13:49:00Z,51.00,52.00
2026-03-19T13:51:00Z,51.00,52.00
2026-03-19T13:52:00Z,51.00,52.00
2026-03-19T13:54:00Z,50.00,52.00
2026-03-19T13:55:00Z,50.00,52.00
2026-03-19T13:56:00Z,50.00,51.00
2026-03-19T13:57:00Z,50.00,51.00
2026-03-19T13:58:00Z,51.00,51.54
2026-03-19T13:59:00Z,51.00,51.98
2026-03-19T14:00:00Z,51.00,51.98
2026-03-19T14:01:00Z,51.00,52.00
2026-03-19T14:02:00Z,51.00,52.00
2026-03-19T14:03:00Z,51.00,51.00
2026-03-19T14:05:00Z,51.00,51.00
2026-03-19T14:07:00Z,51.00,51.00
2026-03-19T14:08:00Z,51.00,50.00
2026-03-19T14:09:00Z,51.00,50.00
2026-03-19T14:10:00Z,51.00,50.00
2026-03-19T14:11:00Z,52.00,50.00
2026-03-19T14:12:00Z,52.28,48.39
2026-03-19T14:13:00Z,56.85,45.37
2026-03-19T14:14:00Z,57.70,44.48
2026-03-19T14:15:00Z,59.49,42.71
2026-03-19T14:16:00Z,58.44,44.58
2026-03-19T14:17:00Z,62.85,39.01
2026-03-19T14:18:00Z,60.47,39.33
2026-03-19T14:19:00Z,61.00,41.00
2026-03-19T14:20:00Z,57.44,44.25
2026-03-19T14:21:00Z,59.07,44.18
2026-03-19T14:22:00Z,53.14,49.98
2026-03-19T14:23:00Z,54.42,47.00
2026-03-19T14:24:00Z,54.04,44.50
2026-03-19T14:25:00Z,58.61,42.00
2026-03-19T14:26:00Z,59.00,42.00
2026-03-19T14:27:00Z,57.86,47.05
2026-03-19T14:28:00Z,52.46,49.00
2026-03-19T14:29:00Z,49.35,54.53
2026-03-19T14:30:00Z,45.78,56.66
2026-03-19T14:31:00Z,49.23,52.00
2026-03-19T14:32:00Z,54.82,46.00
2026-03-19T14:33:00Z,56.00,44.38
2026-03-19T14:34:00Z,56.03,47.28
2026-03-19T14:35:00Z,52.00,50.13
2026-03-19T14:36:00Z,47.34,53.32
2026-03-19T14:37:00Z,52.61,50.67
2026-03-19T14:38:00Z,51.31,50.37
2026-03-19T14:39:00Z,51.29,49.00
2026-03-19T14:40:00Z,53.00,49.00
2026-03-19T14:41:00Z,54.10,47.86
2026-03-19T14:42:00Z,51.29,46.34
2026-03-19T14:43:00Z,48.00,52.00
2026-03-19T14:44:00Z,52.84,49.31
2026-03-19T14:45:00Z,50.87,50.31
2026-03-19T14:46:00Z,52.73,48.81
2026-03-19T14:47:00Z,54.00,47.00
2026-03-19T14:48:00Z,54.20,48.81
2026-03-19T14:49:00Z,58.86,41.93
2026-03-19T14:50:00Z,63.68,34.34
2026-03-19T14:51:00Z,58.93,40.20
2026-03-19T14:52:00Z,53.35,48.30
2026-03-19T14:53:00Z,50.43,52.80
2026-03-19T14:54:00Z,51.71,49.33
2026-03-19T14:55:00Z,55.72,46.32
2026-03-19T14:56:00Z,56.00,45.11
2026-03-19T14:57:00Z,54.99,47.72
2026-03-19T14:58:00Z,49.83,51.46
2026-03-19T14:59:00Z,50.73,51.40
2026-03-19T15:00:00Z,49.13,51.75
2026-03-19T15:01:00Z,43.45,54.98
2026-03-19T15:02:00Z,45.57,54.17
2026-03-19T15:03:00Z,55.24,47.92
2026-03-19T15:04:00Z,63.39,36.62
2026-03-19T15:05:00Z,62.25,39.22
2026-03-19T15:06:00Z,68.31,30.45
2026-03-19T15:07:00Z,64.47,37.52
2026-03-19T15:08:00Z,50.23,51.19
2026-03-19T15:09:00Z,37.04,63.57
2026-03-19T15:10:00Z,45.16,57.87
2026-03-19T15:11:00Z,37.01,69.42
2026-03-19T15:12:00Z,24.49,75.25
2026-03-19T15:13:00Z,25.54,74.29
2026-03-19T15:14:00Z,25.79,74.40
2026-03-19T15:15:00Z,25.72,73.34
2026-03-19T15:16:00Z,23.45,76.02
2026-03-19T15:17:00Z,21.80,78.62
2026-03-19T15:18:00Z,20.56,81.41
2026-03-19T15:19:00Z,24.25,75.75
2026-03-19T15:20:00Z,27.08,73.35
2026-03-19T15:21:00Z,25.15,74.29
2026-03-19T15:22:00Z,25.16,77.00
2026-03-19T15:23:00Z,23.16,77.95
2026-03-19T15:24:00Z,22.85,77.99
2026-03-19T15:25:00Z,24.83,78.08
2026-03-19T15:26:00Z,24.04,75.93
2026-03-19T15:27:00Z,26.79,73.93
2026-03-19T15:28:00Z,24.60,78.22
2026-03-19T15:29:00Z,24.36,75.14
2026-03-19T15:30:00Z,26.92,74.78
2026-03-19T15:31:00Z,22.90,78.01
2026-03-19T15:32:00Z,20.26,79.97
2026-03-19T15:33:00Z,21.51,78.22
2026-03-19T15:34:00Z,22.73,78.95
2026-03-19T15:35:00Z,22.41,77.09
2026-03-19T15:36:00Z,21.51,79.06
2026-03-19T15:37:00Z,24.43,75.07
2026-03-19T15:38:00Z,23.54,76.48
2026-03-19T15:39:00Z,24.00,75.12
2026-03-19T15:40:00Z,23.53,75.62
2026-03-19T15:41:00Z,27.29,73.29
2026-03-19T15:42:00Z,23.93,77.41
2026-03-19T15:43:00Z,22.86,78.00
2026-03-19T15:44:00Z,21.81,81.14
2026-03-19T15:45:00Z,20.66,80.28
2026-03-19T15:46:00Z,21.55,77.60
2026-03-19T15:47:00Z,10.35,94.11
2026-03-19T15:48:00Z,3.05,97.33
2026-03-19T15:49:00Z,3.86,97.67
2026-03-19T15:50:00Z,2.27,98.04
2026-03-19T15:51:00Z,1.08,98.82
2026-03-19T15:52:00Z,1.08,99.00
2026-03-19T15:53:00Z,1.00,99.00
2026-03-19T15:54:00Z,1.00,99.00
2026-03-19T15:55:00Z,1.00,99.00
2026-03-19T15:56:00Z,1.00,99.00
2026-03-19T15:57:00Z,1.00,99.00
2026-03-19T15:58:00Z,1.00,99.00
2026-03-19T15:59:00Z,1.00,99.00
2026-03-19T16:00:00Z,1.00,99.00
2026-03-19T16:01:00Z,1.00,99.00
2026-03-19T16:02:00Z,1.00,99.00
2026-03-19T16:03:00Z,1.00,99.00
