# event_ticker=KXATPCHALLENGERMATCH-26MAR12RODKNA
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Jurij Rodionov
# fav_player=Alex Knaff
# dog_player=Jurij Rodionov
# kalshi_date=2026-03-12
timestamp,Alex Knaff,Jurij Rodionov
2026-03-12T10:53:00Z,20.00,
2026-03-12T11:26:00Z,20.00,83.00
2026-03-12T12:17:00Z,20.00,82.00
2026-03-12T12:45:00Z,20.00,82.00
2026-03-12T12:49:00Z,20.00,82.00
2026-03-12T12:54:00Z,20.00,82.50
2026-03-12T13:01:00Z,21.00,82.50
2026-03-12T13:03:00Z,21.00,82.50
2026-03-12T13:16:00Z,21.00,82.50
2026-03-12T13:28:00Z,21.00,82.00
2026-03-12T13:35:00Z,21.00,82.00
2026-03-12T13:39:00Z,21.00,82.00
2026-03-12T13:43:00Z,21.00,82.00
2026-03-12T14:03:00Z,21.00,80.00
2026-03-12T14:04:00Z,17.00,80.00
2026-03-12T14:17:00Z,21.00,80.00
2026-03-12T14:29:00Z,21.00,80.00
2026-03-12T14:30:00Z,21.00,80.00
2026-03-12T14:45:00Z,20.17,80.00
2026-03-12T14:47:00Z,20.17,82.93
2026-03-12T14:48:00Z,20.17,83.00
2026-03-12T14:57:00Z,20.00,83.00
2026-03-12T14:58:00Z,20.00,83.00
2026-03-12T14:59:00Z,21.00,83.00
2026-03-12T15:01:00Z,21.00,83.00
2026-03-12T15:03:00Z,21.00,83.00
2026-03-12T15:22:00Z,20.00,82.00
2026-03-12T15:27:00Z,21.00,82.00
2026-03-12T15:36:00Z,21.00,83.00
2026-03-12T15:55:00Z,21.00,83.00
2026-03-12T16:03:00Z,21.00,83.00
2026-03-12T16:05:00Z,21.00,83.00
2026-03-12T16:06:00Z,21.00,83.00
2026-03-12T16:10:00Z,21.00,83.00
2026-03-12T16:22:00Z,21.00,83.00
2026-03-12T16:23:00Z,21.00,83.00
2026-03-12T16:24:00Z,21.00,83.00
2026-03-12T16:30:00Z,20.00,83.00
2026-03-12T16:31:00Z,20.00,83.00
2026-03-12T16:41:00Z,20.00,83.00
2026-03-12T16:49:00Z,20.00,83.00
2026-03-12T17:03:00Z,21.00,83.00
2026-03-12T17:04:00Z,21.00,83.00
2026-03-12T17:17:00Z,21.00,82.00
2026-03-12T17:30:00Z,20.00,82.00
2026-03-12T17:41:00Z,20.00,82.00
2026-03-12T18:08:00Z,20.00,80.00
2026-03-12T18:22:00Z,20.00,82.20
2026-03-12T18:45:00Z,20.00,82.20
2026-03-12T18:47:00Z,20.00,83.00
2026-03-12T18:51:00Z,20.00,82.00
2026-03-12T19:04:00Z,20.00,82.00
2026-03-12T19:26:00Z,20.00,82.00
2026-03-12T19:35:00Z,20.00,82.00
2026-03-12T19:40:00Z,19.00,82.00
2026-03-12T19:43:00Z,19.00,82.00
2026-03-12T19:44:00Z,19.00,82.00
2026-03-12T19:45:00Z,19.00,81.00
2026-03-12T19:48:00Z,18.00,81.00
2026-03-12T19:50:00Z,19.10,81.00
2026-03-12T19:55:00Z,19.00,81.00
2026-03-12T20:04:00Z,19.00,83.00
2026-03-12T20:05:00Z,19.00,83.00
2026-03-12T20:15:00Z,18.00,83.00
2026-03-12T20:19:00Z,18.00,82.00
2026-03-12T20:20:00Z,18.00,83.00
2026-03-12T20:27:00Z,19.00,83.00
2026-03-12T20:33:00Z,17.00,83.62
2026-03-12T20:35:00Z,19.00,83.62
2026-03-12T20:36:00Z,18.00,83.00
2026-03-12T20:37:00Z,18.00,81.94
2026-03-12T20:38:00Z,18.55,81.94
2026-03-12T20:39:00Z,20.68,81.04
2026-03-12T20:40:00Z,20.96,81.04
2026-03-12T20:41:00Z,19.01,82.00
2026-03-12T20:42:00Z,19.00,82.00
2026-03-12T20:43:00Z,15.01,84.36
2026-03-12T20:44:00Z,11.03,88.79
2026-03-12T20:45:00Z,12.54,85.68
2026-03-12T20:46:00Z,14.84,87.00
2026-03-12T20:47:00Z,15.00,86.65
2026-03-12T20:48:00Z,9.85,89.32
2026-03-12T20:49:00Z,8.21,91.00
2026-03-12T20:50:00Z,10.00,89.76
2026-03-12T20:51:00Z,9.00,90.00
2026-03-12T20:52:00Z,8.47,91.00
2026-03-12T20:53:00Z,9.00,92.58
2026-03-12T20:54:00Z,8.00,92.00
2026-03-12T20:55:00Z,7.00,92.00
2026-03-12T20:57:00Z,7.00,94.00
2026-03-12T20:59:00Z,7.00,95.00
2026-03-12T21:00:00Z,7.00,95.00
2026-03-12T21:01:00Z,5.04,95.00
2026-03-12T21:02:00Z,6.00,95.00
2026-03-12T21:04:00Z,6.00,95.00
2026-03-12T21:05:00Z,5.00,95.00
2026-03-12T21:06:00Z,5.03,95.00
2026-03-12T21:07:00Z,6.24,94.00
2026-03-12T21:08:00Z,6.24,94.00
2026-03-12T21:09:00Z,7.00,93.17
2026-03-12T21:10:00Z,9.00,94.00
2026-03-12T21:11:00Z,6.76,94.00
2026-03-12T21:12:00Z,6.25,96.11
2026-03-12T21:13:00Z,6.00,95.92
2026-03-12T21:14:00Z,3.86,95.92
2026-03-12T21:15:00Z,3.00,98.00
2026-03-12T21:16:00Z,1.00,99.00
2026-03-12T21:17:00Z,2.51,98.01
2026-03-12T21:18:00Z,1.00,99.00
2026-03-12T21:19:00Z,2.00,99.00
2026-03-12T21:20:00Z,2.00,98.54
2026-03-12T21:21:00Z,2.71,98.54
2026-03-12T21:22:00Z,2.03,98.00
2026-03-12T21:24:00Z,2.03,99.00
2026-03-12T21:25:00Z,1.00,99.00
2026-03-12T21:27:00Z,2.96,98.12
2026-03-12T21:28:00Z,3.00,98.14
2026-03-12T21:29:00Z,2.85,98.02
2026-03-12T21:30:00Z,2.85,99.00
2026-03-12T21:31:00Z,1.86,99.00
2026-03-12T21:32:00Z,1.00,97.00
2026-03-12T21:34:00Z,2.00,97.00
2026-03-12T21:35:00Z,1.90,99.00
2026-03-12T21:36:00Z,3.00,99.00
2026-03-12T21:37:00Z,4.59,98.06
2026-03-12T21:38:00Z,2.76,99.00
2026-03-12T21:39:00Z,1.00,99.00
