# event_ticker=KXATPCHALLENGERMATCH-26APR07MARTUL
# final_score=6-2 6-3
# match_winner=Li Tu
# fav_player=Li Tu
# dog_player=Pavle Marinkov
# kalshi_date=2026-04-07
timestamp,Li Tu,Pavle Marinkov
2026-04-06T19:17:00Z,68.00,
2026-04-06T19:56:00Z,66.00,
2026-04-06T21:35:00Z,66.00,33.65
2026-04-06T21:38:00Z,68.00,33.65
2026-04-06T21:58:00Z,68.00,34.00
2026-04-06T23:14:00Z,69.00,34.00
2026-04-06T23:57:00Z,69.00,33.00
2026-04-07T00:02:00Z,69.00,33.00
2026-04-07T00:06:00Z,69.00,33.00
2026-04-07T00:50:00Z,69.00,33.00
2026-04-07T01:32:00Z,69.00,33.00
2026-04-07T02:06:00Z,69.00,33.00
2026-04-07T02:43:00Z,69.00,33.00
2026-04-07T02:47:00Z,69.00,33.00
2026-04-07T02:51:00Z,69.00,32.00
2026-04-07T03:00:00Z,69.00,32.00
2026-04-07T03:04:00Z,69.00,32.00
2026-04-07T03:07:00Z,69.00,32.00
2026-04-07T03:11:00Z,69.00,32.00
2026-04-07T03:19:00Z,69.00,32.27
2026-04-07T03:25:00Z,69.00,32.27
2026-04-07T03:36:00Z,69.00,32.27
2026-04-07T03:38:00Z,69.00,32.27
2026-04-07T03:44:00Z,68.00,32.27
2026-04-07T03:48:00Z,68.00,32.27
2026-04-07T03:54:00Z,69.00,32.27
2026-04-07T03:55:00Z,69.00,32.27
2026-04-07T03:57:00Z,69.00,32.00
2026-04-07T03:59:00Z,69.00,32.00
2026-04-07T04:02:00Z,69.00,32.00
2026-04-07T04:03:00Z,69.00,32.00
2026-04-07T04:05:00Z,69.00,32.00
2026-04-07T04:07:00Z,69.00,32.00
2026-04-07T04:08:00Z,69.00,32.00
2026-04-07T04:09:00Z,69.00,32.00
2026-04-07T04:10:00Z,69.00,32.15
2026-04-07T04:15:00Z,69.00,33.00
2026-04-07T04:16:00Z,69.00,33.00
2026-04-07T04:17:00Z,69.00,33.00
2026-04-07T04:18:00Z,69.00,33.00
2026-04-07T04:19:00Z,68.53,33.00
2026-04-07T04:21:00Z,68.00,33.00
2026-04-07T04:22:00Z,68.00,33.00
2026-04-07T04:27:00Z,68.00,33.00
2026-04-07T04:28:00Z,68.59,33.00
2026-04-07T04:29:00Z,68.59,33.00
2026-04-07T04:31:00Z,68.00,33.00
2026-04-07T04:32:00Z,68.72,33.00
2026-04-07T04:33:00Z,68.77,33.00
2026-04-07T04:34:00Z,68.00,33.00
2026-04-07T04:35:00Z,68.00,32.53
2026-04-07T04:36:00Z,68.67,32.53
2026-04-07T04:37:00Z,68.98,33.00
2026-04-07T04:38:00Z,68.98,33.00
2026-04-07T04:39:00Z,68.00,33.00
2026-04-07T04:40:00Z,68.00,33.00
2026-04-07T04:41:00Z,68.29,33.74
2026-04-07T04:42:00Z,68.29,33.98
2026-04-07T04:43:00Z,68.29,33.40
2026-04-07T04:44:00Z,69.00,33.00
2026-04-07T04:45:00Z,69.00,33.00
2026-04-07T04:46:00Z,69.00,33.15
2026-04-07T04:47:00Z,69.00,32.76
2026-04-07T04:48:00Z,69.00,32.90
2026-04-07T04:49:00Z,69.00,32.99
2026-04-07T04:50:00Z,68.40,33.14
2026-04-07T04:51:00Z,68.92,33.22
2026-04-07T04:52:00Z,70.70,30.69
2026-04-07T04:53:00Z,71.46,30.32
2026-04-07T04:54:00Z,71.00,30.69
2026-04-07T04:55:00Z,69.96,31.13
2026-04-07T04:56:00Z,67.15,35.52
2026-04-07T04:57:00Z,65.52,37.51
2026-04-07T04:58:00Z,66.51,35.88
2026-04-07T04:59:00Z,69.42,33.24
2026-04-07T05:00:00Z,71.98,30.92
2026-04-07T05:01:00Z,70.68,30.86
2026-04-07T05:02:00Z,70.31,32.73
2026-04-07T05:03:00Z,68.65,36.06
2026-04-07T05:04:00Z,71.25,30.39
2026-04-07T05:05:00Z,80.13,22.94
2026-04-07T05:06:00Z,85.49,14.79
2026-04-07T05:07:00Z,87.71,15.38
2026-04-07T05:08:00Z,87.37,13.88
2026-04-07T05:09:00Z,87.52,13.02
2026-04-07T05:10:00Z,85.84,17.36
2026-04-07T05:11:00Z,88.87,15.37
2026-04-07T05:12:00Z,88.51,12.68
2026-04-07T05:13:00Z,88.38,13.88
2026-04-07T05:14:00Z,88.06,13.61
2026-04-07T05:15:00Z,89.71,12.45
2026-04-07T05:16:00Z,91.58,9.15
2026-04-07T05:17:00Z,91.21,9.27
2026-04-07T05:18:00Z,92.11,9.00
2026-04-07T05:19:00Z,91.54,9.59
2026-04-07T05:20:00Z,91.26,9.51
2026-04-07T05:21:00Z,92.20,8.56
2026-04-07T05:22:00Z,91.63,8.09
2026-04-07T05:23:00Z,93.72,7.95
2026-04-07T05:24:00Z,95.77,4.23
2026-04-07T05:25:00Z,98.27,3.02
2026-04-07T05:26:00Z,98.13,2.10
2026-04-07T05:27:00Z,98.08,2.16
2026-04-07T05:28:00Z,98.81,1.36
2026-04-07T05:29:00Z,98.56,1.53
2026-04-07T05:30:00Z,98.61,1.86
2026-04-07T05:31:00Z,98.10,1.97
2026-04-07T05:32:00Z,98.00,2.00
2026-04-07T05:33:00Z,96.34,4.79
2026-04-07T05:34:00Z,97.19,3.92
2026-04-07T05:35:00Z,95.58,7.03
2026-04-07T05:36:00Z,90.95,10.62
2026-04-07T05:37:00Z,95.04,5.08
2026-04-07T05:38:00Z,95.15,6.43
2026-04-07T05:39:00Z,91.23,8.41
2026-04-07T05:40:00Z,91.22,9.92
2026-04-07T05:41:00Z,90.66,10.72
2026-04-07T05:42:00Z,90.27,10.51
2026-04-07T05:43:00Z,86.96,12.81
2026-04-07T05:44:00Z,91.28,12.89
2026-04-07T05:45:00Z,92.35,8.16
2026-04-07T05:46:00Z,95.93,5.82
2026-04-07T05:47:00Z,98.56,1.85
2026-04-07T05:48:00Z,98.98,1.38
2026-04-07T05:49:00Z,99.00,1.00
2026-04-07T05:50:00Z,99.00,1.00
2026-04-07T05:51:00Z,99.00,1.00
2026-04-07T05:52:00Z,99.00,1.00
2026-04-07T05:53:00Z,99.00,1.00
