# event_ticker=KXATPMATCH-26MAY08STRLEH
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-05-08
timestamp,Jan-Lennard Struff,Jiri Lehecka
2026-05-08T00:52:00Z,23.00,
2026-05-08T01:09:00Z,23.00,78.00
2026-05-08T01:18:00Z,23.00,78.00
2026-05-08T01:28:00Z,23.00,77.00
2026-05-08T01:30:00Z,23.00,78.00
2026-05-08T01:31:00Z,23.00,78.00
2026-05-08T01:43:00Z,23.00,78.00
2026-05-08T01:45:00Z,23.00,78.00
2026-05-08T01:51:00Z,23.00,78.00
2026-05-08T01:53:00Z,23.00,78.00
2026-05-08T02:05:00Z,23.00,78.00
2026-05-08T02:13:00Z,23.00,77.00
2026-05-08T02:14:00Z,23.00,78.00
2026-05-08T02:17:00Z,23.00,78.00
2026-05-08T02:18:00Z,23.00,78.00
2026-05-08T02:23:00Z,23.00,78.00
2026-05-08T02:27:00Z,23.00,78.00
2026-05-08T02:31:00Z,23.00,78.00
2026-05-08T02:34:00Z,23.00,78.00
2026-05-08T02:42:00Z,23.00,78.00
2026-05-08T02:45:00Z,23.00,78.00
2026-05-08T02:53:00Z,23.00,78.00
2026-05-08T02:55:00Z,23.00,78.00
2026-05-08T02:58:00Z,23.00,78.00
2026-05-08T02:59:00Z,23.00,78.00
2026-05-08T03:03:00Z,23.00,78.00
2026-05-08T03:06:00Z,23.00,78.00
2026-05-08T03:07:00Z,23.00,78.00
2026-05-08T03:12:00Z,23.00,78.00
2026-05-08T03:21:00Z,23.00,78.00
2026-05-08T03:33:00Z,23.00,78.00
2026-05-08T03:34:00Z,23.00,78.00
2026-05-08T03:37:00Z,23.00,78.00
2026-05-08T03:41:00Z,23.00,78.00
2026-05-08T03:43:00Z,23.00,77.00
2026-05-08T03:44:00Z,23.00,78.00
2026-05-08T03:47:00Z,23.00,78.00
2026-05-08T03:50:00Z,23.00,78.00
2026-05-08T03:59:00Z,23.00,78.00
2026-05-08T04:02:00Z,23.00,78.00
2026-05-08T04:11:00Z,23.00,78.00
2026-05-08T04:12:00Z,23.00,78.00
2026-05-08T04:13:00Z,23.00,78.00
2026-05-08T04:15:00Z,23.00,78.00
2026-05-08T04:16:00Z,23.00,78.00
2026-05-08T04:20:00Z,23.00,78.00
2026-05-08T04:22:00Z,23.00,78.00
2026-05-08T04:24:00Z,23.00,78.00
2026-05-08T04:25:00Z,23.00,79.00
2026-05-08T04:26:00Z,23.00,79.00
2026-05-08T04:27:00Z,23.00,79.00
2026-05-08T04:28:00Z,23.00,79.00
2026-05-08T04:34:00Z,23.00,79.00
2026-05-08T04:38:00Z,23.00,79.00
2026-05-08T04:40:00Z,23.00,79.00
2026-05-08T04:44:00Z,23.00,79.00
2026-05-08T04:45:00Z,23.00,79.00
2026-05-08T04:47:00Z,23.00,79.00
2026-05-08T04:48:00Z,23.00,79.00
2026-05-08T04:49:00Z,23.00,79.00
2026-05-08T04:53:00Z,23.00,79.00
2026-05-08T04:54:00Z,23.00,79.00
2026-05-08T05:03:00Z,22.00,79.00
2026-05-08T05:11:00Z,22.00,79.00
2026-05-08T05:15:00Z,22.00,79.00
2026-05-08T05:17:00Z,22.00,79.00
2026-05-08T05:19:00Z,22.00,79.00
2026-05-08T05:24:00Z,22.00,79.00
2026-05-08T05:26:00Z,23.00,79.00
2026-05-08T05:31:00Z,23.00,79.00
2026-05-08T05:33:00Z,23.00,79.00
2026-05-08T05:40:00Z,23.00,79.00
2026-05-08T05:56:00Z,23.00,79.00
2026-05-08T05:58:00Z,23.00,79.00
2026-05-08T06:04:00Z,23.00,79.00
2026-05-08T06:22:00Z,23.00,79.00
2026-05-08T06:27:00Z,23.00,79.00
2026-05-08T06:28:00Z,23.00,79.00
2026-05-08T06:34:00Z,23.00,79.00
2026-05-08T06:46:00Z,23.00,79.00
2026-05-08T06:49:00Z,23.00,79.00
2026-05-08T06:51:00Z,22.00,79.00
2026-05-08T06:52:00Z,22.00,79.00
2026-05-08T06:55:00Z,22.00,79.00
2026-05-08T07:02:00Z,22.00,79.00
2026-05-08T07:09:00Z,22.00,79.00
