# event_ticker=KXATPMATCH-26MAR29BAUDRO
# final_score=6-1 1-6 6-1
# score_resolution=1-6 6-1 1-6
# match_winner=Titouan Droguet
# fav_player=Roberto Bautista Agut
# dog_player=Titouan Droguet
# kalshi_date=2026-03-29
timestamp,Roberto Bautista Agut,Titouan Droguet
2026-03-31T08:09:00Z,45.00,55.78
2026-03-31T08:11:00Z,45.00,55.78
2026-03-31T08:14:00Z,45.00,56.42
2026-03-31T08:18:00Z,45.00,57.00
2026-03-31T08:20:00Z,44.00,57.00
2026-03-31T08:37:00Z,44.00,57.00
2026-03-31T08:47:00Z,44.00,57.00
2026-03-31T08:51:00Z,44.00,57.00
2026-03-31T08:55:00Z,44.00,57.00
2026-03-31T08:56:00Z,44.00,57.00
2026-03-31T09:01:00Z,44.00,57.00
2026-03-31T09:02:00Z,44.00,57.00
2026-03-31T09:04:00Z,44.00,57.00
2026-03-31T09:06:00Z,44.00,57.00
2026-03-31T09:07:00Z,44.00,57.00
2026-03-31T09:10:00Z,44.00,57.00
2026-03-31T09:11:00Z,44.19,57.00
2026-03-31T09:14:00Z,45.00,57.00
2026-03-31T09:15:00Z,45.00,57.00
2026-03-31T09:16:00Z,46.00,57.00
2026-03-31T09:18:00Z,46.00,57.00
2026-03-31T09:23:00Z,46.00,57.00
2026-03-31T09:24:00Z,46.00,56.00
2026-03-31T09:25:00Z,46.00,57.00
2026-03-31T09:30:00Z,46.00,57.00
2026-03-31T09:32:00Z,46.00,57.00
2026-03-31T09:35:00Z,44.00,57.00
2026-03-31T09:41:00Z,44.00,57.00
2026-03-31T09:44:00Z,44.00,57.00
2026-03-31T09:46:00Z,44.00,57.00
2026-03-31T09:51:00Z,44.00,57.00
2026-03-31T09:55:00Z,43.00,57.00
2026-03-31T09:56:00Z,43.00,58.59
2026-03-31T10:00:00Z,43.00,58.59
2026-03-31T10:02:00Z,43.00,58.59
2026-03-31T10:03:00Z,43.00,59.00
2026-03-31T10:06:00Z,43.00,59.00
2026-03-31T10:12:00Z,43.00,59.00
2026-03-31T10:13:00Z,43.00,59.00
2026-03-31T10:21:00Z,43.00,59.00
2026-03-31T10:26:00Z,43.00,59.00
2026-03-31T10:28:00Z,43.00,59.00
2026-03-31T10:32:00Z,43.00,59.00
2026-03-31T10:33:00Z,44.00,59.00
2026-03-31T10:35:00Z,44.00,59.00
2026-03-31T10:38:00Z,44.00,59.00
2026-03-31T10:39:00Z,44.00,59.00
2026-03-31T10:41:00Z,44.00,58.00
2026-03-31T10:48:00Z,44.00,58.00
2026-03-31T10:50:00Z,44.00,58.00
2026-03-31T10:52:00Z,43.91,58.00
2026-03-31T10:53:00Z,43.91,58.00
2026-03-31T10:55:00Z,44.00,58.00
2026-03-31T10:56:00Z,44.00,58.00
2026-03-31T10:57:00Z,43.00,58.00
2026-03-31T10:58:00Z,43.00,58.00
2026-03-31T11:00:00Z,42.15,60.52
2026-03-31T11:01:00Z,39.12,63.53
2026-03-31T11:02:00Z,34.00,65.25
2026-03-31T11:03:00Z,31.00,67.00
2026-03-31T11:04:00Z,31.00,67.00
2026-03-31T11:05:00Z,34.22,67.00
2026-03-31T11:06:00Z,30.95,69.76
2026-03-31T11:07:00Z,38.04,66.13
2026-03-31T11:08:00Z,36.88,60.10
2026-03-31T11:09:00Z,41.00,62.11
2026-03-31T11:10:00Z,36.00,62.11
2026-03-31T11:11:00Z,37.75,65.00
2026-03-31T11:12:00Z,38.56,62.55
2026-03-31T11:13:00Z,38.82,63.00
2026-03-31T11:14:00Z,30.65,68.73
2026-03-31T11:15:00Z,23.54,76.03
2026-03-31T11:16:00Z,28.99,74.36
2026-03-31T11:17:00Z,20.32,77.11
2026-03-31T11:18:00Z,20.91,77.11
2026-03-31T11:19:00Z,20.99,77.11
2026-03-31T11:20:00Z,18.01,82.02
2026-03-31T11:21:00Z,18.00,79.04
2026-03-31T11:22:00Z,19.16,81.02
2026-03-31T11:23:00Z,15.25,86.00
2026-03-31T11:24:00Z,15.16,86.84
2026-03-31T11:25:00Z,12.82,86.88
2026-03-31T11:26:00Z,14.81,86.05
2026-03-31T11:27:00Z,15.00,87.00
2026-03-31T11:28:00Z,14.33,86.99
2026-03-31T11:29:00Z,16.13,87.99
2026-03-31T11:30:00Z,16.10,89.04
2026-03-31T11:31:00Z,16.07,85.55
2026-03-31T11:32:00Z,16.00,86.18
2026-03-31T11:33:00Z,17.00,85.00
2026-03-31T11:34:00Z,16.55,84.00
2026-03-31T11:35:00Z,17.00,85.90
2026-03-31T11:36:00Z,16.41,83.42
2026-03-31T11:37:00Z,18.00,81.00
2026-03-31T11:38:00Z,23.00,78.90
2026-03-31T11:39:00Z,30.11,71.25
2026-03-31T11:40:00Z,32.08,70.82
2026-03-31T11:41:00Z,33.42,67.73
2026-03-31T11:42:00Z,35.95,67.73
2026-03-31T11:43:00Z,37.00,63.59
2026-03-31T11:44:00Z,36.70,63.27
2026-03-31T11:45:00Z,36.13,65.98
2026-03-31T11:46:00Z,38.61,64.86
2026-03-31T11:47:00Z,45.85,53.45
2026-03-31T11:48:00Z,43.49,58.41
2026-03-31T11:49:00Z,43.75,57.60
2026-03-31T11:50:00Z,46.52,55.47
2026-03-31T11:51:00Z,46.93,54.56
2026-03-31T11:52:00Z,43.43,57.91
2026-03-31T11:53:00Z,45.29,57.03
2026-03-31T11:54:00Z,46.17,54.73
2026-03-31T11:55:00Z,47.44,53.40
2026-03-31T11:56:00Z,48.08,54.77
2026-03-31T11:57:00Z,46.85,55.05
2026-03-31T11:58:00Z,45.67,55.07
2026-03-31T11:59:00Z,48.01,51.66
2026-03-31T12:00:00Z,49.01,52.02
2026-03-31T12:01:00Z,49.15,52.50
2026-03-31T12:02:00Z,48.04,53.00
2026-03-31T12:03:00Z,48.86,53.00
2026-03-31T12:04:00Z,54.93,43.29
2026-03-31T12:05:00Z,55.86,51.84
2026-03-31T12:06:00Z,56.45,45.93
2026-03-31T12:07:00Z,49.84,53.04
2026-03-31T12:08:00Z,44.54,54.61
2026-03-31T12:09:00Z,43.52,57.82
2026-03-31T12:10:00Z,40.70,61.29
2026-03-31T12:11:00Z,29.33,69.92
2026-03-31T12:12:00Z,24.88,72.90
2026-03-31T12:13:00Z,37.10,65.02
2026-03-31T12:14:00Z,23.95,76.38
2026-03-31T12:15:00Z,17.46,81.76
2026-03-31T12:16:00Z,16.85,82.44
2026-03-31T12:17:00Z,24.70,76.38
2026-03-31T12:18:00Z,22.57,75.66
2026-03-31T12:19:00Z,19.00,80.31
2026-03-31T12:20:00Z,22.00,75.87
2026-03-31T12:21:00Z,26.82,76.62
2026-03-31T12:22:00Z,21.49,81.87
2026-03-31T12:23:00Z,14.26,86.11
2026-03-31T12:24:00Z,13.13,86.31
2026-03-31T12:25:00Z,12.07,89.09
2026-03-31T12:26:00Z,9.74,89.35
2026-03-31T12:27:00Z,14.82,87.07
2026-03-31T12:28:00Z,14.29,86.75
2026-03-31T12:29:00Z,16.93,85.40
2026-03-31T12:30:00Z,12.02,89.30
2026-03-31T12:31:00Z,9.20,90.84
2026-03-31T12:32:00Z,9.04,91.00
2026-03-31T12:33:00Z,6.08,93.16
2026-03-31T12:34:00Z,8.73,92.00
2026-03-31T12:35:00Z,6.47,93.97
2026-03-31T12:36:00Z,3.79,96.94
2026-03-31T12:37:00Z,3.04,96.97
2026-03-31T12:38:00Z,1.31,98.84
2026-03-31T12:39:00Z,1.95,98.97
2026-03-31T12:40:00Z,1.21,98.73
2026-03-31T12:41:00Z,1.21,99.00
2026-03-31T12:42:00Z,1.21,99.00
