# event_ticker=KXATPCHALLENGERMATCH-26APR27HUSJUN
# final_score=6-2 3-6 6-3
# score_resolution=2-6 6-3 3-6
# match_winner=Giles Hussey
# fav_player=Jason Jung
# dog_player=Giles Hussey
# kalshi_date=2026-04-27
timestamp,Giles Hussey,Jason Jung
2026-04-28T23:32:00Z,71.00,
2026-04-29T00:29:00Z,71.00,
2026-04-29T01:43:00Z,71.00,
2026-04-29T02:14:00Z,71.00,
2026-04-29T02:34:00Z,71.00,
2026-04-29T03:45:00Z,71.00,
2026-04-29T03:49:00Z,71.00,
2026-04-29T03:51:00Z,71.00,30.00
2026-04-29T03:55:00Z,71.00,30.00
2026-04-29T04:35:00Z,71.00,30.00
2026-04-29T04:51:00Z,72.00,30.00
2026-04-29T04:58:00Z,72.00,30.00
2026-04-29T05:11:00Z,72.00,30.00
2026-04-29T05:18:00Z,72.00,30.00
2026-04-29T05:27:00Z,72.00,30.00
2026-04-29T06:25:00Z,72.70,30.00
2026-04-29T07:03:00Z,73.00,30.00
2026-04-29T07:28:00Z,72.98,30.00
2026-04-29T09:49:00Z,73.00,30.00
2026-04-29T10:20:00Z,73.97,30.00
2026-04-29T10:31:00Z,73.97,27.44
2026-04-29T10:32:00Z,79.00,27.44
2026-04-29T10:33:00Z,83.30,27.44
2026-04-29T10:36:00Z,83.30,22.00
2026-04-29T10:37:00Z,83.30,26.00
2026-04-29T10:38:00Z,73.00,27.00
2026-04-29T10:40:00Z,82.85,19.00
2026-04-29T10:41:00Z,83.00,19.00
2026-04-29T10:42:00Z,83.00,20.00
2026-04-29T10:44:00Z,85.85,20.00
2026-04-29T10:46:00Z,85.85,18.97
2026-04-29T10:47:00Z,83.00,18.97
2026-04-29T10:48:00Z,83.00,19.00
2026-04-29T10:49:00Z,83.00,18.67
2026-04-29T10:50:00Z,84.00,18.67
2026-04-29T10:51:00Z,84.20,18.67
2026-04-29T10:52:00Z,85.13,17.00
2026-04-29T10:53:00Z,86.83,12.64
2026-04-29T10:54:00Z,89.93,14.00
2026-04-29T10:55:00Z,90.00,14.00
2026-04-29T10:56:00Z,90.00,14.00
2026-04-29T10:57:00Z,91.52,10.00
2026-04-29T10:58:00Z,92.00,7.05
2026-04-29T10:59:00Z,93.00,7.05
2026-04-29T11:00:00Z,94.00,7.00
2026-04-29T11:01:00Z,94.00,7.95
2026-04-29T11:02:00Z,94.05,5.09
2026-04-29T11:03:00Z,93.00,8.00
2026-04-29T11:04:00Z,95.00,6.75
2026-04-29T11:05:00Z,95.00,6.00
2026-04-29T11:06:00Z,93.28,7.09
2026-04-29T11:07:00Z,91.42,9.00
2026-04-29T11:08:00Z,89.00,13.19
2026-04-29T11:09:00Z,87.00,13.79
2026-04-29T11:10:00Z,87.00,14.00
2026-04-29T11:11:00Z,87.00,14.91
2026-04-29T11:12:00Z,83.00,17.79
2026-04-29T11:13:00Z,83.00,20.79
2026-04-29T11:14:00Z,77.25,23.91
2026-04-29T11:15:00Z,72.00,26.32
2026-04-29T11:16:00Z,72.00,24.99
2026-04-29T11:17:00Z,79.57,21.33
2026-04-29T11:18:00Z,83.15,15.69
2026-04-29T11:19:00Z,85.00,13.31
2026-04-29T11:20:00Z,87.74,16.00
2026-04-29T11:21:00Z,87.00,13.87
2026-04-29T11:22:00Z,83.50,17.12
2026-04-29T11:23:00Z,83.50,22.04
2026-04-29T11:24:00Z,74.55,26.92
2026-04-29T11:25:00Z,75.20,23.10
2026-04-29T11:26:00Z,73.76,27.68
2026-04-29T11:27:00Z,70.00,28.79
2026-04-29T11:28:00Z,70.00,29.73
2026-04-29T11:29:00Z,68.99,31.47
2026-04-29T11:30:00Z,71.87,29.59
2026-04-29T11:31:00Z,71.83,30.05
2026-04-29T11:32:00Z,67.58,33.17
2026-04-29T11:33:00Z,69.37,31.65
2026-04-29T11:34:00Z,71.00,33.43
2026-04-29T11:35:00Z,66.65,33.94
2026-04-29T11:36:00Z,67.00,33.98
2026-04-29T11:37:00Z,68.00,32.09
2026-04-29T11:38:00Z,70.93,28.65
2026-04-29T11:39:00Z,67.87,35.10
2026-04-29T11:40:00Z,67.07,34.72
2026-04-29T11:41:00Z,67.00,35.50
2026-04-29T11:42:00Z,67.64,35.88
2026-04-29T11:43:00Z,65.18,34.68
2026-04-29T11:44:00Z,69.53,30.89
2026-04-29T11:45:00Z,69.00,32.94
2026-04-29T11:46:00Z,76.47,25.93
2026-04-29T11:47:00Z,64.87,33.92
2026-04-29T11:48:00Z,64.37,39.74
2026-04-29T11:49:00Z,65.32,36.80
2026-04-29T11:50:00Z,55.08,43.16
2026-04-29T11:51:00Z,57.93,47.40
2026-04-29T11:52:00Z,61.52,41.33
2026-04-29T11:53:00Z,61.95,34.89
2026-04-29T11:54:00Z,51.11,45.76
2026-04-29T11:55:00Z,38.55,58.78
2026-04-29T11:56:00Z,39.58,56.31
2026-04-29T11:57:00Z,33.72,64.30
2026-04-29T11:58:00Z,27.07,73.93
2026-04-29T11:59:00Z,31.11,70.10
2026-04-29T12:00:00Z,31.12,69.85
2026-04-29T12:01:00Z,33.70,67.31
2026-04-29T12:02:00Z,38.62,64.34
2026-04-29T12:03:00Z,43.02,47.15
2026-04-29T12:04:00Z,49.77,48.23
2026-04-29T12:05:00Z,54.02,43.62
2026-04-29T12:06:00Z,65.29,35.31
2026-04-29T12:07:00Z,69.45,28.13
2026-04-29T12:08:00Z,73.10,27.27
2026-04-29T12:09:00Z,70.18,29.01
2026-04-29T12:10:00Z,75.64,22.73
2026-04-29T12:11:00Z,88.85,8.64
2026-04-29T12:12:00Z,96.22,3.76
2026-04-29T12:13:00Z,97.10,3.93
2026-04-29T12:14:00Z,97.10,1.77
2026-04-29T12:15:00Z,92.65,7.26
2026-04-29T12:16:00Z,98.96,1.10
2026-04-29T12:17:00Z,99.00,1.00
2026-04-29T12:18:00Z,99.00,1.00
2026-04-29T12:19:00Z,99.00,1.00
2026-04-29T12:21:00Z,99.00,1.00
2026-04-29T12:22:00Z,99.00,1.00
