# event_ticker=KXATPCHALLENGERMATCH-26FEB19ENGBON
# final_score=6-2 6-2
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Justin Engel
# kalshi_date=2026-02-19
timestamp,Benjamin Bonzi,Justin Engel
2026-02-19T01:49:00Z,,33.00
2026-02-19T02:31:00Z,71.00,33.00
2026-02-19T02:34:00Z,71.00,33.00
2026-02-19T02:49:00Z,71.00,33.00
2026-02-19T02:50:00Z,71.00,33.00
2026-02-19T03:15:00Z,71.00,33.00
2026-02-19T03:45:00Z,74.00,33.00
2026-02-19T03:52:00Z,74.00,33.00
2026-02-19T04:00:00Z,74.00,30.00
2026-02-19T04:03:00Z,73.00,27.00
2026-02-19T04:07:00Z,73.00,27.00
2026-02-19T04:08:00Z,73.00,30.00
2026-02-19T04:18:00Z,73.00,30.00
2026-02-19T04:20:00Z,73.00,30.00
2026-02-19T04:24:00Z,73.00,30.00
2026-02-19T04:25:00Z,73.00,30.00
2026-02-19T04:44:00Z,73.00,30.00
2026-02-19T04:59:00Z,73.00,30.00
2026-02-19T05:02:00Z,73.00,30.00
2026-02-19T05:09:00Z,73.00,30.00
2026-02-19T05:23:00Z,73.00,30.00
2026-02-19T05:31:00Z,73.03,30.00
2026-02-19T05:32:00Z,73.19,30.00
2026-02-19T05:42:00Z,74.00,30.00
2026-02-19T05:52:00Z,74.00,30.00
2026-02-19T05:54:00Z,74.00,26.00
2026-02-19T06:00:00Z,74.00,30.00
2026-02-19T06:13:00Z,73.00,30.00
2026-02-19T06:20:00Z,73.48,30.00
2026-02-19T06:26:00Z,74.00,30.00
2026-02-19T06:37:00Z,74.00,30.00
2026-02-19T06:46:00Z,74.00,30.00
2026-02-19T06:55:00Z,74.00,29.00
2026-02-19T06:58:00Z,74.00,29.00
2026-02-19T06:59:00Z,74.00,29.00
2026-02-19T07:05:00Z,74.00,29.00
2026-02-19T07:10:00Z,74.00,29.00
2026-02-19T07:23:00Z,74.00,29.00
2026-02-19T07:35:00Z,74.00,29.00
2026-02-19T07:45:00Z,74.00,29.00
2026-02-19T07:54:00Z,74.00,29.00
2026-02-19T07:58:00Z,74.00,29.00
2026-02-19T10:05:00Z,71.00,29.00
2026-02-19T10:06:00Z,71.00,29.00
2026-02-19T10:10:00Z,71.00,32.00
2026-02-19T10:11:00Z,71.00,32.00
2026-02-19T10:12:00Z,71.00,32.00
2026-02-19T10:21:00Z,71.00,32.00
2026-02-19T10:25:00Z,71.00,29.00
2026-02-19T10:28:00Z,71.00,29.00
2026-02-19T10:29:00Z,71.00,32.00
2026-02-19T10:39:00Z,71.00,32.00
2026-02-19T10:49:00Z,71.00,32.00
2026-02-19T10:51:00Z,71.00,32.00
2026-02-19T10:55:00Z,71.00,32.00
2026-02-19T11:05:00Z,71.00,32.00
2026-02-19T11:09:00Z,71.00,32.00
2026-02-19T11:12:00Z,71.00,32.00
2026-02-19T11:14:00Z,71.00,32.00
2026-02-19T11:20:00Z,70.00,32.00
2026-02-19T11:23:00Z,71.00,32.00
2026-02-19T11:25:00Z,71.00,32.00
2026-02-19T11:26:00Z,71.00,32.00
2026-02-19T11:27:00Z,71.00,32.00
2026-02-19T11:28:00Z,71.00,32.00
2026-02-19T11:30:00Z,71.00,32.00
2026-02-19T11:36:00Z,71.00,32.00
2026-02-19T11:37:00Z,71.00,32.00
2026-02-19T11:38:00Z,71.00,32.00
2026-02-19T11:39:00Z,71.00,32.00
2026-02-19T11:41:00Z,71.00,32.00
2026-02-19T11:45:00Z,71.00,32.00
2026-02-19T11:47:00Z,71.00,32.00
2026-02-19T11:48:00Z,71.00,32.00
2026-02-19T11:49:00Z,71.00,32.00
2026-02-19T11:50:00Z,71.00,32.00
2026-02-19T11:52:00Z,71.00,32.00
2026-02-19T11:55:00Z,71.56,32.00
2026-02-19T11:56:00Z,71.56,32.00
2026-02-19T12:00:00Z,71.00,32.00
2026-02-19T12:01:00Z,71.00,32.00
2026-02-19T12:03:00Z,71.00,32.00
2026-02-19T12:06:00Z,72.00,32.00
2026-02-19T12:07:00Z,72.00,32.00
2026-02-19T12:09:00Z,72.00,32.00
2026-02-19T12:10:00Z,71.00,32.00
2026-02-19T12:15:00Z,72.00,32.00
2026-02-19T12:17:00Z,72.00,32.00
2026-02-19T12:18:00Z,72.00,32.00
2026-02-19T12:21:00Z,72.00,32.00
2026-02-19T12:22:00Z,72.00,30.93
2026-02-19T12:23:00Z,72.00,30.93
2026-02-19T12:25:00Z,72.00,30.93
2026-02-19T12:27:00Z,72.00,30.93
2026-02-19T12:28:00Z,72.00,30.93
2026-02-19T12:30:00Z,72.00,30.95
2026-02-19T12:31:00Z,72.00,30.95
2026-02-19T12:32:00Z,72.00,30.00
2026-02-19T12:33:00Z,72.90,30.00
2026-02-19T12:34:00Z,72.76,30.21
2026-02-19T12:35:00Z,71.00,32.21
2026-02-19T12:36:00Z,69.33,33.68
2026-02-19T12:37:00Z,66.10,35.01
2026-02-19T12:38:00Z,67.00,35.64
2026-02-19T12:39:00Z,63.30,40.45
2026-02-19T12:40:00Z,62.66,38.07
2026-02-19T12:41:00Z,68.33,32.11
2026-02-19T12:42:00Z,75.53,28.31
2026-02-19T12:43:00Z,74.00,26.30
2026-02-19T12:44:00Z,77.18,25.99
2026-02-19T12:45:00Z,82.79,18.65
2026-02-19T12:46:00Z,82.21,17.19
2026-02-19T12:47:00Z,83.00,18.00
2026-02-19T12:48:00Z,83.31,16.28
2026-02-19T12:49:00Z,86.11,14.95
2026-02-19T12:50:00Z,87.37,12.64
2026-02-19T12:51:00Z,88.58,13.82
2026-02-19T12:52:00Z,85.48,13.64
2026-02-19T12:53:00Z,84.55,16.98
2026-02-19T12:54:00Z,85.00,16.49
2026-02-19T12:55:00Z,89.00,11.03
2026-02-19T12:56:00Z,91.00,10.14
2026-02-19T12:57:00Z,91.15,7.60
2026-02-19T12:58:00Z,91.15,9.15
2026-02-19T12:59:00Z,91.15,8.99
2026-02-19T13:00:00Z,92.83,8.66
2026-02-19T13:01:00Z,92.51,10.00
2026-02-19T13:02:00Z,92.51,11.23
2026-02-19T13:03:00Z,92.94,9.00
2026-02-19T13:04:00Z,92.02,8.84
2026-02-19T13:05:00Z,92.74,9.55
2026-02-19T13:06:00Z,93.00,7.01
2026-02-19T13:07:00Z,95.34,3.41
2026-02-19T13:08:00Z,97.78,3.22
2026-02-19T13:09:00Z,97.00,3.02
2026-02-19T13:10:00Z,98.00,3.52
2026-02-19T13:11:00Z,97.50,4.00
2026-02-19T13:12:00Z,97.10,3.00
2026-02-19T13:13:00Z,97.98,2.02
2026-02-19T13:14:00Z,98.10,1.99
2026-02-19T13:15:00Z,98.98,2.00
2026-02-19T13:16:00Z,98.98,2.00
2026-02-19T13:17:00Z,97.00,2.00
2026-02-19T13:18:00Z,97.00,1.00
2026-02-19T13:19:00Z,97.00,2.11
2026-02-19T13:20:00Z,96.74,2.99
2026-02-19T13:21:00Z,98.75,3.00
2026-02-19T13:22:00Z,96.73,3.00
2026-02-19T13:23:00Z,99.00,1.00
2026-02-19T13:25:00Z,99.00,1.00
2026-02-19T13:28:00Z,99.00,1.00
2026-02-19T13:29:00Z,99.00,1.00
2026-02-19T13:30:00Z,99.00,1.00
2026-02-19T13:31:00Z,99.00,1.00
2026-02-19T13:32:00Z,99.00,1.00
2026-02-19T13:33:00Z,99.00,1.00
2026-02-19T13:34:00Z,99.00,1.00
2026-02-19T13:35:00Z,99.00,1.00
2026-02-19T13:38:00Z,99.00,1.00
2026-02-19T13:39:00Z,99.00,1.00
