# event_ticker=KXATPMATCH-26JAN03MPEPAU
# final_score=7-6(2) 3-6 7-6(6)
# score_resolution=7-6 3-6 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Tommy Paul
# kalshi_date=2026-01-03
timestamp,Giovanni Mpetshi Perricard,Tommy Paul
2026-01-06T03:24:00Z,35.00,66.37
2026-01-06T03:25:00Z,33.00,66.37
2026-01-06T03:26:00Z,31.52,70.00
2026-01-06T03:28:00Z,32.00,70.00
2026-01-06T03:29:00Z,29.55,71.32
2026-01-06T03:30:00Z,30.00,70.00
2026-01-06T03:31:00Z,33.63,70.00
2026-01-06T03:32:00Z,33.63,68.00
2026-01-06T03:33:00Z,33.67,68.80
2026-01-06T03:34:00Z,31.90,68.80
2026-01-06T03:35:00Z,31.00,70.00
2026-01-06T03:36:00Z,31.00,69.86
2026-01-06T03:38:00Z,29.87,69.86
2026-01-06T03:41:00Z,33.56,70.00
2026-01-06T03:42:00Z,34.00,70.00
2026-01-06T03:44:00Z,31.34,71.76
2026-01-06T03:45:00Z,33.53,69.06
2026-01-06T03:46:00Z,33.53,67.84
2026-01-06T03:47:00Z,34.00,68.52
2026-01-06T03:48:00Z,33.15,72.00
2026-01-06T03:49:00Z,30.74,72.37
2026-01-06T03:50:00Z,33.01,69.00
2026-01-06T03:51:00Z,34.33,69.00
2026-01-06T03:52:00Z,34.24,66.56
2026-01-06T03:53:00Z,32.00,66.56
2026-01-06T03:54:00Z,33.57,68.80
2026-01-06T03:55:00Z,47.95,56.00
2026-01-06T03:56:00Z,52.00,56.00
2026-01-06T03:57:00Z,48.00,45.56
2026-01-06T03:58:00Z,56.70,49.75
2026-01-06T03:59:00Z,59.96,41.00
2026-01-06T04:00:00Z,57.44,38.76
2026-01-06T04:01:00Z,59.92,40.20
2026-01-06T04:02:00Z,57.12,43.42
2026-01-06T04:03:00Z,56.95,43.22
2026-01-06T04:04:00Z,52.42,45.70
2026-01-06T04:05:00Z,57.83,43.20
2026-01-06T04:06:00Z,59.39,43.77
2026-01-06T04:07:00Z,61.57,41.01
2026-01-06T04:08:00Z,62.00,41.97
2026-01-06T04:09:00Z,60.00,40.61
2026-01-06T04:10:00Z,60.00,41.91
2026-01-06T04:11:00Z,59.83,40.26
2026-01-06T04:12:00Z,60.00,40.04
2026-01-06T04:13:00Z,60.34,40.23
2026-01-06T04:14:00Z,62.24,35.83
2026-01-06T04:15:00Z,66.97,43.80
2026-01-06T04:16:00Z,63.73,40.85
2026-01-06T04:17:00Z,62.35,39.99
2026-01-06T04:18:00Z,63.03,38.52
2026-01-06T04:19:00Z,65.95,35.67
2026-01-06T04:20:00Z,64.25,36.42
2026-01-06T04:21:00Z,62.48,39.35
2026-01-06T04:22:00Z,64.52,38.62
2026-01-06T04:23:00Z,64.36,37.06
2026-01-06T04:24:00Z,63.64,39.61
2026-01-06T04:25:00Z,60.77,39.93
2026-01-06T04:26:00Z,61.96,42.84
2026-01-06T04:27:00Z,56.67,44.35
2026-01-06T04:28:00Z,41.26,61.33
2026-01-06T04:29:00Z,36.09,64.29
2026-01-06T04:30:00Z,30.32,66.52
2026-01-06T04:31:00Z,34.52,65.56
2026-01-06T04:32:00Z,34.62,65.67
2026-01-06T04:33:00Z,35.00,64.12
2026-01-06T04:34:00Z,34.42,65.11
2026-01-06T04:35:00Z,32.22,69.47
2026-01-06T04:36:00Z,29.28,71.98
2026-01-06T04:37:00Z,36.82,64.28
2026-01-06T04:38:00Z,36.58,65.82
2026-01-06T04:39:00Z,34.10,68.31
2026-01-06T04:40:00Z,37.96,67.40
2026-01-06T04:41:00Z,41.47,61.13
2026-01-06T04:42:00Z,36.33,65.05
2026-01-06T04:43:00Z,38.31,64.60
2026-01-06T04:44:00Z,37.07,63.22
2026-01-06T04:45:00Z,37.07,67.40
2026-01-06T04:46:00Z,34.94,68.01
2026-01-06T04:47:00Z,33.00,69.23
2026-01-06T04:48:00Z,37.09,67.04
2026-01-06T04:49:00Z,38.41,63.41
2026-01-06T04:50:00Z,40.89,62.26
2026-01-06T04:51:00Z,37.00,68.10
2026-01-06T04:52:00Z,35.27,67.62
2026-01-06T04:53:00Z,34.76,67.76
2026-01-06T04:54:00Z,26.63,73.38
2026-01-06T04:55:00Z,37.56,64.42
2026-01-06T04:56:00Z,40.58,62.75
2026-01-06T04:57:00Z,42.35,61.14
2026-01-06T04:58:00Z,35.65,62.02
2026-01-06T04:59:00Z,36.77,63.76
2026-01-06T05:00:00Z,40.80,60.92
2026-01-06T05:01:00Z,42.78,59.47
2026-01-06T05:02:00Z,45.27,58.51
2026-01-06T05:03:00Z,38.38,61.39
2026-01-06T05:04:00Z,39.76,59.73
2026-01-06T05:05:00Z,51.91,51.37
2026-01-06T05:06:00Z,58.96,44.72
2026-01-06T05:07:00Z,40.57,59.10
2026-01-06T05:08:00Z,43.62,55.42
2026-01-06T05:09:00Z,48.31,55.61
2026-01-06T05:10:00Z,45.86,57.33
2026-01-06T05:11:00Z,49.78,53.88
2026-01-06T05:12:00Z,53.76,55.71
2026-01-06T05:13:00Z,43.80,60.21
2026-01-06T05:14:00Z,35.15,60.97
2026-01-06T05:15:00Z,23.86,81.18
2026-01-06T05:16:00Z,18.73,81.78
2026-01-06T05:17:00Z,9.04,89.64
2026-01-06T05:18:00Z,13.44,87.06
2026-01-06T05:19:00Z,73.06,24.83
2026-01-06T05:20:00Z,58.43,34.91
2026-01-06T05:21:00Z,89.95,35.04
2026-01-06T05:22:00Z,94.41,4.96
2026-01-06T05:23:00Z,94.27,4.35
2026-01-06T05:24:00Z,98.94,4.51
2026-01-06T05:25:00Z,99.00,1.00
2026-01-06T05:26:00Z,99.00,1.00
2026-01-06T05:27:00Z,99.00,1.00
