# event_ticker=KXATPCHALLENGERMATCH-26MAR09GIUDUR
# final_score=6-7(5) 6-4 6-3
# score_resolution=7-6 4-6 3-6
# match_winner=Lorenzo Giustino
# fav_player=Viktor Durasovic
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-09
timestamp,Viktor Durasovic,Lorenzo Giustino
2026-03-09T12:35:00Z,30.00,70.00
2026-03-09T12:36:00Z,27.63,71.96
2026-03-09T12:37:00Z,33.64,69.00
2026-03-09T12:38:00Z,33.64,74.06
2026-03-09T12:39:00Z,33.64,79.75
2026-03-09T12:40:00Z,33.64,80.82
2026-03-09T12:41:00Z,17.00,82.00
2026-03-09T12:42:00Z,18.00,83.00
2026-03-09T12:43:00Z,18.00,83.00
2026-03-09T12:44:00Z,18.50,83.09
2026-03-09T12:45:00Z,19.00,81.87
2026-03-09T12:46:00Z,21.00,81.00
2026-03-09T12:47:00Z,21.60,78.95
2026-03-09T12:48:00Z,21.60,81.00
2026-03-09T12:49:00Z,17.00,83.72
2026-03-09T12:50:00Z,17.00,84.00
2026-03-09T12:51:00Z,15.09,85.00
2026-03-09T12:52:00Z,15.09,83.00
2026-03-09T12:53:00Z,19.00,82.00
2026-03-09T12:54:00Z,19.00,83.12
2026-03-09T12:55:00Z,19.00,85.01
2026-03-09T12:56:00Z,14.00,86.00
2026-03-09T12:57:00Z,15.00,86.00
2026-03-09T12:58:00Z,15.00,86.70
2026-03-09T12:59:00Z,14.58,87.24
2026-03-09T13:00:00Z,14.00,87.05
2026-03-09T13:01:00Z,13.19,87.73
2026-03-09T13:02:00Z,18.04,86.96
2026-03-09T13:03:00Z,14.64,86.99
2026-03-09T13:04:00Z,17.91,84.10
2026-03-09T13:05:00Z,21.71,82.76
2026-03-09T13:06:00Z,24.93,77.15
2026-03-09T13:07:00Z,18.97,85.80
2026-03-09T13:08:00Z,15.10,85.42
2026-03-09T13:09:00Z,19.97,83.91
2026-03-09T13:10:00Z,28.54,71.71
2026-03-09T13:11:00Z,31.00,73.42
2026-03-09T13:12:00Z,27.71,72.75
2026-03-09T13:13:00Z,32.56,71.17
2026-03-09T13:14:00Z,30.61,72.47
2026-03-09T13:15:00Z,33.11,66.29
2026-03-09T13:16:00Z,39.15,62.81
2026-03-09T13:17:00Z,44.38,60.03
2026-03-09T13:18:00Z,37.89,64.15
2026-03-09T13:19:00Z,32.67,66.95
2026-03-09T13:20:00Z,38.12,67.39
2026-03-09T13:21:00Z,38.20,64.50
2026-03-09T13:22:00Z,33.40,68.42
2026-03-09T13:23:00Z,31.42,69.75
2026-03-09T13:24:00Z,32.11,70.19
2026-03-09T13:25:00Z,36.35,67.60
2026-03-09T13:26:00Z,37.31,63.08
2026-03-09T13:27:00Z,39.60,63.00
2026-03-09T13:28:00Z,44.53,57.28
2026-03-09T13:29:00Z,38.34,64.67
2026-03-09T13:30:00Z,44.19,57.91
2026-03-09T13:31:00Z,50.12,51.31
2026-03-09T13:32:00Z,45.17,64.44
2026-03-09T13:33:00Z,41.57,59.49
2026-03-09T13:34:00Z,39.53,64.25
2026-03-09T13:35:00Z,46.95,52.77
2026-03-09T13:36:00Z,56.46,55.54
2026-03-09T13:37:00Z,48.02,46.04
2026-03-09T13:38:00Z,62.14,39.04
2026-03-09T13:39:00Z,60.91,39.31
2026-03-09T13:40:00Z,62.44,39.16
2026-03-09T13:41:00Z,66.29,35.07
2026-03-09T13:42:00Z,65.90,36.02
2026-03-09T13:43:00Z,65.04,35.62
2026-03-09T13:44:00Z,66.69,34.90
2026-03-09T13:45:00Z,69.55,29.31
2026-03-09T13:46:00Z,74.99,25.93
2026-03-09T13:47:00Z,70.66,34.57
2026-03-09T13:48:00Z,63.62,37.24
2026-03-09T13:49:00Z,62.13,39.69
2026-03-09T13:50:00Z,67.61,32.32
2026-03-09T13:51:00Z,69.91,31.24
2026-03-09T13:52:00Z,68.96,32.10
2026-03-09T13:53:00Z,71.24,30.68
2026-03-09T13:54:00Z,73.93,27.20
2026-03-09T13:55:00Z,73.25,28.11
2026-03-09T13:56:00Z,86.11,15.97
2026-03-09T13:57:00Z,86.76,15.13
2026-03-09T13:58:00Z,80.34,19.31
2026-03-09T13:59:00Z,77.97,23.72
2026-03-09T14:00:00Z,82.16,18.00
2026-03-09T14:01:00Z,72.70,25.81
2026-03-09T14:02:00Z,70.71,30.66
2026-03-09T14:03:00Z,69.62,31.96
2026-03-09T14:04:00Z,66.20,34.81
2026-03-09T14:05:00Z,61.12,39.39
2026-03-09T14:06:00Z,62.32,39.42
2026-03-09T14:07:00Z,67.67,32.81
2026-03-09T14:08:00Z,66.44,34.41
2026-03-09T14:09:00Z,59.68,41.72
2026-03-09T14:10:00Z,67.24,35.19
2026-03-09T14:11:00Z,67.97,34.31
2026-03-09T14:12:00Z,66.57,38.16
2026-03-09T14:13:00Z,66.51,35.17
2026-03-09T14:14:00Z,65.40,38.36
2026-03-09T14:15:00Z,61.69,39.82
2026-03-09T14:16:00Z,60.10,40.92
2026-03-09T14:17:00Z,56.24,45.78
2026-03-09T14:18:00Z,52.05,47.28
2026-03-09T14:19:00Z,55.54,46.55
2026-03-09T14:20:00Z,62.64,38.86
2026-03-09T14:21:00Z,59.62,43.95
2026-03-09T14:22:00Z,49.58,53.29
2026-03-09T14:23:00Z,52.16,49.08
2026-03-09T14:24:00Z,52.04,50.19
2026-03-09T14:25:00Z,37.95,63.05
2026-03-09T14:26:00Z,38.28,62.00
2026-03-09T14:27:00Z,37.48,62.00
2026-03-09T14:28:00Z,35.19,65.36
2026-03-09T14:29:00Z,33.30,64.62
2026-03-09T14:30:00Z,31.78,67.46
2026-03-09T14:31:00Z,31.45,67.62
2026-03-09T14:32:00Z,32.75,68.80
2026-03-09T14:33:00Z,31.18,70.16
2026-03-09T14:34:00Z,34.52,66.53
2026-03-09T14:35:00Z,17.26,80.07
2026-03-09T14:36:00Z,15.51,83.86
2026-03-09T14:37:00Z,15.24,85.16
2026-03-09T14:38:00Z,14.06,86.40
2026-03-09T14:39:00Z,11.69,88.49
2026-03-09T14:40:00Z,11.55,89.00
2026-03-09T14:41:00Z,12.92,86.31
2026-03-09T14:42:00Z,11.68,87.92
2026-03-09T14:43:00Z,12.02,88.19
2026-03-09T14:44:00Z,15.90,84.37
2026-03-09T14:45:00Z,15.26,84.56
2026-03-09T14:46:00Z,20.59,80.86
2026-03-09T14:47:00Z,21.44,79.18
2026-03-09T14:48:00Z,22.66,78.92
2026-03-09T14:49:00Z,22.05,79.42
2026-03-09T14:50:00Z,33.09,63.52
2026-03-09T14:51:00Z,38.26,63.78
2026-03-09T14:52:00Z,33.63,67.43
2026-03-09T14:53:00Z,26.73,73.88
2026-03-09T14:54:00Z,25.79,76.42
2026-03-09T14:55:00Z,19.69,81.64
2026-03-09T14:56:00Z,16.19,83.82
2026-03-09T14:57:00Z,17.79,83.82
2026-03-09T14:58:00Z,21.62,76.53
2026-03-09T14:59:00Z,25.77,73.35
2026-03-09T15:00:00Z,29.25,71.98
2026-03-09T15:01:00Z,21.68,73.69
2026-03-09T15:02:00Z,16.09,84.73
2026-03-09T15:03:00Z,15.78,82.43
2026-03-09T15:04:00Z,17.03,84.10
2026-03-09T15:05:00Z,26.91,73.95
2026-03-09T15:06:00Z,20.62,80.12
2026-03-09T15:07:00Z,22.90,79.80
2026-03-09T15:08:00Z,24.07,76.91
2026-03-09T15:09:00Z,22.55,83.22
2026-03-09T15:10:00Z,14.04,87.65
2026-03-09T15:11:00Z,10.54,89.64
2026-03-09T15:12:00Z,12.21,87.74
2026-03-09T15:13:00Z,16.52,84.91
2026-03-09T15:14:00Z,16.99,84.70
2026-03-09T15:15:00Z,13.79,87.19
2026-03-09T15:16:00Z,24.52,78.68
2026-03-09T15:17:00Z,19.34,82.37
2026-03-09T15:18:00Z,14.72,86.27
2026-03-09T15:19:00Z,7.87,92.74
2026-03-09T15:20:00Z,5.46,94.18
2026-03-09T15:21:00Z,6.13,94.06
2026-03-09T15:22:00Z,6.86,96.04
2026-03-09T15:23:00Z,3.76,95.40
2026-03-09T15:24:00Z,4.56,95.26
2026-03-09T15:25:00Z,1.64,98.43
2026-03-09T15:26:00Z,1.00,99.00
2026-03-09T15:27:00Z,1.00,99.00
2026-03-09T15:28:00Z,1.00,99.00
2026-03-09T15:29:00Z,1.00,99.00
2026-03-09T15:30:00Z,1.00,99.00
2026-03-09T15:31:00Z,1.00,99.00
2026-03-09T15:32:00Z,1.00,99.00
2026-03-09T15:33:00Z,1.00,99.00
