# event_ticker=KXATPCHALLENGERMATCH-26APR28FOMSEL
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Sergey Fomin
# fav_player=Jelle Sels
# dog_player=Sergey Fomin
# kalshi_date=2026-04-28
timestamp,Sergey Fomin,Jelle Sels
2026-04-28T08:09:00Z,73.00,29.00
2026-04-28T08:10:00Z,74.04,26.25
2026-04-28T08:11:00Z,75.91,22.81
2026-04-28T08:12:00Z,81.63,20.39
2026-04-28T08:13:00Z,82.00,20.39
2026-04-28T08:14:00Z,83.81,14.29
2026-04-28T08:15:00Z,84.86,16.64
2026-04-28T08:16:00Z,83.89,18.29
2026-04-28T08:17:00Z,76.88,23.79
2026-04-28T08:18:00Z,79.51,22.09
2026-04-28T08:19:00Z,81.03,18.38
2026-04-28T08:20:00Z,85.62,15.55
2026-04-28T08:21:00Z,83.29,15.00
2026-04-28T08:22:00Z,84.00,17.24
2026-04-28T08:23:00Z,81.29,19.00
2026-04-28T08:24:00Z,79.00,20.94
2026-04-28T08:25:00Z,79.31,22.50
2026-04-28T08:26:00Z,79.31,24.48
2026-04-28T08:27:00Z,79.71,20.20
2026-04-28T08:28:00Z,84.44,15.46
2026-04-28T08:29:00Z,88.05,15.87
2026-04-28T08:30:00Z,83.15,18.36
2026-04-28T08:31:00Z,80.70,21.47
2026-04-28T08:32:00Z,77.81,24.36
2026-04-28T08:33:00Z,76.55,24.83
2026-04-28T08:34:00Z,80.00,19.24
2026-04-28T08:35:00Z,81.82,19.78
2026-04-28T08:36:00Z,88.72,11.56
2026-04-28T08:37:00Z,87.96,15.04
2026-04-28T08:38:00Z,87.66,12.08
2026-04-28T08:39:00Z,88.17,17.01
2026-04-28T08:40:00Z,84.20,19.15
2026-04-28T08:41:00Z,85.04,14.71
2026-04-28T08:42:00Z,86.63,13.58
2026-04-28T08:43:00Z,85.55,17.01
2026-04-28T08:44:00Z,86.53,23.19
2026-04-28T08:45:00Z,82.85,17.65
2026-04-28T08:46:00Z,83.18,18.77
2026-04-28T08:47:00Z,79.86,20.80
2026-04-28T08:48:00Z,79.50,22.53
2026-04-28T08:49:00Z,76.60,21.74
2026-04-28T08:50:00Z,73.57,32.28
2026-04-28T08:51:00Z,73.82,29.23
2026-04-28T08:52:00Z,78.92,20.41
2026-04-28T08:53:00Z,82.97,18.77
2026-04-28T08:54:00Z,84.02,17.07
2026-04-28T08:55:00Z,87.97,12.80
2026-04-28T08:56:00Z,93.38,6.56
2026-04-28T08:57:00Z,88.75,14.89
2026-04-28T08:58:00Z,87.99,13.25
2026-04-28T08:59:00Z,82.77,16.46
2026-04-28T09:00:00Z,88.36,12.00
2026-04-28T09:01:00Z,98.83,1.20
2026-04-28T09:02:00Z,99.00,1.20
2026-04-28T09:03:00Z,99.00,1.20
2026-04-28T09:04:00Z,99.00,1.20
