# event_ticker=KXATPCHALLENGERMATCH-26APR28FOMSEL
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Sergey Fomin
# fav_player=Jelle Sels
# dog_player=Sergey Fomin
# kalshi_date=2026-04-28
timestamp,Sergey Fomin,Jelle Sels
2026-04-27T20:02:00Z,67.00,
2026-04-27T20:35:00Z,67.00,33.00
2026-04-27T21:26:00Z,70.00,33.00
2026-04-27T21:37:00Z,70.00,33.00
2026-04-27T22:16:00Z,70.00,33.00
2026-04-27T22:24:00Z,70.00,33.00
2026-04-27T22:26:00Z,70.00,33.00
2026-04-27T22:35:00Z,70.00,33.00
2026-04-27T22:36:00Z,67.00,33.00
2026-04-27T23:29:00Z,67.00,30.00
2026-04-27T23:30:00Z,67.00,32.00
2026-04-27T23:54:00Z,70.00,32.00
2026-04-28T00:22:00Z,70.00,32.00
2026-04-28T00:36:00Z,70.00,32.00
2026-04-28T00:43:00Z,70.00,32.00
2026-04-28T00:56:00Z,70.00,32.00
2026-04-28T01:22:00Z,70.00,32.00
2026-04-28T01:29:00Z,69.00,32.00
2026-04-28T01:42:00Z,69.00,32.33
2026-04-28T01:50:00Z,70.00,32.33
2026-04-28T02:34:00Z,70.00,30.00
2026-04-28T02:42:00Z,70.00,30.00
2026-04-28T03:11:00Z,70.00,30.00
2026-04-28T03:27:00Z,70.00,30.00
2026-04-28T03:40:00Z,70.00,30.00
2026-04-28T03:43:00Z,70.00,30.00
2026-04-28T04:18:00Z,70.00,30.00
2026-04-28T04:36:00Z,70.00,30.00
2026-04-28T05:11:00Z,71.00,30.00
2026-04-28T05:24:00Z,70.00,30.00
2026-04-28T05:28:00Z,70.00,30.00
2026-04-28T05:31:00Z,70.00,30.00
2026-04-28T05:34:00Z,71.00,30.00
2026-04-28T05:36:00Z,71.00,30.00
2026-04-28T05:40:00Z,70.00,30.00
2026-04-28T05:44:00Z,70.00,30.00
2026-04-28T05:45:00Z,70.00,30.00
2026-04-28T05:49:00Z,70.00,30.00
2026-04-28T05:50:00Z,70.00,30.00
2026-04-28T05:51:00Z,70.00,30.00
2026-04-28T05:52:00Z,70.00,30.00
2026-04-28T05:54:00Z,70.00,30.00
2026-04-28T05:55:00Z,70.00,31.00
2026-04-28T06:00:00Z,70.00,31.00
2026-04-28T06:01:00Z,70.00,31.00
2026-04-28T06:02:00Z,70.00,31.00
2026-04-28T06:03:00Z,70.00,31.00
2026-04-28T06:07:00Z,70.00,31.00
2026-04-28T06:08:00Z,70.00,31.00
2026-04-28T06:09:00Z,70.00,31.00
2026-04-28T06:10:00Z,70.00,31.00
2026-04-28T06:14:00Z,71.00,31.00
2026-04-28T06:16:00Z,71.00,31.00
2026-04-28T06:19:00Z,71.00,31.00
2026-04-28T06:20:00Z,71.00,31.00
2026-04-28T06:22:00Z,71.00,31.93
2026-04-28T06:27:00Z,71.00,31.93
2026-04-28T06:30:00Z,71.00,32.00
2026-04-28T06:32:00Z,70.00,32.00
2026-04-28T06:33:00Z,71.00,32.00
2026-04-28T06:42:00Z,71.00,32.00
2026-04-28T06:43:00Z,71.90,32.00
2026-04-28T06:44:00Z,71.90,31.99
2026-04-28T06:47:00Z,71.26,31.99
2026-04-28T06:50:00Z,71.00,31.99
2026-04-28T06:54:00Z,72.00,31.99
2026-04-28T07:01:00Z,72.00,31.86
2026-04-28T07:03:00Z,72.00,31.00
2026-04-28T07:04:00Z,72.00,31.00
2026-04-28T07:05:00Z,72.00,30.00
2026-04-28T07:06:00Z,72.00,30.00
2026-04-28T07:07:00Z,72.00,30.00
2026-04-28T07:08:00Z,72.00,28.57
2026-04-28T07:09:00Z,73.45,28.93
2026-04-28T07:10:00Z,69.93,29.88
2026-04-28T07:11:00Z,72.00,31.14
2026-04-28T07:12:00Z,64.91,35.95
2026-04-28T07:13:00Z,58.84,42.43
2026-04-28T07:14:00Z,60.34,43.14
2026-04-28T07:15:00Z,58.06,44.05
2026-04-28T07:16:00Z,55.87,46.04
2026-04-28T07:17:00Z,58.73,43.00
2026-04-28T07:18:00Z,61.40,36.00
2026-04-28T07:19:00Z,66.09,30.06
2026-04-28T07:20:00Z,72.19,26.18
2026-04-28T07:21:00Z,73.99,25.00
2026-04-28T07:22:00Z,73.00,27.72
2026-04-28T07:23:00Z,73.00,27.97
2026-04-28T07:24:00Z,76.26,24.11
2026-04-28T07:25:00Z,81.39,19.48
2026-04-28T07:26:00Z,79.10,18.00
2026-04-28T07:27:00Z,77.51,18.38
2026-04-28T07:28:00Z,83.80,16.00
2026-04-28T07:29:00Z,86.01,15.82
2026-04-28T07:30:00Z,86.87,13.15
2026-04-28T07:31:00Z,87.00,13.15
2026-04-28T07:32:00Z,86.96,13.15
2026-04-28T07:33:00Z,84.27,18.00
2026-04-28T07:34:00Z,78.23,21.89
2026-04-28T07:35:00Z,73.19,26.35
2026-04-28T07:36:00Z,71.14,33.39
2026-04-28T07:37:00Z,69.99,33.55
2026-04-28T07:38:00Z,69.44,32.87
2026-04-28T07:39:00Z,74.30,26.24
2026-04-28T07:40:00Z,74.30,25.78
2026-04-28T07:41:00Z,80.95,18.72
2026-04-28T07:42:00Z,83.39,19.00
2026-04-28T07:43:00Z,83.00,17.03
2026-04-28T07:44:00Z,84.00,18.00
2026-04-28T07:45:00Z,81.00,18.91
2026-04-28T07:46:00Z,84.75,16.21
2026-04-28T07:47:00Z,84.98,16.83
2026-04-28T07:48:00Z,82.91,17.00
2026-04-28T07:49:00Z,84.00,16.88
2026-04-28T07:50:00Z,85.00,17.00
2026-04-28T07:51:00Z,84.00,17.10
2026-04-28T07:52:00Z,85.76,16.76
2026-04-28T07:53:00Z,87.00,14.76
2026-04-28T07:54:00Z,85.00,16.99
2026-04-28T07:55:00Z,83.00,17.00
2026-04-28T07:56:00Z,85.00,17.00
2026-04-28T07:57:00Z,83.69,17.00
2026-04-28T07:58:00Z,75.82,20.91
2026-04-28T07:59:00Z,74.00,26.14
2026-04-28T08:00:00Z,75.09,24.67
2026-04-28T08:01:00Z,79.00,24.66
2026-04-28T08:02:00Z,82.04,18.88
2026-04-28T08:03:00Z,83.50,20.00
2026-04-28T08:04:00Z,83.68,19.00
2026-04-28T08:05:00Z,79.02,21.35
2026-04-28T08:06:00Z,75.95,24.14
2026-04-28T08:07:00Z,72.54,26.00
2026-04-28T08:08:00Z,73.00,28.89
