# event_ticker=KXATPCHALLENGERMATCH-26MAY15BOYMON
# final_score=6-3 4-6 7-5
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Inaki Montes-de la Torre
# kalshi_date=2026-05-15
timestamp,Tristan Boyer,Inaki Montes-de la Torre
2026-05-15T12:21:00Z,33.00,69.00
2026-05-15T12:30:00Z,33.00,70.00
2026-05-15T12:31:00Z,33.00,70.00
2026-05-15T12:33:00Z,33.00,70.00
2026-05-15T12:34:00Z,32.60,70.00
2026-05-15T12:38:00Z,33.41,70.00
2026-05-15T12:42:00Z,33.00,70.00
2026-05-15T12:43:00Z,33.00,69.00
2026-05-15T12:45:00Z,33.00,69.33
2026-05-15T12:48:00Z,33.67,69.57
2026-05-15T12:49:00Z,33.91,69.57
2026-05-15T12:50:00Z,33.91,69.00
2026-05-15T12:51:00Z,30.11,70.04
2026-05-15T12:52:00Z,25.53,70.04
2026-05-15T12:53:00Z,26.00,75.08
2026-05-15T12:54:00Z,25.44,75.80
2026-05-15T12:55:00Z,23.00,75.80
2026-05-15T12:56:00Z,25.51,75.00
2026-05-15T12:57:00Z,30.15,68.00
2026-05-15T12:58:00Z,31.00,68.00
2026-05-15T12:59:00Z,34.04,68.00
2026-05-15T13:00:00Z,32.00,69.00
2026-05-15T13:01:00Z,37.00,66.00
2026-05-15T13:02:00Z,37.63,62.00
2026-05-15T13:03:00Z,40.48,62.00
2026-05-15T13:04:00Z,41.60,62.00
2026-05-15T13:05:00Z,43.65,57.00
2026-05-15T13:06:00Z,42.89,57.00
2026-05-15T13:07:00Z,41.33,61.61
2026-05-15T13:08:00Z,35.00,64.99
2026-05-15T13:10:00Z,40.31,64.99
2026-05-15T13:11:00Z,36.11,63.00
2026-05-15T13:12:00Z,38.98,62.12
2026-05-15T13:13:00Z,37.81,67.00
2026-05-15T13:14:00Z,40.24,67.00
2026-05-15T13:15:00Z,32.00,67.53
2026-05-15T13:16:00Z,33.22,69.00
2026-05-15T13:17:00Z,29.69,67.00
2026-05-15T13:18:00Z,39.60,67.00
2026-05-15T13:19:00Z,41.97,59.00
2026-05-15T13:20:00Z,39.07,59.00
2026-05-15T13:21:00Z,37.44,62.05
2026-05-15T13:22:00Z,40.39,63.66
2026-05-15T13:23:00Z,34.66,62.75
2026-05-15T13:24:00Z,42.88,57.47
2026-05-15T13:25:00Z,53.36,47.43
2026-05-15T13:26:00Z,53.75,48.38
2026-05-15T13:27:00Z,54.95,45.40
2026-05-15T13:28:00Z,56.76,45.90
2026-05-15T13:29:00Z,60.19,39.07
2026-05-15T13:30:00Z,62.00,39.00
2026-05-15T13:31:00Z,63.90,36.99
2026-05-15T13:32:00Z,62.25,36.84
2026-05-15T13:33:00Z,62.01,38.26
2026-05-15T13:34:00Z,62.09,39.93
2026-05-15T13:35:00Z,62.50,38.01
2026-05-15T13:36:00Z,56.59,41.56
2026-05-15T13:37:00Z,53.69,50.60
2026-05-15T13:38:00Z,53.00,46.97
2026-05-15T13:39:00Z,60.51,39.00
2026-05-15T13:40:00Z,62.36,37.00
2026-05-15T13:41:00Z,63.04,36.99
2026-05-15T13:42:00Z,62.99,37.00
2026-05-15T13:43:00Z,63.00,37.00
2026-05-15T13:44:00Z,65.12,34.50
2026-05-15T13:45:00Z,67.05,35.58
2026-05-15T13:46:00Z,70.53,33.13
2026-05-15T13:47:00Z,73.26,26.51
2026-05-15T13:48:00Z,78.00,22.89
2026-05-15T13:49:00Z,78.50,23.12
2026-05-15T13:50:00Z,80.26,22.61
2026-05-15T13:51:00Z,77.94,21.45
2026-05-15T13:52:00Z,81.30,18.68
2026-05-15T13:53:00Z,84.55,17.57
2026-05-15T13:54:00Z,85.97,14.96
2026-05-15T13:55:00Z,84.77,14.09
2026-05-15T13:56:00Z,86.91,8.87
2026-05-15T13:57:00Z,92.96,7.83
2026-05-15T13:58:00Z,92.95,7.85
2026-05-15T13:59:00Z,94.45,5.00
2026-05-15T14:00:00Z,93.36,6.59
2026-05-15T14:01:00Z,94.63,6.13
2026-05-15T14:02:00Z,96.58,4.90
2026-05-15T14:03:00Z,95.95,5.93
2026-05-15T14:04:00Z,96.89,4.00
2026-05-15T14:05:00Z,96.08,4.00
2026-05-15T14:06:00Z,94.81,5.82
2026-05-15T14:07:00Z,94.96,5.58
2026-05-15T14:08:00Z,93.25,7.29
2026-05-15T14:09:00Z,93.34,9.53
2026-05-15T14:10:00Z,93.99,8.01
2026-05-15T14:11:00Z,85.25,13.82
2026-05-15T14:12:00Z,86.22,14.19
2026-05-15T14:13:00Z,83.03,16.58
2026-05-15T14:14:00Z,80.86,19.94
2026-05-15T14:15:00Z,80.96,19.10
2026-05-15T14:16:00Z,80.14,20.63
2026-05-15T14:17:00Z,75.31,24.59
2026-05-15T14:18:00Z,76.74,22.68
2026-05-15T14:19:00Z,73.25,28.78
2026-05-15T14:20:00Z,61.85,39.23
2026-05-15T14:21:00Z,66.30,33.26
2026-05-15T14:22:00Z,67.45,26.10
2026-05-15T14:23:00Z,61.75,38.68
2026-05-15T14:24:00Z,60.85,39.38
2026-05-15T14:25:00Z,59.95,40.41
2026-05-15T14:26:00Z,70.68,32.50
2026-05-15T14:27:00Z,68.27,31.35
2026-05-15T14:28:00Z,72.77,29.13
2026-05-15T14:29:00Z,61.56,38.54
2026-05-15T14:30:00Z,54.88,44.99
2026-05-15T14:31:00Z,54.76,45.52
2026-05-15T14:32:00Z,59.67,40.00
2026-05-15T14:33:00Z,59.36,42.16
2026-05-15T14:34:00Z,58.05,44.62
2026-05-15T14:35:00Z,49.77,48.95
2026-05-15T14:36:00Z,37.55,63.01
2026-05-15T14:37:00Z,35.11,64.09
2026-05-15T14:38:00Z,35.87,64.31
2026-05-15T14:39:00Z,35.95,64.68
2026-05-15T14:40:00Z,35.83,65.05
2026-05-15T14:41:00Z,32.60,66.15
2026-05-15T14:42:00Z,30.71,70.96
2026-05-15T14:43:00Z,28.27,71.31
2026-05-15T14:44:00Z,28.76,71.92
2026-05-15T14:45:00Z,35.00,66.20
2026-05-15T14:46:00Z,35.18,65.84
2026-05-15T14:47:00Z,35.00,65.36
2026-05-15T14:48:00Z,30.97,68.17
2026-05-15T14:49:00Z,32.23,68.31
2026-05-15T14:50:00Z,29.99,70.22
2026-05-15T14:51:00Z,30.23,70.21
2026-05-15T14:52:00Z,34.25,65.22
2026-05-15T14:53:00Z,33.78,69.40
2026-05-15T14:54:00Z,22.72,78.50
2026-05-15T14:55:00Z,23.90,74.16
2026-05-15T14:56:00Z,26.09,73.59
2026-05-15T14:57:00Z,18.16,85.59
2026-05-15T14:58:00Z,12.95,87.55
2026-05-15T14:59:00Z,21.25,79.33
2026-05-15T15:00:00Z,16.53,84.70
2026-05-15T15:01:00Z,16.27,84.01
2026-05-15T15:02:00Z,17.36,82.70
2026-05-15T15:03:00Z,10.61,88.75
2026-05-15T15:04:00Z,7.63,92.07
2026-05-15T15:05:00Z,7.27,92.92
2026-05-15T15:06:00Z,7.27,94.23
2026-05-15T15:07:00Z,4.92,94.98
2026-05-15T15:08:00Z,2.62,97.22
2026-05-15T15:09:00Z,5.27,94.58
2026-05-15T15:10:00Z,4.70,96.23
2026-05-15T15:11:00Z,5.41,95.07
2026-05-15T15:12:00Z,7.85,92.04
2026-05-15T15:13:00Z,8.52,93.59
2026-05-15T15:14:00Z,10.91,89.98
2026-05-15T15:15:00Z,10.52,90.94
2026-05-15T15:16:00Z,11.10,91.00
2026-05-15T15:17:00Z,14.63,85.25
2026-05-15T15:18:00Z,13.83,85.31
2026-05-15T15:19:00Z,19.65,80.82
2026-05-15T15:20:00Z,17.86,85.98
2026-05-15T15:21:00Z,8.16,92.91
2026-05-15T15:22:00Z,5.37,95.70
2026-05-15T15:23:00Z,4.89,95.17
2026-05-15T15:24:00Z,5.61,95.01
2026-05-15T15:25:00Z,5.21,95.63
2026-05-15T15:26:00Z,6.72,94.69
2026-05-15T15:27:00Z,5.15,95.00
2026-05-15T15:28:00Z,5.21,94.99
2026-05-15T15:29:00Z,2.99,97.17
2026-05-15T15:30:00Z,6.15,96.34
2026-05-15T15:31:00Z,7.75,93.01
2026-05-15T15:32:00Z,6.72,92.98
2026-05-15T15:33:00Z,11.15,89.73
2026-05-15T15:34:00Z,21.80,81.18
2026-05-15T15:35:00Z,24.67,75.57
2026-05-15T15:36:00Z,26.60,74.79
2026-05-15T15:37:00Z,27.17,72.22
2026-05-15T15:38:00Z,29.26,70.94
2026-05-15T15:39:00Z,35.66,63.17
2026-05-15T15:40:00Z,42.33,58.16
2026-05-15T15:41:00Z,38.73,61.85
2026-05-15T15:42:00Z,43.31,59.12
2026-05-15T15:43:00Z,52.86,48.56
2026-05-15T15:44:00Z,39.64,59.28
2026-05-15T15:45:00Z,46.39,55.01
2026-05-15T15:46:00Z,75.35,26.84
2026-05-15T15:47:00Z,79.66,19.52
2026-05-15T15:48:00Z,84.93,17.85
2026-05-15T15:49:00Z,92.01,8.25
2026-05-15T15:50:00Z,86.37,15.98
2026-05-15T15:51:00Z,99.00,1.00
2026-05-15T15:52:00Z,99.00,1.00
2026-05-15T15:53:00Z,99.00,1.00
2026-05-15T15:54:00Z,99.00,1.00
2026-05-15T15:55:00Z,99.00,1.00
2026-05-15T15:56:00Z,99.00,1.00
