# event_ticker=KXATPMATCH-25OCT01OFNNAR
# final_score=3-6 6-3 6-2
# match_winner=Luca Nardi
# fav_player=Luca Nardi
# dog_player=Sebastian Ofner
# kalshi_date=2025-10-01
timestamp,Luca Nardi,Sebastian Ofner
2025-10-01T03:29:00Z,61.00,41.00
2025-10-01T03:30:00Z,61.00,41.00
2025-10-01T03:32:00Z,61.00,41.00
2025-10-01T03:34:00Z,61.00,41.00
2025-10-01T03:35:00Z,60.00,41.00
2025-10-01T03:36:00Z,60.00,41.00
2025-10-01T03:37:00Z,60.00,41.00
2025-10-01T03:42:00Z,60.00,41.00
2025-10-01T03:43:00Z,60.00,40.35
2025-10-01T03:44:00Z,62.00,40.35
2025-10-01T03:45:00Z,62.00,40.00
2025-10-01T03:51:00Z,61.96,40.00
2025-10-01T03:53:00Z,61.00,40.00
2025-10-01T03:54:00Z,61.00,40.00
2025-10-01T03:55:00Z,61.00,40.00
2025-10-01T03:56:00Z,61.00,40.00
2025-10-01T03:57:00Z,61.00,40.00
2025-10-01T04:02:00Z,61.00,40.00
2025-10-01T04:03:00Z,61.00,40.00
2025-10-01T04:04:00Z,61.00,40.50
2025-10-01T04:05:00Z,61.00,40.50
2025-10-01T04:06:00Z,61.00,40.50
2025-10-01T04:07:00Z,61.00,40.50
2025-10-01T04:08:00Z,61.00,40.50
2025-10-01T04:09:00Z,60.65,41.00
2025-10-01T04:10:00Z,61.00,41.51
2025-10-01T04:11:00Z,59.00,41.97
2025-10-01T04:12:00Z,59.00,42.00
2025-10-01T04:13:00Z,59.00,42.00
2025-10-01T04:14:00Z,59.00,42.00
2025-10-01T04:16:00Z,59.00,42.00
2025-10-01T04:17:00Z,59.00,42.00
2025-10-01T04:18:00Z,59.00,42.00
2025-10-01T04:19:00Z,59.00,42.00
2025-10-01T04:20:00Z,59.00,42.00
2025-10-01T04:21:00Z,59.00,42.00
2025-10-01T04:22:00Z,60.00,42.00
2025-10-01T04:23:00Z,60.00,42.00
2025-10-01T04:24:00Z,60.00,42.00
2025-10-01T04:26:00Z,59.00,42.00
2025-10-01T04:27:00Z,59.00,42.59
2025-10-01T04:28:00Z,59.00,42.59
2025-10-01T04:29:00Z,59.00,42.00
2025-10-01T04:30:00Z,58.00,42.52
2025-10-01T04:31:00Z,59.00,42.52
2025-10-01T04:33:00Z,59.00,43.47
2025-10-01T04:34:00Z,59.00,43.00
2025-10-01T04:35:00Z,59.58,43.00
2025-10-01T04:36:00Z,60.00,43.00
2025-10-01T04:37:00Z,60.41,43.00
2025-10-01T04:38:00Z,61.00,43.00
2025-10-01T04:39:00Z,63.34,44.66
2025-10-01T04:40:00Z,56.78,44.81
2025-10-01T04:41:00Z,55.21,48.75
2025-10-01T04:42:00Z,52.19,49.36
2025-10-01T04:43:00Z,55.25,46.89
2025-10-01T04:44:00Z,53.95,49.93
2025-10-01T04:45:00Z,53.02,50.85
2025-10-01T04:46:00Z,40.12,58.86
2025-10-01T04:47:00Z,44.69,60.37
2025-10-01T04:48:00Z,41.55,62.67
2025-10-01T04:49:00Z,38.56,63.93
2025-10-01T04:50:00Z,38.70,63.21
2025-10-01T04:51:00Z,39.62,64.10
2025-10-01T04:52:00Z,38.55,63.83
2025-10-01T04:53:00Z,38.14,62.00
2025-10-01T04:54:00Z,38.00,64.22
2025-10-01T04:55:00Z,41.07,62.64
2025-10-01T04:56:00Z,41.49,58.34
2025-10-01T04:57:00Z,43.89,57.24
2025-10-01T04:58:00Z,42.14,55.67
2025-10-01T04:59:00Z,44.34,59.34
2025-10-01T05:00:00Z,38.14,62.00
2025-10-01T05:01:00Z,37.28,63.55
2025-10-01T05:02:00Z,37.00,63.27
2025-10-01T05:03:00Z,38.90,62.00
2025-10-01T05:04:00Z,39.90,61.71
2025-10-01T05:05:00Z,37.23,63.90
2025-10-01T05:06:00Z,35.45,66.59
2025-10-01T05:07:00Z,35.45,68.00
2025-10-01T05:08:00Z,34.99,67.18
2025-10-01T05:09:00Z,32.85,70.19
2025-10-01T05:10:00Z,31.00,69.69
2025-10-01T05:11:00Z,35.07,69.47
2025-10-01T05:12:00Z,33.00,67.75
2025-10-01T05:13:00Z,31.44,71.76
2025-10-01T05:14:00Z,29.00,73.36
2025-10-01T05:15:00Z,29.00,73.45
2025-10-01T05:16:00Z,28.00,74.29
2025-10-01T05:17:00Z,15.11,78.76
2025-10-01T05:18:00Z,18.74,82.68
2025-10-01T05:19:00Z,22.83,77.06
2025-10-01T05:20:00Z,27.55,75.91
2025-10-01T05:21:00Z,21.92,80.10
2025-10-01T05:22:00Z,25.33,74.13
2025-10-01T05:23:00Z,28.52,72.52
2025-10-01T05:24:00Z,26.83,74.51
2025-10-01T05:25:00Z,25.24,79.15
2025-10-01T05:26:00Z,24.54,76.72
2025-10-01T05:27:00Z,26.42,75.06
2025-10-01T05:28:00Z,27.69,72.94
2025-10-01T05:29:00Z,28.00,74.80
2025-10-01T05:30:00Z,27.05,74.46
2025-10-01T05:31:00Z,25.65,74.00
2025-10-01T05:32:00Z,23.40,76.77
2025-10-01T05:33:00Z,24.08,76.77
2025-10-01T05:34:00Z,26.21,77.00
2025-10-01T05:35:00Z,25.32,73.09
2025-10-01T05:36:00Z,28.49,70.93
2025-10-01T05:37:00Z,32.57,70.00
2025-10-01T05:38:00Z,26.00,74.98
2025-10-01T05:39:00Z,27.32,72.36
2025-10-01T05:40:00Z,26.62,74.98
2025-10-01T05:41:00Z,31.02,71.79
2025-10-01T05:42:00Z,30.22,72.17
2025-10-01T05:43:00Z,30.99,70.02
2025-10-01T05:44:00Z,32.06,68.28
2025-10-01T05:45:00Z,32.00,67.74
2025-10-01T05:46:00Z,31.45,70.83
2025-10-01T05:47:00Z,31.45,60.17
2025-10-01T05:48:00Z,43.76,52.74
2025-10-01T05:49:00Z,48.79,52.16
2025-10-01T05:50:00Z,44.09,57.77
2025-10-01T05:51:00Z,53.75,51.57
2025-10-01T05:52:00Z,55.26,43.87
2025-10-01T05:53:00Z,54.38,46.00
2025-10-01T05:54:00Z,55.00,45.54
2025-10-01T05:55:00Z,55.00,45.13
2025-10-01T05:56:00Z,47.52,53.27
2025-10-01T05:57:00Z,49.55,51.97
2025-10-01T05:58:00Z,53.50,50.17
2025-10-01T05:59:00Z,50.00,50.37
2025-10-01T06:00:00Z,51.23,49.36
2025-10-01T06:01:00Z,51.26,49.00
2025-10-01T06:02:00Z,53.98,51.27
2025-10-01T06:03:00Z,54.08,43.06
2025-10-01T06:04:00Z,74.70,27.21
2025-10-01T06:05:00Z,81.95,19.52
2025-10-01T06:06:00Z,77.50,18.55
2025-10-01T06:07:00Z,85.23,14.92
2025-10-01T06:08:00Z,85.64,13.63
2025-10-01T06:09:00Z,83.50,13.73
2025-10-01T06:10:00Z,83.15,16.81
2025-10-01T06:11:00Z,83.00,17.90
2025-10-01T06:12:00Z,80.54,17.59
2025-10-01T06:13:00Z,79.46,21.00
2025-10-01T06:14:00Z,88.61,11.00
2025-10-01T06:15:00Z,86.83,12.68
2025-10-01T06:16:00Z,92.01,8.74
2025-10-01T06:17:00Z,93.39,6.94
2025-10-01T06:18:00Z,94.00,6.37
2025-10-01T06:19:00Z,94.42,6.18
2025-10-01T06:20:00Z,88.31,9.99
2025-10-01T06:21:00Z,94.20,9.42
2025-10-01T06:22:00Z,92.85,8.00
2025-10-01T06:23:00Z,98.73,2.52
2025-10-01T06:24:00Z,98.73,1.81
2025-10-01T06:25:00Z,99.00,1.01
2025-10-01T06:26:00Z,99.00,1.01
2025-10-01T06:27:00Z,99.00,1.01
2025-10-01T06:29:00Z,99.00,1.01
2025-10-01T06:30:00Z,99.00,1.01
2025-10-01T06:31:00Z,99.00,1.01
