# event_ticker=KXATPMATCH-25OCT01OFNNAR
# final_score=3-6 6-3 6-2
# match_winner=Luca Nardi
# fav_player=Luca Nardi
# dog_player=Sebastian Ofner
# kalshi_date=2025-10-01
timestamp,Luca Nardi,Sebastian Ofner
2025-09-30T18:38:00Z,90.00,90.00
2025-09-30T19:38:00Z,61.00,90.00
2025-09-30T20:31:00Z,62.00,90.00
2025-09-30T21:05:00Z,61.00,90.00
2025-09-30T21:13:00Z,61.00,90.00
2025-09-30T21:29:00Z,61.00,90.00
2025-09-30T21:44:00Z,61.00,41.00
2025-09-30T22:17:00Z,61.00,41.00
2025-09-30T22:18:00Z,61.00,41.00
2025-09-30T22:25:00Z,61.00,41.00
2025-09-30T22:26:00Z,61.00,41.00
2025-09-30T23:00:00Z,61.00,40.00
2025-09-30T23:15:00Z,61.00,40.00
2025-09-30T23:18:00Z,61.00,40.00
2025-09-30T23:19:00Z,61.00,40.00
2025-09-30T23:41:00Z,61.00,40.00
2025-10-01T00:03:00Z,61.00,40.00
2025-10-01T00:06:00Z,61.00,40.00
2025-10-01T00:09:00Z,61.00,40.00
2025-10-01T00:10:00Z,60.00,40.00
2025-10-01T00:13:00Z,61.00,40.00
2025-10-01T00:17:00Z,61.00,40.00
2025-10-01T00:39:00Z,61.00,40.00
2025-10-01T00:45:00Z,61.00,40.00
2025-10-01T00:52:00Z,61.00,40.00
2025-10-01T00:54:00Z,61.00,40.00
2025-10-01T00:56:00Z,61.00,40.00
2025-10-01T01:14:00Z,61.00,40.00
2025-10-01T01:15:00Z,61.00,40.00
2025-10-01T01:17:00Z,61.00,40.00
2025-10-01T01:22:00Z,61.00,40.00
2025-10-01T01:28:00Z,61.00,40.00
2025-10-01T01:29:00Z,61.00,40.00
2025-10-01T01:33:00Z,61.00,40.00
2025-10-01T01:34:00Z,61.00,38.22
2025-10-01T01:35:00Z,61.00,38.22
2025-10-01T01:36:00Z,61.00,38.22
2025-10-01T01:37:00Z,61.00,40.00
2025-10-01T01:38:00Z,61.00,40.00
2025-10-01T01:41:00Z,61.00,40.00
2025-10-01T01:45:00Z,60.00,40.00
2025-10-01T01:52:00Z,59.05,40.00
2025-10-01T02:00:00Z,59.88,40.00
2025-10-01T02:04:00Z,60.00,40.00
2025-10-01T02:11:00Z,60.00,40.00
2025-10-01T02:15:00Z,60.00,40.00
2025-10-01T02:16:00Z,60.00,40.00
2025-10-01T02:18:00Z,60.00,40.00
2025-10-01T02:24:00Z,60.00,40.00
2025-10-01T02:26:00Z,60.00,42.00
2025-10-01T02:27:00Z,60.00,42.00
2025-10-01T02:31:00Z,60.00,42.00
2025-10-01T02:33:00Z,60.00,42.00
2025-10-01T02:34:00Z,58.00,42.00
2025-10-01T02:37:00Z,58.00,42.00
2025-10-01T02:38:00Z,58.00,42.00
2025-10-01T02:39:00Z,60.00,42.00
2025-10-01T02:44:00Z,60.00,42.00
2025-10-01T02:45:00Z,60.00,41.00
2025-10-01T02:46:00Z,60.00,41.98
2025-10-01T02:48:00Z,60.00,41.98
2025-10-01T02:49:00Z,60.00,41.50
2025-10-01T02:52:00Z,60.00,41.50
2025-10-01T02:55:00Z,60.00,41.50
2025-10-01T02:56:00Z,60.00,42.00
2025-10-01T03:01:00Z,60.00,42.00
2025-10-01T03:07:00Z,60.00,42.00
2025-10-01T03:09:00Z,60.00,42.00
2025-10-01T03:14:00Z,60.00,42.00
2025-10-01T03:15:00Z,60.00,42.00
2025-10-01T03:16:00Z,60.00,42.00
2025-10-01T03:20:00Z,60.00,41.33
2025-10-01T03:22:00Z,60.00,41.33
2025-10-01T03:23:00Z,60.00,42.00
2025-10-01T03:24:00Z,60.00,42.00
2025-10-01T03:25:00Z,60.18,42.00
2025-10-01T03:26:00Z,60.18,41.00
2025-10-01T03:27:00Z,61.00,41.00
