# event_ticker=KXATPMATCH-26JUN09STRGAL
# final_score=6-2 6-7(5) 6-3
# score_resolution=2-6 7-6 3-6
# match_winner=Jan-Lennard Struff
# fav_player=Alexis Galarneau
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-06-09
timestamp,Jan-Lennard Struff,Alexis Galarneau
2026-06-09T00:25:00Z,,30.00
2026-06-09T00:29:00Z,,30.00
2026-06-09T00:30:00Z,,30.00
2026-06-09T00:35:00Z,71.00,30.00
2026-06-09T00:39:00Z,71.00,30.00
2026-06-09T00:44:00Z,71.00,30.00
2026-06-09T00:53:00Z,71.00,30.00
2026-06-09T01:12:00Z,70.00,30.00
2026-06-09T01:24:00Z,71.00,30.00
2026-06-09T01:26:00Z,71.00,30.00
2026-06-09T01:30:00Z,71.00,30.00
2026-06-09T01:37:00Z,71.00,30.00
2026-06-09T01:44:00Z,71.00,30.00
2026-06-09T01:45:00Z,70.00,31.00
2026-06-09T01:46:00Z,70.00,31.00
2026-06-09T01:51:00Z,69.00,31.00
2026-06-09T01:55:00Z,69.00,31.00
2026-06-09T01:56:00Z,69.00,32.00
2026-06-09T02:07:00Z,69.00,32.00
2026-06-09T02:28:00Z,69.00,32.00
2026-06-09T02:35:00Z,68.00,32.00
2026-06-09T02:39:00Z,68.00,32.00
2026-06-09T02:54:00Z,69.00,32.00
2026-06-09T02:55:00Z,69.00,32.00
2026-06-09T03:08:00Z,69.00,32.00
2026-06-09T03:27:00Z,69.00,32.00
2026-06-09T03:47:00Z,69.00,32.00
2026-06-09T03:50:00Z,69.00,32.00
2026-06-09T03:51:00Z,70.00,32.00
2026-06-09T03:52:00Z,69.00,32.00
2026-06-09T03:55:00Z,69.00,32.00
2026-06-09T03:57:00Z,69.00,32.00
2026-06-09T03:59:00Z,69.00,32.00
2026-06-09T04:01:00Z,69.00,32.00
2026-06-09T04:05:00Z,69.00,32.00
2026-06-09T04:09:00Z,69.00,32.00
2026-06-09T04:12:00Z,69.00,32.00
2026-06-09T04:18:00Z,69.00,32.00
2026-06-09T04:21:00Z,69.00,32.00
2026-06-09T04:24:00Z,69.00,32.00
2026-06-09T04:25:00Z,69.00,32.00
2026-06-09T04:29:00Z,69.00,32.00
2026-06-09T04:31:00Z,69.00,32.00
2026-06-09T04:33:00Z,69.00,32.00
2026-06-09T04:35:00Z,69.00,32.00
2026-06-09T04:36:00Z,69.00,32.00
2026-06-09T04:41:00Z,68.00,32.00
2026-06-09T04:43:00Z,68.00,32.00
2026-06-09T04:45:00Z,69.00,32.00
2026-06-09T04:51:00Z,69.00,32.00
2026-06-09T04:53:00Z,69.00,32.00
2026-06-09T04:55:00Z,69.00,32.00
2026-06-09T04:56:00Z,69.00,32.00
2026-06-09T05:01:00Z,69.00,32.00
2026-06-09T05:05:00Z,69.00,32.00
2026-06-09T05:08:00Z,69.00,32.00
2026-06-09T05:10:00Z,69.00,32.00
2026-06-09T05:13:00Z,69.00,32.00
2026-06-09T05:15:00Z,69.00,32.00
2026-06-09T05:16:00Z,69.00,32.00
2026-06-09T05:19:00Z,69.00,32.00
2026-06-09T05:20:00Z,69.00,32.00
2026-06-09T05:27:00Z,69.00,32.00
2026-06-09T05:29:00Z,69.00,32.00
2026-06-09T05:30:00Z,69.00,32.00
2026-06-09T05:32:00Z,69.00,32.00
2026-06-09T05:34:00Z,69.00,32.00
2026-06-09T05:38:00Z,69.00,32.00
2026-06-09T05:43:00Z,70.00,32.00
2026-06-09T05:44:00Z,70.70,32.00
2026-06-09T05:45:00Z,70.00,32.00
2026-06-09T05:46:00Z,68.00,32.00
2026-06-09T05:48:00Z,69.00,32.00
2026-06-09T05:49:00Z,69.00,32.00
2026-06-09T05:57:00Z,69.00,32.00
2026-06-09T05:59:00Z,69.00,32.00
2026-06-09T06:02:00Z,69.00,32.00
2026-06-09T06:06:00Z,69.00,32.00
2026-06-09T06:09:00Z,69.00,32.00
2026-06-09T06:15:00Z,69.00,32.00
2026-06-09T06:20:00Z,69.00,32.00
2026-06-09T06:22:00Z,69.00,32.00
2026-06-09T06:23:00Z,69.00,32.00
2026-06-09T06:25:00Z,69.00,32.00
2026-06-09T06:26:00Z,69.00,32.00
2026-06-09T06:28:00Z,69.00,32.00
2026-06-09T06:29:00Z,68.00,32.00
2026-06-09T06:31:00Z,68.00,32.00
2026-06-09T06:41:00Z,69.00,32.00
2026-06-09T06:42:00Z,69.00,32.00
2026-06-09T06:50:00Z,69.00,32.00
2026-06-09T06:53:00Z,69.00,32.00
2026-06-09T06:57:00Z,69.00,32.00
2026-06-09T07:02:00Z,69.00,32.00
2026-06-09T07:10:00Z,69.00,32.00
2026-06-09T07:18:00Z,69.00,32.00
2026-06-09T07:19:00Z,69.00,32.00
2026-06-09T07:22:00Z,69.00,32.00
2026-06-09T07:26:00Z,69.00,32.00
2026-06-09T07:27:00Z,69.00,32.00
2026-06-09T07:38:00Z,69.00,32.00
2026-06-09T07:39:00Z,69.00,32.00
2026-06-09T07:47:00Z,69.00,32.00
2026-06-09T07:52:00Z,69.00,32.00
2026-06-09T07:58:00Z,69.00,32.00
2026-06-09T07:59:00Z,69.00,32.00
2026-06-09T08:07:00Z,69.00,32.00
2026-06-09T08:19:00Z,68.00,32.00
2026-06-09T08:23:00Z,69.00,32.00
2026-06-09T08:28:00Z,69.00,32.00
2026-06-09T08:31:00Z,69.00,32.00
2026-06-09T08:34:00Z,69.00,32.00
2026-06-09T08:39:00Z,69.00,32.00
2026-06-09T08:51:00Z,69.00,32.00
2026-06-09T08:53:00Z,69.00,32.00
2026-06-09T08:58:00Z,69.00,32.00
2026-06-09T09:02:00Z,69.00,32.00
2026-06-09T09:03:00Z,69.00,32.00
2026-06-09T09:08:00Z,69.00,32.00
2026-06-09T09:09:00Z,69.00,32.00
2026-06-09T09:11:00Z,69.00,32.00
2026-06-09T09:13:00Z,69.00,32.00
2026-06-09T09:21:00Z,69.00,32.00
2026-06-09T09:36:00Z,69.00,32.00
2026-06-09T09:37:00Z,69.00,32.00
2026-06-09T09:38:00Z,69.00,32.00
2026-06-09T09:44:00Z,69.00,32.00
2026-06-09T09:47:00Z,69.00,32.00
2026-06-09T09:55:00Z,69.00,32.00
2026-06-09T09:59:00Z,69.00,32.00
2026-06-09T10:02:00Z,69.00,32.00
2026-06-09T10:03:00Z,68.00,32.00
2026-06-09T10:14:00Z,68.00,32.00
2026-06-09T10:22:00Z,68.00,32.89
2026-06-09T10:26:00Z,67.00,33.00
2026-06-09T10:28:00Z,67.00,33.00
2026-06-09T10:30:00Z,67.00,33.00
2026-06-09T10:31:00Z,67.00,33.00
2026-06-09T10:32:00Z,67.00,33.51
2026-06-09T10:33:00Z,67.00,33.51
2026-06-09T10:34:00Z,66.98,33.51
2026-06-09T10:37:00Z,67.00,33.51
2026-06-09T10:38:00Z,67.00,35.00
2026-06-09T10:42:00Z,67.00,35.00
2026-06-09T10:47:00Z,66.00,35.00
2026-06-09T10:48:00Z,66.00,35.00
2026-06-09T10:53:00Z,66.00,35.15
2026-06-09T10:57:00Z,66.00,36.00
2026-06-09T10:58:00Z,67.00,36.00
2026-06-09T10:59:00Z,67.00,35.00
2026-06-09T11:01:00Z,67.00,36.00
2026-06-09T11:02:00Z,67.00,36.00
2026-06-09T11:03:00Z,67.00,36.00
2026-06-09T11:04:00Z,67.00,36.00
2026-06-09T11:05:00Z,67.00,36.00
2026-06-09T11:06:00Z,67.00,36.00
2026-06-09T11:08:00Z,67.00,36.00
2026-06-09T11:09:00Z,67.00,36.00
2026-06-09T11:10:00Z,67.00,36.00
2026-06-09T11:11:00Z,67.00,36.00
2026-06-09T11:12:00Z,67.00,36.00
2026-06-09T11:16:00Z,67.00,36.00
2026-06-09T11:18:00Z,67.00,36.00
2026-06-09T11:19:00Z,67.00,35.22
2026-06-09T11:22:00Z,67.00,36.00
2026-06-09T11:24:00Z,67.00,36.00
2026-06-09T11:25:00Z,67.00,36.00
2026-06-09T11:28:00Z,67.00,36.00
2026-06-09T11:30:00Z,67.00,36.00
2026-06-09T11:32:00Z,67.00,36.00
2026-06-09T11:34:00Z,67.00,36.00
2026-06-09T11:35:00Z,67.00,36.00
