# event_ticker=KXATPMATCH-26APR09BERZVE
# final_score=6-2 7-5
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Zizou Bergs
# kalshi_date=2026-04-09
timestamp,Alexander Zverev,Zizou Bergs
2026-04-08T21:30:00Z,81.00,
2026-04-08T21:35:00Z,81.00,
2026-04-08T21:37:00Z,81.00,
2026-04-08T21:46:00Z,81.00,
2026-04-08T21:47:00Z,81.00,20.00
2026-04-08T21:49:00Z,81.00,20.00
2026-04-08T21:50:00Z,81.00,20.00
2026-04-08T21:51:00Z,81.00,20.00
2026-04-08T22:07:00Z,82.00,20.00
2026-04-08T22:08:00Z,82.00,20.00
2026-04-08T22:10:00Z,80.00,20.00
2026-04-08T22:12:00Z,82.00,19.00
2026-04-08T22:13:00Z,82.00,18.09
2026-04-08T22:15:00Z,82.00,20.00
2026-04-08T22:17:00Z,82.00,20.00
2026-04-08T22:28:00Z,82.00,20.00
2026-04-08T22:33:00Z,80.54,20.00
2026-04-08T22:34:00Z,80.54,18.00
2026-04-08T22:42:00Z,82.00,18.00
2026-04-08T22:43:00Z,82.00,18.00
2026-04-08T22:46:00Z,82.00,18.00
2026-04-08T22:47:00Z,82.00,18.00
2026-04-08T22:50:00Z,82.00,20.00
2026-04-08T22:53:00Z,82.00,20.00
2026-04-08T22:58:00Z,80.00,20.00
2026-04-08T23:01:00Z,82.00,20.00
2026-04-08T23:04:00Z,82.00,20.00
2026-04-08T23:11:00Z,82.00,20.00
2026-04-08T23:15:00Z,82.00,20.00
2026-04-08T23:16:00Z,82.00,20.00
2026-04-08T23:17:00Z,80.14,20.00
2026-04-08T23:20:00Z,80.14,20.00
2026-04-08T23:21:00Z,82.00,20.00
2026-04-08T23:22:00Z,82.00,20.00
2026-04-08T23:23:00Z,82.00,20.00
2026-04-08T23:24:00Z,82.00,20.00
2026-04-08T23:26:00Z,82.00,18.00
2026-04-08T23:30:00Z,82.00,18.00
2026-04-08T23:37:00Z,82.00,18.00
2026-04-08T23:40:00Z,82.00,20.00
2026-04-08T23:56:00Z,82.00,20.00
2026-04-09T00:00:00Z,82.00,20.00
2026-04-09T00:05:00Z,82.00,20.00
2026-04-09T00:07:00Z,82.00,20.00
2026-04-09T00:08:00Z,82.00,20.00
2026-04-09T00:11:00Z,82.00,20.00
2026-04-09T00:15:00Z,82.00,20.00
2026-04-09T00:16:00Z,82.00,20.00
2026-04-09T00:17:00Z,82.00,17.00
2026-04-09T00:23:00Z,82.00,17.00
2026-04-09T00:24:00Z,82.00,17.00
2026-04-09T00:28:00Z,82.00,17.00
2026-04-09T00:29:00Z,82.00,17.00
2026-04-09T00:30:00Z,82.00,17.00
2026-04-09T00:37:00Z,82.00,19.00
2026-04-09T00:39:00Z,82.00,19.00
2026-04-09T00:41:00Z,82.00,19.00
2026-04-09T00:42:00Z,82.75,20.00
