# event_ticker=KXATPMATCH-25NOV14ZVEAUG
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Felix Auger-Aliassime
# fav_player=Alexander Zverev
# dog_player=Felix Auger-Aliassime
# kalshi_date=2025-11-14
timestamp,Alexander Zverev,Felix Auger-Aliassime
2025-11-14T07:56:00Z,64.00,
2025-11-14T08:00:00Z,64.00,38.00
2025-11-14T08:01:00Z,64.00,37.00
2025-11-14T08:09:00Z,63.00,37.00
2025-11-14T08:13:00Z,63.00,38.00
2025-11-14T08:14:00Z,64.00,38.00
2025-11-14T08:16:00Z,64.00,38.00
2025-11-14T08:18:00Z,64.00,38.00
2025-11-14T08:19:00Z,64.00,38.00
2025-11-14T08:29:00Z,64.00,38.00
2025-11-14T08:33:00Z,64.00,38.00
2025-11-14T08:37:00Z,64.00,38.00
2025-11-14T08:38:00Z,64.00,38.00
2025-11-14T08:39:00Z,64.00,38.00
2025-11-14T08:46:00Z,64.00,38.00
2025-11-14T08:49:00Z,64.00,38.00
2025-11-14T08:50:00Z,64.00,38.00
2025-11-14T08:57:00Z,64.00,38.00
2025-11-14T08:59:00Z,64.00,38.00
2025-11-14T09:01:00Z,64.00,38.00
2025-11-14T09:07:00Z,64.00,38.00
2025-11-14T09:09:00Z,64.00,38.00
2025-11-14T09:10:00Z,64.00,38.00
2025-11-14T09:14:00Z,64.00,38.00
2025-11-14T09:21:00Z,64.00,38.00
2025-11-14T09:30:00Z,64.00,37.00
2025-11-14T09:43:00Z,63.00,37.00
2025-11-14T09:45:00Z,63.00,38.00
2025-11-14T09:48:00Z,63.00,38.00
2025-11-14T09:58:00Z,63.00,38.00
2025-11-14T10:00:00Z,63.00,38.00
2025-11-14T10:01:00Z,63.00,38.00
2025-11-14T10:02:00Z,63.00,38.00
2025-11-14T10:04:00Z,63.00,38.00
2025-11-14T10:06:00Z,64.00,38.00
2025-11-14T10:07:00Z,64.00,38.00
2025-11-14T10:16:00Z,64.00,37.00
2025-11-14T10:21:00Z,63.00,38.00
2025-11-14T10:31:00Z,63.00,38.00
2025-11-14T10:40:00Z,63.00,38.00
2025-11-14T10:41:00Z,63.00,38.00
2025-11-14T10:42:00Z,64.00,38.00
2025-11-14T10:43:00Z,64.00,38.00
2025-11-14T10:44:00Z,64.00,38.00
2025-11-14T10:46:00Z,64.00,38.00
2025-11-14T10:52:00Z,64.00,38.00
2025-11-14T10:53:00Z,64.00,38.00
2025-11-14T10:54:00Z,64.00,38.00
2025-11-14T11:08:00Z,63.00,38.00
2025-11-14T11:11:00Z,63.00,38.00
2025-11-14T11:12:00Z,63.00,38.00
2025-11-14T11:15:00Z,63.00,38.00
2025-11-14T11:19:00Z,63.00,38.00
2025-11-14T11:25:00Z,63.00,38.00
2025-11-14T11:35:00Z,63.00,38.00
2025-11-14T11:38:00Z,63.00,38.00
2025-11-14T11:39:00Z,63.00,38.00
2025-11-14T11:41:00Z,63.00,38.00
2025-11-14T11:42:00Z,63.00,38.00
2025-11-14T11:44:00Z,63.00,38.00
2025-11-14T11:45:00Z,63.00,38.00
2025-11-14T11:46:00Z,63.00,38.00
2025-11-14T11:48:00Z,63.00,38.00
2025-11-14T11:49:00Z,63.00,38.00
2025-11-14T11:50:00Z,63.00,38.00
2025-11-14T11:52:00Z,63.00,38.00
2025-11-14T11:53:00Z,63.00,38.00
2025-11-14T11:55:00Z,63.00,38.00
2025-11-14T11:57:00Z,63.00,38.00
2025-11-14T11:58:00Z,63.00,38.00
2025-11-14T12:00:00Z,63.00,38.00
2025-11-14T12:05:00Z,63.00,38.00
2025-11-14T12:07:00Z,63.00,38.00
2025-11-14T12:10:00Z,63.00,38.00
2025-11-14T12:11:00Z,63.00,38.00
2025-11-14T12:12:00Z,63.00,38.00
2025-11-14T12:14:00Z,63.00,38.00
2025-11-14T12:16:00Z,62.00,38.00
2025-11-14T12:17:00Z,62.00,38.00
2025-11-14T12:18:00Z,62.00,38.00
2025-11-14T12:19:00Z,62.00,38.00
2025-11-14T12:29:00Z,62.00,38.00
2025-11-14T12:30:00Z,62.00,38.00
2025-11-14T12:33:00Z,62.00,37.00
2025-11-14T12:35:00Z,62.00,37.00
2025-11-14T12:40:00Z,62.00,38.00
2025-11-14T12:42:00Z,62.00,38.00
2025-11-14T12:44:00Z,62.00,38.00
2025-11-14T12:45:00Z,62.00,38.00
2025-11-14T12:46:00Z,62.00,38.00
2025-11-14T12:47:00Z,62.00,38.00
2025-11-14T12:52:00Z,62.00,38.00
2025-11-14T12:53:00Z,62.00,38.00
2025-11-14T12:54:00Z,62.00,38.00
2025-11-14T12:55:00Z,62.00,38.00
2025-11-14T12:58:00Z,62.00,38.00
2025-11-14T13:01:00Z,62.00,38.00
2025-11-14T13:03:00Z,62.00,38.00
2025-11-14T13:05:00Z,62.00,38.00
2025-11-14T13:06:00Z,62.00,38.00
2025-11-14T13:07:00Z,62.00,38.00
2025-11-14T13:08:00Z,62.00,38.00
2025-11-14T13:09:00Z,61.00,38.00
2025-11-14T13:10:00Z,62.00,38.00
2025-11-14T13:12:00Z,62.00,38.00
2025-11-14T13:13:00Z,62.00,38.00
2025-11-14T13:14:00Z,62.00,38.00
2025-11-14T13:15:00Z,62.00,38.00
2025-11-14T13:16:00Z,62.00,38.00
2025-11-14T13:18:00Z,62.00,38.00
2025-11-14T13:19:00Z,62.00,38.00
2025-11-14T13:20:00Z,62.00,38.00
2025-11-14T13:21:00Z,62.00,38.00
2025-11-14T13:23:00Z,62.00,38.00
2025-11-14T13:24:00Z,62.00,38.00
2025-11-14T13:26:00Z,62.00,38.00
2025-11-14T13:28:00Z,62.00,38.00
2025-11-14T13:31:00Z,62.00,38.00
2025-11-14T13:32:00Z,62.00,38.00
2025-11-14T13:33:00Z,62.00,37.98
2025-11-14T13:35:00Z,62.00,38.00
2025-11-14T13:36:00Z,62.00,38.00
2025-11-14T13:37:00Z,62.00,38.00
2025-11-14T13:38:00Z,62.00,38.00
2025-11-14T13:39:00Z,62.00,38.21
2025-11-14T13:40:00Z,62.00,39.00
