# event_ticker=KXATPCHALLENGERMATCH-26MAR26MEJROD
# final_score=4-0 RET
# match_winner=Nicolas Mejia
# fav_player=Chris Rodesch
# dog_player=Nicolas Mejia
# kalshi_date=2026-03-26
timestamp,Chris Rodesch,Nicolas Mejia
2026-03-26T21:01:00Z,67.75,34.77
2026-03-26T21:02:00Z,67.89,34.77
2026-03-26T21:13:00Z,66.00,34.77
2026-03-26T21:14:00Z,66.00,34.16
2026-03-26T21:19:00Z,66.00,34.41
2026-03-26T21:21:00Z,67.00,34.41
2026-03-26T21:22:00Z,67.00,34.41
2026-03-26T21:23:00Z,67.99,34.41
2026-03-26T21:24:00Z,68.00,34.50
2026-03-26T21:28:00Z,68.00,34.00
2026-03-26T21:30:00Z,68.00,34.00
2026-03-26T21:31:00Z,68.15,34.00
2026-03-26T21:40:00Z,68.00,33.81
2026-03-26T21:43:00Z,68.00,32.00
2026-03-26T21:46:00Z,68.00,32.00
2026-03-26T21:52:00Z,68.00,32.00
2026-03-26T21:54:00Z,68.00,32.00
2026-03-26T21:55:00Z,68.00,32.00
2026-03-26T21:56:00Z,68.56,34.00
2026-03-26T21:57:00Z,68.00,34.00
2026-03-26T21:58:00Z,68.00,34.00
2026-03-26T21:59:00Z,68.07,31.02
2026-03-26T22:00:00Z,66.00,34.00
2026-03-26T22:01:00Z,66.00,34.00
2026-03-26T22:02:00Z,69.00,33.93
2026-03-26T22:03:00Z,69.00,33.97
2026-03-26T22:06:00Z,69.00,33.00
2026-03-26T22:07:00Z,68.02,33.46
2026-03-26T22:08:00Z,68.77,33.98
2026-03-26T22:09:00Z,68.00,33.98
2026-03-26T22:10:00Z,68.00,34.00
2026-03-26T22:11:00Z,68.00,34.73
2026-03-26T22:12:00Z,68.39,34.82
2026-03-26T22:13:00Z,64.12,34.76
2026-03-26T22:14:00Z,64.51,36.36
2026-03-26T22:15:00Z,68.13,28.06
2026-03-26T22:16:00Z,66.99,33.91
2026-03-26T22:17:00Z,67.28,33.96
2026-03-26T22:18:00Z,68.72,33.50
2026-03-26T22:19:00Z,66.89,34.14
2026-03-26T22:20:00Z,65.00,36.00
2026-03-26T22:21:00Z,60.44,38.31
2026-03-26T22:22:00Z,59.69,39.73
2026-03-26T22:23:00Z,57.58,42.75
2026-03-26T22:24:00Z,57.43,40.53
2026-03-26T22:25:00Z,56.46,42.40
2026-03-26T22:26:00Z,58.14,44.92
2026-03-26T22:27:00Z,48.59,47.87
2026-03-26T22:28:00Z,46.87,54.54
2026-03-26T22:29:00Z,43.90,56.98
2026-03-26T22:30:00Z,47.45,54.12
2026-03-26T22:31:00Z,43.82,57.24
2026-03-26T22:32:00Z,43.62,56.85
2026-03-26T22:33:00Z,40.37,59.28
2026-03-26T22:34:00Z,38.06,62.23
2026-03-26T22:35:00Z,26.52,70.63
2026-03-26T22:36:00Z,11.54,88.06
2026-03-26T22:37:00Z,2.83,98.52
2026-03-26T22:38:00Z,2.83,99.00
2026-03-26T22:39:00Z,1.00,99.00
2026-03-26T22:40:00Z,1.00,99.00
2026-03-26T22:41:00Z,1.00,99.00
2026-03-26T22:42:00Z,1.00,99.00
