# event_ticker=KXATPMATCH-26JAN10MEDMIC
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Daniil Medvedev
# fav_player=Alex Michelsen
# dog_player=Daniil Medvedev
# kalshi_date=2026-01-10
timestamp,Alex Michelsen,Daniil Medvedev
2026-01-10T05:15:00Z,25.00,78.00
2026-01-10T05:18:00Z,25.00,78.00
2026-01-10T05:21:00Z,25.00,78.00
2026-01-10T05:32:00Z,25.00,78.00
2026-01-10T05:35:00Z,25.00,78.00
2026-01-10T05:38:00Z,25.00,78.00
2026-01-10T05:43:00Z,25.00,78.00
2026-01-10T05:44:00Z,25.00,78.00
2026-01-10T05:49:00Z,25.00,78.00
2026-01-10T05:51:00Z,25.00,78.00
2026-01-10T05:52:00Z,24.00,78.00
2026-01-10T05:53:00Z,24.00,78.00
2026-01-10T05:58:00Z,24.00,78.00
2026-01-10T06:02:00Z,23.00,78.00
2026-01-10T06:03:00Z,23.00,78.00
2026-01-10T06:05:00Z,24.00,78.00
2026-01-10T06:08:00Z,24.00,78.00
2026-01-10T06:15:00Z,24.00,78.00
2026-01-10T06:18:00Z,24.00,78.00
2026-01-10T06:20:00Z,24.00,78.00
2026-01-10T06:29:00Z,24.00,78.00
2026-01-10T06:37:00Z,24.00,78.00
2026-01-10T06:39:00Z,24.00,78.00
2026-01-10T06:40:00Z,24.00,78.00
2026-01-10T06:42:00Z,24.00,78.00
2026-01-10T06:44:00Z,24.00,78.00
2026-01-10T06:47:00Z,24.00,78.00
2026-01-10T06:49:00Z,24.00,78.00
2026-01-10T06:50:00Z,24.00,78.00
2026-01-10T06:55:00Z,24.00,78.00
2026-01-10T06:57:00Z,24.00,78.00
2026-01-10T06:59:00Z,24.00,77.00
2026-01-10T07:08:00Z,24.00,77.00
2026-01-10T07:10:00Z,24.00,78.00
2026-01-10T07:13:00Z,24.00,78.00
2026-01-10T07:15:00Z,24.00,78.00
2026-01-10T07:16:00Z,24.00,78.00
2026-01-10T07:17:00Z,24.00,78.00
2026-01-10T07:24:00Z,24.00,78.00
2026-01-10T07:25:00Z,24.00,78.00
2026-01-10T07:31:00Z,24.00,78.00
2026-01-10T07:32:00Z,24.00,78.00
2026-01-10T07:33:00Z,24.00,78.00
2026-01-10T07:35:00Z,24.00,78.00
2026-01-10T07:36:00Z,24.00,78.00
2026-01-10T07:37:00Z,24.00,77.00
2026-01-10T07:39:00Z,24.00,77.00
2026-01-10T07:42:00Z,24.00,78.00
2026-01-10T07:52:00Z,24.00,78.00
2026-01-10T08:03:00Z,24.00,76.84
2026-01-10T08:06:00Z,24.00,76.84
2026-01-10T08:07:00Z,24.00,77.00
2026-01-10T08:09:00Z,24.00,77.00
2026-01-10T08:12:00Z,24.00,77.00
2026-01-10T08:17:00Z,24.00,77.00
2026-01-10T08:23:00Z,24.00,77.00
2026-01-10T08:26:00Z,24.00,77.00
2026-01-10T08:27:00Z,24.00,77.00
2026-01-10T08:29:00Z,24.00,77.00
2026-01-10T08:30:00Z,24.00,77.00
2026-01-10T08:34:00Z,25.00,77.00
2026-01-10T08:36:00Z,27.23,74.22
2026-01-10T08:37:00Z,26.00,77.00
2026-01-10T08:38:00Z,26.00,77.00
2026-01-10T08:39:00Z,26.00,77.00
2026-01-10T08:40:00Z,26.71,76.55
2026-01-10T08:41:00Z,25.05,76.91
2026-01-10T08:42:00Z,22.40,80.76
2026-01-10T08:43:00Z,21.70,79.66
2026-01-10T08:44:00Z,24.93,76.10
2026-01-10T08:45:00Z,24.92,76.84
2026-01-10T08:46:00Z,25.06,76.84
2026-01-10T08:47:00Z,22.49,79.67
2026-01-10T08:48:00Z,24.77,77.46
2026-01-10T08:49:00Z,23.00,77.46
2026-01-10T08:50:00Z,25.12,77.00
2026-01-10T08:51:00Z,26.20,75.49
2026-01-10T08:52:00Z,27.00,75.61
2026-01-10T08:53:00Z,29.01,74.27
2026-01-10T08:54:00Z,26.00,74.10
2026-01-10T08:55:00Z,33.41,67.35
2026-01-10T08:56:00Z,42.53,58.16
2026-01-10T08:57:00Z,40.06,58.19
2026-01-10T08:58:00Z,31.25,65.41
2026-01-10T08:59:00Z,27.93,74.00
2026-01-10T09:00:00Z,28.03,72.01
2026-01-10T09:01:00Z,33.76,67.44
2026-01-10T09:02:00Z,31.33,66.00
2026-01-10T09:03:00Z,29.11,70.74
2026-01-10T09:04:00Z,32.21,68.01
2026-01-10T09:05:00Z,36.06,64.75
2026-01-10T09:06:00Z,30.86,73.00
2026-01-10T09:07:00Z,26.49,73.96
2026-01-10T09:08:00Z,25.11,75.00
2026-01-10T09:09:00Z,20.14,80.84
2026-01-10T09:10:00Z,18.66,81.92
2026-01-10T09:11:00Z,16.27,86.00
2026-01-10T09:12:00Z,15.68,85.88
2026-01-10T09:13:00Z,15.61,87.97
2026-01-10T09:14:00Z,13.73,87.07
2026-01-10T09:15:00Z,12.25,88.00
2026-01-10T09:16:00Z,17.42,83.76
2026-01-10T09:17:00Z,20.18,80.61
2026-01-10T09:18:00Z,13.88,85.46
2026-01-10T09:19:00Z,15.12,87.99
2026-01-10T09:20:00Z,15.76,86.00
2026-01-10T09:21:00Z,14.02,87.00
2026-01-10T09:22:00Z,16.54,84.00
2026-01-10T09:23:00Z,17.65,84.88
2026-01-10T09:24:00Z,15.42,84.00
2026-01-10T09:25:00Z,14.93,87.00
2026-01-10T09:26:00Z,13.00,87.92
2026-01-10T09:27:00Z,10.85,88.00
2026-01-10T09:28:00Z,9.72,89.26
2026-01-10T09:29:00Z,13.63,87.00
2026-01-10T09:30:00Z,12.77,87.00
2026-01-10T09:31:00Z,15.83,86.62
2026-01-10T09:32:00Z,15.24,84.68
2026-01-10T09:33:00Z,12.56,87.25
2026-01-10T09:34:00Z,12.09,89.00
2026-01-10T09:35:00Z,13.00,89.00
2026-01-10T09:36:00Z,12.77,87.51
2026-01-10T09:37:00Z,13.00,88.90
2026-01-10T09:38:00Z,13.00,89.00
2026-01-10T09:39:00Z,13.00,89.00
2026-01-10T09:40:00Z,11.70,90.58
2026-01-10T09:41:00Z,12.42,89.80
2026-01-10T09:42:00Z,14.50,88.00
2026-01-10T09:43:00Z,14.98,85.00
2026-01-10T09:44:00Z,14.86,87.00
2026-01-10T09:45:00Z,13.78,86.33
2026-01-10T09:46:00Z,17.22,82.61
2026-01-10T09:47:00Z,14.30,86.97
2026-01-10T09:48:00Z,14.80,87.02
2026-01-10T09:49:00Z,12.28,89.55
2026-01-10T09:50:00Z,5.62,94.61
2026-01-10T09:51:00Z,5.06,95.97
2026-01-10T09:52:00Z,5.76,95.13
2026-01-10T09:53:00Z,4.29,94.95
2026-01-10T09:54:00Z,6.26,92.32
2026-01-10T09:55:00Z,7.95,93.77
2026-01-10T09:56:00Z,8.00,92.03
2026-01-10T09:57:00Z,7.02,92.00
2026-01-10T09:58:00Z,5.12,94.60
2026-01-10T09:59:00Z,5.28,94.09
2026-01-10T10:00:00Z,3.73,96.21
2026-01-10T10:01:00Z,5.00,96.98
2026-01-10T10:02:00Z,4.30,95.15
2026-01-10T10:03:00Z,2.95,97.00
2026-01-10T10:04:00Z,3.81,97.04
2026-01-10T10:05:00Z,4.94,95.98
2026-01-10T10:06:00Z,4.95,94.00
2026-01-10T10:07:00Z,5.38,94.00
2026-01-10T10:08:00Z,6.00,96.00
2026-01-10T10:09:00Z,4.72,96.79
2026-01-10T10:10:00Z,5.45,95.59
2026-01-10T10:11:00Z,5.01,95.59
2026-01-10T10:12:00Z,3.94,96.00
2026-01-10T10:13:00Z,4.79,98.00
2026-01-10T10:14:00Z,3.81,95.30
2026-01-10T10:15:00Z,2.41,97.48
2026-01-10T10:16:00Z,2.43,99.00
2026-01-10T10:17:00Z,1.00,99.00
2026-01-10T10:18:00Z,1.00,99.00
2026-01-10T10:19:00Z,1.00,99.00
2026-01-10T10:20:00Z,1.00,99.00
2026-01-10T10:21:00Z,1.00,99.00
2026-01-10T10:22:00Z,1.00,99.00
2026-01-10T10:23:00Z,1.00,99.00
2026-01-10T10:24:00Z,1.00,99.00
2026-01-10T10:26:00Z,1.00,99.00
