# event_ticker=KXATPCHALLENGERMATCH-26APR04RIBPOL
# final_score=6-1 3-0
# match_winner=Michele Ribecai
# fav_player=Michele Ribecai
# dog_player=Mili Poljicak
# kalshi_date=2026-04-04
timestamp,Michele Ribecai,Mili Poljicak
2026-04-03T21:16:00Z,36.00,
2026-04-03T22:01:00Z,36.00,65.00
2026-04-03T22:02:00Z,36.00,65.00
2026-04-03T23:26:00Z,36.00,65.00
2026-04-03T23:27:00Z,34.00,65.00
2026-04-04T01:43:00Z,34.00,65.00
2026-04-04T03:06:00Z,35.00,65.00
2026-04-04T03:23:00Z,35.00,64.00
2026-04-04T03:26:00Z,35.00,64.00
2026-04-04T03:39:00Z,35.00,64.00
2026-04-04T03:40:00Z,35.00,64.00
2026-04-04T04:07:00Z,35.00,64.58
2026-04-04T04:12:00Z,35.00,65.00
2026-04-04T04:22:00Z,35.00,65.00
2026-04-04T04:37:00Z,35.00,65.00
2026-04-04T04:38:00Z,34.00,65.00
2026-04-04T04:41:00Z,34.00,64.00
2026-04-04T04:50:00Z,35.00,64.00
2026-04-04T04:52:00Z,35.00,64.00
2026-04-04T05:08:00Z,35.00,64.00
2026-04-04T05:10:00Z,35.00,64.00
2026-04-04T05:18:00Z,35.00,65.00
2026-04-04T05:19:00Z,35.00,65.00
2026-04-04T05:21:00Z,35.00,65.00
2026-04-04T05:27:00Z,35.00,65.00
2026-04-04T05:51:00Z,37.00,65.00
2026-04-04T05:53:00Z,37.00,65.00
2026-04-04T05:57:00Z,37.00,65.00
2026-04-04T06:03:00Z,37.00,65.00
2026-04-04T06:13:00Z,37.00,65.00
2026-04-04T06:17:00Z,37.00,65.00
2026-04-04T06:25:00Z,37.00,65.00
2026-04-04T06:26:00Z,37.00,65.00
2026-04-04T06:35:00Z,37.00,65.00
2026-04-04T06:36:00Z,37.00,65.00
2026-04-04T06:38:00Z,37.00,65.00
2026-04-04T06:46:00Z,37.00,65.00
2026-04-04T06:49:00Z,37.00,65.00
2026-04-04T07:12:00Z,35.03,65.00
2026-04-04T07:15:00Z,35.03,65.00
2026-04-04T07:21:00Z,35.03,65.00
2026-04-04T07:22:00Z,36.00,65.00
2026-04-04T07:24:00Z,36.00,65.00
2026-04-04T07:26:00Z,36.00,65.00
2026-04-04T07:27:00Z,36.00,65.00
2026-04-04T07:39:00Z,36.00,65.00
2026-04-04T07:41:00Z,36.00,65.00
2026-04-04T07:45:00Z,36.00,65.00
2026-04-04T07:51:00Z,36.00,65.00
2026-04-04T07:55:00Z,36.00,65.00
2026-04-04T07:56:00Z,36.00,65.00
2026-04-04T07:57:00Z,36.00,65.00
2026-04-04T08:00:00Z,36.00,65.00
2026-04-04T08:01:00Z,37.00,65.00
2026-04-04T08:09:00Z,37.00,65.00
2026-04-04T08:11:00Z,37.00,66.00
2026-04-04T08:12:00Z,37.62,65.00
2026-04-04T08:13:00Z,36.44,64.04
2026-04-04T08:14:00Z,37.00,58.16
2026-04-04T08:15:00Z,43.00,57.80
2026-04-04T08:16:00Z,47.33,57.80
2026-04-04T08:17:00Z,51.67,47.76
2026-04-04T08:18:00Z,55.64,43.24
2026-04-04T08:19:00Z,59.98,38.15
2026-04-04T08:20:00Z,63.21,40.00
2026-04-04T08:21:00Z,63.38,37.13
2026-04-04T08:22:00Z,63.07,37.13
2026-04-04T08:23:00Z,67.85,34.02
2026-04-04T08:24:00Z,69.91,31.25
2026-04-04T08:25:00Z,74.87,28.24
2026-04-04T08:26:00Z,75.00,26.00
2026-04-04T08:27:00Z,77.88,25.00
2026-04-04T08:28:00Z,77.00,24.97
2026-04-04T08:29:00Z,76.99,25.39
2026-04-04T08:30:00Z,78.07,25.00
2026-04-04T08:31:00Z,76.81,25.00
2026-04-04T08:32:00Z,76.27,23.12
2026-04-04T08:33:00Z,75.98,26.00
2026-04-04T08:34:00Z,77.00,23.41
2026-04-04T08:35:00Z,76.83,25.32
2026-04-04T08:36:00Z,76.99,24.14
2026-04-04T08:37:00Z,77.00,24.00
2026-04-04T08:38:00Z,76.48,24.00
2026-04-04T08:39:00Z,79.92,24.00
2026-04-04T08:40:00Z,82.83,17.83
2026-04-04T08:41:00Z,84.60,15.52
2026-04-04T08:42:00Z,87.97,13.00
2026-04-04T08:43:00Z,86.87,13.97
2026-04-04T08:44:00Z,86.87,14.32
2026-04-04T08:45:00Z,87.87,12.64
2026-04-04T08:46:00Z,88.22,14.02
2026-04-04T08:47:00Z,82.22,17.88
2026-04-04T08:48:00Z,86.86,12.79
2026-04-04T08:49:00Z,92.01,8.22
2026-04-04T08:50:00Z,88.03,13.11
2026-04-04T08:51:00Z,82.25,17.93
2026-04-04T08:52:00Z,81.78,23.45
2026-04-04T08:53:00Z,83.83,13.76
2026-04-04T08:54:00Z,93.28,10.76
2026-04-04T08:55:00Z,95.52,8.05
2026-04-04T08:56:00Z,93.59,7.18
2026-04-04T08:57:00Z,98.67,1.57
2026-04-04T08:58:00Z,99.00,1.04
2026-04-04T08:59:00Z,99.00,1.00
2026-04-04T09:00:00Z,99.00,1.00
2026-04-04T09:01:00Z,99.00,1.00
