# event_ticker=KXATPMATCH-26MAR29POPKYP
# final_score=4-6 6-4 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Patrick Kypson
# kalshi_date=2026-03-29
timestamp,Alexei Popyrin,Patrick Kypson
2026-03-31T13:12:00Z,63.00,
2026-03-31T13:26:00Z,63.00,
2026-03-31T13:30:00Z,63.00,38.00
2026-03-31T13:34:00Z,62.00,38.00
2026-03-31T13:39:00Z,63.00,38.00
2026-03-31T14:01:00Z,63.00,38.00
2026-03-31T14:14:00Z,63.00,38.00
2026-03-31T14:27:00Z,63.00,38.00
2026-03-31T14:30:00Z,62.00,38.00
2026-03-31T14:49:00Z,63.00,38.00
2026-03-31T14:50:00Z,63.00,38.00
2026-03-31T15:03:00Z,62.00,38.00
2026-03-31T15:20:00Z,62.00,38.00
2026-03-31T15:26:00Z,63.00,38.00
2026-03-31T15:34:00Z,62.00,38.00
2026-03-31T15:41:00Z,63.00,38.00
2026-03-31T15:46:00Z,64.00,38.00
2026-03-31T15:54:00Z,63.00,38.00
2026-03-31T16:12:00Z,62.00,38.00
2026-03-31T16:18:00Z,64.00,38.00
2026-03-31T16:37:00Z,64.00,38.00
2026-03-31T16:41:00Z,64.00,38.00
2026-03-31T16:54:00Z,64.00,38.00
2026-03-31T17:08:00Z,64.00,38.00
2026-03-31T17:27:00Z,64.00,38.00
2026-03-31T17:29:00Z,64.00,38.00
2026-03-31T17:38:00Z,64.00,36.00
2026-03-31T17:42:00Z,64.00,38.00
2026-03-31T17:54:00Z,64.00,38.00
2026-03-31T18:00:00Z,63.00,38.00
2026-03-31T18:03:00Z,63.00,38.00
2026-03-31T18:08:00Z,63.00,38.00
2026-03-31T18:11:00Z,62.00,38.00
2026-03-31T18:15:00Z,63.00,38.00
2026-03-31T18:18:00Z,63.00,38.00
2026-03-31T18:20:00Z,63.00,38.00
2026-03-31T18:43:00Z,63.00,38.00
2026-03-31T18:45:00Z,63.00,38.00
2026-03-31T18:47:00Z,63.00,38.00
2026-03-31T18:48:00Z,63.00,36.00
2026-03-31T19:01:00Z,63.00,36.00
2026-03-31T19:02:00Z,63.00,36.00
2026-03-31T19:06:00Z,63.00,38.00
2026-03-31T19:07:00Z,63.00,38.00
2026-03-31T19:11:00Z,63.00,38.00
2026-03-31T19:16:00Z,63.00,38.00
2026-03-31T19:25:00Z,63.00,38.00
2026-03-31T19:31:00Z,63.00,38.00
2026-03-31T19:41:00Z,63.00,38.00
2026-03-31T19:47:00Z,63.00,38.00
2026-03-31T19:57:00Z,63.00,38.00
2026-03-31T20:09:00Z,63.00,38.00
2026-03-31T20:18:00Z,63.00,38.00
2026-03-31T20:23:00Z,63.00,38.00
2026-03-31T20:32:00Z,63.00,38.00
2026-03-31T20:35:00Z,62.51,38.00
2026-03-31T20:50:00Z,63.00,38.00
