# event_ticker=KXATPCHALLENGERMATCH-26JUN01LEGAND
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Timo Legout
# fav_player=Andres Andrade
# dog_player=Timo Legout
# kalshi_date=2026-06-01
timestamp,Timo Legout,Andres Andrade
2026-06-03T02:44:00Z,48.00,48.53
2026-06-03T02:45:00Z,48.00,47.21
2026-06-03T02:46:00Z,48.00,47.21
2026-06-03T02:47:00Z,49.00,47.00
2026-06-03T02:48:00Z,49.00,47.82
2026-06-03T02:49:00Z,49.00,47.82
2026-06-03T02:50:00Z,49.00,47.00
2026-06-03T02:51:00Z,48.00,48.00
2026-06-03T02:53:00Z,48.05,47.59
2026-06-03T02:54:00Z,49.00,48.00
2026-06-03T02:55:00Z,49.00,48.00
2026-06-03T02:56:00Z,49.00,47.00
2026-06-03T02:57:00Z,48.88,48.00
2026-06-03T02:58:00Z,48.01,47.48
2026-06-03T02:59:00Z,48.97,48.00
2026-06-03T03:00:00Z,49.20,47.04
2026-06-03T03:01:00Z,49.00,48.00
2026-06-03T03:02:00Z,49.90,48.00
2026-06-03T03:03:00Z,49.13,48.00
2026-06-03T03:04:00Z,50.00,48.00
2026-06-03T03:05:00Z,49.05,47.77
2026-06-03T03:06:00Z,50.00,47.00
2026-06-03T03:07:00Z,49.26,49.69
2026-06-03T03:08:00Z,50.23,49.00
2026-06-03T03:09:00Z,50.92,49.60
2026-06-03T03:10:00Z,52.87,50.15
2026-06-03T03:11:00Z,49.70,50.34
2026-06-03T03:12:00Z,50.73,51.53
2026-06-03T03:13:00Z,51.00,51.00
2026-06-03T03:14:00Z,51.00,48.52
2026-06-03T03:15:00Z,49.90,49.05
2026-06-03T03:16:00Z,51.91,50.00
2026-06-03T03:17:00Z,52.24,49.14
2026-06-03T03:18:00Z,50.64,48.51
2026-06-03T03:19:00Z,49.88,48.00
2026-06-03T03:20:00Z,49.88,50.86
2026-06-03T03:21:00Z,48.44,50.49
2026-06-03T03:22:00Z,51.00,51.05
2026-06-03T03:23:00Z,51.00,49.00
2026-06-03T03:24:00Z,50.92,51.12
2026-06-03T03:25:00Z,48.26,52.03
2026-06-03T03:26:00Z,48.76,52.24
2026-06-03T03:27:00Z,49.00,51.00
2026-06-03T03:28:00Z,50.00,51.00
2026-06-03T03:29:00Z,50.25,51.00
2026-06-03T03:30:00Z,50.22,52.24
2026-06-03T03:31:00Z,50.00,52.24
2026-06-03T03:32:00Z,50.37,52.24
2026-06-03T03:33:00Z,50.00,52.67
2026-06-03T03:34:00Z,50.00,51.00
2026-06-03T03:35:00Z,49.61,50.00
2026-06-03T03:36:00Z,48.00,53.67
2026-06-03T03:37:00Z,50.00,53.67
2026-06-03T03:38:00Z,50.00,53.85
2026-06-03T03:39:00Z,49.00,50.12
2026-06-03T03:40:00Z,49.00,52.00
2026-06-03T03:41:00Z,47.77,52.00
2026-06-03T03:42:00Z,50.00,52.34
2026-06-03T03:43:00Z,50.00,52.00
2026-06-03T03:44:00Z,50.00,50.84
2026-06-03T03:45:00Z,48.64,52.64
2026-06-03T03:46:00Z,50.00,53.95
2026-06-03T03:47:00Z,48.23,52.86
2026-06-03T03:48:00Z,48.23,51.84
2026-06-03T03:49:00Z,47.66,52.00
2026-06-03T03:50:00Z,48.68,53.37
2026-06-03T03:51:00Z,47.73,52.00
2026-06-03T03:52:00Z,49.00,52.81
2026-06-03T03:53:00Z,49.00,53.00
2026-06-03T03:54:00Z,49.00,53.00
2026-06-03T03:55:00Z,49.00,52.78
2026-06-03T03:56:00Z,48.39,52.97
2026-06-03T03:57:00Z,49.84,51.48
2026-06-03T03:58:00Z,49.84,52.14
2026-06-03T03:59:00Z,47.52,50.18
2026-06-03T04:00:00Z,49.74,51.51
2026-06-03T04:01:00Z,48.46,53.62
2026-06-03T04:02:00Z,49.00,52.82
2026-06-03T04:03:00Z,49.00,52.12
2026-06-03T04:04:00Z,48.00,51.78
2026-06-03T04:05:00Z,48.89,52.00
2026-06-03T04:06:00Z,48.70,51.86
2026-06-03T04:07:00Z,48.70,52.00
2026-06-03T04:08:00Z,48.70,51.46
2026-06-03T04:09:00Z,49.00,51.46
2026-06-03T04:10:00Z,49.00,52.00
2026-06-03T04:11:00Z,49.00,50.33
2026-06-03T04:12:00Z,48.00,50.33
2026-06-03T04:13:00Z,49.00,52.00
2026-06-03T04:14:00Z,48.98,51.00
2026-06-03T04:15:00Z,48.75,51.05
2026-06-03T04:16:00Z,49.00,51.69
2026-06-03T04:17:00Z,49.00,51.95
2026-06-03T04:18:00Z,49.00,52.00
2026-06-03T04:19:00Z,46.52,52.00
2026-06-03T04:20:00Z,48.27,52.00
2026-06-03T04:21:00Z,48.25,52.00
2026-06-03T04:22:00Z,48.25,50.57
2026-06-03T04:23:00Z,47.00,52.00
2026-06-03T04:24:00Z,47.00,50.46
2026-06-03T04:25:00Z,48.00,50.45
2026-06-03T04:27:00Z,48.00,52.47
2026-06-03T04:28:00Z,47.00,51.00
2026-06-03T04:29:00Z,47.00,51.00
2026-06-03T04:30:00Z,46.80,51.00
2026-06-03T04:31:00Z,48.00,52.00
2026-06-03T04:32:00Z,48.56,52.19
2026-06-03T04:33:00Z,48.43,51.57
2026-06-03T04:34:00Z,47.43,52.00
2026-06-03T04:35:00Z,48.41,53.62
2026-06-03T04:36:00Z,47.16,52.89
2026-06-03T04:37:00Z,48.00,52.91
2026-06-03T04:39:00Z,48.00,52.55
2026-06-03T04:40:00Z,47.83,53.00
2026-06-03T04:41:00Z,48.00,52.14
2026-06-03T04:42:00Z,48.00,52.92
2026-06-03T04:43:00Z,47.00,53.00
2026-06-03T04:44:00Z,47.00,53.00
2026-06-03T04:45:00Z,47.62,54.57
2026-06-03T04:46:00Z,48.00,54.00
2026-06-03T04:47:00Z,47.24,54.00
2026-06-03T04:48:00Z,47.00,53.00
2026-06-03T04:49:00Z,48.00,53.00
2026-06-03T04:50:00Z,47.99,52.56
2026-06-03T04:51:00Z,48.66,53.70
2026-06-03T04:52:00Z,48.00,53.67
2026-06-03T04:53:00Z,48.00,53.39
2026-06-03T04:54:00Z,48.56,53.20
2026-06-03T04:55:00Z,48.71,54.00
2026-06-03T04:56:00Z,48.37,54.00
2026-06-03T04:57:00Z,48.00,54.00
2026-06-03T04:58:00Z,48.90,54.51
2026-06-03T04:59:00Z,46.57,53.76
2026-06-03T05:00:00Z,47.00,53.25
2026-06-03T05:01:00Z,47.00,54.00
2026-06-03T05:02:00Z,47.34,54.00
2026-06-03T05:03:00Z,47.00,55.00
2026-06-03T05:04:00Z,46.05,54.12
2026-06-03T05:05:00Z,47.04,55.00
2026-06-03T05:06:00Z,46.27,55.00
2026-06-03T05:07:00Z,46.06,54.39
2026-06-03T05:08:00Z,46.06,54.00
2026-06-03T05:09:00Z,47.66,54.98
2026-06-03T05:10:00Z,48.00,55.00
2026-06-03T05:11:00Z,47.00,55.00
2026-06-03T05:12:00Z,48.00,54.95
2026-06-03T05:13:00Z,48.00,55.00
2026-06-03T05:14:00Z,48.00,55.00
2026-06-03T05:15:00Z,47.25,54.34
2026-06-03T05:16:00Z,47.28,54.99
2026-06-03T05:17:00Z,47.96,54.87
2026-06-03T05:18:00Z,48.00,54.11
2026-06-03T05:19:00Z,48.00,54.59
2026-06-03T05:20:00Z,48.00,54.00
2026-06-03T05:21:00Z,47.16,55.00
2026-06-03T05:22:00Z,48.00,54.95
2026-06-03T05:23:00Z,48.00,55.00
2026-06-03T05:24:00Z,47.78,54.50
2026-06-03T05:25:00Z,47.75,55.00
2026-06-03T05:26:00Z,47.83,54.85
2026-06-03T05:27:00Z,47.90,54.20
2026-06-03T05:28:00Z,48.00,54.99
2026-06-03T05:29:00Z,48.00,55.00
2026-06-03T05:30:00Z,47.16,55.00
2026-06-03T05:31:00Z,46.00,54.71
2026-06-03T05:32:00Z,46.00,54.19
2026-06-03T05:33:00Z,46.49,54.24
2026-06-03T05:34:00Z,46.16,53.79
2026-06-03T05:35:00Z,46.00,54.71
2026-06-03T05:36:00Z,45.00,54.30
2026-06-03T05:37:00Z,45.84,53.00
2026-06-03T05:38:00Z,45.28,53.00
2026-06-03T05:39:00Z,46.00,53.14
2026-06-03T05:40:00Z,45.69,53.31
2026-06-03T05:41:00Z,45.69,55.20
2026-06-03T05:42:00Z,45.80,56.00
2026-06-03T05:43:00Z,45.54,56.00
2026-06-03T05:44:00Z,46.00,55.81
2026-06-03T05:45:00Z,45.00,56.00
2026-06-03T05:46:00Z,45.93,53.06
2026-06-03T05:47:00Z,46.00,55.78
2026-06-03T05:48:00Z,45.28,52.15
