# event_ticker=KXATPMATCH-25AUG08ALTBAU
# final_score=7-6(5) 7-6(1)
# score_resolution=6-7 6-7
# match_winner=Roberto Bautista Agut
# fav_player=Daniel Altmaier
# dog_player=Roberto Bautista Agut
# kalshi_date=2025-08-08
timestamp,Daniel Altmaier,Roberto Bautista Agut
2025-08-08T12:58:00Z,39.00,
2025-08-08T13:00:00Z,39.00,63.00
2025-08-08T13:34:00Z,39.00,63.00
2025-08-08T14:05:00Z,39.00,63.00
2025-08-08T14:21:00Z,39.00,63.00
2025-08-08T14:29:00Z,39.00,63.00
2025-08-08T14:32:00Z,39.00,63.00
2025-08-08T15:00:00Z,39.00,63.00
2025-08-08T15:23:00Z,38.00,63.00
2025-08-08T16:44:00Z,38.00,62.00
2025-08-08T18:29:00Z,38.00,62.00
2025-08-08T18:37:00Z,38.00,62.00
2025-08-08T18:41:00Z,38.00,62.00
2025-08-08T19:01:00Z,38.00,60.01
2025-08-08T19:02:00Z,38.00,62.00
2025-08-08T19:05:00Z,40.00,62.00
2025-08-08T19:10:00Z,40.00,62.00
2025-08-08T19:14:00Z,40.00,61.00
2025-08-08T19:17:00Z,42.00,61.00
2025-08-08T19:18:00Z,42.00,60.00
2025-08-08T19:19:00Z,42.00,60.00
2025-08-08T19:32:00Z,42.00,58.00
2025-08-08T19:44:00Z,42.00,60.00
2025-08-08T19:59:00Z,42.00,60.00
2025-08-08T20:04:00Z,42.00,58.43
2025-08-08T20:07:00Z,39.00,60.00
2025-08-08T20:22:00Z,39.00,60.97
2025-08-08T20:31:00Z,41.00,60.97
2025-08-08T20:34:00Z,41.00,59.00
2025-08-08T20:37:00Z,41.00,61.00
2025-08-08T20:43:00Z,41.00,61.00
2025-08-08T20:51:00Z,41.00,61.00
2025-08-08T20:54:00Z,41.00,61.00
2025-08-08T20:57:00Z,41.00,61.00
2025-08-08T20:58:00Z,41.00,61.00
2025-08-08T20:59:00Z,41.00,61.00
2025-08-08T21:03:00Z,41.00,63.00
2025-08-08T21:07:00Z,41.00,63.00
2025-08-08T21:08:00Z,41.00,62.00
2025-08-08T21:09:00Z,40.00,62.00
2025-08-08T21:10:00Z,40.00,62.00
2025-08-08T21:11:00Z,40.00,60.00
2025-08-08T21:12:00Z,46.32,51.76
2025-08-08T21:13:00Z,45.97,58.72
2025-08-08T21:14:00Z,39.00,62.00
2025-08-08T21:15:00Z,37.67,65.00
2025-08-08T21:16:00Z,33.87,67.23
2025-08-08T21:17:00Z,42.17,67.23
2025-08-08T21:18:00Z,42.00,58.00
2025-08-08T21:19:00Z,49.39,49.07
2025-08-08T21:20:00Z,59.43,44.00
2025-08-08T21:21:00Z,60.00,44.00
2025-08-08T21:22:00Z,55.53,44.00
2025-08-08T21:23:00Z,58.87,43.27
2025-08-08T21:24:00Z,62.00,38.00
2025-08-08T21:25:00Z,63.50,40.92
2025-08-08T21:26:00Z,60.00,41.00
2025-08-08T21:27:00Z,61.77,39.00
2025-08-08T21:28:00Z,64.00,43.48
2025-08-08T21:29:00Z,64.00,43.00
2025-08-08T21:30:00Z,64.00,44.00
2025-08-08T21:31:00Z,60.52,42.00
2025-08-08T21:32:00Z,62.83,41.00
2025-08-08T21:33:00Z,63.35,39.83
2025-08-08T21:34:00Z,62.00,42.00
2025-08-08T21:35:00Z,61.36,42.00
2025-08-08T21:36:00Z,60.00,42.00
2025-08-08T21:38:00Z,60.00,40.00
2025-08-08T21:39:00Z,55.97,46.00
2025-08-08T21:40:00Z,44.54,57.99
2025-08-08T21:41:00Z,40.00,61.84
2025-08-08T21:42:00Z,34.09,66.97
2025-08-08T21:43:00Z,35.00,69.00
2025-08-08T21:44:00Z,35.00,65.40
2025-08-08T21:45:00Z,40.83,64.03
2025-08-08T21:46:00Z,37.26,67.00
2025-08-08T21:47:00Z,37.26,64.04
2025-08-08T21:48:00Z,40.00,64.04
2025-08-08T21:49:00Z,40.00,66.20
2025-08-08T21:50:00Z,41.55,62.00
2025-08-08T21:52:00Z,34.40,67.00
2025-08-08T21:53:00Z,38.59,64.58
2025-08-08T21:54:00Z,38.59,64.16
2025-08-08T21:55:00Z,36.83,64.16
2025-08-08T21:56:00Z,39.00,60.83
2025-08-08T21:57:00Z,35.63,65.00
2025-08-08T21:58:00Z,44.44,57.00
2025-08-08T21:59:00Z,44.44,65.50
2025-08-08T22:00:00Z,42.65,62.86
2025-08-08T22:01:00Z,28.25,69.89
2025-08-08T22:02:00Z,20.70,76.77
2025-08-08T22:03:00Z,23.00,81.00
2025-08-08T22:04:00Z,20.22,81.00
2025-08-08T22:05:00Z,15.84,81.00
2025-08-08T22:06:00Z,19.71,80.46
2025-08-08T22:07:00Z,21.00,80.46
2025-08-08T22:08:00Z,20.04,84.00
2025-08-08T22:09:00Z,19.00,82.70
2025-08-08T22:10:00Z,22.00,80.00
2025-08-08T22:11:00Z,22.00,79.00
2025-08-08T22:12:00Z,22.13,80.00
2025-08-08T22:13:00Z,22.00,78.00
2025-08-08T22:14:00Z,22.00,79.00
2025-08-08T22:15:00Z,20.96,79.00
2025-08-08T22:16:00Z,15.67,86.88
2025-08-08T22:17:00Z,13.00,87.30
2025-08-08T22:18:00Z,20.51,84.00
2025-08-08T22:19:00Z,11.00,87.12
2025-08-08T22:20:00Z,11.00,90.00
2025-08-08T22:21:00Z,10.00,90.22
2025-08-08T22:22:00Z,10.98,91.00
2025-08-08T22:23:00Z,9.78,91.00
2025-08-08T22:24:00Z,7.00,93.00
2025-08-08T22:25:00Z,6.00,95.00
2025-08-08T22:26:00Z,8.87,93.00
2025-08-08T22:27:00Z,5.78,94.32
2025-08-08T22:28:00Z,6.08,94.32
2025-08-08T22:29:00Z,5.00,94.77
2025-08-08T22:30:00Z,6.00,94.77
2025-08-08T22:31:00Z,3.56,94.00
2025-08-08T22:32:00Z,5.40,95.22
2025-08-08T22:33:00Z,5.00,97.00
2025-08-08T22:34:00Z,3.00,96.58
2025-08-08T22:35:00Z,6.00,93.02
2025-08-08T22:36:00Z,6.63,94.00
2025-08-08T22:37:00Z,5.55,94.00
2025-08-08T22:38:00Z,5.87,95.00
2025-08-08T22:39:00Z,6.00,95.00
2025-08-08T22:40:00Z,9.90,84.21
2025-08-08T22:41:00Z,4.09,84.21
2025-08-08T22:42:00Z,8.65,94.37
2025-08-08T22:43:00Z,8.65,94.82
2025-08-08T22:44:00Z,4.00,96.96
2025-08-08T22:45:00Z,3.02,98.00
2025-08-08T22:46:00Z,1.82,98.00
2025-08-08T22:47:00Z,4.00,98.00
2025-08-08T22:48:00Z,4.00,96.00
2025-08-08T22:49:00Z,7.59,96.00
2025-08-08T22:50:00Z,6.12,96.00
2025-08-08T22:51:00Z,2.98,96.00
2025-08-08T22:52:00Z,10.72,88.67
2025-08-08T22:53:00Z,10.33,91.77
2025-08-08T22:54:00Z,12.87,77.67
2025-08-08T22:55:00Z,23.43,89.00
2025-08-08T22:56:00Z,28.30,74.89
2025-08-08T22:57:00Z,29.30,73.03
2025-08-08T22:58:00Z,29.50,77.00
2025-08-08T22:59:00Z,30.81,77.00
2025-08-08T23:00:00Z,23.67,77.00
2025-08-08T23:01:00Z,37.98,68.00
2025-08-08T23:02:00Z,41.39,60.74
2025-08-08T23:03:00Z,37.31,70.19
2025-08-08T23:04:00Z,23.16,78.55
2025-08-08T23:05:00Z,20.57,85.66
2025-08-08T23:06:00Z,11.07,90.16
2025-08-08T23:07:00Z,7.44,96.18
2025-08-08T23:08:00Z,6.17,98.08
2025-08-08T23:09:00Z,1.00,98.91
