# event_ticker=KXATPCHALLENGERMATCH-26MAR13DOSCOP
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Stefan Dostanic
# fav_player=Kimmer Coppejans
# dog_player=Stefan Dostanic
# kalshi_date=2026-03-13
timestamp,Kimmer Coppejans,Stefan Dostanic
2026-03-13T01:35:00Z,38.40,61.00
2026-03-13T01:41:00Z,41.00,61.00
2026-03-13T01:56:00Z,41.00,62.00
2026-03-13T02:37:00Z,40.00,62.00
2026-03-13T02:39:00Z,39.00,62.00
2026-03-13T03:16:00Z,38.00,62.00
2026-03-13T03:45:00Z,38.00,62.00
2026-03-13T03:56:00Z,38.00,62.00
2026-03-13T03:57:00Z,38.00,62.00
2026-03-13T04:03:00Z,38.00,62.00
2026-03-13T04:06:00Z,38.00,62.70
2026-03-13T04:09:00Z,38.00,64.00
2026-03-13T04:11:00Z,38.00,64.00
2026-03-13T04:13:00Z,38.00,64.00
2026-03-13T04:16:00Z,38.00,64.00
2026-03-13T04:18:00Z,38.00,64.00
2026-03-13T04:24:00Z,38.00,64.00
2026-03-13T04:27:00Z,38.00,64.00
2026-03-13T04:29:00Z,38.00,64.00
2026-03-13T04:30:00Z,38.00,64.00
2026-03-13T04:31:00Z,38.00,65.00
2026-03-13T04:34:00Z,36.00,65.00
2026-03-13T04:39:00Z,36.00,64.00
2026-03-13T04:40:00Z,38.00,64.00
2026-03-13T04:44:00Z,38.00,64.00
2026-03-13T04:51:00Z,38.00,64.00
2026-03-13T04:52:00Z,38.00,64.93
2026-03-13T04:53:00Z,38.00,66.00
2026-03-13T04:55:00Z,38.00,66.00
2026-03-13T04:56:00Z,38.00,66.00
2026-03-13T05:06:00Z,37.00,66.00
2026-03-13T05:09:00Z,37.00,65.00
2026-03-13T05:11:00Z,37.00,65.00
2026-03-13T05:12:00Z,36.00,65.00
2026-03-13T05:15:00Z,36.00,65.00
2026-03-13T05:16:00Z,36.00,65.00
2026-03-13T05:21:00Z,36.00,65.00
2026-03-13T05:22:00Z,37.00,65.00
2026-03-13T05:25:00Z,37.00,65.00
2026-03-13T05:40:00Z,37.00,65.00
2026-03-13T05:41:00Z,37.00,65.00
2026-03-13T05:42:00Z,37.00,65.00
2026-03-13T05:43:00Z,37.00,65.00
2026-03-13T05:45:00Z,37.00,65.00
2026-03-13T05:52:00Z,37.00,66.00
2026-03-13T05:55:00Z,37.00,66.00
2026-03-13T05:56:00Z,37.00,66.00
2026-03-13T05:58:00Z,37.00,66.00
2026-03-13T05:59:00Z,37.00,66.00
2026-03-13T06:00:00Z,37.00,66.00
2026-03-13T06:01:00Z,37.00,66.00
2026-03-13T06:02:00Z,37.00,66.00
2026-03-13T06:04:00Z,36.00,65.00
2026-03-13T06:05:00Z,37.00,65.00
2026-03-13T06:07:00Z,37.00,65.00
2026-03-13T06:10:00Z,37.00,65.00
2026-03-13T06:14:00Z,37.00,65.00
2026-03-13T06:15:00Z,37.00,65.00
2026-03-13T06:22:00Z,37.00,65.00
2026-03-13T06:24:00Z,37.00,65.00
2026-03-13T06:29:00Z,37.00,65.00
2026-03-13T06:32:00Z,38.00,65.00
2026-03-13T06:33:00Z,38.00,65.00
2026-03-13T06:40:00Z,38.00,65.00
2026-03-13T06:44:00Z,38.00,63.00
2026-03-13T06:45:00Z,36.00,63.00
2026-03-13T06:51:00Z,37.00,65.00
2026-03-13T06:57:00Z,37.00,65.00
2026-03-13T06:58:00Z,37.00,65.00
2026-03-13T06:59:00Z,36.00,65.00
2026-03-13T07:00:00Z,36.00,65.00
2026-03-13T07:07:00Z,37.00,65.00
2026-03-13T07:10:00Z,37.00,65.00
2026-03-13T07:11:00Z,37.00,65.00
2026-03-13T07:16:00Z,37.00,65.00
2026-03-13T07:19:00Z,37.00,65.00
2026-03-13T07:20:00Z,37.00,65.00
2026-03-13T07:22:00Z,37.00,65.00
2026-03-13T07:30:00Z,37.00,65.00
2026-03-13T07:31:00Z,37.00,65.00
2026-03-13T07:35:00Z,37.00,65.00
2026-03-13T07:43:00Z,37.00,64.00
2026-03-13T07:44:00Z,37.48,64.00
2026-03-13T07:45:00Z,37.48,64.00
2026-03-13T07:46:00Z,37.48,64.00
2026-03-13T07:47:00Z,38.00,64.00
2026-03-13T07:52:00Z,38.00,64.00
2026-03-13T07:53:00Z,38.00,64.00
2026-03-13T07:56:00Z,38.00,64.00
2026-03-13T07:57:00Z,38.00,63.00
2026-03-13T07:58:00Z,38.00,63.00
2026-03-13T07:59:00Z,38.00,63.28
2026-03-13T08:00:00Z,38.00,65.00
2026-03-13T08:01:00Z,37.43,62.42
2026-03-13T08:02:00Z,38.00,61.00
2026-03-13T08:04:00Z,38.00,62.00
2026-03-13T08:05:00Z,38.00,61.45
2026-03-13T08:16:00Z,38.00,61.00
2026-03-13T08:19:00Z,39.14,61.00
2026-03-13T08:24:00Z,40.00,61.00
2026-03-13T08:25:00Z,40.00,60.98
2026-03-13T08:30:00Z,39.00,60.98
2026-03-13T08:32:00Z,40.00,61.00
2026-03-13T08:33:00Z,41.00,61.00
2026-03-13T08:34:00Z,41.00,61.00
2026-03-13T08:37:00Z,41.00,58.00
2026-03-13T08:40:00Z,42.00,58.00
2026-03-13T08:42:00Z,42.12,58.00
2026-03-13T08:43:00Z,40.34,57.55
2026-03-13T08:44:00Z,37.17,57.55
2026-03-13T08:45:00Z,35.00,66.00
2026-03-13T08:46:00Z,35.00,64.00
2026-03-13T08:47:00Z,35.00,66.00
2026-03-13T08:48:00Z,34.00,66.00
2026-03-13T08:49:00Z,38.93,65.03
2026-03-13T08:50:00Z,36.00,65.03
2026-03-13T08:51:00Z,36.00,65.00
2026-03-13T08:52:00Z,37.00,64.00
2026-03-13T08:53:00Z,38.69,60.18
2026-03-13T08:54:00Z,35.42,67.00
2026-03-13T08:55:00Z,34.37,68.17
2026-03-13T08:56:00Z,28.31,71.00
2026-03-13T08:57:00Z,32.57,71.00
2026-03-13T08:58:00Z,35.94,71.00
2026-03-13T08:59:00Z,34.44,71.00
2026-03-13T09:00:00Z,34.00,67.68
2026-03-13T09:01:00Z,28.13,74.58
2026-03-13T09:02:00Z,24.29,76.00
2026-03-13T09:03:00Z,20.00,77.93
2026-03-13T09:04:00Z,21.87,81.72
2026-03-13T09:05:00Z,19.47,80.03
2026-03-13T09:06:00Z,20.00,82.00
2026-03-13T09:07:00Z,18.77,82.83
2026-03-13T09:08:00Z,21.02,82.83
2026-03-13T09:10:00Z,22.00,80.00
2026-03-13T09:11:00Z,20.07,79.00
2026-03-13T09:12:00Z,20.07,82.00
2026-03-13T09:13:00Z,20.07,81.00
2026-03-13T09:14:00Z,20.41,81.00
2026-03-13T09:15:00Z,23.94,80.67
2026-03-13T09:16:00Z,19.00,83.00
2026-03-13T09:17:00Z,19.00,83.00
2026-03-13T09:18:00Z,17.03,83.71
2026-03-13T09:19:00Z,19.60,82.00
2026-03-13T09:20:00Z,21.27,79.00
2026-03-13T09:21:00Z,27.00,80.00
2026-03-13T09:22:00Z,18.00,82.00
2026-03-13T09:23:00Z,18.19,82.00
2026-03-13T09:24:00Z,22.73,79.97
2026-03-13T09:25:00Z,20.38,78.13
2026-03-13T09:26:00Z,23.00,77.00
2026-03-13T09:27:00Z,26.69,77.00
2026-03-13T09:28:00Z,27.31,73.36
2026-03-13T09:29:00Z,26.06,74.00
2026-03-13T09:31:00Z,19.00,83.00
2026-03-13T09:32:00Z,18.12,83.00
2026-03-13T09:33:00Z,17.00,83.00
2026-03-13T09:34:00Z,17.41,83.00
2026-03-13T09:35:00Z,15.33,85.30
2026-03-13T09:36:00Z,9.75,89.06
2026-03-13T09:37:00Z,9.68,91.00
2026-03-13T09:38:00Z,8.07,92.03
2026-03-13T09:39:00Z,11.93,90.00
2026-03-13T09:40:00Z,8.92,92.00
2026-03-13T09:41:00Z,12.66,87.84
2026-03-13T09:42:00Z,13.28,85.79
2026-03-13T09:43:00Z,15.83,88.36
2026-03-13T09:44:00Z,8.94,91.64
2026-03-13T09:45:00Z,6.65,94.00
2026-03-13T09:46:00Z,7.39,93.91
2026-03-13T09:47:00Z,7.00,95.74
2026-03-13T09:48:00Z,4.29,95.66
2026-03-13T09:49:00Z,8.07,94.05
2026-03-13T09:50:00Z,4.00,95.67
2026-03-13T09:51:00Z,3.92,96.92
2026-03-13T09:52:00Z,1.51,97.07
2026-03-13T09:53:00Z,4.56,94.47
2026-03-13T09:54:00Z,7.00,92.27
2026-03-13T09:55:00Z,4.83,96.00
2026-03-13T09:56:00Z,2.12,97.00
2026-03-13T09:57:00Z,1.00,98.88
2026-03-13T09:58:00Z,2.10,99.00
2026-03-13T09:59:00Z,2.10,98.90
2026-03-13T10:00:00Z,1.00,99.00
2026-03-13T10:01:00Z,2.93,97.84
2026-03-13T10:02:00Z,4.01,96.00
2026-03-13T10:03:00Z,6.00,97.00
2026-03-13T10:04:00Z,5.93,95.00
