# event_ticker=KXATPMATCH-25JUL17MISBOR
# final_score=3-6 7-6(1) 6-3
# score_resolution=3-6 7-6 6-3
# match_winner=Filip Misolic
# fav_player=Filip Misolic
# dog_player=Nuno Borges
# kalshi_date=2025-07-17
timestamp,Filip Misolic,Nuno Borges
2025-07-17T13:30:00Z,25.97,74.75
2025-07-17T13:31:00Z,30.00,69.00
2025-07-17T13:32:00Z,21.00,82.00
2025-07-17T13:33:00Z,19.00,82.00
2025-07-17T13:34:00Z,14.04,82.40
2025-07-17T13:35:00Z,14.04,91.00
2025-07-17T13:36:00Z,8.00,91.00
2025-07-17T13:37:00Z,8.00,90.20
2025-07-17T13:38:00Z,23.00,80.00
2025-07-17T13:39:00Z,33.45,76.10
2025-07-17T13:40:00Z,54.29,60.00
2025-07-17T13:41:00Z,69.48,60.00
2025-07-17T13:42:00Z,47.00,60.00
2025-07-17T13:43:00Z,47.00,73.27
2025-07-17T13:44:00Z,43.20,65.00
2025-07-17T13:45:00Z,43.20,53.46
2025-07-17T13:46:00Z,43.20,55.31
2025-07-17T13:47:00Z,46.00,56.00
2025-07-17T13:48:00Z,44.00,57.00
2025-07-17T13:49:00Z,45.03,55.49
2025-07-17T13:50:00Z,47.00,52.50
2025-07-17T13:51:00Z,52.47,49.71
2025-07-17T13:52:00Z,48.61,56.64
2025-07-17T13:53:00Z,45.96,56.33
2025-07-17T13:54:00Z,42.61,55.77
2025-07-17T13:55:00Z,48.62,52.81
2025-07-17T13:56:00Z,50.41,52.51
2025-07-17T13:57:00Z,53.86,57.38
2025-07-17T13:58:00Z,50.24,51.09
2025-07-17T13:59:00Z,50.24,51.47
2025-07-17T14:00:00Z,42.00,58.00
2025-07-17T14:01:00Z,42.00,59.08
2025-07-17T14:02:00Z,48.02,55.00
2025-07-17T14:03:00Z,57.16,51.20
2025-07-17T14:04:00Z,51.00,50.68
2025-07-17T14:05:00Z,49.00,52.00
2025-07-17T14:06:00Z,44.00,57.93
2025-07-17T14:07:00Z,47.06,58.53
2025-07-17T14:08:00Z,50.59,49.97
2025-07-17T14:09:00Z,51.83,56.00
2025-07-17T14:10:00Z,50.00,47.80
2025-07-17T14:11:00Z,55.63,46.95
2025-07-17T14:12:00Z,62.78,39.53
2025-07-17T14:13:00Z,84.35,16.08
2025-07-17T14:14:00Z,90.97,7.87
2025-07-17T14:15:00Z,95.67,5.39
2025-07-17T14:16:00Z,95.95,2.35
2025-07-17T14:17:00Z,98.97,1.00
2025-07-17T14:18:00Z,99.00,1.00
2025-07-17T14:20:00Z,99.00,1.00
2025-07-17T14:21:00Z,99.00,1.00
2025-07-17T14:23:00Z,99.00,1.00
2025-07-17T14:24:00Z,99.00,1.00
2025-07-17T14:25:00Z,99.00,1.00
