# event_ticker=KXATPCHALLENGERMATCH-26APR11YUNCHU
# final_score=6-1 6-4
# match_winner=Yunchaokete Bu
# fav_player=Yunchaokete Bu
# dog_player=Yun Seong Chung
# kalshi_date=2026-04-11
timestamp,Yunchaokete Bu,Yun Seong Chung
2026-04-13T04:14:00Z,90.00,11.35
2026-04-13T04:19:00Z,90.00,11.00
2026-04-13T04:20:00Z,90.00,11.60
2026-04-13T04:22:00Z,91.00,11.60
2026-04-13T04:25:00Z,91.00,11.55
2026-04-13T04:27:00Z,91.00,11.55
2026-04-13T04:29:00Z,91.00,12.00
2026-04-13T04:36:00Z,91.00,12.00
2026-04-13T04:37:00Z,90.00,12.00
2026-04-13T04:38:00Z,90.00,12.00
2026-04-13T04:40:00Z,90.00,12.00
2026-04-13T04:41:00Z,90.46,12.00
2026-04-13T04:43:00Z,90.46,12.00
2026-04-13T04:44:00Z,90.46,12.00
2026-04-13T04:46:00Z,91.00,12.00
2026-04-13T04:47:00Z,91.00,12.00
2026-04-13T04:50:00Z,91.00,12.00
2026-04-13T04:55:00Z,91.00,12.00
2026-04-13T04:57:00Z,91.00,12.00
2026-04-13T04:58:00Z,91.00,12.00
2026-04-13T05:00:00Z,91.00,12.00
2026-04-13T05:02:00Z,91.00,12.00
2026-04-13T05:08:00Z,91.00,12.00
2026-04-13T05:11:00Z,91.00,12.00
2026-04-13T05:15:00Z,91.00,12.00
2026-04-13T05:16:00Z,91.00,12.00
2026-04-13T05:17:00Z,91.00,12.00
2026-04-13T05:21:00Z,91.00,12.00
2026-04-13T05:22:00Z,91.00,12.00
2026-04-13T05:23:00Z,91.00,12.00
2026-04-13T05:24:00Z,91.00,12.00
2026-04-13T05:25:00Z,91.00,12.00
2026-04-13T05:26:00Z,91.00,12.00
2026-04-13T05:29:00Z,91.00,12.00
2026-04-13T05:31:00Z,91.00,12.00
2026-04-13T05:35:00Z,91.00,12.00
2026-04-13T05:36:00Z,91.00,12.00
2026-04-13T05:38:00Z,91.00,12.00
2026-04-13T05:39:00Z,91.00,12.00
2026-04-13T05:40:00Z,91.00,12.00
2026-04-13T05:41:00Z,90.00,11.35
2026-04-13T05:42:00Z,90.00,12.00
2026-04-13T05:44:00Z,90.00,11.98
2026-04-13T05:45:00Z,88.00,11.98
2026-04-13T05:47:00Z,88.00,12.00
2026-04-13T05:48:00Z,88.00,12.00
2026-04-13T05:49:00Z,88.00,11.00
2026-04-13T05:53:00Z,88.00,12.00
2026-04-13T05:55:00Z,88.00,12.00
2026-04-13T05:56:00Z,88.00,12.00
2026-04-13T05:58:00Z,90.00,12.00
2026-04-13T05:59:00Z,90.00,12.00
2026-04-13T06:00:00Z,90.00,12.00
2026-04-13T06:06:00Z,90.00,12.00
2026-04-13T06:07:00Z,90.00,10.00
2026-04-13T06:09:00Z,90.00,12.00
2026-04-13T06:12:00Z,90.00,12.00
2026-04-13T06:15:00Z,90.00,12.00
2026-04-13T06:16:00Z,90.00,12.00
2026-04-13T06:17:00Z,90.00,10.00
2026-04-13T06:18:00Z,90.00,12.00
2026-04-13T06:19:00Z,90.00,12.00
2026-04-13T06:20:00Z,90.00,12.00
2026-04-13T06:21:00Z,90.00,12.00
2026-04-13T06:22:00Z,87.33,16.23
2026-04-13T06:23:00Z,88.00,14.31
2026-04-13T06:24:00Z,89.75,15.03
2026-04-13T06:25:00Z,89.65,15.62
2026-04-13T06:26:00Z,88.47,11.92
2026-04-13T06:27:00Z,88.05,12.68
2026-04-13T06:28:00Z,89.60,12.34
2026-04-13T06:29:00Z,88.38,13.04
2026-04-13T06:30:00Z,89.69,10.24
2026-04-13T06:31:00Z,88.89,12.82
2026-04-13T06:32:00Z,86.56,15.46
2026-04-13T06:33:00Z,90.09,12.48
2026-04-13T06:34:00Z,86.71,12.24
2026-04-13T06:35:00Z,90.66,10.75
2026-04-13T06:36:00Z,92.00,9.44
2026-04-13T06:37:00Z,91.00,10.61
2026-04-13T06:38:00Z,89.91,12.44
2026-04-13T06:39:00Z,89.00,12.65
2026-04-13T06:40:00Z,90.00,11.00
2026-04-13T06:41:00Z,90.00,10.45
2026-04-13T06:42:00Z,90.00,9.60
2026-04-13T06:43:00Z,90.18,10.73
2026-04-13T06:44:00Z,93.08,6.27
2026-04-13T06:45:00Z,95.88,5.01
2026-04-13T06:46:00Z,94.04,6.88
2026-04-13T06:47:00Z,94.00,7.10
2026-04-13T06:48:00Z,94.00,6.74
2026-04-13T06:49:00Z,94.14,6.23
2026-04-13T06:50:00Z,97.00,4.87
2026-04-13T06:51:00Z,97.00,3.07
2026-04-13T06:52:00Z,98.00,3.25
2026-04-13T06:53:00Z,98.00,3.23
2026-04-13T06:54:00Z,98.00,1.97
2026-04-13T06:55:00Z,98.00,3.00
2026-04-13T06:56:00Z,98.00,3.00
2026-04-13T06:57:00Z,98.00,3.00
2026-04-13T06:58:00Z,98.00,1.80
2026-04-13T06:59:00Z,99.00,3.00
2026-04-13T07:00:00Z,99.00,2.58
2026-04-13T07:01:00Z,99.00,3.00
2026-04-13T07:02:00Z,97.00,2.90
2026-04-13T07:03:00Z,97.00,3.44
2026-04-13T07:04:00Z,97.00,3.63
2026-04-13T07:05:00Z,97.00,4.08
2026-04-13T07:06:00Z,97.00,3.00
2026-04-13T07:07:00Z,96.00,4.54
2026-04-13T07:08:00Z,96.00,5.32
2026-04-13T07:09:00Z,96.75,3.85
2026-04-13T07:10:00Z,96.00,5.65
2026-04-13T07:11:00Z,98.05,2.23
2026-04-13T07:12:00Z,98.99,1.36
2026-04-13T07:13:00Z,99.00,1.01
2026-04-13T07:14:00Z,99.00,1.00
2026-04-13T07:15:00Z,99.00,1.11
2026-04-13T07:16:00Z,98.10,2.00
2026-04-13T07:17:00Z,98.10,2.78
2026-04-13T07:18:00Z,99.00,1.74
2026-04-13T07:19:00Z,99.00,1.74
2026-04-13T07:20:00Z,98.85,1.79
2026-04-13T07:21:00Z,99.00,3.30
2026-04-13T07:22:00Z,98.94,2.09
2026-04-13T07:23:00Z,98.00,1.33
2026-04-13T07:24:00Z,98.91,1.68
2026-04-13T07:25:00Z,99.00,2.63
2026-04-13T07:26:00Z,98.00,2.51
2026-04-13T07:27:00Z,99.00,2.36
2026-04-13T07:28:00Z,99.00,2.44
2026-04-13T07:29:00Z,97.10,3.92
2026-04-13T07:30:00Z,97.82,2.10
2026-04-13T07:31:00Z,99.00,2.00
2026-04-13T07:32:00Z,99.00,1.90
2026-04-13T07:33:00Z,98.12,2.62
2026-04-13T07:34:00Z,98.90,2.48
2026-04-13T07:35:00Z,98.95,1.33
2026-04-13T07:36:00Z,99.00,1.20
2026-04-13T07:37:00Z,99.00,1.09
2026-04-13T07:38:00Z,99.00,1.40
2026-04-13T07:39:00Z,99.00,2.00
2026-04-13T07:40:00Z,99.00,1.76
2026-04-13T07:41:00Z,97.99,3.03
2026-04-13T07:42:00Z,96.00,3.58
2026-04-13T07:43:00Z,97.95,2.97
2026-04-13T07:44:00Z,99.00,1.03
2026-04-13T07:46:00Z,99.00,1.00
