# event_ticker=KXATPMATCH-25AUG13SINMAN
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Jannik Sinner
# fav_player=Adrian Mannarino
# dog_player=Jannik Sinner
# kalshi_date=2025-08-13
timestamp,Adrian Mannarino,Jannik Sinner
2025-08-13T15:35:00Z,6.00,95.00
2025-08-13T15:46:00Z,6.00,95.00
2025-08-13T15:47:00Z,6.00,95.00
2025-08-13T15:52:00Z,6.00,96.00
2025-08-13T15:57:00Z,6.00,96.00
2025-08-13T16:00:00Z,6.00,96.00
2025-08-13T16:01:00Z,6.00,95.81
2025-08-13T16:04:00Z,6.00,95.81
2025-08-13T16:06:00Z,6.00,95.81
2025-08-13T16:07:00Z,6.00,95.81
2025-08-13T16:12:00Z,6.00,96.00
2025-08-13T16:21:00Z,6.00,96.00
2025-08-13T16:24:00Z,6.00,96.00
2025-08-13T16:25:00Z,6.00,96.00
2025-08-13T16:27:00Z,6.80,96.00
2025-08-13T16:29:00Z,7.00,96.00
2025-08-13T16:33:00Z,7.00,95.00
2025-08-13T16:34:00Z,7.00,95.00
2025-08-13T16:35:00Z,6.00,95.00
2025-08-13T16:38:00Z,6.00,95.00
2025-08-13T16:39:00Z,6.00,95.00
2025-08-13T16:40:00Z,6.06,95.00
2025-08-13T16:41:00Z,7.00,95.00
2025-08-13T16:42:00Z,7.00,95.00
2025-08-13T16:47:00Z,7.00,94.14
2025-08-13T16:52:00Z,7.00,94.14
2025-08-13T16:53:00Z,7.00,95.00
2025-08-13T16:56:00Z,7.00,95.00
2025-08-13T16:58:00Z,7.00,95.00
2025-08-13T16:59:00Z,7.00,95.00
2025-08-13T17:01:00Z,6.14,95.00
2025-08-13T17:03:00Z,6.14,95.00
2025-08-13T17:09:00Z,6.14,95.00
2025-08-13T17:10:00Z,6.14,95.92
2025-08-13T17:11:00Z,6.14,96.00
2025-08-13T17:13:00Z,6.92,96.00
2025-08-13T17:14:00Z,6.92,96.00
2025-08-13T17:15:00Z,7.00,96.00
2025-08-13T17:20:00Z,7.00,96.00
2025-08-13T17:21:00Z,6.12,96.00
2025-08-13T17:22:00Z,6.00,96.00
2025-08-13T17:23:00Z,7.00,96.00
2025-08-13T17:24:00Z,7.00,96.00
2025-08-13T17:25:00Z,6.00,96.64
2025-08-13T17:26:00Z,6.00,96.00
2025-08-13T17:27:00Z,6.00,94.24
2025-08-13T17:28:00Z,6.00,94.24
2025-08-13T17:31:00Z,6.00,96.00
2025-08-13T17:32:00Z,6.00,96.00
2025-08-13T17:33:00Z,7.00,96.00
2025-08-13T17:34:00Z,6.00,96.00
2025-08-13T17:35:00Z,6.00,96.00
2025-08-13T17:38:00Z,6.00,96.00
2025-08-13T17:40:00Z,6.00,96.00
2025-08-13T17:41:00Z,5.00,96.00
2025-08-13T17:42:00Z,6.56,96.00
2025-08-13T17:45:00Z,7.00,96.00
2025-08-13T17:46:00Z,7.00,96.00
2025-08-13T17:47:00Z,7.00,96.00
2025-08-13T17:48:00Z,7.00,94.00
2025-08-13T17:49:00Z,7.50,92.08
2025-08-13T17:50:00Z,7.00,94.03
2025-08-13T17:51:00Z,5.33,97.53
2025-08-13T17:52:00Z,4.00,94.00
2025-08-13T17:53:00Z,5.38,94.33
2025-08-13T17:54:00Z,3.85,94.33
2025-08-13T17:55:00Z,5.00,96.00
2025-08-13T17:56:00Z,4.94,96.00
2025-08-13T17:57:00Z,5.88,97.00
2025-08-13T17:58:00Z,5.01,97.00
2025-08-13T17:59:00Z,4.70,97.00
2025-08-13T18:00:00Z,4.87,96.00
2025-08-13T18:02:00Z,3.00,97.89
2025-08-13T18:03:00Z,3.00,98.09
2025-08-13T18:04:00Z,2.00,98.09
2025-08-13T18:06:00Z,2.99,98.09
2025-08-13T18:07:00Z,3.00,98.09
2025-08-13T18:08:00Z,3.00,98.09
2025-08-13T18:09:00Z,2.00,99.00
2025-08-13T18:10:00Z,2.00,99.00
2025-08-13T18:12:00Z,1.36,99.00
2025-08-13T18:13:00Z,1.98,99.00
2025-08-13T18:14:00Z,2.00,99.00
2025-08-13T18:15:00Z,2.00,98.00
2025-08-13T18:16:00Z,1.70,98.00
2025-08-13T18:17:00Z,2.00,98.00
2025-08-13T18:18:00Z,2.00,98.00
2025-08-13T18:19:00Z,1.12,99.00
2025-08-13T18:20:00Z,2.00,99.00
2025-08-13T18:21:00Z,2.00,99.00
2025-08-13T18:22:00Z,1.67,99.00
2025-08-13T18:23:00Z,2.00,99.00
2025-08-13T18:24:00Z,2.00,98.89
2025-08-13T18:27:00Z,2.00,98.00
2025-08-13T18:28:00Z,2.00,98.00
2025-08-13T18:29:00Z,2.00,98.00
2025-08-13T18:30:00Z,2.00,98.00
2025-08-13T18:31:00Z,2.00,98.00
2025-08-13T18:32:00Z,2.00,98.00
2025-08-13T18:33:00Z,2.00,98.00
2025-08-13T18:34:00Z,2.00,98.00
2025-08-13T18:35:00Z,2.00,98.01
2025-08-13T18:36:00Z,1.96,98.01
2025-08-13T18:37:00Z,2.00,99.00
2025-08-13T18:38:00Z,1.00,99.00
2025-08-13T18:39:00Z,2.00,99.00
2025-08-13T18:40:00Z,2.00,99.00
2025-08-13T18:41:00Z,1.80,99.00
2025-08-13T18:42:00Z,2.00,99.00
2025-08-13T18:43:00Z,2.00,99.00
2025-08-13T18:45:00Z,2.00,99.00
2025-08-13T18:46:00Z,2.00,99.00
2025-08-13T18:47:00Z,2.00,99.00
2025-08-13T18:49:00Z,2.00,99.00
2025-08-13T18:51:00Z,2.00,99.00
2025-08-13T18:52:00Z,2.00,99.00
2025-08-13T18:53:00Z,2.00,99.00
2025-08-13T18:54:00Z,2.00,99.00
2025-08-13T18:55:00Z,2.00,99.00
2025-08-13T18:56:00Z,1.95,99.00
2025-08-13T18:57:00Z,1.00,99.00
2025-08-13T18:59:00Z,2.00,99.00
2025-08-13T19:00:00Z,2.00,99.00
2025-08-13T19:01:00Z,2.00,99.00
2025-08-13T19:02:00Z,2.00,99.00
2025-08-13T19:06:00Z,3.00,99.00
2025-08-13T19:07:00Z,3.00,99.00
2025-08-13T19:09:00Z,3.00,99.00
2025-08-13T19:10:00Z,3.00,99.00
2025-08-13T19:13:00Z,3.00,99.00
2025-08-13T19:14:00Z,3.00,99.00
2025-08-13T19:15:00Z,2.00,98.00
2025-08-13T19:16:00Z,3.00,98.00
2025-08-13T19:19:00Z,3.00,99.00
2025-08-13T19:20:00Z,3.00,99.00
2025-08-13T19:21:00Z,3.00,99.00
2025-08-13T19:22:00Z,3.00,99.00
2025-08-13T19:24:00Z,2.29,99.00
2025-08-13T19:25:00Z,3.00,99.00
2025-08-13T19:26:00Z,3.00,99.00
2025-08-13T19:27:00Z,3.00,99.00
2025-08-13T19:28:00Z,3.00,99.00
2025-08-13T19:29:00Z,2.02,99.00
2025-08-13T19:30:00Z,1.00,99.00
2025-08-13T19:34:00Z,1.00,97.00
2025-08-13T19:35:00Z,3.00,97.00
2025-08-13T19:37:00Z,3.00,97.00
2025-08-13T19:39:00Z,3.00,97.00
2025-08-13T19:40:00Z,3.00,97.00
2025-08-13T19:41:00Z,3.00,97.00
2025-08-13T19:42:00Z,3.00,97.00
2025-08-13T19:43:00Z,3.00,97.00
2025-08-13T19:46:00Z,3.00,97.00
2025-08-13T19:47:00Z,3.00,97.00
2025-08-13T19:49:00Z,3.00,97.00
2025-08-13T19:52:00Z,3.00,97.00
2025-08-13T19:56:00Z,3.00,97.00
2025-08-13T19:59:00Z,3.00,97.00
2025-08-13T20:01:00Z,3.00,97.00
2025-08-13T20:04:00Z,3.00,97.00
2025-08-13T20:06:00Z,3.00,98.00
2025-08-13T20:07:00Z,3.00,97.00
2025-08-13T20:08:00Z,3.00,97.00
2025-08-13T20:11:00Z,2.00,97.00
2025-08-13T20:14:00Z,2.61,97.00
2025-08-13T20:20:00Z,3.00,97.00
2025-08-13T20:21:00Z,3.00,97.00
2025-08-13T20:27:00Z,3.00,97.00
2025-08-13T20:30:00Z,2.00,97.00
2025-08-13T20:32:00Z,3.00,97.00
2025-08-13T20:33:00Z,3.00,97.00
2025-08-13T20:34:00Z,3.00,98.00
2025-08-13T20:36:00Z,3.00,98.00
2025-08-13T20:39:00Z,3.00,98.00
2025-08-13T20:41:00Z,3.00,98.00
2025-08-13T20:42:00Z,3.00,98.00
2025-08-13T20:44:00Z,3.00,98.00
2025-08-13T20:45:00Z,3.00,98.00
2025-08-13T20:47:00Z,3.00,98.00
2025-08-13T20:49:00Z,3.00,98.00
2025-08-13T20:50:00Z,3.00,98.00
2025-08-13T20:51:00Z,2.00,98.00
2025-08-13T20:52:00Z,2.50,98.00
2025-08-13T20:53:00Z,2.50,97.00
2025-08-13T20:54:00Z,3.00,98.00
2025-08-13T20:55:00Z,3.00,98.00
2025-08-13T20:59:00Z,3.00,98.00
2025-08-13T21:00:00Z,2.00,98.00
2025-08-13T21:01:00Z,3.00,98.00
2025-08-13T21:02:00Z,3.00,98.00
2025-08-13T21:03:00Z,3.00,98.00
2025-08-13T21:09:00Z,3.00,98.00
2025-08-13T21:10:00Z,3.00,98.00
2025-08-13T21:12:00Z,3.00,98.00
2025-08-13T21:15:00Z,3.00,98.00
2025-08-13T21:21:00Z,2.00,99.00
2025-08-13T21:22:00Z,2.00,99.00
2025-08-13T21:24:00Z,2.00,99.00
2025-08-13T21:28:00Z,2.00,99.00
2025-08-13T21:30:00Z,2.00,99.00
2025-08-13T21:31:00Z,2.00,98.00
2025-08-13T21:32:00Z,2.00,98.00
2025-08-13T21:34:00Z,2.00,98.00
2025-08-13T21:36:00Z,2.00,98.00
2025-08-13T21:42:00Z,2.00,99.00
2025-08-13T21:45:00Z,2.00,99.00
2025-08-13T21:46:00Z,2.00,99.00
2025-08-13T21:47:00Z,3.00,99.00
2025-08-13T21:48:00Z,3.00,99.00
2025-08-13T21:49:00Z,3.00,99.00
2025-08-13T21:50:00Z,3.00,98.00
2025-08-13T21:51:00Z,3.00,98.00
2025-08-13T21:52:00Z,3.00,98.00
2025-08-13T21:53:00Z,3.00,98.00
2025-08-13T21:54:00Z,2.00,99.00
2025-08-13T21:55:00Z,2.34,99.00
2025-08-13T21:56:00Z,3.00,99.00
2025-08-13T21:57:00Z,2.88,99.00
2025-08-13T21:58:00Z,2.95,98.00
2025-08-13T21:59:00Z,3.00,98.00
2025-08-13T22:00:00Z,3.00,98.00
2025-08-13T22:01:00Z,3.93,98.00
2025-08-13T22:02:00Z,3.74,98.00
2025-08-13T22:03:00Z,3.78,98.00
2025-08-13T22:04:00Z,3.19,98.00
2025-08-13T22:05:00Z,3.30,98.00
2025-08-13T22:06:00Z,3.00,98.01
2025-08-13T22:07:00Z,3.00,98.00
2025-08-13T22:08:00Z,3.00,98.00
2025-08-13T22:09:00Z,3.00,99.00
2025-08-13T22:10:00Z,1.97,99.00
2025-08-13T22:11:00Z,3.93,98.00
2025-08-13T22:12:00Z,3.00,98.00
2025-08-13T22:13:00Z,4.55,98.00
2025-08-13T22:14:00Z,3.92,98.69
2025-08-13T22:15:00Z,3.00,98.00
2025-08-13T22:16:00Z,1.00,99.00
2025-08-13T22:17:00Z,1.00,99.00
2025-08-13T22:18:00Z,1.00,99.00
2025-08-13T22:19:00Z,1.00,99.00
2025-08-13T22:20:00Z,1.00,99.00
2025-08-13T22:21:00Z,1.09,99.00
2025-08-13T22:22:00Z,1.93,96.82
2025-08-13T22:23:00Z,4.53,97.14
2025-08-13T22:24:00Z,3.83,97.07
2025-08-13T22:25:00Z,4.85,96.48
2025-08-13T22:26:00Z,5.00,97.00
2025-08-13T22:27:00Z,4.38,97.38
2025-08-13T22:28:00Z,3.12,98.95
2025-08-13T22:29:00Z,1.89,98.95
2025-08-13T22:30:00Z,1.00,98.95
2025-08-13T22:31:00Z,1.00,99.00
