# event_ticker=KXATPMATCH-26MAY15RUUDAR
# final_score=6-1 6-1
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Luciano Darderi
# kalshi_date=2026-05-15
timestamp,Casper Ruud,Luciano Darderi
2026-05-15T03:48:00Z,,28.00
2026-05-15T03:49:00Z,,28.00
2026-05-15T03:50:00Z,73.00,28.00
2026-05-15T03:52:00Z,73.00,27.00
2026-05-15T03:53:00Z,73.00,27.00
2026-05-15T03:54:00Z,73.00,27.00
2026-05-15T03:55:00Z,73.00,28.00
2026-05-15T03:56:00Z,73.00,28.00
2026-05-15T03:58:00Z,73.00,28.00
2026-05-15T03:59:00Z,73.00,28.00
2026-05-15T04:00:00Z,73.00,28.00
2026-05-15T04:01:00Z,73.00,28.00
2026-05-15T04:04:00Z,73.00,28.00
2026-05-15T04:05:00Z,73.00,28.00
2026-05-15T04:06:00Z,73.00,28.00
2026-05-15T04:07:00Z,73.00,28.00
2026-05-15T04:08:00Z,73.00,28.00
2026-05-15T04:09:00Z,73.00,28.00
2026-05-15T04:11:00Z,73.00,28.00
2026-05-15T04:14:00Z,73.00,28.00
2026-05-15T04:15:00Z,73.00,28.00
2026-05-15T04:16:00Z,73.00,27.97
2026-05-15T04:17:00Z,73.00,28.00
2026-05-15T04:18:00Z,72.00,28.00
2026-05-15T04:19:00Z,72.00,27.00
2026-05-15T04:20:00Z,73.00,28.00
2026-05-15T04:21:00Z,72.07,27.77
2026-05-15T04:22:00Z,73.00,28.00
2026-05-15T04:23:00Z,73.00,28.00
2026-05-15T04:24:00Z,73.00,28.00
2026-05-15T04:25:00Z,73.00,28.00
2026-05-15T04:26:00Z,73.00,28.00
2026-05-15T04:27:00Z,72.00,28.00
2026-05-15T04:28:00Z,73.00,28.00
2026-05-15T04:29:00Z,73.00,28.00
2026-05-15T04:31:00Z,73.00,28.00
2026-05-15T04:32:00Z,73.00,28.00
2026-05-15T04:33:00Z,73.00,28.00
2026-05-15T04:34:00Z,73.00,28.00
2026-05-15T04:35:00Z,73.00,28.00
2026-05-15T04:36:00Z,73.00,28.00
2026-05-15T04:37:00Z,73.00,28.00
2026-05-15T04:38:00Z,73.00,28.00
2026-05-15T04:39:00Z,73.00,28.00
2026-05-15T04:40:00Z,73.00,28.00
2026-05-15T04:42:00Z,73.00,28.00
2026-05-15T04:44:00Z,73.00,28.00
2026-05-15T04:45:00Z,73.00,28.00
2026-05-15T04:46:00Z,73.00,28.00
2026-05-15T04:47:00Z,73.00,28.00
2026-05-15T04:48:00Z,73.00,28.00
2026-05-15T04:49:00Z,73.00,28.00
2026-05-15T04:50:00Z,73.00,28.00
2026-05-15T04:52:00Z,73.00,28.00
2026-05-15T04:54:00Z,73.00,28.00
2026-05-15T04:55:00Z,73.00,28.00
2026-05-15T04:56:00Z,73.00,28.00
2026-05-15T04:58:00Z,73.00,28.00
2026-05-15T04:59:00Z,73.00,28.80
2026-05-15T05:00:00Z,73.00,29.00
2026-05-15T05:01:00Z,73.00,29.00
2026-05-15T05:02:00Z,73.00,29.00
2026-05-15T05:03:00Z,73.00,29.00
2026-05-15T05:04:00Z,73.00,29.00
2026-05-15T05:05:00Z,73.00,29.00
2026-05-15T05:06:00Z,73.00,29.00
2026-05-15T05:07:00Z,73.00,29.00
2026-05-15T05:08:00Z,73.00,29.00
2026-05-15T05:09:00Z,73.00,29.00
2026-05-15T05:10:00Z,72.95,29.00
2026-05-15T05:11:00Z,73.00,29.00
2026-05-15T05:12:00Z,73.00,29.00
2026-05-15T05:13:00Z,72.00,29.00
2026-05-15T05:14:00Z,72.00,29.00
2026-05-15T05:15:00Z,73.00,29.00
2026-05-15T05:16:00Z,73.00,29.00
2026-05-15T05:17:00Z,73.00,29.00
2026-05-15T05:18:00Z,73.00,29.00
2026-05-15T05:19:00Z,73.00,29.00
2026-05-15T05:20:00Z,73.00,29.00
2026-05-15T05:21:00Z,73.00,29.00
2026-05-15T05:22:00Z,73.00,29.00
2026-05-15T05:23:00Z,73.00,29.00
2026-05-15T05:25:00Z,73.00,29.00
2026-05-15T05:26:00Z,72.00,29.00
2026-05-15T05:27:00Z,72.00,29.00
2026-05-15T05:28:00Z,72.00,28.67
2026-05-15T05:29:00Z,72.00,29.00
2026-05-15T05:30:00Z,73.00,29.00
2026-05-15T05:32:00Z,73.00,29.00
2026-05-15T05:36:00Z,73.00,29.00
2026-05-15T05:37:00Z,73.00,29.00
2026-05-15T05:38:00Z,73.00,29.00
2026-05-15T05:39:00Z,73.00,29.00
2026-05-15T05:40:00Z,73.00,29.00
2026-05-15T05:41:00Z,73.00,29.00
2026-05-15T05:42:00Z,73.00,29.00
2026-05-15T05:44:00Z,73.00,29.00
2026-05-15T05:45:00Z,73.00,29.00
2026-05-15T05:46:00Z,73.00,29.00
2026-05-15T05:48:00Z,73.00,29.00
2026-05-15T05:49:00Z,73.00,29.00
2026-05-15T05:50:00Z,73.00,29.00
2026-05-15T05:51:00Z,73.00,29.00
2026-05-15T05:53:00Z,73.00,29.00
2026-05-15T05:55:00Z,72.00,29.00
2026-05-15T05:56:00Z,73.00,29.00
2026-05-15T05:57:00Z,73.00,29.00
2026-05-15T05:59:00Z,73.00,29.00
2026-05-15T06:00:00Z,73.00,29.00
2026-05-15T06:01:00Z,73.00,29.00
2026-05-15T06:02:00Z,73.00,29.00
2026-05-15T06:03:00Z,73.00,29.00
2026-05-15T06:05:00Z,73.00,29.00
2026-05-15T06:06:00Z,73.00,29.00
2026-05-15T06:08:00Z,73.00,29.00
