# event_ticker=KXATPMATCH-26APR29SINJOD
# final_score=6-2 7-6(0)
# score_resolution=2-6 6-7
# match_winner=Jannik Sinner
# fav_player=Rafael Jodar
# dog_player=Jannik Sinner
# kalshi_date=2026-04-29
timestamp,Jannik Sinner,Rafael Jodar
2026-04-29T02:18:00Z,88.00,
2026-04-29T02:20:00Z,88.00,14.00
2026-04-29T02:21:00Z,88.00,14.00
2026-04-29T02:22:00Z,88.00,14.00
2026-04-29T02:23:00Z,88.00,14.00
2026-04-29T02:24:00Z,88.00,12.00
2026-04-29T02:25:00Z,88.00,12.00
2026-04-29T02:30:00Z,88.00,14.00
2026-04-29T02:32:00Z,88.00,14.00
2026-04-29T02:33:00Z,88.00,14.00
2026-04-29T02:34:00Z,87.00,14.00
2026-04-29T02:36:00Z,88.00,14.00
2026-04-29T02:37:00Z,88.00,14.00
2026-04-29T02:38:00Z,88.00,14.00
2026-04-29T02:39:00Z,88.00,14.00
2026-04-29T02:40:00Z,88.00,14.00
2026-04-29T02:41:00Z,87.00,14.00
2026-04-29T02:42:00Z,87.05,14.00
2026-04-29T02:44:00Z,87.05,13.00
2026-04-29T02:45:00Z,88.00,13.00
2026-04-29T02:46:00Z,88.00,12.48
2026-04-29T02:47:00Z,88.00,13.88
2026-04-29T02:48:00Z,87.00,13.88
2026-04-29T02:49:00Z,87.00,13.88
2026-04-29T02:50:00Z,88.00,14.35
2026-04-29T02:51:00Z,88.00,15.00
2026-04-29T02:53:00Z,88.00,14.60
2026-04-29T02:56:00Z,88.00,15.00
2026-04-29T02:57:00Z,88.00,15.00
2026-04-29T02:58:00Z,88.00,15.00
2026-04-29T03:01:00Z,87.00,15.00
2026-04-29T03:02:00Z,88.00,15.00
2026-04-29T03:04:00Z,87.00,15.00
2026-04-29T03:06:00Z,88.00,15.00
2026-04-29T03:08:00Z,88.00,14.00
2026-04-29T03:09:00Z,88.00,15.00
2026-04-29T03:11:00Z,88.00,15.00
2026-04-29T03:12:00Z,88.00,15.00
2026-04-29T03:14:00Z,88.00,15.00
2026-04-29T03:16:00Z,88.00,15.00
2026-04-29T03:17:00Z,87.00,16.07
2026-04-29T03:18:00Z,87.00,15.00
2026-04-29T03:21:00Z,86.48,15.00
2026-04-29T03:22:00Z,86.48,15.00
2026-04-29T03:23:00Z,86.48,15.00
2026-04-29T03:24:00Z,86.00,15.00
2026-04-29T03:25:00Z,86.00,14.00
2026-04-29T03:26:00Z,87.00,14.14
2026-04-29T03:28:00Z,87.00,15.00
2026-04-29T03:29:00Z,87.00,15.00
2026-04-29T03:30:00Z,87.00,14.62
2026-04-29T03:31:00Z,87.00,15.00
2026-04-29T03:32:00Z,87.00,15.00
2026-04-29T03:34:00Z,87.00,15.00
2026-04-29T03:35:00Z,87.00,15.00
2026-04-29T03:36:00Z,87.00,15.00
2026-04-29T03:38:00Z,87.00,15.00
2026-04-29T03:39:00Z,87.00,15.00
2026-04-29T03:41:00Z,87.00,15.00
2026-04-29T03:42:00Z,87.00,15.00
2026-04-29T03:43:00Z,87.00,15.00
2026-04-29T03:44:00Z,87.00,15.00
2026-04-29T03:46:00Z,87.00,14.00
2026-04-29T03:47:00Z,87.00,14.67
2026-04-29T03:48:00Z,87.00,14.67
2026-04-29T03:49:00Z,86.65,14.67
2026-04-29T03:50:00Z,86.65,15.00
2026-04-29T03:51:00Z,86.65,14.00
2026-04-29T03:52:00Z,87.00,15.00
2026-04-29T03:53:00Z,87.00,15.00
2026-04-29T03:55:00Z,87.00,15.00
2026-04-29T03:56:00Z,87.00,15.00
2026-04-29T03:58:00Z,86.26,15.00
2026-04-29T04:01:00Z,86.26,15.00
2026-04-29T04:03:00Z,87.00,15.00
2026-04-29T04:05:00Z,87.00,15.00
2026-04-29T04:06:00Z,87.00,15.00
2026-04-29T04:08:00Z,86.00,15.00
2026-04-29T04:09:00Z,86.00,15.00
2026-04-29T04:10:00Z,87.00,15.00
2026-04-29T04:12:00Z,86.00,15.00
2026-04-29T04:13:00Z,87.00,15.00
2026-04-29T04:14:00Z,87.00,14.00
2026-04-29T04:15:00Z,87.00,14.00
2026-04-29T04:16:00Z,86.82,15.00
2026-04-29T04:17:00Z,86.82,15.00
2026-04-29T04:18:00Z,86.82,15.00
2026-04-29T04:19:00Z,86.00,14.00
2026-04-29T04:20:00Z,87.00,14.00
2026-04-29T04:21:00Z,87.00,15.00
2026-04-29T04:22:00Z,87.00,15.00
2026-04-29T04:24:00Z,87.00,15.00
2026-04-29T04:27:00Z,86.00,15.00
2026-04-29T04:28:00Z,86.00,15.00
2026-04-29T04:30:00Z,87.00,15.00
2026-04-29T04:31:00Z,87.00,15.00
2026-04-29T04:32:00Z,87.00,15.00
2026-04-29T04:34:00Z,87.00,15.00
2026-04-29T04:35:00Z,87.00,15.00
2026-04-29T04:37:00Z,87.00,15.00
2026-04-29T04:38:00Z,87.00,15.00
2026-04-29T04:39:00Z,87.00,15.00
2026-04-29T04:40:00Z,87.00,15.00
2026-04-29T04:43:00Z,87.00,14.05
2026-04-29T04:45:00Z,87.00,15.00
2026-04-29T04:46:00Z,87.00,15.00
2026-04-29T04:47:00Z,87.00,15.00
2026-04-29T04:48:00Z,87.00,15.00
2026-04-29T04:49:00Z,86.00,15.00
2026-04-29T04:50:00Z,87.00,15.00
2026-04-29T04:51:00Z,87.00,15.00
2026-04-29T04:52:00Z,87.00,15.00
2026-04-29T04:53:00Z,87.00,15.00
2026-04-29T04:54:00Z,87.00,15.00
2026-04-29T04:55:00Z,87.00,15.00
2026-04-29T04:56:00Z,86.00,15.00
2026-04-29T04:57:00Z,86.00,15.00
2026-04-29T04:58:00Z,86.00,15.00
2026-04-29T04:59:00Z,86.00,15.00
2026-04-29T05:00:00Z,86.00,15.00
2026-04-29T05:01:00Z,86.00,15.00
2026-04-29T05:02:00Z,86.00,15.00
2026-04-29T05:03:00Z,86.00,14.22
2026-04-29T05:04:00Z,86.00,15.00
2026-04-29T05:05:00Z,86.00,15.00
2026-04-29T05:06:00Z,86.00,15.00
2026-04-29T05:07:00Z,86.00,15.00
2026-04-29T05:08:00Z,86.00,15.00
2026-04-29T05:09:00Z,86.00,15.00
2026-04-29T05:10:00Z,85.51,15.00
2026-04-29T05:11:00Z,86.00,15.00
2026-04-29T05:12:00Z,86.00,15.00
2026-04-29T05:13:00Z,86.00,15.00
2026-04-29T05:14:00Z,86.00,15.00
2026-04-29T05:15:00Z,86.00,15.00
2026-04-29T05:16:00Z,86.00,15.00
2026-04-29T05:17:00Z,86.00,15.00
2026-04-29T05:18:00Z,86.00,14.00
2026-04-29T05:19:00Z,86.00,15.00
2026-04-29T05:20:00Z,86.00,14.99
2026-04-29T05:21:00Z,85.00,15.00
2026-04-29T05:22:00Z,86.00,15.00
2026-04-29T05:23:00Z,86.00,15.00
2026-04-29T05:24:00Z,86.00,15.00
2026-04-29T05:25:00Z,86.00,15.00
2026-04-29T05:26:00Z,86.00,15.00
2026-04-29T05:27:00Z,86.00,15.00
2026-04-29T05:28:00Z,86.00,15.00
2026-04-29T05:29:00Z,86.00,15.00
2026-04-29T05:31:00Z,86.00,15.00
2026-04-29T05:33:00Z,86.00,15.00
2026-04-29T05:34:00Z,86.00,15.00
2026-04-29T05:35:00Z,86.00,15.00
2026-04-29T05:36:00Z,86.00,15.00
2026-04-29T05:37:00Z,86.00,15.00
2026-04-29T05:38:00Z,86.00,15.00
