# event_ticker=KXATPCHALLENGERMATCH-26MAY16BOYBLA
# final_score=6-1 6-0
# score_resolution=1-6 0-6
# match_winner=Tristan Boyer
# fav_player=Dali Blanch
# dog_player=Tristan Boyer
# kalshi_date=2026-05-16
timestamp,Tristan Boyer,Dali Blanch
2026-05-16T01:54:00Z,49.00,
2026-05-16T02:09:00Z,49.00,54.00
2026-05-16T02:40:00Z,49.00,54.00
2026-05-16T02:58:00Z,49.00,54.00
2026-05-16T03:17:00Z,49.00,54.00
2026-05-16T03:39:00Z,49.00,54.00
2026-05-16T03:42:00Z,48.00,51.00
2026-05-16T03:47:00Z,48.64,51.00
2026-05-16T03:52:00Z,48.64,53.00
2026-05-16T03:53:00Z,48.64,51.00
2026-05-16T04:05:00Z,48.00,51.00
2026-05-16T04:30:00Z,48.26,51.00
2026-05-16T04:36:00Z,48.26,53.00
2026-05-16T04:37:00Z,48.26,53.00
2026-05-16T04:38:00Z,48.00,53.00
2026-05-16T04:54:00Z,48.00,53.00
2026-05-16T04:56:00Z,47.00,53.00
2026-05-16T04:58:00Z,49.50,53.00
2026-05-16T05:06:00Z,51.00,53.00
2026-05-16T05:09:00Z,51.00,53.00
2026-05-16T05:26:00Z,51.00,53.00
2026-05-16T05:36:00Z,50.00,53.00
2026-05-16T05:38:00Z,50.00,52.00
2026-05-16T05:48:00Z,50.00,52.00
2026-05-16T06:43:00Z,51.00,52.00
2026-05-16T07:14:00Z,51.00,52.00
2026-05-16T07:35:00Z,51.00,52.00
2026-05-16T07:46:00Z,51.00,52.00
2026-05-16T07:49:00Z,51.00,52.00
2026-05-16T08:22:00Z,50.00,52.00
2026-05-16T08:29:00Z,50.00,52.00
2026-05-16T08:31:00Z,51.00,52.00
2026-05-16T08:33:00Z,51.00,51.00
2026-05-16T09:20:00Z,51.00,51.00
2026-05-16T10:10:00Z,51.00,51.00
2026-05-16T10:28:00Z,51.00,51.00
2026-05-16T10:34:00Z,51.00,51.00
2026-05-16T10:37:00Z,51.00,51.00
2026-05-16T11:07:00Z,51.00,50.00
2026-05-16T11:31:00Z,51.00,50.12
2026-05-16T11:35:00Z,50.00,50.12
2026-05-16T11:43:00Z,50.00,50.00
2026-05-16T11:46:00Z,51.00,50.00
2026-05-16T11:51:00Z,50.00,50.00
2026-05-16T11:56:00Z,50.00,50.00
2026-05-16T11:58:00Z,50.00,51.00
2026-05-16T12:03:00Z,49.75,51.00
2026-05-16T12:06:00Z,49.75,50.00
2026-05-16T12:08:00Z,50.00,50.00
2026-05-16T12:10:00Z,50.00,50.00
2026-05-16T12:17:00Z,50.00,51.00
2026-05-16T12:28:00Z,50.00,51.00
2026-05-16T12:29:00Z,50.74,51.00
2026-05-16T12:33:00Z,51.00,51.00
2026-05-16T12:39:00Z,51.00,51.00
2026-05-16T12:40:00Z,51.00,50.84
2026-05-16T12:44:00Z,49.78,50.84
2026-05-16T12:45:00Z,49.78,51.00
2026-05-16T12:46:00Z,50.00,51.00
2026-05-16T12:50:00Z,50.00,51.00
2026-05-16T12:53:00Z,50.00,51.33
2026-05-16T12:54:00Z,50.00,52.00
2026-05-16T12:56:00Z,51.00,52.00
2026-05-16T12:57:00Z,50.00,52.00
2026-05-16T12:59:00Z,50.00,52.00
2026-05-16T13:00:00Z,50.00,52.00
2026-05-16T13:01:00Z,50.00,52.00
2026-05-16T13:02:00Z,50.00,51.87
2026-05-16T13:03:00Z,51.00,51.87
2026-05-16T13:04:00Z,51.00,51.22
2026-05-16T13:06:00Z,51.00,51.22
2026-05-16T13:07:00Z,51.00,51.22
2026-05-16T13:10:00Z,52.30,50.85
2026-05-16T13:11:00Z,51.48,48.00
2026-05-16T13:12:00Z,53.11,47.00
2026-05-16T13:13:00Z,53.98,49.72
2026-05-16T13:14:00Z,53.98,50.92
2026-05-16T13:15:00Z,50.00,53.58
2026-05-16T13:16:00Z,51.99,50.48
2026-05-16T13:17:00Z,50.55,50.05
2026-05-16T13:18:00Z,52.72,47.74
2026-05-16T13:19:00Z,53.00,48.00
2026-05-16T13:20:00Z,54.20,47.96
2026-05-16T13:21:00Z,54.42,44.56
2026-05-16T13:22:00Z,61.19,39.51
2026-05-16T13:23:00Z,63.60,36.16
2026-05-16T13:24:00Z,66.86,35.77
2026-05-16T13:25:00Z,65.91,34.81
2026-05-16T13:26:00Z,70.50,30.18
2026-05-16T13:27:00Z,70.80,30.00
2026-05-16T13:28:00Z,72.00,29.68
2026-05-16T13:29:00Z,73.00,27.03
2026-05-16T13:30:00Z,75.29,24.00
2026-05-16T13:31:00Z,78.98,22.00
2026-05-16T13:32:00Z,78.02,22.47
2026-05-16T13:33:00Z,76.16,23.94
2026-05-16T13:34:00Z,77.00,23.94
2026-05-16T13:35:00Z,79.87,22.00
2026-05-16T13:36:00Z,79.36,20.60
2026-05-16T13:37:00Z,79.87,21.00
2026-05-16T13:38:00Z,80.00,21.00
2026-05-16T13:39:00Z,81.02,20.87
2026-05-16T13:40:00Z,87.10,13.48
2026-05-16T13:41:00Z,90.66,9.31
2026-05-16T13:42:00Z,89.07,12.52
2026-05-16T13:43:00Z,87.52,13.30
2026-05-16T13:44:00Z,88.69,13.86
2026-05-16T13:45:00Z,89.15,12.01
2026-05-16T13:46:00Z,91.68,8.83
2026-05-16T13:47:00Z,93.44,5.63
2026-05-16T13:48:00Z,95.93,4.07
2026-05-16T13:49:00Z,96.76,5.04
2026-05-16T13:50:00Z,97.90,3.00
2026-05-16T13:51:00Z,97.45,2.71
2026-05-16T13:52:00Z,97.99,1.00
2026-05-16T13:53:00Z,97.07,2.00
2026-05-16T13:54:00Z,98.96,2.00
2026-05-16T13:55:00Z,98.78,1.23
2026-05-16T13:56:00Z,99.00,1.23
2026-05-16T13:57:00Z,99.00,1.23
2026-05-16T13:58:00Z,99.00,1.00
2026-05-16T14:00:00Z,99.00,1.00
2026-05-16T14:02:00Z,99.00,1.00
