# event_ticker=KXATPMATCH-25JUL21MONYIB
# final_score=6-3 6-1
# match_winner=Yibing Wu
# fav_player=Yibing Wu
# dog_player=Gael Monfils
# kalshi_date=2025-07-21
timestamp,Yibing Wu,Gael Monfils
2025-07-22T17:19:00Z,31.76,65.88
2025-07-22T17:20:00Z,31.76,73.00
2025-07-22T17:21:00Z,30.32,72.87
2025-07-22T17:22:00Z,30.32,69.45
2025-07-22T17:23:00Z,42.77,72.10
2025-07-22T17:24:00Z,56.06,63.02
2025-07-22T17:25:00Z,57.12,62.59
2025-07-22T17:26:00Z,49.00,62.59
2025-07-22T17:27:00Z,48.00,56.29
2025-07-22T17:28:00Z,50.89,60.00
2025-07-22T17:29:00Z,50.00,59.00
2025-07-22T17:30:00Z,50.00,59.00
2025-07-22T17:31:00Z,47.91,59.00
2025-07-22T17:32:00Z,48.00,59.00
2025-07-22T17:34:00Z,45.00,59.00
2025-07-22T17:35:00Z,45.00,59.70
2025-07-22T17:36:00Z,69.71,59.70
2025-07-22T17:38:00Z,56.92,71.00
2025-07-22T17:39:00Z,41.26,64.52
2025-07-22T17:40:00Z,49.65,60.04
2025-07-22T17:41:00Z,44.93,68.00
2025-07-22T17:42:00Z,48.00,64.01
2025-07-22T17:43:00Z,45.00,65.00
2025-07-22T17:44:00Z,34.00,67.31
2025-07-22T17:45:00Z,39.27,72.42
2025-07-22T17:46:00Z,32.65,72.71
2025-07-22T17:47:00Z,29.77,74.00
2025-07-22T17:48:00Z,28.22,71.11
2025-07-22T17:49:00Z,41.17,70.18
2025-07-22T17:50:00Z,37.69,64.41
2025-07-22T17:51:00Z,46.74,45.33
2025-07-22T17:52:00Z,59.00,43.91
2025-07-22T17:53:00Z,60.42,43.21
2025-07-22T17:54:00Z,66.84,34.13
2025-07-22T17:55:00Z,67.08,34.91
2025-07-22T17:56:00Z,67.64,34.99
2025-07-22T17:57:00Z,65.00,34.46
2025-07-22T17:58:00Z,61.01,45.49
2025-07-22T17:59:00Z,61.00,41.03
2025-07-22T18:00:00Z,60.02,40.40
2025-07-22T18:01:00Z,63.22,45.95
2025-07-22T18:02:00Z,66.97,34.03
2025-07-22T18:03:00Z,68.00,35.54
2025-07-22T18:04:00Z,65.00,35.54
2025-07-22T18:05:00Z,74.41,29.11
2025-07-22T18:06:00Z,78.03,24.68
2025-07-22T18:07:00Z,77.00,24.05
2025-07-22T18:08:00Z,79.94,27.23
2025-07-22T18:09:00Z,74.80,25.02
2025-07-22T18:10:00Z,81.39,22.25
2025-07-22T18:11:00Z,81.85,19.09
2025-07-22T18:12:00Z,82.59,17.00
2025-07-22T18:13:00Z,78.00,21.01
2025-07-22T18:14:00Z,76.92,28.21
2025-07-22T18:15:00Z,77.71,28.21
2025-07-22T18:16:00Z,77.00,22.81
2025-07-22T18:17:00Z,79.79,20.97
2025-07-22T18:18:00Z,79.95,23.00
2025-07-22T18:19:00Z,86.99,13.98
2025-07-22T18:20:00Z,86.85,15.97
2025-07-22T18:21:00Z,86.72,15.51
2025-07-22T18:22:00Z,83.97,17.97
2025-07-22T18:23:00Z,93.17,6.36
2025-07-22T18:24:00Z,95.83,8.32
2025-07-22T18:25:00Z,83.27,14.34
2025-07-22T18:26:00Z,87.13,16.57
2025-07-22T18:27:00Z,89.93,8.57
2025-07-22T18:28:00Z,91.46,9.32
2025-07-22T18:29:00Z,94.03,6.51
2025-07-22T18:30:00Z,95.00,5.00
2025-07-22T18:31:00Z,95.92,4.86
2025-07-22T18:32:00Z,95.57,4.86
2025-07-22T18:33:00Z,96.69,3.10
2025-07-22T18:34:00Z,98.97,1.21
2025-07-22T18:35:00Z,99.00,1.00
2025-07-22T18:36:00Z,99.00,1.00
2025-07-22T18:37:00Z,99.00,1.00
2025-07-22T18:38:00Z,99.00,1.00
2025-07-22T18:39:00Z,99.00,1.00
2025-07-22T18:40:00Z,99.00,1.00
