# event_ticker=KXATPMATCH-25NOV07DJOHAN
# final_score=6-3 6-4
# match_winner=Novak Djokovic
# fav_player=Novak Djokovic
# dog_player=Yannick Hanfmann
# kalshi_date=2025-11-07
timestamp,Novak Djokovic,Yannick Hanfmann
2025-11-07T03:22:00Z,85.00,
2025-11-07T03:29:00Z,85.00,18.00
2025-11-07T03:34:00Z,85.00,18.00
2025-11-07T03:36:00Z,85.00,18.00
2025-11-07T03:38:00Z,85.00,18.00
2025-11-07T03:45:00Z,85.00,17.00
2025-11-07T03:47:00Z,85.00,18.00
2025-11-07T03:52:00Z,85.00,18.00
2025-11-07T03:55:00Z,85.00,18.00
2025-11-07T04:06:00Z,85.00,18.00
2025-11-07T04:09:00Z,85.00,18.00
2025-11-07T04:10:00Z,85.00,17.01
2025-11-07T04:17:00Z,85.00,17.00
2025-11-07T04:18:00Z,85.00,18.00
2025-11-07T04:19:00Z,85.00,18.00
2025-11-07T04:22:00Z,85.00,18.00
2025-11-07T04:25:00Z,85.44,17.00
2025-11-07T04:27:00Z,86.00,18.00
2025-11-07T04:28:00Z,86.00,18.00
2025-11-07T04:31:00Z,86.00,18.00
2025-11-07T04:35:00Z,86.00,18.00
2025-11-07T04:36:00Z,86.00,18.00
2025-11-07T04:37:00Z,86.00,18.00
2025-11-07T04:38:00Z,86.00,18.00
2025-11-07T04:39:00Z,86.00,18.00
2025-11-07T04:40:00Z,86.00,18.00
2025-11-07T04:42:00Z,86.00,18.00
2025-11-07T04:44:00Z,86.00,18.00
2025-11-07T04:45:00Z,86.00,18.00
2025-11-07T04:49:00Z,86.00,18.00
2025-11-07T04:53:00Z,85.00,18.00
2025-11-07T04:55:00Z,85.00,18.00
2025-11-07T04:56:00Z,85.00,18.00
2025-11-07T04:59:00Z,85.00,18.00
2025-11-07T05:02:00Z,85.00,18.00
2025-11-07T05:06:00Z,85.00,18.00
2025-11-07T05:07:00Z,85.00,18.00
2025-11-07T05:10:00Z,85.00,18.00
2025-11-07T05:12:00Z,85.00,18.00
2025-11-07T05:14:00Z,85.18,18.00
2025-11-07T05:21:00Z,85.00,18.00
2025-11-07T05:23:00Z,85.00,18.00
2025-11-07T05:27:00Z,85.00,18.00
2025-11-07T05:28:00Z,85.28,18.00
2025-11-07T05:31:00Z,85.00,18.00
2025-11-07T05:33:00Z,85.00,18.00
2025-11-07T05:34:00Z,85.00,18.00
2025-11-07T05:35:00Z,85.00,18.00
2025-11-07T05:36:00Z,85.00,18.00
2025-11-07T05:37:00Z,85.00,18.00
2025-11-07T05:38:00Z,85.00,18.00
2025-11-07T05:39:00Z,85.00,18.00
2025-11-07T05:40:00Z,85.00,18.00
2025-11-07T05:43:00Z,85.00,18.00
2025-11-07T05:44:00Z,85.00,18.00
2025-11-07T05:45:00Z,85.00,18.00
2025-11-07T05:47:00Z,85.00,18.00
2025-11-07T05:48:00Z,85.63,18.00
2025-11-07T05:51:00Z,85.63,18.00
2025-11-07T05:52:00Z,85.63,18.00
2025-11-07T05:53:00Z,85.63,18.00
2025-11-07T05:54:00Z,85.00,18.00
2025-11-07T05:55:00Z,85.00,18.00
2025-11-07T05:56:00Z,85.00,17.34
2025-11-07T05:57:00Z,85.00,18.00
2025-11-07T05:58:00Z,85.00,18.00
2025-11-07T05:59:00Z,84.94,18.00
2025-11-07T06:00:00Z,84.94,18.00
2025-11-07T06:01:00Z,84.94,18.00
2025-11-07T06:05:00Z,84.22,18.00
2025-11-07T06:07:00Z,85.00,18.00
2025-11-07T06:08:00Z,85.00,18.00
2025-11-07T06:09:00Z,85.00,18.00
2025-11-07T06:10:00Z,85.00,18.00
2025-11-07T06:11:00Z,85.00,18.00
2025-11-07T06:12:00Z,85.00,18.00
2025-11-07T06:13:00Z,85.00,18.00
2025-11-07T06:14:00Z,85.00,17.20
2025-11-07T06:15:00Z,85.00,17.20
2025-11-07T06:16:00Z,85.00,17.00
2025-11-07T06:19:00Z,85.00,18.00
2025-11-07T06:21:00Z,85.00,18.00
2025-11-07T06:23:00Z,85.00,18.00
2025-11-07T06:25:00Z,85.00,18.00
2025-11-07T06:28:00Z,85.00,18.00
2025-11-07T06:29:00Z,85.00,18.00
2025-11-07T06:30:00Z,85.00,18.00
2025-11-07T06:32:00Z,85.00,18.00
2025-11-07T06:38:00Z,85.00,18.00
2025-11-07T06:39:00Z,85.00,18.00
2025-11-07T06:44:00Z,85.00,18.00
2025-11-07T06:46:00Z,85.00,18.00
2025-11-07T06:49:00Z,85.00,18.00
2025-11-07T06:53:00Z,85.00,18.00
2025-11-07T06:54:00Z,85.00,18.00
2025-11-07T06:55:00Z,85.33,18.00
2025-11-07T06:57:00Z,85.33,16.00
2025-11-07T06:59:00Z,85.33,16.00
2025-11-07T07:00:00Z,84.54,16.00
2025-11-07T07:04:00Z,84.54,16.00
2025-11-07T07:06:00Z,84.54,16.00
2025-11-07T07:07:00Z,85.00,16.00
2025-11-07T07:11:00Z,85.00,16.00
2025-11-07T07:12:00Z,85.00,16.00
2025-11-07T07:13:00Z,85.00,16.00
2025-11-07T07:14:00Z,85.00,15.00
2025-11-07T07:15:00Z,85.00,16.00
2025-11-07T07:16:00Z,85.00,16.00
2025-11-07T07:18:00Z,85.00,16.00
2025-11-07T07:22:00Z,85.00,16.00
2025-11-07T07:23:00Z,85.00,16.00
2025-11-07T07:25:00Z,85.00,15.00
2025-11-07T07:26:00Z,86.00,15.00
2025-11-07T07:36:00Z,86.00,15.00
2025-11-07T07:37:00Z,86.00,15.00
2025-11-07T07:39:00Z,86.00,16.00
2025-11-07T07:40:00Z,86.00,16.00
2025-11-07T07:42:00Z,86.00,16.00
2025-11-07T07:44:00Z,86.00,15.00
2025-11-07T07:47:00Z,86.00,15.00
2025-11-07T07:48:00Z,86.00,15.00
2025-11-07T07:54:00Z,86.00,16.00
2025-11-07T07:55:00Z,86.00,16.00
2025-11-07T07:56:00Z,86.00,16.00
2025-11-07T07:58:00Z,86.00,16.00
2025-11-07T08:00:00Z,86.00,16.00
2025-11-07T08:03:00Z,86.00,16.00
2025-11-07T08:04:00Z,86.00,16.00
2025-11-07T08:05:00Z,86.00,16.00
2025-11-07T08:07:00Z,86.00,16.00
2025-11-07T08:08:00Z,86.00,16.00
2025-11-07T08:10:00Z,86.00,16.00
2025-11-07T08:11:00Z,86.00,16.00
2025-11-07T08:12:00Z,86.00,16.00
2025-11-07T08:14:00Z,86.00,16.00
2025-11-07T08:16:00Z,86.00,16.00
2025-11-07T08:29:00Z,86.00,16.00
2025-11-07T08:32:00Z,86.00,16.00
2025-11-07T08:33:00Z,86.00,16.00
2025-11-07T08:48:00Z,86.00,16.00
2025-11-07T08:50:00Z,86.00,16.00
2025-11-07T09:00:00Z,86.00,16.00
2025-11-07T09:01:00Z,86.00,14.51
2025-11-07T09:05:00Z,86.00,15.00
2025-11-07T09:07:00Z,86.00,15.00
2025-11-07T09:10:00Z,86.00,15.00
2025-11-07T09:16:00Z,86.00,15.00
2025-11-07T09:22:00Z,86.00,15.00
2025-11-07T09:24:00Z,86.00,15.00
2025-11-07T09:27:00Z,86.00,15.00
