# event_ticker=KXATPMATCH-25OCT21GIRSHA
# final_score=6-7(3) 6-0 7-6(4)
# score_resolution=6-7 6-0 7-6
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Marcos Giron
# kalshi_date=2025-10-21
timestamp,Denis Shapovalov,Marcos Giron
2025-10-21T03:46:00Z,61.00,
2025-10-21T03:47:00Z,61.00,42.00
2025-10-21T03:50:00Z,61.00,42.00
2025-10-21T04:09:00Z,61.00,42.00
2025-10-21T04:11:00Z,61.00,42.00
2025-10-21T04:21:00Z,60.00,42.00
2025-10-21T04:40:00Z,60.00,42.00
2025-10-21T04:41:00Z,60.00,42.00
2025-10-21T04:44:00Z,60.00,42.00
2025-10-21T04:53:00Z,60.00,42.00
2025-10-21T05:05:00Z,59.00,42.00
2025-10-21T05:32:00Z,58.00,42.00
2025-10-21T05:36:00Z,58.00,42.00
2025-10-21T05:39:00Z,58.00,43.00
2025-10-21T05:40:00Z,58.00,43.00
2025-10-21T05:47:00Z,58.00,43.00
2025-10-21T05:48:00Z,58.00,43.00
2025-10-21T05:58:00Z,57.00,43.00
2025-10-21T06:06:00Z,58.00,43.00
2025-10-21T06:09:00Z,58.00,43.00
2025-10-21T06:14:00Z,58.00,43.00
2025-10-21T06:18:00Z,58.00,43.00
2025-10-21T06:21:00Z,58.00,43.00
2025-10-21T06:27:00Z,58.00,43.00
2025-10-21T06:32:00Z,58.00,43.00
2025-10-21T06:34:00Z,58.00,43.00
2025-10-21T06:40:00Z,58.00,43.00
2025-10-21T06:42:00Z,58.00,43.00
2025-10-21T06:48:00Z,58.00,43.00
2025-10-21T06:51:00Z,58.00,43.00
2025-10-21T06:58:00Z,58.00,43.00
2025-10-21T07:02:00Z,58.00,43.00
2025-10-21T07:12:00Z,58.00,43.00
2025-10-21T08:04:00Z,58.00,43.00
2025-10-21T08:20:00Z,58.00,43.00
2025-10-21T08:23:00Z,58.00,43.00
2025-10-21T08:30:00Z,58.00,43.00
2025-10-21T08:37:00Z,58.00,43.00
2025-10-21T08:43:00Z,58.00,43.00
2025-10-21T08:46:00Z,58.00,43.00
2025-10-21T08:48:00Z,58.00,43.00
2025-10-21T09:18:00Z,58.00,43.00
2025-10-21T09:49:00Z,58.00,43.00
2025-10-21T09:58:00Z,58.00,43.00
2025-10-21T10:05:00Z,58.00,43.48
2025-10-21T10:09:00Z,58.00,43.48
2025-10-21T10:33:00Z,58.00,47.00
2025-10-21T10:37:00Z,55.00,47.00
2025-10-21T10:45:00Z,55.00,47.00
2025-10-21T10:49:00Z,55.00,47.00
2025-10-21T10:55:00Z,55.00,47.00
2025-10-21T10:57:00Z,55.00,47.00
2025-10-21T11:00:00Z,54.00,47.00
2025-10-21T11:05:00Z,54.00,47.00
2025-10-21T11:07:00Z,54.00,47.00
2025-10-21T11:10:00Z,54.00,47.00
2025-10-21T11:17:00Z,54.00,47.93
2025-10-21T11:20:00Z,54.00,47.93
2025-10-21T11:22:00Z,54.00,46.05
2025-10-21T11:23:00Z,54.00,46.05
2025-10-21T11:24:00Z,54.00,46.05
2025-10-21T11:28:00Z,54.00,47.00
2025-10-21T11:41:00Z,54.00,47.00
2025-10-21T11:42:00Z,54.00,47.00
2025-10-21T11:45:00Z,54.00,47.00
2025-10-21T11:46:00Z,54.00,47.00
2025-10-21T11:49:00Z,54.00,47.00
2025-10-21T11:52:00Z,54.00,47.00
2025-10-21T12:02:00Z,54.00,47.00
2025-10-21T12:08:00Z,54.00,47.00
2025-10-21T12:11:00Z,54.00,47.00
2025-10-21T12:12:00Z,54.39,47.00
2025-10-21T12:13:00Z,55.00,47.00
2025-10-21T12:15:00Z,55.00,47.00
2025-10-21T12:18:00Z,55.00,47.00
2025-10-21T12:19:00Z,55.00,47.00
2025-10-21T12:24:00Z,55.00,47.00
2025-10-21T12:31:00Z,55.00,47.00
2025-10-21T12:35:00Z,55.00,47.00
2025-10-21T12:38:00Z,55.00,47.00
2025-10-21T12:42:00Z,54.00,47.00
2025-10-21T12:43:00Z,54.00,47.00
2025-10-21T12:44:00Z,54.00,47.00
2025-10-21T12:52:00Z,54.00,47.00
2025-10-21T12:53:00Z,54.00,47.00
2025-10-21T13:02:00Z,54.00,47.00
2025-10-21T13:04:00Z,54.00,47.00
