# event_ticker=KXATPCHALLENGERMATCH-26MAY01BURGIR
# final_score=6-3 2-6 7-6(1)
# score_resolution=3-6 6-2 6-7
# match_winner=Roman Andres Burruchaga
# fav_player=Marcos Giron
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-05-01
timestamp,Roman Andres Burruchaga,Marcos Giron
2026-05-01T01:12:00Z,66.00,
2026-05-01T01:33:00Z,67.00,
2026-05-01T01:36:00Z,67.00,
2026-05-01T01:56:00Z,67.00,
2026-05-01T02:47:00Z,67.00,
2026-05-01T03:05:00Z,66.00,
2026-05-01T03:18:00Z,66.00,
2026-05-01T03:32:00Z,66.00,35.00
2026-05-01T03:42:00Z,66.00,35.00
2026-05-01T04:16:00Z,66.00,35.00
2026-05-01T04:24:00Z,66.00,35.00
2026-05-01T04:26:00Z,66.00,35.00
2026-05-01T04:28:00Z,66.00,35.00
2026-05-01T04:38:00Z,66.00,34.00
2026-05-01T05:02:00Z,66.75,34.00
2026-05-01T05:10:00Z,67.00,34.00
2026-05-01T05:17:00Z,67.00,34.00
2026-05-01T05:23:00Z,67.00,35.00
2026-05-01T06:06:00Z,66.00,35.00
2026-05-01T06:49:00Z,68.00,35.00
2026-05-01T06:53:00Z,68.00,35.00
2026-05-01T07:29:00Z,68.00,33.00
2026-05-01T07:46:00Z,68.00,33.00
2026-05-01T08:00:00Z,68.00,33.00
2026-05-01T08:34:00Z,68.00,33.00
2026-05-01T09:00:00Z,68.00,31.00
2026-05-01T09:37:00Z,68.00,32.00
2026-05-01T10:29:00Z,68.00,32.00
2026-05-01T10:32:00Z,68.00,32.00
2026-05-01T10:36:00Z,68.00,32.00
2026-05-01T10:50:00Z,68.00,33.00
2026-05-01T10:55:00Z,68.00,33.00
2026-05-01T10:59:00Z,68.00,33.00
2026-05-01T11:01:00Z,68.00,33.00
2026-05-01T11:17:00Z,68.00,33.00
2026-05-01T11:21:00Z,68.00,33.00
2026-05-01T11:23:00Z,68.00,32.22
2026-05-01T11:24:00Z,68.00,33.00
2026-05-01T11:26:00Z,68.00,32.00
2026-05-01T11:28:00Z,68.00,32.00
2026-05-01T11:29:00Z,68.00,32.00
2026-05-01T11:35:00Z,68.00,32.00
2026-05-01T11:37:00Z,68.00,32.00
2026-05-01T11:38:00Z,68.31,32.00
2026-05-01T11:39:00Z,68.31,33.00
2026-05-01T11:42:00Z,68.31,33.00
2026-05-01T11:50:00Z,68.31,33.00
2026-05-01T11:52:00Z,68.00,33.00
2026-05-01T11:53:00Z,68.00,33.00
2026-05-01T11:54:00Z,68.00,33.00
2026-05-01T11:59:00Z,68.00,33.00
2026-05-01T12:00:00Z,68.00,33.00
2026-05-01T12:02:00Z,68.00,33.00
2026-05-01T12:03:00Z,68.00,33.00
2026-05-01T12:08:00Z,68.00,33.00
2026-05-01T12:09:00Z,68.00,33.00
2026-05-01T12:10:00Z,68.00,33.00
2026-05-01T12:15:00Z,68.00,33.00
2026-05-01T12:16:00Z,68.00,33.00
2026-05-01T12:17:00Z,68.00,33.00
2026-05-01T12:20:00Z,68.00,33.00
2026-05-01T12:22:00Z,68.00,33.00
2026-05-01T12:23:00Z,68.00,33.00
2026-05-01T12:27:00Z,69.00,33.00
2026-05-01T12:28:00Z,67.00,33.00
2026-05-01T12:30:00Z,67.00,33.00
2026-05-01T12:32:00Z,67.00,33.00
2026-05-01T12:33:00Z,68.00,33.00
2026-05-01T12:34:00Z,68.00,33.00
2026-05-01T12:35:00Z,69.00,33.00
2026-05-01T12:39:00Z,68.54,33.00
2026-05-01T12:40:00Z,68.00,33.00
2026-05-01T12:43:00Z,68.00,33.55
2026-05-01T12:44:00Z,68.00,34.00
2026-05-01T12:45:00Z,68.00,34.00
2026-05-01T12:46:00Z,68.00,34.00
2026-05-01T12:49:00Z,68.00,34.00
2026-05-01T12:50:00Z,67.00,34.00
2026-05-01T12:51:00Z,67.00,34.23
2026-05-01T12:52:00Z,67.00,34.00
2026-05-01T12:53:00Z,67.00,34.00
2026-05-01T12:54:00Z,67.00,34.00
2026-05-01T12:55:00Z,67.00,34.20
2026-05-01T12:56:00Z,64.42,35.93
2026-05-01T12:57:00Z,63.93,37.00
2026-05-01T12:58:00Z,63.97,37.24
2026-05-01T12:59:00Z,61.34,40.64
2026-05-01T13:00:00Z,58.79,41.12
2026-05-01T13:01:00Z,59.81,40.40
2026-05-01T13:02:00Z,61.44,38.18
2026-05-01T13:03:00Z,63.33,36.00
2026-05-01T13:04:00Z,69.25,32.07
2026-05-01T13:05:00Z,74.14,25.76
2026-05-01T13:06:00Z,77.93,22.02
2026-05-01T13:07:00Z,77.99,23.97
2026-05-01T13:08:00Z,73.23,27.33
2026-05-01T13:09:00Z,68.06,31.95
2026-05-01T13:10:00Z,73.38,29.52
2026-05-01T13:11:00Z,73.34,25.91
2026-05-01T13:12:00Z,79.65,22.19
2026-05-01T13:13:00Z,79.99,21.13
2026-05-01T13:14:00Z,79.53,21.49
2026-05-01T13:15:00Z,78.00,22.64
2026-05-01T13:16:00Z,78.01,22.92
2026-05-01T13:17:00Z,77.23,23.00
2026-05-01T13:18:00Z,78.01,23.20
2026-05-01T13:19:00Z,75.30,23.62
2026-05-01T13:20:00Z,72.89,28.88
2026-05-01T13:21:00Z,69.02,30.90
2026-05-01T13:22:00Z,68.00,35.13
2026-05-01T13:23:00Z,68.82,35.79
2026-05-01T13:24:00Z,68.06,33.73
2026-05-01T13:25:00Z,68.89,31.20
2026-05-01T13:26:00Z,65.18,35.29
2026-05-01T13:27:00Z,68.46,32.71
2026-05-01T13:28:00Z,73.00,28.78
2026-05-01T13:29:00Z,81.90,21.69
2026-05-01T13:30:00Z,81.87,19.94
2026-05-01T13:31:00Z,82.44,18.46
2026-05-01T13:32:00Z,85.00,15.28
2026-05-01T13:33:00Z,86.81,13.99
2026-05-01T13:34:00Z,88.92,13.10
2026-05-01T13:35:00Z,87.10,12.73
2026-05-01T13:36:00Z,86.00,14.18
2026-05-01T13:37:00Z,88.00,13.34
2026-05-01T13:38:00Z,88.52,13.26
2026-05-01T13:39:00Z,89.99,11.41
2026-05-01T13:40:00Z,90.00,10.52
2026-05-01T13:41:00Z,89.14,11.00
2026-05-01T13:42:00Z,89.29,12.06
2026-05-01T13:43:00Z,85.23,15.44
2026-05-01T13:44:00Z,84.33,16.35
2026-05-01T13:45:00Z,84.41,15.49
2026-05-01T13:46:00Z,88.12,12.72
2026-05-01T13:47:00Z,90.16,10.06
2026-05-01T13:48:00Z,89.78,11.14
2026-05-01T13:49:00Z,87.20,12.84
2026-05-01T13:50:00Z,87.74,13.10
2026-05-01T13:51:00Z,89.00,12.60
2026-05-01T13:52:00Z,88.95,13.66
2026-05-01T13:53:00Z,88.98,11.98
2026-05-01T13:54:00Z,89.46,12.19
2026-05-01T13:55:00Z,89.00,11.87
2026-05-01T13:56:00Z,88.48,12.68
2026-05-01T13:57:00Z,86.01,13.96
2026-05-01T13:58:00Z,87.56,14.68
2026-05-01T13:59:00Z,85.98,14.96
2026-05-01T14:00:00Z,85.97,15.49
2026-05-01T14:01:00Z,86.44,14.46
2026-05-01T14:02:00Z,85.11,18.30
2026-05-01T14:03:00Z,74.56,24.35
2026-05-01T14:04:00Z,74.79,25.84
2026-05-01T14:05:00Z,77.03,25.58
2026-05-01T14:06:00Z,79.49,20.37
2026-05-01T14:07:00Z,81.18,19.28
2026-05-01T14:08:00Z,80.95,23.12
2026-05-01T14:09:00Z,73.91,28.32
2026-05-01T14:10:00Z,70.38,30.95
2026-05-01T14:11:00Z,67.27,33.46
2026-05-01T14:12:00Z,66.39,34.46
2026-05-01T14:13:00Z,64.60,36.95
2026-05-01T14:14:00Z,60.65,39.99
2026-05-01T14:15:00Z,60.99,40.17
2026-05-01T14:16:00Z,57.06,42.38
2026-05-01T14:17:00Z,56.50,43.77
2026-05-01T14:18:00Z,56.79,42.85
2026-05-01T14:19:00Z,57.95,43.19
2026-05-01T14:20:00Z,58.00,42.81
2026-05-01T14:21:00Z,58.00,43.51
2026-05-01T14:22:00Z,58.00,43.80
2026-05-01T14:23:00Z,58.00,42.10
2026-05-01T14:24:00Z,58.89,43.23
2026-05-01T14:25:00Z,62.49,37.22
2026-05-01T14:26:00Z,64.39,35.09
2026-05-01T14:27:00Z,65.89,36.83
2026-05-01T14:28:00Z,60.97,39.76
2026-05-01T14:29:00Z,57.88,42.72
2026-05-01T14:30:00Z,62.22,38.34
2026-05-01T14:31:00Z,64.26,36.77
2026-05-01T14:32:00Z,65.00,35.34
2026-05-01T14:33:00Z,69.10,31.50
2026-05-01T14:34:00Z,76.21,23.47
2026-05-01T14:35:00Z,73.45,32.14
2026-05-01T14:36:00Z,79.13,23.09
2026-05-01T14:37:00Z,86.98,13.52
2026-05-01T14:38:00Z,80.77,19.43
2026-05-01T14:39:00Z,74.69,30.00
2026-05-01T14:40:00Z,72.45,27.11
2026-05-01T14:41:00Z,75.45,29.21
2026-05-01T14:42:00Z,66.79,32.85
2026-05-01T14:43:00Z,63.32,37.15
2026-05-01T14:44:00Z,56.76,43.46
2026-05-01T14:45:00Z,49.56,50.30
2026-05-01T14:46:00Z,27.72,68.14
2026-05-01T14:47:00Z,22.90,76.61
2026-05-01T14:48:00Z,23.04,76.82
2026-05-01T14:49:00Z,23.04,78.75
2026-05-01T14:50:00Z,24.12,76.08
2026-05-01T14:51:00Z,21.41,83.83
2026-05-01T14:52:00Z,12.47,87.98
2026-05-01T14:53:00Z,13.05,87.20
2026-05-01T14:54:00Z,12.78,88.78
2026-05-01T14:55:00Z,6.24,93.37
2026-05-01T14:56:00Z,9.42,90.08
2026-05-01T14:57:00Z,14.71,85.41
2026-05-01T14:58:00Z,15.90,84.86
2026-05-01T14:59:00Z,10.96,89.39
2026-05-01T15:00:00Z,21.63,72.12
2026-05-01T15:01:00Z,42.54,56.21
2026-05-01T15:02:00Z,47.81,47.02
2026-05-01T15:03:00Z,56.99,42.15
2026-05-01T15:04:00Z,63.01,37.98
2026-05-01T15:05:00Z,66.82,32.67
2026-05-01T15:06:00Z,67.19,32.83
2026-05-01T15:07:00Z,63.98,34.78
2026-05-01T15:08:00Z,67.77,31.89
2026-05-01T15:09:00Z,64.02,32.01
2026-05-01T15:10:00Z,75.63,24.36
2026-05-01T15:11:00Z,80.01,29.40
2026-05-01T15:12:00Z,67.34,33.48
2026-05-01T15:13:00Z,66.98,35.80
2026-05-01T15:14:00Z,62.08,36.67
2026-05-01T15:15:00Z,56.11,44.73
2026-05-01T15:16:00Z,78.63,24.26
2026-05-01T15:17:00Z,89.19,11.08
2026-05-01T15:18:00Z,97.59,2.68
2026-05-01T15:19:00Z,98.78,1.32
2026-05-01T15:20:00Z,98.51,1.54
2026-05-01T15:21:00Z,99.00,1.54
2026-05-01T15:22:00Z,99.00,1.54
2026-05-01T15:23:00Z,99.00,1.54
