# event_ticker=KXATPCHALLENGERMATCH-26MAR25POLGIL
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Mili Poljicak
# fav_player=Felix Gill
# dog_player=Mili Poljicak
# kalshi_date=2026-03-25
timestamp,Felix Gill,Mili Poljicak
2026-03-25T06:38:00Z,62.00,40.00
2026-03-25T06:41:00Z,62.00,40.00
2026-03-25T06:42:00Z,62.54,40.00
2026-03-25T06:45:00Z,63.00,40.00
2026-03-25T06:46:00Z,63.13,40.00
2026-03-25T06:47:00Z,63.00,39.00
2026-03-25T06:48:00Z,63.00,40.00
2026-03-25T06:49:00Z,63.00,40.00
2026-03-25T06:54:00Z,63.00,40.00
2026-03-25T06:55:00Z,63.00,40.00
2026-03-25T07:08:00Z,63.00,40.00
2026-03-25T07:27:00Z,63.00,40.00
2026-03-25T07:28:00Z,63.00,40.00
2026-03-25T07:29:00Z,60.00,40.00
2026-03-25T07:37:00Z,63.00,40.00
2026-03-25T07:40:00Z,61.00,40.00
2026-03-25T07:50:00Z,61.00,40.00
2026-03-25T07:51:00Z,62.00,40.00
2026-03-25T07:56:00Z,63.00,40.00
2026-03-25T07:58:00Z,62.00,40.00
2026-03-25T07:59:00Z,62.00,40.00
2026-03-25T08:00:00Z,63.00,40.00
2026-03-25T08:15:00Z,63.00,39.00
2026-03-25T08:18:00Z,63.00,39.00
2026-03-25T08:22:00Z,65.59,37.01
2026-03-25T08:33:00Z,65.59,39.30
2026-03-25T08:36:00Z,63.00,39.30
2026-03-25T08:37:00Z,63.50,39.30
2026-03-25T08:38:00Z,63.00,39.30
2026-03-25T08:45:00Z,63.00,38.00
2026-03-25T08:51:00Z,63.00,38.00
2026-03-25T08:52:00Z,63.00,38.00
2026-03-25T08:53:00Z,63.00,38.00
2026-03-25T08:54:00Z,63.00,38.00
2026-03-25T08:55:00Z,63.00,38.00
2026-03-25T08:58:00Z,64.00,38.00
2026-03-25T09:00:00Z,64.00,36.55
2026-03-25T09:01:00Z,64.00,36.55
2026-03-25T09:04:00Z,64.00,37.00
2026-03-25T09:05:00Z,64.00,37.00
2026-03-25T09:10:00Z,64.00,37.00
2026-03-25T09:12:00Z,64.00,37.00
2026-03-25T09:13:00Z,64.37,37.00
2026-03-25T09:14:00Z,64.37,37.00
2026-03-25T09:15:00Z,63.00,37.00
2026-03-25T09:17:00Z,63.00,37.00
2026-03-25T09:19:00Z,63.00,38.00
2026-03-25T09:20:00Z,64.68,37.00
2026-03-25T09:25:00Z,65.76,37.00
2026-03-25T09:26:00Z,64.00,36.00
2026-03-25T09:27:00Z,65.00,36.00
2026-03-25T09:29:00Z,64.00,36.00
2026-03-25T09:38:00Z,64.00,36.42
2026-03-25T09:39:00Z,65.00,36.42
2026-03-25T09:43:00Z,65.40,36.42
2026-03-25T09:44:00Z,65.40,36.00
2026-03-25T09:45:00Z,65.34,36.00
2026-03-25T09:47:00Z,65.50,36.00
2026-03-25T09:48:00Z,65.50,36.00
2026-03-25T09:50:00Z,65.50,36.00
2026-03-25T09:51:00Z,65.83,36.00
2026-03-25T09:55:00Z,65.98,36.00
2026-03-25T09:56:00Z,66.00,36.00
2026-03-25T09:57:00Z,66.00,36.00
2026-03-25T09:58:00Z,65.00,36.00
2026-03-25T10:04:00Z,64.00,36.00
2026-03-25T10:05:00Z,64.00,36.00
2026-03-25T10:06:00Z,64.00,36.00
2026-03-25T10:09:00Z,64.00,36.00
2026-03-25T10:10:00Z,64.00,37.26
2026-03-25T10:12:00Z,64.00,37.00
2026-03-25T10:14:00Z,64.00,37.00
2026-03-25T10:15:00Z,64.00,37.00
2026-03-25T10:16:00Z,63.00,37.00
2026-03-25T10:17:00Z,63.00,37.00
2026-03-25T10:19:00Z,63.00,37.00
2026-03-25T10:20:00Z,63.00,38.00
2026-03-25T10:22:00Z,63.00,38.00
2026-03-25T10:24:00Z,63.00,38.00
2026-03-25T10:25:00Z,63.00,38.00
2026-03-25T10:28:00Z,63.97,38.00
2026-03-25T10:29:00Z,63.00,38.00
2026-03-25T10:30:00Z,63.00,38.00
2026-03-25T10:31:00Z,63.00,38.00
2026-03-25T10:32:00Z,63.00,38.00
2026-03-25T10:33:00Z,63.00,38.00
2026-03-25T10:34:00Z,63.00,38.00
2026-03-25T10:36:00Z,63.00,38.00
2026-03-25T10:38:00Z,63.00,38.00
2026-03-25T10:39:00Z,63.00,38.00
2026-03-25T10:40:00Z,63.00,38.00
2026-03-25T10:44:00Z,63.87,38.00
2026-03-25T10:45:00Z,63.47,38.00
2026-03-25T10:46:00Z,64.00,39.00
2026-03-25T10:47:00Z,63.52,38.27
2026-03-25T10:48:00Z,64.00,39.20
2026-03-25T10:49:00Z,64.00,38.00
2026-03-25T10:50:00Z,62.03,39.04
2026-03-25T10:51:00Z,59.00,43.38
2026-03-25T10:52:00Z,56.22,44.94
2026-03-25T10:53:00Z,56.21,45.55
2026-03-25T10:54:00Z,45.80,52.03
2026-03-25T10:55:00Z,45.65,57.43
2026-03-25T10:56:00Z,45.18,60.12
2026-03-25T10:57:00Z,41.96,60.89
2026-03-25T10:58:00Z,40.10,60.52
2026-03-25T10:59:00Z,36.98,59.72
2026-03-25T11:00:00Z,37.00,64.00
2026-03-25T11:01:00Z,36.00,64.41
2026-03-25T11:02:00Z,38.04,64.00
2026-03-25T11:03:00Z,36.23,63.72
2026-03-25T11:04:00Z,31.05,69.42
2026-03-25T11:05:00Z,27.42,73.67
2026-03-25T11:06:00Z,24.82,73.87
2026-03-25T11:07:00Z,28.99,72.09
2026-03-25T11:08:00Z,31.27,69.30
2026-03-25T11:09:00Z,29.84,70.27
2026-03-25T11:10:00Z,31.00,70.02
2026-03-25T11:11:00Z,26.92,72.96
2026-03-25T11:12:00Z,27.00,73.78
2026-03-25T11:13:00Z,25.55,74.58
2026-03-25T11:14:00Z,26.35,73.00
2026-03-25T11:15:00Z,27.75,72.27
2026-03-25T11:16:00Z,28.93,70.00
2026-03-25T11:17:00Z,30.06,69.01
2026-03-25T11:18:00Z,29.66,69.45
2026-03-25T11:19:00Z,26.82,71.32
2026-03-25T11:20:00Z,27.94,72.25
2026-03-25T11:21:00Z,27.26,72.28
2026-03-25T11:22:00Z,28.00,74.00
2026-03-25T11:23:00Z,28.31,73.86
2026-03-25T11:24:00Z,29.43,71.62
2026-03-25T11:25:00Z,24.26,74.39
2026-03-25T11:26:00Z,29.09,75.70
2026-03-25T11:27:00Z,30.07,71.90
2026-03-25T11:28:00Z,28.28,73.11
2026-03-25T11:29:00Z,24.58,78.53
2026-03-25T11:30:00Z,22.08,77.52
2026-03-25T11:31:00Z,24.70,81.30
2026-03-25T11:32:00Z,20.81,75.40
2026-03-25T11:33:00Z,13.14,85.66
2026-03-25T11:34:00Z,12.16,87.02
2026-03-25T11:35:00Z,13.20,89.41
2026-03-25T11:36:00Z,10.78,88.80
2026-03-25T11:37:00Z,11.08,90.83
2026-03-25T11:38:00Z,9.95,90.64
2026-03-25T11:39:00Z,8.78,92.23
2026-03-25T11:40:00Z,6.72,94.32
2026-03-25T11:41:00Z,4.05,95.87
2026-03-25T11:42:00Z,3.12,97.76
2026-03-25T11:43:00Z,2.01,97.90
2026-03-25T11:44:00Z,1.04,98.98
2026-03-25T11:45:00Z,1.05,98.21
2026-03-25T11:46:00Z,1.79,99.00
2026-03-25T11:47:00Z,1.00,98.66
2026-03-25T11:48:00Z,1.11,98.87
2026-03-25T11:49:00Z,1.09,98.66
2026-03-25T11:50:00Z,1.09,98.99
2026-03-25T11:51:00Z,2.15,98.92
2026-03-25T11:52:00Z,2.15,99.00
2026-03-25T11:53:00Z,1.02,99.00
2026-03-25T11:54:00Z,1.00,99.00
2026-03-25T11:55:00Z,1.00,99.00
2026-03-25T11:56:00Z,1.00,99.00
2026-03-25T11:57:00Z,1.00,99.00
2026-03-25T11:58:00Z,1.00,99.00
2026-03-25T12:01:00Z,1.00,99.00
