# event_ticker=KXATPCHALLENGERMATCH-26APR07MARMAY
# final_score=3-6 6-3 7-6(2)
# score_resolution=3-6 6-3 7-6
# match_winner=Aidan Mayo
# fav_player=Aidan Mayo
# dog_player=Dan Martin
# kalshi_date=2026-04-07
timestamp,Aidan Mayo,Dan Martin
2026-04-07T20:19:00Z,31.06,68.87
2026-04-07T20:20:00Z,30.69,70.20
2026-04-07T20:21:00Z,32.17,68.61
2026-04-07T20:22:00Z,33.00,68.00
2026-04-07T20:23:00Z,34.68,65.57
2026-04-07T20:24:00Z,38.29,62.80
2026-04-07T20:25:00Z,38.92,64.23
2026-04-07T20:26:00Z,39.58,64.76
2026-04-07T20:27:00Z,37.34,64.16
2026-04-07T20:28:00Z,39.07,61.33
2026-04-07T20:29:00Z,34.48,65.63
2026-04-07T20:30:00Z,31.92,68.41
2026-04-07T20:31:00Z,32.90,67.50
2026-04-07T20:32:00Z,34.99,67.47
2026-04-07T20:33:00Z,34.30,66.13
2026-04-07T20:34:00Z,40.00,60.95
2026-04-07T20:35:00Z,45.22,55.87
2026-04-07T20:36:00Z,52.51,48.03
2026-04-07T20:37:00Z,51.07,48.77
2026-04-07T20:38:00Z,56.36,44.11
2026-04-07T20:39:00Z,57.08,43.10
2026-04-07T20:40:00Z,58.88,42.16
2026-04-07T20:41:00Z,59.08,42.00
2026-04-07T20:42:00Z,59.55,40.01
2026-04-07T20:43:00Z,62.63,37.01
2026-04-07T20:44:00Z,62.86,40.00
2026-04-07T20:45:00Z,59.39,40.94
2026-04-07T20:46:00Z,60.91,39.29
2026-04-07T20:47:00Z,61.39,37.79
2026-04-07T20:48:00Z,61.35,38.12
2026-04-07T20:49:00Z,62.23,37.01
2026-04-07T20:50:00Z,63.92,37.40
2026-04-07T20:51:00Z,59.01,39.94
2026-04-07T20:52:00Z,58.93,40.09
2026-04-07T20:53:00Z,62.32,39.92
2026-04-07T20:54:00Z,63.14,35.85
2026-04-07T20:55:00Z,62.05,36.30
2026-04-07T20:56:00Z,63.98,37.90
2026-04-07T20:57:00Z,63.16,38.67
2026-04-07T20:58:00Z,61.29,38.15
2026-04-07T20:59:00Z,60.95,41.96
2026-04-07T21:00:00Z,53.14,48.12
2026-04-07T21:01:00Z,57.14,45.55
2026-04-07T21:02:00Z,58.34,44.99
2026-04-07T21:03:00Z,60.28,41.03
2026-04-07T21:04:00Z,65.60,33.43
2026-04-07T21:05:00Z,72.17,25.20
2026-04-07T21:06:00Z,65.95,37.41
2026-04-07T21:07:00Z,72.96,31.69
2026-04-07T21:08:00Z,73.66,29.76
2026-04-07T21:09:00Z,63.00,39.75
2026-04-07T21:10:00Z,61.63,37.67
2026-04-07T21:11:00Z,66.26,35.98
2026-04-07T21:12:00Z,57.36,42.59
2026-04-07T21:13:00Z,57.12,43.88
2026-04-07T21:14:00Z,55.61,47.17
2026-04-07T21:15:00Z,57.12,47.28
2026-04-07T21:16:00Z,60.98,41.58
2026-04-07T21:17:00Z,62.50,44.57
2026-04-07T21:18:00Z,62.28,38.11
2026-04-07T21:19:00Z,64.45,36.95
2026-04-07T21:20:00Z,62.60,39.40
2026-04-07T21:21:00Z,64.26,38.17
2026-04-07T21:22:00Z,62.99,36.12
2026-04-07T21:23:00Z,61.85,38.66
2026-04-07T21:24:00Z,69.80,30.25
2026-04-07T21:25:00Z,62.60,37.77
2026-04-07T21:26:00Z,56.29,43.71
2026-04-07T21:27:00Z,56.99,43.97
2026-04-07T21:28:00Z,59.00,42.86
2026-04-07T21:29:00Z,63.95,36.90
2026-04-07T21:30:00Z,63.24,40.78
2026-04-07T21:31:00Z,64.53,38.21
2026-04-07T21:32:00Z,58.12,42.64
2026-04-07T21:33:00Z,53.42,48.39
2026-04-07T21:34:00Z,51.90,50.76
2026-04-07T21:35:00Z,56.33,40.46
2026-04-07T21:36:00Z,60.93,40.31
2026-04-07T21:37:00Z,64.22,37.24
2026-04-07T21:38:00Z,84.89,12.27
2026-04-07T21:39:00Z,93.19,7.10
2026-04-07T21:40:00Z,89.53,9.63
2026-04-07T21:41:00Z,76.89,24.47
2026-04-07T21:42:00Z,64.53,30.88
2026-04-07T21:43:00Z,55.41,46.09
2026-04-07T21:44:00Z,61.47,37.55
2026-04-07T21:45:00Z,54.80,45.40
2026-04-07T21:46:00Z,50.28,48.61
2026-04-07T21:47:00Z,45.06,54.89
2026-04-07T21:48:00Z,51.17,48.91
2026-04-07T21:49:00Z,57.41,43.41
2026-04-07T21:50:00Z,51.22,52.65
2026-04-07T21:51:00Z,50.28,48.13
2026-04-07T21:52:00Z,55.02,42.33
2026-04-07T21:53:00Z,56.79,39.84
2026-04-07T21:54:00Z,56.73,40.95
2026-04-07T21:55:00Z,56.90,41.15
2026-04-07T21:56:00Z,54.51,42.87
2026-04-07T21:57:00Z,55.10,42.97
2026-04-07T21:58:00Z,56.17,42.96
2026-04-07T21:59:00Z,54.95,42.56
2026-04-07T22:00:00Z,55.81,42.42
2026-04-07T22:01:00Z,56.46,43.83
2026-04-07T22:02:00Z,56.33,42.92
2026-04-07T22:03:00Z,56.08,43.51
2026-04-07T22:04:00Z,55.40,43.88
2026-04-07T22:05:00Z,55.59,43.53
2026-04-07T22:06:00Z,56.11,43.15
2026-04-07T22:07:00Z,55.87,43.34
2026-04-07T22:08:00Z,56.81,42.59
2026-04-07T22:09:00Z,55.10,44.00
2026-04-07T22:10:00Z,54.58,44.36
2026-04-07T22:11:00Z,54.84,43.81
2026-04-07T22:12:00Z,55.38,44.64
2026-04-07T22:13:00Z,55.67,43.92
2026-04-07T22:14:00Z,56.01,43.91
2026-04-07T22:15:00Z,55.00,43.78
2026-04-07T22:16:00Z,55.50,44.57
2026-04-07T22:17:00Z,53.52,44.66
2026-04-07T22:18:00Z,54.56,43.65
2026-04-07T22:19:00Z,54.30,44.71
2026-04-07T22:20:00Z,61.25,40.83
2026-04-07T22:21:00Z,57.99,40.85
2026-04-07T22:22:00Z,58.39,41.01
2026-04-07T22:23:00Z,58.05,40.60
2026-04-07T22:24:00Z,59.25,40.63
2026-04-07T22:25:00Z,58.18,40.43
2026-04-07T22:26:00Z,58.96,40.43
2026-04-07T22:27:00Z,58.60,41.45
2026-04-07T22:28:00Z,58.78,40.40
2026-04-07T22:29:00Z,58.35,42.05
2026-04-07T22:30:00Z,58.69,40.24
2026-04-07T22:31:00Z,59.78,41.63
2026-04-07T22:32:00Z,58.50,41.02
2026-04-07T22:33:00Z,57.73,40.27
2026-04-07T22:34:00Z,57.19,40.91
2026-04-07T22:35:00Z,58.59,41.73
2026-04-07T22:36:00Z,56.45,41.79
2026-04-07T22:37:00Z,57.52,42.20
2026-04-07T22:38:00Z,56.86,42.02
2026-04-07T22:39:00Z,56.55,41.74
2026-04-07T22:40:00Z,56.43,43.30
2026-04-07T22:41:00Z,57.35,41.04
2026-04-07T22:42:00Z,59.19,41.47
2026-04-07T22:43:00Z,58.24,42.39
2026-04-07T22:44:00Z,57.75,41.24
2026-04-07T22:45:00Z,55.85,41.58
2026-04-07T22:46:00Z,55.40,41.72
2026-04-07T22:47:00Z,56.45,41.53
2026-04-07T22:48:00Z,56.36,41.02
2026-04-07T22:49:00Z,57.53,41.56
2026-04-07T22:50:00Z,57.18,40.67
2026-04-07T22:51:00Z,57.97,40.46
2026-04-07T22:52:00Z,56.87,42.72
2026-04-07T22:53:00Z,56.78,43.27
2026-04-07T22:54:00Z,56.68,41.19
2026-04-07T22:55:00Z,56.15,41.34
2026-04-07T22:56:00Z,58.00,42.01
2026-04-07T22:57:00Z,56.33,42.73
2026-04-07T22:58:00Z,57.50,42.21
2026-04-07T22:59:00Z,56.74,40.93
2026-04-07T23:00:00Z,55.34,41.92
2026-04-07T23:01:00Z,51.00,42.71
2026-04-07T23:02:00Z,53.24,42.98
2026-04-07T23:03:00Z,54.16,43.26
2026-04-07T23:04:00Z,55.26,43.50
2026-04-07T23:05:00Z,54.20,42.79
2026-04-07T23:06:00Z,54.04,43.07
2026-04-07T23:07:00Z,55.84,42.41
2026-04-07T23:08:00Z,54.78,43.40
2026-04-07T23:09:00Z,54.23,43.02
2026-04-07T23:10:00Z,54.75,43.36
2026-04-07T23:11:00Z,56.02,43.00
2026-04-07T23:12:00Z,54.64,44.74
2026-04-07T23:13:00Z,54.55,43.64
2026-04-07T23:14:00Z,53.98,42.81
2026-04-07T23:15:00Z,55.69,42.69
2026-04-07T23:16:00Z,54.93,44.82
2026-04-07T23:17:00Z,55.08,42.88
2026-04-07T23:18:00Z,54.22,45.31
2026-04-07T23:19:00Z,54.09,43.00
2026-04-07T23:20:00Z,52.74,44.82
2026-04-07T23:21:00Z,52.03,45.43
2026-04-07T23:22:00Z,50.27,45.17
2026-04-07T23:23:00Z,52.11,45.21
2026-04-07T23:24:00Z,56.99,43.57
2026-04-07T23:25:00Z,65.38,40.30
2026-04-07T23:26:00Z,85.57,15.94
2026-04-07T23:27:00Z,95.21,3.41
2026-04-07T23:28:00Z,99.00,1.00
2026-04-07T23:29:00Z,99.00,1.00
2026-04-07T23:30:00Z,99.00,1.00
2026-04-07T23:31:00Z,99.00,1.00
2026-04-07T23:32:00Z,99.00,1.00
2026-04-07T23:33:00Z,99.00,1.00
