# event_ticker=KXATPCHALLENGERMATCH-26MAY09LAJKWON
# final_score=7-6(5) 6-3
# score_resolution=6-7 3-6
# match_winner=Soonwoo Kwon
# fav_player=Mark Lajal
# dog_player=Soonwoo Kwon
# kalshi_date=2026-05-09
timestamp,Mark Lajal,Soonwoo Kwon
2026-05-08T19:55:00Z,,63.00
2026-05-08T21:03:00Z,38.00,63.00
2026-05-08T21:04:00Z,38.00,63.00
2026-05-08T21:07:00Z,38.00,63.00
2026-05-08T21:09:00Z,38.00,63.00
2026-05-08T21:33:00Z,38.00,62.00
2026-05-08T21:36:00Z,38.00,62.00
2026-05-08T21:37:00Z,38.00,62.00
2026-05-08T21:48:00Z,38.00,62.00
2026-05-08T22:17:00Z,38.00,63.00
2026-05-08T22:30:00Z,38.00,63.00
2026-05-08T22:31:00Z,38.00,63.00
2026-05-08T22:43:00Z,38.00,63.00
2026-05-08T23:00:00Z,38.00,63.00
2026-05-08T23:01:00Z,39.00,63.00
2026-05-08T23:04:00Z,39.00,63.00
2026-05-08T23:21:00Z,38.00,63.00
2026-05-08T23:22:00Z,38.00,62.00
2026-05-08T23:41:00Z,38.00,62.00
2026-05-08T23:43:00Z,38.00,62.00
2026-05-08T23:55:00Z,38.00,62.00
2026-05-09T00:34:00Z,38.00,63.00
2026-05-09T00:38:00Z,38.00,63.00
2026-05-09T00:39:00Z,38.00,63.00
2026-05-09T00:45:00Z,38.00,63.00
2026-05-09T00:49:00Z,38.00,63.00
2026-05-09T00:50:00Z,38.00,63.00
2026-05-09T00:57:00Z,38.00,63.00
2026-05-09T01:07:00Z,38.00,63.00
2026-05-09T01:19:00Z,38.00,63.00
2026-05-09T01:30:00Z,38.00,63.00
2026-05-09T01:38:00Z,38.00,62.00
2026-05-09T01:48:00Z,39.00,62.00
2026-05-09T01:51:00Z,39.00,62.00
2026-05-09T01:52:00Z,39.00,63.00
2026-05-09T01:53:00Z,37.00,63.00
2026-05-09T01:54:00Z,36.00,63.00
2026-05-09T01:58:00Z,38.00,63.00
2026-05-09T02:00:00Z,39.00,63.00
2026-05-09T02:01:00Z,39.00,63.00
2026-05-09T02:06:00Z,39.00,63.00
2026-05-09T02:08:00Z,39.00,63.00
2026-05-09T02:21:00Z,39.00,63.00
2026-05-09T02:24:00Z,39.00,63.00
2026-05-09T02:25:00Z,39.00,63.00
2026-05-09T02:26:00Z,38.00,63.00
2026-05-09T02:30:00Z,38.00,63.00
2026-05-09T02:31:00Z,39.00,63.00
2026-05-09T02:43:00Z,39.00,63.00
2026-05-09T03:07:00Z,39.00,63.00
2026-05-09T03:13:00Z,39.00,63.00
2026-05-09T03:15:00Z,39.00,63.00
2026-05-09T03:35:00Z,39.00,63.00
2026-05-09T03:39:00Z,39.00,61.07
2026-05-09T03:52:00Z,39.00,61.07
2026-05-09T04:12:00Z,39.00,61.07
2026-05-09T04:24:00Z,39.00,61.07
2026-05-09T04:25:00Z,39.00,62.00
2026-05-09T04:27:00Z,38.00,62.00
