# event_ticker=KXATPMATCH-26MAR31SKAUGO
# final_score=6-7(2) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Timofey Skatov
# kalshi_date=2026-03-31
timestamp,Camilo Ugo Carabelli,Timofey Skatov
2026-03-31T03:21:00Z,69.00,
2026-03-31T03:24:00Z,69.00,
2026-03-31T03:26:00Z,69.00,32.00
2026-03-31T03:30:00Z,69.00,32.00
2026-03-31T03:35:00Z,69.00,32.00
2026-03-31T03:37:00Z,69.00,32.56
2026-03-31T03:46:00Z,69.00,32.56
2026-03-31T04:16:00Z,69.00,32.56
2026-03-31T04:17:00Z,69.00,32.56
2026-03-31T04:19:00Z,69.00,32.56
2026-03-31T04:23:00Z,68.94,32.56
2026-03-31T04:28:00Z,69.00,32.56
2026-03-31T04:57:00Z,69.00,32.56
2026-03-31T05:01:00Z,69.00,33.00
2026-03-31T05:03:00Z,69.00,33.00
2026-03-31T05:05:00Z,69.00,33.00
2026-03-31T05:06:00Z,69.00,33.00
2026-03-31T05:08:00Z,70.00,33.00
2026-03-31T05:12:00Z,70.94,32.00
2026-03-31T05:19:00Z,70.00,32.00
2026-03-31T05:20:00Z,70.00,32.00
2026-03-31T05:22:00Z,70.00,32.00
2026-03-31T05:23:00Z,70.00,32.00
2026-03-31T05:32:00Z,70.00,32.00
2026-03-31T05:35:00Z,70.00,30.00
2026-03-31T05:45:00Z,70.99,30.00
2026-03-31T05:51:00Z,70.04,30.00
2026-03-31T05:53:00Z,70.04,31.00
2026-03-31T05:54:00Z,71.00,31.00
2026-03-31T05:55:00Z,70.00,31.00
2026-03-31T05:58:00Z,71.90,31.00
2026-03-31T05:59:00Z,72.00,31.00
2026-03-31T06:03:00Z,72.00,31.00
2026-03-31T06:10:00Z,72.00,31.00
2026-03-31T06:14:00Z,72.97,31.00
2026-03-31T06:16:00Z,72.00,30.00
2026-03-31T06:17:00Z,72.00,30.00
2026-03-31T06:25:00Z,72.00,30.00
2026-03-31T06:26:00Z,72.00,30.00
2026-03-31T06:27:00Z,71.00,30.00
2026-03-31T06:46:00Z,71.00,30.00
2026-03-31T06:47:00Z,71.00,30.00
2026-03-31T06:51:00Z,71.00,30.00
2026-03-31T06:52:00Z,71.00,30.00
2026-03-31T06:57:00Z,71.00,30.00
2026-03-31T06:59:00Z,71.00,31.00
2026-03-31T07:01:00Z,71.00,30.00
2026-03-31T07:07:00Z,71.77,30.00
2026-03-31T07:11:00Z,71.00,30.00
2026-03-31T07:12:00Z,71.00,30.00
2026-03-31T07:27:00Z,71.00,30.00
2026-03-31T07:31:00Z,71.00,29.00
2026-03-31T07:39:00Z,71.43,29.00
2026-03-31T07:59:00Z,73.00,29.00
2026-03-31T08:04:00Z,73.00,29.00
2026-03-31T08:10:00Z,73.00,29.00
2026-03-31T08:17:00Z,73.00,29.00
2026-03-31T08:22:00Z,73.00,29.00
2026-03-31T08:29:00Z,73.06,29.00
2026-03-31T08:31:00Z,74.00,29.00
2026-03-31T08:32:00Z,74.00,29.00
2026-03-31T08:43:00Z,74.00,27.00
2026-03-31T09:01:00Z,74.00,28.00
2026-03-31T09:17:00Z,74.00,28.00
2026-03-31T09:22:00Z,74.00,28.00
2026-03-31T09:30:00Z,74.00,28.00
2026-03-31T09:39:00Z,74.00,28.00
2026-03-31T09:57:00Z,74.00,28.00
2026-03-31T10:01:00Z,74.00,28.00
2026-03-31T10:05:00Z,74.00,28.00
2026-03-31T10:11:00Z,74.00,28.00
2026-03-31T10:16:00Z,74.00,28.00
2026-03-31T10:18:00Z,74.00,27.00
2026-03-31T10:22:00Z,74.00,28.00
2026-03-31T10:23:00Z,74.00,28.00
2026-03-31T10:28:00Z,74.00,28.00
2026-03-31T10:49:00Z,75.00,28.00
2026-03-31T10:50:00Z,75.00,27.00
2026-03-31T10:58:00Z,76.00,25.00
2026-03-31T10:59:00Z,76.00,25.00
2026-03-31T11:00:00Z,76.00,25.00
2026-03-31T11:08:00Z,76.00,25.00
2026-03-31T11:10:00Z,76.00,25.00
2026-03-31T11:12:00Z,76.00,25.00
2026-03-31T11:18:00Z,76.00,24.00
2026-03-31T11:26:00Z,76.00,24.00
2026-03-31T11:28:00Z,76.00,24.00
2026-03-31T11:29:00Z,76.00,25.00
2026-03-31T11:37:00Z,76.00,25.00
2026-03-31T11:41:00Z,75.00,25.00
2026-03-31T11:44:00Z,75.00,25.00
2026-03-31T11:45:00Z,74.00,25.00
2026-03-31T11:47:00Z,74.00,26.00
2026-03-31T11:49:00Z,74.00,26.00
2026-03-31T11:50:00Z,74.00,26.00
2026-03-31T11:52:00Z,73.00,27.00
2026-03-31T11:55:00Z,73.00,27.00
2026-03-31T11:57:00Z,73.00,27.00
2026-03-31T11:58:00Z,73.00,27.00
2026-03-31T11:59:00Z,73.00,28.00
2026-03-31T12:01:00Z,73.00,28.00
2026-03-31T12:02:00Z,71.08,28.00
2026-03-31T12:03:00Z,71.00,28.00
2026-03-31T12:06:00Z,71.00,28.00
2026-03-31T12:07:00Z,71.08,28.00
2026-03-31T12:10:00Z,71.08,28.00
2026-03-31T12:12:00Z,72.00,28.00
2026-03-31T12:16:00Z,72.00,28.00
2026-03-31T12:18:00Z,72.00,28.00
2026-03-31T12:21:00Z,72.00,28.00
2026-03-31T12:27:00Z,72.00,28.00
2026-03-31T12:33:00Z,72.00,28.00
2026-03-31T12:36:00Z,72.00,28.00
2026-03-31T12:43:00Z,72.00,28.00
2026-03-31T12:46:00Z,72.00,28.00
2026-03-31T12:47:00Z,72.00,28.00
2026-03-31T12:49:00Z,72.00,28.00
2026-03-31T12:51:00Z,72.00,28.00
2026-03-31T12:55:00Z,72.00,28.00
2026-03-31T12:59:00Z,72.00,28.00
2026-03-31T13:01:00Z,72.00,28.00
2026-03-31T13:02:00Z,72.00,30.00
2026-03-31T13:06:00Z,72.00,30.00
2026-03-31T13:11:00Z,72.00,30.00
2026-03-31T13:12:00Z,72.98,30.00
2026-03-31T13:14:00Z,72.00,30.00
2026-03-31T13:15:00Z,72.00,30.00
2026-03-31T13:18:00Z,72.00,30.00
2026-03-31T13:19:00Z,72.00,30.00
2026-03-31T13:25:00Z,72.00,30.00
2026-03-31T13:26:00Z,72.00,28.00
2026-03-31T13:27:00Z,72.00,28.00
2026-03-31T13:28:00Z,72.00,28.00
2026-03-31T13:29:00Z,72.00,30.00
2026-03-31T13:30:00Z,72.00,30.00
2026-03-31T13:31:00Z,72.00,30.00
2026-03-31T13:35:00Z,72.00,30.00
2026-03-31T13:36:00Z,72.00,30.00
2026-03-31T13:38:00Z,72.00,30.00
2026-03-31T13:39:00Z,72.00,30.00
2026-03-31T13:41:00Z,72.00,30.00
2026-03-31T13:42:00Z,72.00,30.00
2026-03-31T13:44:00Z,72.00,30.00
2026-03-31T13:45:00Z,72.00,30.00
2026-03-31T13:49:00Z,72.00,30.00
2026-03-31T13:52:00Z,72.00,30.00
2026-03-31T13:53:00Z,72.00,30.00
2026-03-31T13:54:00Z,70.22,30.00
2026-03-31T13:57:00Z,72.00,30.00
2026-03-31T13:58:00Z,72.00,30.00
2026-03-31T13:59:00Z,72.00,30.00
2026-03-31T14:00:00Z,72.00,30.00
2026-03-31T14:01:00Z,72.00,30.00
2026-03-31T14:03:00Z,72.00,30.00
