# event_ticker=KXATPCHALLENGERMATCH-26MAY20NESDHA
# final_score=6-0 3-6 6-4
# score_resolution=0-6 6-3 4-6
# match_winner=Petr Nesterov
# fav_player=Manas Dhamne
# dog_player=Pyotr Nesterov
# kalshi_date=2026-05-20
timestamp,Pyotr Nesterov,Manas Dhamne
2026-05-20T04:14:00Z,50.00,
2026-05-20T05:13:00Z,50.00,51.00
2026-05-20T05:35:00Z,50.00,51.00
2026-05-20T06:15:00Z,50.00,51.00
2026-05-20T06:29:00Z,50.59,51.00
2026-05-20T08:07:00Z,50.59,51.00
2026-05-20T08:51:00Z,50.59,51.00
2026-05-20T09:23:00Z,52.97,51.00
2026-05-20T09:33:00Z,52.97,51.00
2026-05-20T09:38:00Z,52.97,51.00
2026-05-20T09:40:00Z,52.97,51.00
2026-05-20T10:19:00Z,52.97,49.00
2026-05-20T10:23:00Z,61.15,36.00
2026-05-20T10:24:00Z,59.03,40.97
2026-05-20T10:26:00Z,60.00,40.97
2026-05-20T10:27:00Z,61.63,40.97
2026-05-20T10:28:00Z,67.00,33.56
2026-05-20T10:30:00Z,74.85,33.56
2026-05-20T10:32:00Z,76.32,26.00
2026-05-20T10:34:00Z,79.00,28.62
2026-05-20T10:35:00Z,79.00,28.50
2026-05-20T10:36:00Z,79.00,22.00
2026-05-20T10:37:00Z,80.00,22.00
2026-05-20T10:41:00Z,78.00,22.00
2026-05-20T10:42:00Z,80.27,16.00
2026-05-20T10:45:00Z,80.27,17.00
2026-05-20T10:46:00Z,80.27,17.28
2026-05-20T10:48:00Z,87.67,17.28
2026-05-20T10:49:00Z,89.98,17.28
2026-05-20T10:50:00Z,77.48,28.03
2026-05-20T10:52:00Z,88.00,28.03
2026-05-20T10:53:00Z,88.00,25.00
2026-05-20T10:56:00Z,88.00,20.28
2026-05-20T10:58:00Z,78.00,20.28
2026-05-20T10:59:00Z,78.00,23.75
2026-05-20T11:00:00Z,81.00,24.00
2026-05-20T11:01:00Z,81.00,19.00
2026-05-20T11:05:00Z,80.00,19.00
2026-05-20T11:06:00Z,73.00,19.00
2026-05-20T11:09:00Z,77.76,24.00
2026-05-20T11:10:00Z,77.76,22.13
2026-05-20T11:13:00Z,77.00,22.13
2026-05-20T11:16:00Z,75.98,25.00
2026-05-20T11:17:00Z,76.00,25.00
2026-05-20T11:18:00Z,79.00,25.00
2026-05-20T11:19:00Z,78.00,21.00
2026-05-20T11:21:00Z,76.00,25.52
2026-05-20T11:23:00Z,73.60,25.52
2026-05-20T11:24:00Z,69.00,31.00
2026-05-20T11:26:00Z,60.80,40.18
2026-05-20T11:27:00Z,59.00,40.00
2026-05-20T11:28:00Z,55.34,45.99
2026-05-20T11:29:00Z,58.00,46.84
2026-05-20T11:30:00Z,54.00,47.29
2026-05-20T11:32:00Z,54.00,47.00
2026-05-20T11:33:00Z,54.00,43.00
2026-05-20T11:34:00Z,56.00,40.97
2026-05-20T11:35:00Z,51.00,51.00
2026-05-20T11:36:00Z,47.56,58.00
2026-05-20T11:37:00Z,52.47,58.55
2026-05-20T11:39:00Z,49.83,49.00
2026-05-20T11:40:00Z,53.46,49.00
2026-05-20T11:41:00Z,59.91,39.67
2026-05-20T11:42:00Z,62.00,39.00
2026-05-20T11:43:00Z,63.00,41.00
2026-05-20T11:44:00Z,63.96,41.00
2026-05-20T11:45:00Z,66.93,41.00
2026-05-20T11:46:00Z,76.18,41.00
2026-05-20T11:47:00Z,80.00,22.00
2026-05-20T11:48:00Z,83.31,22.00
2026-05-20T11:49:00Z,86.41,22.00
2026-05-20T11:50:00Z,88.00,22.00
2026-05-20T11:51:00Z,85.94,15.68
2026-05-20T11:54:00Z,81.69,15.68
2026-05-20T11:55:00Z,85.00,15.68
2026-05-20T11:56:00Z,89.00,15.68
2026-05-20T11:57:00Z,87.91,15.68
2026-05-20T11:58:00Z,88.25,12.00
2026-05-20T12:00:00Z,91.00,12.00
2026-05-20T12:01:00Z,91.46,8.66
2026-05-20T12:02:00Z,88.97,8.66
2026-05-20T12:04:00Z,86.92,8.66
2026-05-20T12:05:00Z,85.55,12.00
2026-05-20T12:06:00Z,76.00,12.00
2026-05-20T12:07:00Z,78.46,24.00
2026-05-20T12:08:00Z,67.13,33.00
2026-05-20T12:09:00Z,62.71,39.00
2026-05-20T12:10:00Z,56.00,46.10
2026-05-20T12:11:00Z,54.00,48.19
2026-05-20T12:12:00Z,52.24,48.19
2026-05-20T12:13:00Z,60.49,42.63
2026-05-20T12:14:00Z,69.36,49.00
2026-05-20T12:15:00Z,67.85,45.72
2026-05-20T12:16:00Z,58.00,39.36
2026-05-20T12:17:00Z,65.31,49.75
2026-05-20T12:18:00Z,59.59,38.40
2026-05-20T12:19:00Z,56.63,62.84
2026-05-20T12:20:00Z,52.94,50.42
2026-05-20T12:21:00Z,51.27,59.64
2026-05-20T12:22:00Z,45.71,55.77
2026-05-20T12:23:00Z,52.81,50.22
2026-05-20T12:24:00Z,62.97,39.71
2026-05-20T12:25:00Z,67.00,35.00
2026-05-20T12:26:00Z,79.23,30.31
2026-05-20T12:27:00Z,84.13,19.58
2026-05-20T12:28:00Z,73.52,33.79
2026-05-20T12:29:00Z,73.45,24.82
2026-05-20T12:30:00Z,58.07,39.22
2026-05-20T12:31:00Z,63.90,44.61
2026-05-20T12:32:00Z,79.24,22.00
2026-05-20T12:33:00Z,98.50,2.32
2026-05-20T12:34:00Z,99.00,2.32
